ID,Bedrijfsgrootte,BedrijfstakkenBranchesSBI2008,PersoneelDatWerktMetInternet_1,OnlineVergaderen_2,VeiligheidsrichtlijnenOnlineVergaderen_3,VoorkeurOnlineVergaderen_4,Bedrijfsemails_5,Bedrijfsdocumenten_6,BedrijfsapplicatiesOfSoftware_7,Bedrijfsemails_8,Bedrijfsrichtlijnen_9,Telewerkers_10,TelewerkKomtVoor_11,ICTPersAangenomenWillenAannemen_12,ICTVacaturesLastigTeVullen_13,TekortAanSollicitanten_14,SollicitantenMissenJuisteICTKennis_15,SollicitantenMissenWerkervaring_16,SollicitantenEisenTeHoogSalaris_17,ExterneLeverancier_18,EigenPersoneel_19,EigenPersoneelEnExterneLeverancier_20,NietVanToepassing_21,ICTSpecialistenInLoondienst_22,ICTCursusAanICTSpecialisten_23,ICTCursusAanOverigPersoneel_24,InternetVast_25,MinderDan30MbitS_26,k_30Tot100MbitS_27,k_100Tot500MbitS_28,k_500MbitSTot1GbitS_29,TenMinste1GbitS_30,MobielInternetVerstrekt_31,PersoneelDatWerktMetMobielInternet_32,BedrijvenMetWebsite_33,BeschrijvingenVanProductenPrijslijst_34,OnlineBestellenBoekenOfReserveren_35,ProductaanpassingDoorKlant_36,BestellingOnlineVolgen_37,KlantspecifiekeInfoVoorDeBezoeker_38,VerwijzingNaarSocialeMedia_39,AntiVirussoftware_40,BeleidVoorSterkeWachtwoorden_41,BiometrischeMethoden_42,AuthenticatieViaSoftOfHardwaretoken_43,EncryptieVanData_44,GegevensOpAndereFysiekeLocatie_45,NetworkAccessControl_46,VPNInternetgebruikBuitenHetBedrijf_47,LogbestandenVoorAnalyseIncidenten_48,MethodesVoorBeoordelenICTVeiligheid_49,Risicoanalyses_50,ICTVeiligheidVolgEnDetectiesysteem_51,VrijwilligeTraining_52,VerplichteTraining_53,MetContract_54,ICTVeiligheidsdocumentenAanwezig_55,MinderDan12MaandenGeleden_56,TussenDe12En24MaandenGeleden_57,MeerDan24MaandenGeleden_58,UitbesteedAanExternBedrijf_59,EigenPersoneel_60,EigenPersoneelEnExternBedrijf_61,NietVanToepassing_62,IncidentMetInterneOorzaakGehad_63,IncidentDoorAanvalVanBuitenGehad_64,UitvalICTDienstDoorVeiligheidsinc_65,VernietigingDataDoorVeiligheidsinc_66,OnthullingDoorInternIncident_67,UitvalICTDienstDoorAanvalBuitenaf_68,VernietigingDataAanvalVanBuitenaf_69,OnthullingGegevensDoorICTInbraak_70,KostenIncidentInternGehad_71,KostenIncidentAanvalBuitenafGehad_72,UitvalICTDienstDoorVeiligheidsinc_73,VernietigingDataDoorVeiligheidsinc_74,OnthullingDoorInternIncident_75,UitvalICTDienstDoorAanvalBuitenaf_76,VernietigingDataAanvalBuitenaf_77,OnthullingDoorICTInbraak_78,Kosten1VanDeTotaleOmzet_79,Kosten1Tot2VanDeTotaleOmzet_80,Kosten2Tot5VanDeTotaleOmzet_81,Kosten5Tot10VanDeTotaleOmzet_82,Kosten10Tot50VanDeTotaleOmzet_83,Kosten50VanDeTotaleOmzet_84,Kosten1VanDeTotaleOmzet_85,Kosten1Tot2VanDeTotaleOmzet_86,Kosten2Tot5VanDeTotaleOmzet_87,Kosten5Tot10VanDeTotaleOmzet_88,Kosten10Tot50VanDeTotaleOmzet_89,Kosten50VanDeTotaleOmzet_90,RansomwareAanvalGehad_91,LosgeldBetaald_92,BetalingLosgeldZinvol_93,AndereKostenRansomwareAanvalGehad_94,k_1VanDeTotaleOmzet_95,k_1Tot2VanDeTotaleOmzet_96,k_2Tot5VanDeTotaleOmzet_97,k_5Tot10VanDeTotaleOmzet_98,k_10Tot50VanDeTotaleOmzet_99,k_50VanDeTotaleOmzet_100,Kosten1VanDeTotaleOmzet_101,Kosten1Tot2VanDeTotaleOmzet_102,Kosten2Tot5VanDeTotaleOmzet_103,Kosten5Tot10VanDeTotaleOmzet_104,Kosten10Tot50VanDeTotaleOmzet_105,Kosten50VanDeTotaleOmzet_106,Politie_107,Cybersecurity_108,VerzekeringICTVeiligheidsincidenten_109,GezochtNaarMeldingenCyberdreigingen_110,BekendMetDTC_111,DTCWebsiteAlsBronGebruikt_112,MilieuBetrokken_113,Papierverbruik_114,Energieverbruik_115,MilieuBewustBijICTAanschaf_116,Ja_117,Nee_118,NVT_119,Ja_120,Nee_121,NVT_122,Ja_123,Nee_124,NVT_125,VerkoopViaWebsiteOfApp_126,Verkoopwaarde1VanDeTotaleOmzet_127,Verkoopwaarde1VanDeTotaleOmzet_128,Verkoopwaarde2VanDeTotaleOmzet_129,Verkoopwaarde5VanDeTotaleOmzet_130,Verkoopwaarde10VanDeTotaleOmzet_131,Verkoopwaarde25VanDeTotaleOmzet_132,Verkoopwaarde50VanDeTotaleOmzet_133,ViaWebsiteOfAppsVanEigenBedrijf_134,PercentageOmzetViaOnlinePlatforms_135,VerkoopViaECommerce_136,Verkoopwaarde1VanDeTotaleOmzet_137,Verkoopwaarde1VanDeTotaleOmzet_138,Verkoopwaarde2VanDeTotaleOmzet_139,Verkoopwaarde5VanDeTotaleOmzet_140,Verkoopwaarde10VanDeTotaleOmzet_141,Verkoopwaarde25VanDeTotaleOmzet_142,Verkoopwaarde50VanDeTotaleOmzet_143,ViaEen_144,ViaTwee_145,ViaDrieOfMeer_146,MeerDan75VanOmzetUitEenPlatform_147,VerkoopViaEDI_148,Verkoopwaarde1VanDeTotaleOmzet_149,Verkoopwaarde1VanDeTotaleOmzet_150,Verkoopwaarde2VanDeTotaleOmzet_151,Verkoopwaarde5VanDeTotaleOmzet_152,Verkoopwaarde10VanDeTotaleOmzet_153,Verkoopwaarde25VanDeTotaleOmzet_154,Verkoopwaarde50VanDeTotaleOmzet_155
30,WP19090,800036,76.0,,,13.0,,,,,,40.0,,6.0,,,,,,,13.0,,4,16.0,,15.0,98.0,7,,,,12.0,,43.0,,,,3.0,8.0,21.0,,97,,,,,,,,,,,,,13.0,,,,4.0,1,,19.0,11.0,,,3.0,19.0,0.0,2.0,1.0,2,1.0,8.0,1.0,,0.0,0.0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,8.0,9.0,,100,,,,,10.0,,,,,,,,17.0,7.0,,,,,,,,0.0,,7.0,10.0,10.0,10.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,WP19090,350000,71.0,45.0,28.0,11.0,75.0,64.0,56.0,,55.0,28.0,68.0,2.0,1.0,,,,,69.0,10.0,15.0,6,8.0,4.0,11.0,96.0,2,26.0,37.0,23.0,8.0,88.0,44.0,92.0,69.0,15.0,3.0,1.0,14.0,52.0,95,76.0,18.0,53.0,28.0,89.0,68.0,51.0,52.0,36.0,38.0,24.0,16.0,8.0,18.0,26.0,18.0,6.0,2,64.0,7.0,12.0,17.0,24.0,10.0,24.0,4.0,1.0,9.0,3,3.0,6.0,3.0,6.0,0.0,0.0,3.0,,1.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,22.0,6.0,7.0,2.0,100,76.0,46.0,48.0,76.0,10.0,13.0,42.0,42.0,17.0,20.0,44.0,36.0,7.0,2.0,,,3.0,3.0,3.0,2.0,,16.0,8.0,2.0,7.0,5.0,4.0,4.0,4.0,3.0,,0.0,,0.0,1.0,0.0,,,,,,
32,WP19090,354200,82.0,56.0,38.0,18.0,81.0,76.0,72.0,,65.0,41.0,78.0,12.0,8.0,7.0,6.0,4.0,4.0,50.0,15.0,28.0,7,25.0,15.0,19.0,97.0,4,22.0,37.0,22.0,12.0,79.0,32.0,93.0,82.0,55.0,12.0,23.0,32.0,64.0,97,82.0,23.0,64.0,46.0,91.0,77.0,63.0,68.0,52.0,52.0,38.0,28.0,15.0,27.0,42.0,31.0,7.0,4,49.0,17.0,21.0,13.0,24.0,10.0,23.0,3.0,2.0,8.0,3,2.0,7.0,4.0,7.0,1.0,0.0,3.0,1.0,1.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,28.0,14.0,15.0,5.0,100,77.0,48.0,51.0,72.0,11.0,17.0,43.0,38.0,19.0,26.0,40.0,34.0,46.0,8.0,38.0,34.0,31.0,27.0,23.0,20.0,88.0,12.0,50.0,8.0,42.0,39.0,36.0,32.0,27.0,23.0,5.0,4.0,6.0,4.0,10.0,1.0,9.0,8.0,7.0,7.0,5.0,3.0
33,WP19090,383100,72.0,36.0,22.0,10.0,69.0,61.0,55.0,,48.0,27.0,63.0,5.0,2.0,,2.0,1.0,1.0,51.0,14.0,21.0,14,14.0,5.0,10.0,94.0,11,25.0,34.0,17.0,7.0,78.0,37.0,78.0,62.0,23.0,4.0,7.0,16.0,38.0,93,73.0,17.0,52.0,39.0,81.0,57.0,43.0,50.0,38.0,40.0,23.0,19.0,13.0,19.0,25.0,20.0,3.0,2,45.0,13.0,15.0,28.0,18.0,8.0,17.0,2.0,1.0,4.0,3,3.0,6.0,4.0,6.0,1.0,0.0,2.0,1.0,1.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,20.0,9.0,11.0,4.0,100,74.0,43.0,42.0,68.0,9.0,22.0,36.0,38.0,25.0,20.0,35.0,44.0,13.0,1.0,,,9.0,8.0,6.0,5.0,,11.0,18.0,2.0,16.0,15.0,14.0,12.0,9.0,8.0,0.0,0.0,,1.0,7.0,1.0,,,,,3.0,3.0
34,WP19090,389100,62.0,18.0,9.0,4.0,48.0,47.0,39.0,,24.0,10.0,51.0,1.0,,,,,,45.0,23.0,10.0,22,9.0,3.0,3.0,96.0,11,26.0,36.0,16.0,7.0,51.0,12.0,92.0,89.0,74.0,8.0,13.0,37.0,62.0,92,57.0,14.0,36.0,17.0,67.0,38.0,20.0,24.0,15.0,17.0,9.0,7.0,3.0,10.0,8.0,,2.0,1,38.0,14.0,6.0,42.0,13.0,3.0,13.0,0.0,0.0,1.0,0,2.0,4.0,1.0,4.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,12.0,4.0,9.0,3.0,100,66.0,32.0,31.0,63.0,6.0,31.0,26.0,31.0,43.0,22.0,32.0,46.0,45.0,8.0,37.0,32.0,24.0,21.0,16.0,9.0,73.0,27.0,45.0,8.0,37.0,32.0,24.0,21.0,16.0,9.0,5.0,8.0,8.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
35,WP19090,391600,99.0,96.0,78.0,41.0,96.0,95.0,94.0,,87.0,89.0,96.0,57.0,46.0,43.0,39.0,32.0,26.0,11.0,48.0,38.0,3,78.0,64.0,58.0,97.0,2,10.0,29.0,32.0,25.0,81.0,52.0,97.0,84.0,32.0,9.0,10.0,27.0,85.0,92,93.0,38.0,85.0,79.0,96.0,88.0,76.0,83.0,72.0,76.0,56.0,65.0,39.0,53.0,75.0,65.0,6.0,4,12.0,50.0,32.0,6.0,27.0,11.0,25.0,4.0,3.0,8.0,3,3.0,5.0,4.0,5.0,1.0,0.0,2.0,1.0,1.0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,50.0,36.0,30.0,12.0,100,73.0,51.0,51.0,73.0,15.0,12.0,53.0,34.0,14.0,44.0,33.0,23.0,20.0,3.0,17.0,16.0,16.0,14.0,12.0,10.0,88.0,12.0,22.0,2.0,20.0,18.0,18.0,16.0,14.0,11.0,1.0,1.0,4.0,2.0,4.0,0.0,3.0,3.0,2.0,2.0,2.0,1.0
36,WP19090,396300,98.0,86.0,79.0,25.0,91.0,90.0,89.0,,91.0,80.0,90.0,28.0,,,,,,33.0,20.0,39.0,8,45.0,,37.0,92.0,2,14.0,29.0,18.0,28.0,78.0,49.0,85.0,63.0,22.0,11.0,13.0,25.0,,91,91.0,,81.0,79.0,92.0,86.0,77.0,82.0,83.0,81.0,,58.0,,,85.0,73.0,11.0,1,26.0,25.0,,10.0,27.0,11.0,24.0,0.0,9.0,8.0,2,9.0,9.0,5.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,30.0,31.0,,100,76.0,,,,12.0,24.0,37.0,,21.0,,30.0,25.0,13.0,,,,,,,,,,15.0,3.0,12.0,12.0,10.0,9.0,8.0,7.0,0.0,,,0.0,3.0,0.0,,,1.0,1.0,1.0,1.0
37,WP19090,402000,95.0,,,,95.0,93.0,,,,74.0,93.0,2.0,,,,,,,5.0,,4,15.0,,,98.0,0,13.0,,,,93.0,60.0,95.0,,,2.0,2.0,,,98,89.0,,,,94.0,89.0,,,,,,,,,,,,2,,6.0,14.0,10.0,,,,0.0,3.0,13.0,2,6.0,5.0,4.0,,0.0,0.0,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,8.0,,,100,,,,,13.0,,,,,,,,9.0,,,,2.0,2.0,2.0,0.0,,,9.0,2.0,6.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,0.0,0.0,0.0,0.0
38,WP19090,403300,97.0,89.0,62.0,30.0,95.0,94.0,90.0,,83.0,78.0,95.0,16.0,11.0,9.0,9.0,8.0,6.0,48.0,15.0,36.0,1,33.0,23.0,29.0,97.0,2,18.0,38.0,26.0,13.0,83.0,49.0,94.0,81.0,20.0,5.0,4.0,19.0,70.0,98,91.0,31.0,80.0,61.0,96.0,87.0,70.0,74.0,58.0,56.0,43.0,44.0,23.0,39.0,62.0,49.0,10.0,3,47.0,19.0,27.0,7.0,32.0,12.0,28.0,5.0,6.0,9.0,2,4.0,11.0,4.0,11.0,2.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,46.0,20.0,19.0,8.0,100,79.0,47.0,52.0,77.0,11.0,11.0,45.0,43.0,12.0,37.0,40.0,23.0,13.0,4.0,9.0,7.0,6.0,5.0,4.0,3.0,89.0,11.0,14.0,4.0,11.0,9.0,6.0,6.0,4.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0
39,WP19090,410200,78.0,50.0,31.0,16.0,74.0,67.0,61.0,,54.0,41.0,70.0,7.0,5.0,,3.0,2.0,,55.0,14.0,18.0,13,17.0,10.0,14.0,91.0,4,24.0,33.0,21.0,8.0,79.0,38.0,84.0,65.0,25.0,8.0,5.0,22.0,53.0,94,81.0,20.0,60.0,42.0,82.0,64.0,44.0,49.0,37.0,39.0,30.0,22.0,11.0,21.0,35.0,25.0,8.0,2,52.0,14.0,13.0,22.0,17.0,7.0,16.0,2.0,1.0,5.0,2,1.0,5.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,25.0,10.0,15.0,5.0,100,74.0,44.0,39.0,64.0,10.0,27.0,32.0,35.0,33.0,24.0,28.0,48.0,15.0,4.0,11.0,10.0,8.0,7.0,6.0,4.0,90.0,10.0,16.0,4.0,12.0,11.0,9.0,8.0,6.0,5.0,2.0,1.0,1.0,1.0,2.0,0.0,,,1.0,1.0,0.0,0.0
40,WP19090,422400,96.0,71.0,50.0,17.0,85.0,81.0,77.0,,72.0,53.0,85.0,4.0,2.0,,,,,54.0,16.0,26.0,4,19.0,8.0,24.0,97.0,6,20.0,35.0,22.0,13.0,65.0,30.0,96.0,84.0,34.0,5.0,4.0,44.0,53.0,97,85.0,23.0,77.0,69.0,95.0,74.0,50.0,61.0,45.0,55.0,32.0,39.0,18.0,42.0,61.0,47.0,10.0,4,49.0,16.0,22.0,13.0,26.0,8.0,22.0,1.0,5.0,6.0,1,2.0,4.0,1.0,4.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,35.0,11.0,10.0,4.0,100,79.0,48.0,50.0,80.0,7.0,13.0,35.0,43.0,22.0,26.0,42.0,32.0,10.0,,3.0,3.0,3.0,3.0,2.0,2.0,,6.0,15.0,8.0,7.0,7.0,7.0,6.0,6.0,5.0,0.0,1.0,0.0,,6.0,,,,,,,3.0
41,WP19090,332915,98.0,96.0,78.0,42.0,95.0,95.0,93.0,,87.0,88.0,96.0,59.0,47.0,43.0,40.0,31.0,26.0,11.0,47.0,38.0,4,80.0,66.0,60.0,97.0,1,10.0,29.0,31.0,25.0,84.0,53.0,96.0,84.0,31.0,8.0,11.0,28.0,79.0,93,94.0,40.0,86.0,81.0,97.0,90.0,77.0,85.0,72.0,77.0,57.0,69.0,42.0,53.0,78.0,67.0,7.0,4,13.0,49.0,33.0,5.0,26.0,10.0,25.0,4.0,3.0,6.0,3,3.0,5.0,3.0,5.0,1.0,0.0,2.0,1.0,1.0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,48.0,38.0,32.0,13.0,100,76.0,55.0,54.0,77.0,12.0,11.0,55.0,32.0,12.0,40.0,33.0,26.0,21.0,3.0,17.0,17.0,16.0,13.0,10.0,9.0,84.0,16.0,22.0,3.0,20.0,19.0,18.0,15.0,12.0,10.0,2.0,1.0,3.0,2.0,4.0,1.0,,,,,,
42,WP19097,399907,78.0,85.0,65.0,32.0,94.0,91.0,89.0,,86.0,54.0,92.0,27.0,18.0,17.0,14.0,12.0,10.0,34.0,17.0,46.0,2,56.0,41.0,43.0,98.0,2,15.0,38.0,25.0,18.0,90.0,41.0,95.0,81.0,34.0,9.0,14.0,32.0,75.0,98,91.0,34.0,81.0,67.0,95.0,88.0,77.0,83.0,70.0,70.0,53.0,56.0,35.0,43.0,67.0,55.0,9.0,3,36.0,19.0,39.0,6.0,35.0,12.0,32.0,4.0,5.0,8.0,3,4.0,9.0,4.0,9.0,2.0,1.0,3.0,1.0,1.0,75.0,7.0,18.0,0.0,0.0,0.0,90.0,7.0,2.0,1.0,0.0,0.0,2,5.0,5.0,67.0,44.0,22.0,22.0,12.0,0.0,0.0,65.0,3.0,32.0,0.0,1.0,0.0,35.0,56.0,37.0,32.0,29.0,13.0,100,78.0,51.0,54.0,78.0,11.0,11.0,43.0,42.0,14.0,39.0,36.0,25.0,24.0,6.0,18.0,17.0,14.0,12.0,10.0,7.0,86.0,14.0,32.0,7.0,25.0,24.0,22.0,20.0,16.0,12.0,2.0,2.0,4.0,2.0,14.0,3.0,12.0,11.0,10.0,9.0,7.0,4.0
43,WP19097,307500,66.0,92.0,70.0,34.0,96.0,95.0,93.0,,92.0,40.0,96.0,24.0,16.0,15.0,11.0,9.0,7.0,28.0,16.0,54.0,1,62.0,43.0,44.0,99.0,2,19.0,41.0,22.0,15.0,91.0,30.0,97.0,82.0,25.0,9.0,8.0,23.0,73.0,99,94.0,33.0,81.0,68.0,97.0,90.0,89.0,89.0,73.0,71.0,58.0,54.0,35.0,42.0,67.0,55.0,9.0,3,32.0,19.0,44.0,4.0,39.0,11.0,37.0,7.0,5.0,8.0,3,5.0,14.0,5.0,13.0,4.0,2.0,5.0,1.0,1.0,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,34.0,35.0,31.0,14.0,100,72.0,49.0,50.0,81.0,11.0,8.0,46.0,42.0,12.0,34.0,43.0,23.0,20.0,6.0,14.0,12.0,9.0,8.0,6.0,3.0,92.0,8.0,34.0,6.0,28.0,26.0,24.0,21.0,17.0,11.0,2.0,1.0,1.0,1.0,22.0,3.0,19.0,18.0,16.0,14.0,11.0,8.0
44,WP19097,800036,79.0,,,,94.0,94.0,88.0,,92.0,53.0,94.0,,,,,,,,10.0,,1,,,,100.0,1,15.0,,,21.0,93.0,50.0,97.0,82.0,,10.0,,,,99,92.0,,,,92.0,95.0,,90.0,,,,,,,,,5.0,2,,9.0,,2.0,,17.0,,3.0,5.0,10.0,3,4.0,5.0,6.0,,,1.0,,,0.0,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,100,84.0,,,,8.0,4.0,,,6.0,,,,,,,,,,4.0,3.0,,8.0,,20.0,,,,,,3.0,,1.0,,1.0,,,,,,,,
45,WP19097,350000,81.0,90.0,61.0,18.0,100.0,95.0,93.0,,91.0,54.0,95.0,15.0,7.0,,,,3.0,43.0,9.0,49.0,0,43.0,26.0,39.0,99.0,1,20.0,38.0,27.0,13.0,98.0,56.0,99.0,73.0,7.0,3.0,2.0,11.0,85.0,100,90.0,27.0,73.0,48.0,97.0,91.0,77.0,81.0,68.0,63.0,47.0,52.0,19.0,43.0,62.0,42.0,16.0,4,52.0,7.0,37.0,3.0,42.0,11.0,40.0,4.0,2.0,7.0,3,4.0,14.0,3.0,12.0,,0.0,1.0,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,28.0,25.0,27.0,11.0,100,84.0,50.0,62.0,85.0,11.0,3.0,44.0,49.0,7.0,40.0,38.0,22.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,,0.0,1.0,1.0,,,,,0.0,0.0
46,WP19097,354200,77.0,81.0,62.0,35.0,92.0,90.0,86.0,,85.0,49.0,91.0,26.0,17.0,15.0,14.0,10.0,8.0,30.0,18.0,47.0,5,57.0,42.0,40.0,98.0,2,15.0,40.0,24.0,17.0,89.0,35.0,91.0,80.0,55.0,12.0,28.0,39.0,71.0,97,91.0,33.0,79.0,63.0,96.0,89.0,79.0,83.0,68.0,71.0,52.0,54.0,37.0,38.0,64.0,53.0,9.0,2,30.0,23.0,38.0,9.0,29.0,13.0,27.0,3.0,2.0,9.0,3,4.0,7.0,4.0,7.0,1.0,0.0,2.0,1.0,1.0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,33.0,28.0,25.0,12.0,100,77.0,51.0,54.0,78.0,10.0,12.0,42.0,41.0,17.0,39.0,35.0,25.0,48.0,10.0,38.0,36.0,32.0,26.0,20.0,15.0,88.0,12.0,57.0,10.0,47.0,45.0,42.0,37.0,30.0,22.0,3.0,4.0,7.0,4.0,24.0,5.0,20.0,18.0,17.0,14.0,11.0,7.0
47,WP19097,383100,69.0,73.0,51.0,28.0,93.0,90.0,88.0,,80.0,33.0,91.0,23.0,16.0,,12.0,9.0,6.0,43.0,15.0,40.0,2,52.0,35.0,38.0,98.0,1,15.0,44.0,21.0,17.0,92.0,36.0,97.0,86.0,38.0,11.0,24.0,30.0,67.0,98,90.0,25.0,79.0,60.0,96.0,89.0,74.0,81.0,66.0,70.0,51.0,49.0,30.0,40.0,58.0,50.0,6.0,2,43.0,18.0,32.0,7.0,34.0,10.0,33.0,6.0,2.0,8.0,2,3.0,12.0,3.0,12.0,,0.0,3.0,1.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,35.0,25.0,27.0,10.0,100,81.0,54.0,51.0,75.0,14.0,11.0,49.0,39.0,12.0,31.0,37.0,32.0,22.0,9.0,13.0,11.0,9.0,8.0,7.0,4.0,,15.0,46.0,13.0,33.0,33.0,32.0,29.0,25.0,15.0,,1.0,1.0,1.0,34.0,6.0,28.0,27.0,25.0,24.0,19.0,10.0
48,WP19097,389100,45.0,48.0,,,87.0,83.0,72.0,,73.0,19.0,84.0,5.0,2.0,,,,,63.0,10.0,22.0,4,24.0,9.0,17.0,99.0,5,18.0,36.0,24.0,16.0,82.0,13.0,88.0,84.0,81.0,24.0,34.0,43.0,70.0,96,88.0,33.0,76.0,56.0,85.0,73.0,66.0,73.0,61.0,58.0,43.0,38.0,20.0,30.0,49.0,,10.0,2,58.0,12.0,22.0,8.0,24.0,12.0,23.0,1.0,2.0,9.0,2,2.0,5.0,2.0,4.0,,0.0,,0.0,1.0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,33.0,15.0,18.0,,100,83.0,55.0,48.0,70.0,13.0,17.0,45.0,34.0,21.0,33.0,36.0,31.0,59.0,6.0,53.0,50.0,47.0,,,22.0,48.0,52.0,60.0,6.0,54.0,52.0,49.0,44.0,36.0,24.0,5.0,6.0,39.0,13.0,3.0,0.0,,,,,,
49,WP19097,391600,99.0,100.0,88.0,47.0,99.0,99.0,97.0,,95.0,93.0,99.0,69.0,57.0,53.0,47.0,38.0,40.0,5.0,50.0,44.0,1,91.0,83.0,77.0,98.0,1,5.0,26.0,34.0,32.0,89.0,59.0,98.0,81.0,32.0,12.0,14.0,34.0,87.0,99,97.0,53.0,94.0,89.0,98.0,95.0,86.0,92.0,86.0,87.0,73.0,86.0,66.0,64.0,92.0,85.0,5.0,2,5.0,48.0,46.0,1.0,36.0,14.0,33.0,5.0,8.0,9.0,4,5.0,7.0,7.0,7.0,1.0,1.0,4.0,2.0,3.0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,71.0,57.0,43.0,20.0,100,82.0,63.0,65.0,78.0,14.0,9.0,53.0,39.0,8.0,54.0,28.0,18.0,21.0,2.0,18.0,17.0,15.0,13.0,12.0,10.0,92.0,8.0,22.0,2.0,20.0,18.0,17.0,14.0,13.0,11.0,1.0,1.0,,,2.0,0.0,,,,,1.0,1.0
50,WP19097,396300,100.0,97.0,84.0,,94.0,91.0,89.0,,93.0,91.0,91.0,,,,,,,5.0,,,3,88.0,78.0,,96.0,0,13.0,,,,86.0,47.0,91.0,,,,14.0,,,97,95.0,,96.0,89.0,97.0,88.0,94.0,95.0,94.0,93.0,82.0,,,,94.0,85.0,9.0,0,12.0,18.0,,3.0,,14.0,,7.0,16.0,10.0,2,6.0,10.0,5.0,,,,,0.0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,100,86.0,,,,8.0,17.0,,,16.0,,,,,,,,,,,,,0.0,,13.0,18.0,17.0,13.0,10.0,10.0,7.0,,0.0,,,5.0,,,,,0.0,0.0,0.0
51,WP19097,402000,100.0,100.0,,,100.0,100.0,100.0,,98.0,97.0,100.0,,,,,,,,3.0,,0,,,,99.0,0,8.0,,,,99.0,85.0,100.0,,,14.0,,,96.0,100,100.0,,99.0,,100.0,92.0,,92.0,93.0,,,93.0,,,,,,1,,4.0,,1.0,,,,5.0,,6.0,5,,7.0,2.0,,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,25.0,,100,,,,,5.0,8.0,,,,,,,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
52,WP19097,403300,96.0,97.0,81.0,42.0,96.0,94.0,93.0,,93.0,83.0,95.0,39.0,28.0,25.0,20.0,17.0,16.0,16.0,22.0,61.0,1,77.0,63.0,58.0,98.0,1,10.0,38.0,25.0,25.0,92.0,61.0,98.0,82.0,19.0,5.0,6.0,26.0,85.0,99,96.0,42.0,91.0,81.0,96.0,93.0,86.0,90.0,79.0,78.0,63.0,73.0,47.0,53.0,82.0,71.0,8.0,3,19.0,23.0,56.0,3.0,37.0,11.0,34.0,6.0,6.0,7.0,2,4.0,10.0,2.0,10.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,55.0,45.0,41.0,19.0,100,82.0,58.0,66.0,80.0,11.0,9.0,43.0,44.0,12.0,54.0,28.0,17.0,12.0,3.0,9.0,9.0,7.0,6.0,5.0,4.0,97.0,3.0,15.0,3.0,11.0,11.0,9.0,8.0,7.0,6.0,0.0,1.0,1.0,,5.0,0.0,,4.0,3.0,3.0,2.0,1.0
