ID,BedrijfstakkenBranchesSBI2008,PersoneelDatWerktMetInternet_1,BedrijfsEMails_2,Bedrijfsdocumenten_3,BedrijfsapplicatiesOfSoftware_4,Telewerkers_5,TelewerkKomtVoor_6,InternetVast_7,MinderDan30MbitS_8,k_30Tot100MbitS_9,k_100Tot500MbitS_10,k_500MbitSTot1GbitS_11,TenMinste1GbitS_12,BedrijvenMetWebsite_13,BeschrijvingenVanProductenPrijslijst_14,OnlineBestellenBoekenOfReserveren_15,ProductaanpassingDoorKlant_16,BestellingOnlineVolgen_17,KlantspecifiekeInfoVoorDeBezoeker_18,VirtueleKlantenservice_19,OnlineSolliciteren_20,MeertaligeOnderdelen_21,MobieleAppVoorKlanten_22,WebsiteOfAppHeeftPlatformfunctie_23,SocialeMediaGebruikt_24,SocialeNetwerkenBijvFacebook_25,BlogsOfMicroblogsBijvX_26,MultimediaDelenBijvYouTube_27,BusinessSoftwareGebruikt_28,ERPSoftware_29,CRMSoftware_30,BISoftware_31,EigenBedrijf_32,ExternBedrijf_33,Transactiegegevens_34,Klantgegevens_35,Socialemediagegevens_36,Webdata_37,LocatieOfGeografischeGegevens_38,GegevensVanSlimmeApparaten_39,GegevensVanOpenbareOverheidsbronnen_40,Satellietgegevens_41,ClouddienstenGebruikt_42,EMail_43,OfficeSoftware_44,OpslagDatabases_45,OpslagBestanden_46,Boekhoudingsoftware_47,ERPSoftware_48,CRMSoftware_49,Veiligheidssoftware_50,Rekenkracht_51,Rekenplatform_52,AIGebruikt_53,Textmining_54,Spraakherkenning_55,NaturalLanguageGeneration_56,AfbeeldingenVideoSGeluidGenereren_57,Afbeeldingherkenning_58,MachineLearning_59,RobotondersteundeProcesautomatisering_60,ServicerobotsOfAutonomeVoertuigen_61,MarketingOfVerkoop_62,ProductieOfServiceprocessen_63,AdministratieveProcessenBestuurstaken_64,Logistiek_65,ICTBeveiliging_66,BoekhoudingControleFinancieelBeheer_67,RDOfInnovatie_68,DoorEigenWerknemersOntwikkeld_69,CommercieleSoftwareZelfAangepast_70,OpensourcesoftwareZelfAangepast_71,CommercieleSoftwareGebruikt_72,DoorExterneLeveranciersOntwikkeld_73,HeeftAIOverwogen_74,KostenZijnTeHoog_75,GebrekAanRelevanteErvaringInBedrijf_76,IncompatibiliteitBestaandeICTSysteem_77,MoeilijkhedenBeschikbaarheidGegevens_78,BezorgdheidGegevensbescherming_79,OnduidelijkheidOverJuridischeGevolgen_80,EthischeOverwegingen_81,NietNuttigVoorOnderneming_82,Antivirussoftware_83,BeleidVoorSterkeWachtwoorden_84,BiometrischeMethoden_85,Multifactorauthenticatie_86,EncryptieVanData_87,GegevensOpAndereFysiekeLocatie_88,NetworkAccessControl_89,VPNGebruikBuitenHetBedrijf_90,LogbestandenVoorAnalyseIncidenten_91,MethodesVoorBeoordelenICTVeiligheid_92,Risicoanalyses_93,ICTBeveiligingsmonitoringsysteem_94,DoorVrijwilligeTraining_95,DoorVerplichteTraining_96,MetContract_97,CyberincidentGeoefend_98,ICTVeiligheidsdocumentenAanwezig_99,k_12MaandenOfMinderLangGeleden_100,TussenDe12En24MaandenGeleden_101,LangerDan24MaandenGeleden_102,UitbesteedAanExternBedrijf_103,EigenPersoneel_104,EigenPersoneelEnExternBedrijf_105,NietVanToepassing_106,PhishingAanval_107,DDoSAanval_108,DatalekOfDatamanipulatie_109,GehacktSocialemediaAccount_110,BECFraude_111,AndereCyberIncidenten_112,IncidentMetInterneOorzaakGehad_113,IncidentDoorAanvalVanBuitenGehad_114,UitvalICTDienstDoorInterneOorzaak_115,VernietigingDataDoorInterneOorzaak_116,OnthullingGegevensDoorInterneOorzaak_117,UitvalICTDienstDoorAanvalBuitenaf_118,VernietigingDataAanvalBuitenaf_119,OnthullingGegevensDoorICTInbraak_120,KostenIncidentInterneOorzaakGehad_121,KostenIncidentAanvalBuitenafGehad_122,UitvalICTDienstDoorInterneOorzaak_123,VernietigingDataDoorInterneOorzaak_124,OnthullingGegevensDoorInterneOorzaak_125,UitvalICTDienstDoorAanvalBuitenaf_126,VernietigingDataAanvalBuitenaf_127,OnthullingGegevensDoorICTInbraak_128,RansomwareAanvalGehad_129,BestandenOfICTSystemenVersleuteld_130,AfpersingOpenbaarmakingInformatie_131,VerzekeringICTVeiligheidsincidenten_132,BekendMetDTC_133,DTCWebsiteAlsBronGebruikt_134,GezochtNaarMeldingenCyberdreigingen_135,VerkoopViaWebsiteOfApp_136,FysiekeGoederen_137,DigitaleGoederenOfDiensten_138,NietDigitaleDiensten_139,FysiekeGoederen_140,DigitaleGoederenOfDiensten_141,NietDigitaleDiensten_142,Bedrijven_143,Overheidsorganisaties_144,NederlandseConsumenten_145,BuitenlandseConsumenten_146,KlantenInNederland_147,KlantenInAndereEULanden_148,KlantenInLandenBuitenDeEU_149,ViaWebsiteOfAppsVanEigenBedrijf_150,ViaOnlinePlatforms_151,HogeBezorgkosten_152,OplossenVanKlachten_153,LabelsAanpassen_154,OnvoldoendeKennisAndereTalen_155,BeperkingenZakenpartners_156,VerrekenenBtwSysteem_157,Verkoopwaarde1VanDeTotaleOmzet_158,Verkoopwaarde1VanDeTotaleOmzet_159,Verkoopwaarde2VanDeTotaleOmzet_160,Verkoopwaarde5VanDeTotaleOmzet_161,Verkoopwaarde10VanDeTotaleOmzet_162,Verkoopwaarde25VanDeTotaleOmzet_163,Verkoopwaarde50VanDeTotaleOmzet_164,VerkoopViaECommerce_165,Verkoopwaarde1VanDeTotaleOmzet_166,Verkoopwaarde1VanDeTotaleOmzet_167,Verkoopwaarde2VanDeTotaleOmzet_168,Verkoopwaarde5VanDeTotaleOmzet_169,Verkoopwaarde10VanDeTotaleOmzet_170,Verkoopwaarde25VanDeTotaleOmzet_171,Verkoopwaarde50VanDeTotaleOmzet_172,ViaEen_173,ViaTwee_174,ViaDrieOfMeer_175,MeerDan75VanOmzetUitEenPlatform_176,BetaaldAanPlatforms_177,VerkoopViaEDI_178,FysiekeGoederen_179,DigitaleGoederenOfDiensten_180,NietDigitaleDiensten_181,KlantenInNederland_182,KlantenInAndereEULanden_183,KlantenInLandenBuitenDeEU_184,Verkoopwaarde1VanDeTotaleOmzet_185,Verkoopwaarde1VanDeTotaleOmzet_186,Verkoopwaarde2VanDeTotaleOmzet_187,Verkoopwaarde5VanDeTotaleOmzet_188,Verkoopwaarde10VanDeTotaleOmzet_189,Verkoopwaarde25VanDeTotaleOmzet_190,Verkoopwaarde50VanDeTotaleOmzet_191,GebruikICTOplossingenVoorMilieu_192,VerminderenEnergieverbruik_193,VerbeterenMateriaalverbruik_194,MonitoringICTOplossingenVoorMilieu_195
25,354300,81,72.0,69.0,61.0,34.0,71.0,100,1,15.0,39.0,28.0,16.0,94,83.0,60.0,7.0,12.0,17.0,20.0,73.0,20.0,15.0,7.0,85.0,83.0,9.0,51.0,75.0,51.0,64.0,30.0,35.0,34.0,28.0,23.0,14.0,14.0,11.0,7.0,9,2,77.0,69.0,65.0,68.0,67.0,66.0,43.0,52.0,69.0,34.0,27.0,19.0,12.0,6.0,6.0,9.0,6,5.0,3.0,0,9.0,3.0,7.0,0,5,5.0,2.0,3.0,7.0,6.0,9.0,6.0,9.0,1,7.0,5.0,4,5.0,5.0,2,1,100,82,37.0,83.0,46.0,90.0,81.0,66.0,60.0,59.0,55.0,67.0,38.0,25.0,35.0,11.0,36.0,26.0,9.0,1,55.0,9.0,15.0,21.0,21.0,1,2,3,1,1,19.0,4,17.0,2,2,4,1,2,2,1,2,0,0,1,0,0,1,1,0,37.0,20.0,6.0,11.0,34.0,30.0,4.0,11.0,,1.0,,,1.0,,7.0,90.0,9.0,1.0,91.0,9.0,5.0,3.0,0.0,1.0,0.0,2.0,12.0,22.0,20.0,18.0,12.0,12.0,7.0,39.0,12.0,27.0,25.0,23.0,17.0,15.0,9.0,2.0,4.0,4.0,4.0,6.0,8.0,,0.0,,,,0.0,0.0,8.0,8.0,7.0,6.0,4.0,2.0,33.0,24.0,24.0,13.0
26,356900,83,90.0,88.0,85.0,58.0,89.0,99,1,13.0,41.0,27.0,17.0,95,83.0,43.0,8.0,20.0,26.0,20.0,63.0,57.0,13.0,8.0,85.0,84.0,14.0,51.0,87.0,81.0,68.0,53.0,60.0,27.0,57.0,46.0,24.0,23.0,14.0,12.0,6,2,74.0,68.0,62.0,60.0,64.0,53.0,45.0,46.0,60.0,29.0,30.0,35.0,23.0,12.0,16.0,15.0,5,8.0,9.0,2,16.0,6.0,13.0,3,7,7.0,5.0,6.0,9.0,7.0,18.0,9.0,13.0,3,10.0,5.0,5,6.0,5.0,3,3,98,87,37.0,85.0,59.0,93.0,86.0,74.0,77.0,65.0,66.0,77.0,49.0,36.0,38.0,11.0,53.0,41.0,10.0,2,37.0,23.0,28.0,12.0,40.0,3,1,1,5,2,20.0,9,18.0,2,3,4,1,5,4,2,4,0,0,1,0,1,1,1,1,35.0,21.0,8.0,18.0,39.0,39.0,3.0,3.0,96.0,2.0,2.0,69.0,4.0,20.0,8.0,75.0,19.0,6.0,89.0,11.0,9.0,5.0,4.0,2.0,2.0,4.0,5.0,34.0,32.0,28.0,26.0,17.0,12.0,47.0,4.0,43.0,41.0,38.0,35.0,27.0,18.0,4.0,3.0,4.0,3.0,8.0,19.0,97.0,1.0,2.0,75.0,21.0,5.0,2.0,17.0,16.0,15.0,14.0,9.0,4.0,36.0,24.0,28.0,12.0
27,371600,56,68.0,58.0,54.0,25.0,61.0,100,2,24.0,37.0,26.0,12.0,86,76.0,66.0,13.0,32.0,33.0,29.0,54.0,27.0,26.0,14.0,82.0,79.0,10.0,57.0,56.0,44.0,40.0,29.0,32.0,35.0,28.0,22.0,14.0,16.0,7.0,4.0,3,1,53.0,48.0,42.0,42.0,45.0,43.0,24.0,28.0,43.0,18.0,17.0,27.0,18.0,6.0,9.0,10.0,4,6.0,6.0,2,16.0,5.0,10.0,4,3,7.0,5.0,3.0,5.0,4.0,15.0,10.0,7.0,2,6.0,2.0,2,3.0,2.0,1,0,93,81,27.0,75.0,46.0,78.0,63.0,46.0,51.0,41.0,44.0,50.0,28.0,16.0,22.0,7.0,32.0,22.0,7.0,3,40.0,16.0,13.0,31.0,25.0,3,3,2,1,1,13.0,6,12.0,1,2,5,1,2,2,1,2,1,0,1,1,1,1,1,1,29.0,10.0,3.0,6.0,55.0,54.0,3.0,4.0,98.0,1.0,1.0,15.0,1.0,77.0,7.0,91.0,7.0,1.0,89.0,11.0,9.0,5.0,2.0,3.0,2.0,4.0,13.0,41.0,37.0,30.0,27.0,17.0,12.0,57.0,13.0,44.0,41.0,34.0,31.0,23.0,19.0,7.0,4.0,4.0,4.0,11.0,11.0,94.0,2.0,4.0,97.0,3.0,0.0,2.0,8.0,8.0,8.0,8.0,7.0,6.0,32.0,21.0,25.0,10.0
28,389200,69,74.0,69.0,63.0,27.0,70.0,99,1,9.0,37.0,36.0,17.0,94,90.0,87.0,19.0,16.0,27.0,17.0,62.0,73.0,21.0,10.0,89.0,88.0,10.0,69.0,54.0,29.0,47.0,23.0,33.0,39.0,24.0,22.0,16.0,15.0,7.0,6.0,5,2,65.0,63.0,58.0,51.0,59.0,53.0,26.0,39.0,55.0,21.0,19.0,22.0,14.0,4.0,10.0,9.0,2,2.0,2.0,1,11.0,3.0,5.0,0,3,3.0,1.0,2.0,2.0,1.0,15.0,11.0,11.0,5,10.0,5.0,4,6.0,4.0,3,0,93,78,27.0,80.0,47.0,76.0,65.0,47.0,53.0,50.0,50.0,52.0,28.0,19.0,27.0,7.0,35.0,26.0,9.0,0,48.0,14.0,12.0,26.0,37.0,1,2,1,1,3,14.0,14,11.0,2,4,8,2,8,3,6,3,1,1,3,1,4,1,1,0,31.0,17.0,3.0,16.0,58.0,20.0,3.0,51.0,15.0,2.0,83.0,23.0,5.0,48.0,24.0,67.0,24.0,8.0,56.0,44.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,53.0,51.0,49.0,47.0,35.0,25.0,58.0,5.0,53.0,52.0,49.0,47.0,35.0,25.0,5.0,6.0,39.0,19.0,44.0,2.0,0.0,0.0,100.0,,12.0,8.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,40.0,30.0,27.0,14.0
29,390500,52,56.0,49.0,42.0,17.0,56.0,99,5,26.0,37.0,21.0,10.0,90,88.0,70.0,7.0,8.0,15.0,6.0,54.0,26.0,12.0,6.0,85.0,80.0,5.0,62.0,31.0,16.0,19.0,12.0,15.0,20.0,12.0,9.0,9.0,5.0,4.0,3.0,3,1,42.0,40.0,34.0,29.0,35.0,34.0,10.0,15.0,27.0,8.0,7.0,15.0,11.0,1.0,3.0,6.0,1,1.0,1.0,0,9.0,1.0,3.0,1,1,2.0,1.0,2.0,2.0,2.0,7.0,5.0,4.0,0,4.0,1.0,1,1.0,1.0,1,1,90,64,31.0,61.0,29.0,63.0,42.0,19.0,23.0,17.0,22.0,28.0,10.0,5.0,17.0,3.0,10.0,8.0,2.0,0,28.0,14.0,3.0,55.0,20.0,1,2,2,2,2,5.0,3,5.0,0,1,2,1,2,0,1,0,0,0,0,0,1,2,1,1,15.0,8.0,4.0,2.0,33.0,29.0,0.0,8.0,83.0,1.0,16.0,14.0,3.0,77.0,6.0,97.0,3.0,0.0,69.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,26.0,23.0,21.0,18.0,11.0,7.0,34.0,7.0,26.0,23.0,21.0,18.0,11.0,7.0,6.0,8.0,4.0,3.0,14.0,1.0,,,7.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,12.0,5.0
30,391705,97,93.0,91.0,91.0,88.0,92.0,98,0,4.0,35.0,26.0,32.0,94,65.0,36.0,6.0,14.0,24.0,15.0,75.0,36.0,28.0,22.0,94.0,93.0,34.0,80.0,79.0,47.0,70.0,40.0,64.0,32.0,37.0,44.0,40.0,38.0,15.0,4.0,11,1,81.0,75.0,73.0,66.0,76.0,65.0,40.0,59.0,71.0,38.0,43.0,59.0,46.0,35.0,35.0,39.0,10,20.0,16.0,3,22.0,19.0,27.0,0,14,17.0,22.0,9.0,19.0,19.0,39.0,15.0,13.0,3,7.0,4.0,4,6.0,5.0,4,2,95,82,47.0,88.0,68.0,95.0,90.0,67.0,71.0,66.0,71.0,75.0,57.0,31.0,42.0,14.0,55.0,46.0,7.0,2,31.0,24.0,30.0,15.0,42.0,7,3,1,10,3,21.0,15,18.0,3,5,7,1,10,4,2,4,1,0,2,0,0,0,0,0,46.0,30.0,17.0,25.0,34.0,18.0,22.0,11.0,,,21.0,,2.0,,15.0,80.0,9.0,12.0,87.0,13.0,5.0,2.0,1.0,1.0,1.0,1.0,4.0,30.0,28.0,21.0,20.0,16.0,11.0,35.0,3.0,33.0,29.0,21.0,20.0,18.0,13.0,2.0,0.0,7.0,3.0,6.0,7.0,,,,,19.0,,2.0,6.0,6.0,3.0,3.0,1.0,0.0,39.0,26.0,31.0,13.0
31,394100,100,100.0,100.0,100.0,99.0,100.0,100,0,3.0,,,,100,89.0,,19.0,,,,89.0,,22.0,24.0,87.0,86.0,38.0,,97.0,,90.0,,,,,,,,,23.0,17,18,88.0,88.0,85.0,78.0,82.0,80.0,,,,,,,,,,,10,,14.0,3,,19.0,,2,26,,,13.0,,,,,10.0,2,7.0,3.0,5,7.0,4.0,4,0,97,94,,100.0,,97.0,100.0,89.0,93.0,80.0,88.0,90.0,88.0,,,,91.0,,6.0,6,4.0,,,6.0,,15,0,0,10,7,17.0,15,14.0,0,3,7,3,8,0,3,0,0,0,3,0,0,2,0,2,,,,,,16.0,,0.0,,,0.0,,2.0,,3.0,,,5.0,,,3.0,0.0,3.0,0.0,0.0,0.0,3.0,,,,,,,,3.0,,,,,,,3.0,2.0,8.0,3.0,11.0,13.0,,,7.0,,,2.0,0.0,13.0,10.0,4.0,4.0,3.0,0.0,,,,21.0
32,395005,100,96.0,95.0,94.0,90.0,96.0,100,0,8.0,28.0,32.0,32.0,96,84.0,26.0,7.0,10.0,20.0,28.0,84.0,53.0,21.0,20.0,93.0,92.0,29.0,52.0,91.0,57.0,84.0,61.0,77.0,13.0,55.0,49.0,39.0,43.0,16.0,14.0,13,5,92.0,90.0,89.0,84.0,87.0,82.0,49.0,73.0,79.0,65.0,69.0,71.0,52.0,35.0,53.0,41.0,20,38.0,31.0,8,34.0,26.0,38.0,5,24,22.0,40.0,32.0,36.0,37.0,44.0,11.0,10.0,2,6.0,2.0,4,4.0,4.0,2,2,96,97,64.0,98.0,89.0,97.0,94.0,77.0,89.0,82.0,82.0,84.0,80.0,57.0,61.0,23.0,84.0,73.0,8.0,2,7.0,49.0,38.0,6.0,41.0,8,3,2,4,5,18.0,10,16.0,1,4,6,0,4,2,2,2,0,0,1,0,1,2,1,1,59.0,45.0,25.0,41.0,17.0,5.0,13.0,3.0,21.0,68.0,11.0,60.0,6.0,17.0,16.0,67.0,14.0,18.0,93.0,7.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,14.0,13.0,12.0,11.0,9.0,7.0,18.0,3.0,15.0,14.0,13.0,12.0,9.0,7.0,1.0,0.0,2.0,0.0,2.0,2.0,,,,,7.0,,0.0,2.0,2.0,1.0,1.0,1.0,0.0,39.0,29.0,29.0,17.0
33,900016,100,94.0,93.0,92.0,98.0,93.0,99,7,10.0,23.0,25.0,35.0,93,71.0,20.0,9.0,14.0,27.0,20.0,57.0,,30.0,,78.0,78.0,19.0,28.0,77.0,48.0,,62.0,66.0,24.0,48.0,36.0,20.0,28.0,10.0,4.0,23,1,72.0,,,,65.0,51.0,30.0,44.0,,44.0,41.0,50.0,39.0,28.0,31.0,17.0,9,22.0,16.0,1,13.0,12.0,31.0,0,17,12.0,19.0,16.0,24.0,19.0,37.0,18.0,8.0,2,4.0,2.0,2,7.0,4.0,4,0,99,97,,97.0,93.0,98.0,98.0,81.0,94.0,90.0,94.0,92.0,83.0,80.0,74.0,34.0,83.0,76.0,4.0,3,16.0,38.0,42.0,4.0,,12,6,0,3,5,26.0,12,23.0,2,6,11,0,2,5,1,4,1,1,1,0,0,1,1,0,,42.0,23.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,31.0,38.0,32.0
34,900027,100,100.0,97.0,99.0,95.0,99.0,100,1,9.0,37.0,20.0,33.0,91,86.0,44.0,26.0,24.0,38.0,37.0,75.0,37.0,29.0,,82.0,82.0,23.0,48.0,94.0,57.0,84.0,86.0,83.0,40.0,70.0,58.0,41.0,40.0,12.0,2.0,41,7,93.0,89.0,86.0,80.0,87.0,66.0,49.0,65.0,80.0,59.0,65.0,75.0,58.0,49.0,45.0,31.0,16,40.0,37.0,6,44.0,22.0,42.0,1,26,19.0,29.0,19.0,36.0,28.0,46.0,47.0,13.0,3,8.0,2.0,0,9.0,6.0,4,0,100,100,63.0,97.0,94.0,100.0,96.0,88.0,96.0,98.0,98.0,95.0,93.0,89.0,67.0,55.0,100.0,94.0,6.0,0,13.0,18.0,67.0,1.0,52.0,10,17,1,9,8,36.0,8,29.0,5,20,7,1,2,5,1,5,1,1,0,0,1,0,0,0,64.0,65.0,51.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,44.0,49.0,26.0
35,900021,99,94.0,93.0,93.0,,93.0,100,0,6.0,,,,96,,,4.0,5.0,,,,,,,92.0,92.0,,,97.0,35.0,85.0,,,,,,,,11.0,5.0,19,2,88.0,,,,,,30.0,,,,,,,23.0,,20.0,9,,,4,,15.0,,0,24,12.0,22.0,21.0,25.0,,,,13.0,5,8.0,4.0,5,12.0,8.0,1,3,100,100,,99.0,90.0,99.0,96.0,90.0,97.0,91.0,98.0,94.0,87.0,,,,96.0,,,0,,21.0,,1.0,,11,4,3,5,6,,10,,2,10,7,4,1,11,2,11,0,0,2,0,0,0,0,0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
36,402100,98,94.0,96.0,92.0,90.0,98.0,100,0,14.0,,29.0,20.0,100,87.0,22.0,3.0,9.0,32.0,21.0,78.0,,15.0,18.0,96.0,96.0,27.0,65.0,91.0,,78.0,,59.0,,50.0,41.0,23.0,20.0,13.0,15.0,31,9,94.0,88.0,87.0,82.0,88.0,82.0,,73.0,87.0,46.0,,,,24.0,23.0,24.0,4,11.0,16.0,5,21.0,9.0,26.0,2,17,14.0,10.0,3.0,7.0,12.0,,10.0,20.0,6,17.0,6.0,11,16.0,8.0,4,2,99,91,,99.0,67.0,96.0,93.0,71.0,84.0,78.0,70.0,82.0,,,36.0,24.0,,,10.0,1,,7.0,43.0,6.0,,6,8,3,2,2,20.0,9,16.0,6,6,5,0,7,1,1,1,0,1,0,0,1,0,0,0,,39.0,22.0,26.0,10.0,1.0,1.0,8.0,,,,,2.0,,,87.0,11.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,7.0,6.0,4.0,4.0,13.0,0.0,12.0,12.0,9.0,8.0,6.0,4.0,2.0,1.0,0.0,0.0,0.0,3.0,,0.0,,100.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,35.0,23.0,21.0,12.0
37,900009,97,97.0,96.0,92.0,88.0,97.0,100,0,9.0,37.0,30.0,24.0,95,84.0,15.0,3.0,4.0,15.0,8.0,82.0,35.0,9.0,11.0,86.0,86.0,15.0,38.0,83.0,41.0,77.0,46.0,54.0,20.0,35.0,30.0,21.0,22.0,7.0,6.0,14,2,87.0,82.0,79.0,73.0,81.0,77.0,37.0,65.0,76.0,40.0,33.0,53.0,38.0,24.0,29.0,24.0,6,19.0,16.0,2,15.0,12.0,26.0,2,13,18.0,17.0,9.0,14.0,13.0,38.0,15.0,14.0,3,9.0,3.0,4,9.0,7.0,3,0,97,92,46.0,95.0,76.0,93.0,89.0,62.0,79.0,70.0,69.0,78.0,65.0,42.0,52.0,16.0,72.0,58.0,11.0,3,37.0,17.0,38.0,8.0,42.0,4,5,0,4,4,21.0,8,15.0,2,8,4,1,4,3,2,3,0,0,1,0,1,1,1,0,55.0,33.0,16.0,20.0,8.0,3.0,3.0,3.0,,,,,11.0,,1.0,92.0,5.0,2.0,89.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,4.0,3.0,2.0,1.0,10.0,2.0,8.0,7.0,6.0,5.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,,7.0,,79.0,14.0,7.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,26.0,16.0,21.0,11.0
38,405900,97,94.0,93.0,90.0,85.0,94.0,100,1,7.0,35.0,34.0,22.0,97,77.0,10.0,1.0,2.0,10.0,5.0,85.0,43.0,5.0,7.0,93.0,92.0,10.0,45.0,82.0,57.0,69.0,42.0,54.0,16.0,37.0,27.0,20.0,19.0,10.0,13.0,12,4,78.0,74.0,70.0,63.0,69.0,60.0,38.0,50.0,63.0,34.0,27.0,52.0,37.0,21.0,30.0,26.0,6,15.0,11.0,2,11.0,9.0,21.0,1,9,10.0,18.0,10.0,13.0,14.0,27.0,11.0,12.0,2,10.0,4.0,6,8.0,6.0,3,1,98,91,47.0,90.0,58.0,95.0,88.0,78.0,76.0,59.0,62.0,72.0,54.0,28.0,45.0,12.0,59.0,47.0,10.0,2,38.0,23.0,29.0,9.0,50.0,1,1,1,4,4,16.0,7,14.0,3,2,3,0,5,7,2,6,1,1,1,0,1,1,0,1,43.0,20.0,12.0,21.0,9.0,5.0,3.0,4.0,,,,,,,4.0,,11.0,8.0,,,1.0,0.0,1.0,0.0,0.0,1.0,3.0,6.0,5.0,5.0,4.0,2.0,1.0,10.0,3.0,7.0,6.0,6.0,5.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,,,,,,,0.0,2.0,2.0,2.0,2.0,1.0,0.0,37.0,24.0,27.0,11.0
39,406800,99,94.0,92.0,89.0,92.0,93.0,99,0,6.0,31.0,38.0,24.0,92,65.0,16.0,2.0,4.0,11.0,10.0,75.0,48.0,4.0,10.0,89.0,89.0,20.0,35.0,81.0,55.0,61.0,49.0,73.0,24.0,36.0,28.0,28.0,29.0,9.0,22.0,16,9,80.0,76.0,76.0,68.0,75.0,67.0,43.0,51.0,70.0,44.0,37.0,57.0,32.0,23.0,34.0,29.0,20,31.0,12.0,8,13.0,12.0,24.0,3,12,12.0,28.0,21.0,18.0,26.0,36.0,16.0,9.0,3,5.0,1.0,1,6.0,3.0,2,1,98,93,52.0,92.0,79.0,97.0,97.0,67.0,83.0,66.0,73.0,77.0,70.0,48.0,47.0,14.0,73.0,61.0,12.0,0,26.0,26.0,37.0,11.0,47.0,2,2,1,5,3,17.0,5,14.0,1,4,5,0,0,2,1,2,0,0,1,0,0,0,0,0,34.0,35.0,17.0,34.0,10.0,9.0,3.0,4.0,,,,,9.0,,5.0,,22.0,,,,2.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,7.0,6.0,3.0,2.0,2.0,12.0,4.0,8.0,8.0,7.0,5.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,4.0,,,6.0,,,,2.0,2.0,2.0,2.0,1.0,1.0,0.0,29.0,22.0,25.0,10.0
40,408100,96,92.0,91.0,90.0,79.0,91.0,98,0,7.0,34.0,31.0,25.0,95,78.0,18.0,9.0,7.0,15.0,17.0,74.0,45.0,6.0,10.0,94.0,94.0,19.0,71.0,85.0,51.0,80.0,48.0,58.0,24.0,34.0,40.0,36.0,34.0,10.0,2.0,7,2,85.0,81.0,83.0,74.0,76.0,74.0,37.0,61.0,75.0,33.0,36.0,75.0,52.0,35.0,40.0,61.0,15,20.0,15.0,1,35.0,16.0,33.0,1,9,14.0,31.0,15.0,23.0,24.0,51.0,15.0,8.0,0,6.0,1.0,4,3.0,2.0,2,1,93,92,52.0,93.0,76.0,96.0,89.0,73.0,73.0,65.0,68.0,71.0,53.0,31.0,42.0,10.0,57.0,49.0,5.0,3,34.0,22.0,32.0,12.0,39.0,5,1,2,4,3,15.0,5,15.0,1,2,3,1,2,3,3,3,0,1,2,1,0,2,2,1,51.0,26.0,12.0,16.0,17.0,12.0,6.0,4.0,,,12.0,,9.0,,5.0,89.0,8.0,4.0,85.0,15.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,12.0,11.0,10.0,8.0,6.0,4.0,18.0,4.0,14.0,13.0,11.0,9.0,6.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,,,6.0,93.0,7.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,26.0,14.0,23.0,8.0
