ID,Bedrijfsgrootte,BedrijfstakkenBranchesSBI2008,InternetVast_1,MinderDan30MbitS_2,k_30Tot100MbitS_3,k_100Tot500MbitS_4,k_500MbitSTot1GbitS_5,TenMinste1GbitS_6,SnelheidVasteVerbindingVoldoende_7,BedrijvenMetWebsite_8,MobieleAppVoorKlanten_9,WebsiteAppHeeftPlatformfunctie_10,ClouddienstenGebruikt_11,EMail_12,OfficeSoftware_13,OpslagDatabases_14,BestandenOpslaan_15,BoekhoudingSoftware_16,ERPSoftware_17,KlantbeheerSoftware_18,Veiligheidssoftware_19,Rekenkracht_20,Rekenplatform_21,BestandenOfDatabasesOpslag_22,VerwerkIndividuenGegevensMetAI_23,ControleerMogelijkeAIVertekening_24,AntiVirussoftware_25,BeleidVoorSterkeWachtwoorden_26,BiometrischeMethoden_27,AuthenticatieViaSoftOfHardwaretoken_28,EncryptieVanData_29,GegevensOpAndereFysiekeLocatie_30,NetworkAccessControl_31,VPNInternetgebruikBuitenHetBedrijf_32,LogbestandenVoorAnalyseIncidenten_33,MethodesVoorBeoordelenICTVeiligheid_34,Risicoanalyses_35,ICTBeveiligingsmonitoringsysteem_36,IncidentMetInterneOorzaakGehad_37,IncidentDoorAanvalVanBuitenGehad_38,UitvalICTDienstDoorVeiligheidsinc_39,VernietigingDataDoorVeiligheidsinc_40,OnthullingDoorInternIncident_41,UitvalICTDienstDoorAanvalBuitenaf_42,VernietigingDataAanvalVanBuitenaf_43,OnthullingGegevensDoorICTInbraak_44,KostenIncidentInternGehad_45,KostenIncidentAanvalBuitenafGehad_46,UitvalICTDienstDoorVeiligheidsinc_47,VernietigingDataDoorVeiligheidsinc_48,OnthullingDoorInternIncident_49,UitvalICTDienstDoorAanvalBuitenaf_50,VernietigingDataAanvalBuitenaf_51,OnthullingDoorICTInbraak_52,RansomwareAanvalGehad_53,ICTSystemenZijnGeblokkeerd_54,BedrijfsinformatieIsGestolen_55,LosgeldBetaald_56,ICTSystemen_57,Bedrijfsgegevens_58,AndereKostenRansomwareAanvalGehad_59,Politie_60,Cybersecuritybedrijf_61,VerzekeringICTVeiligheidsincidenten_62,GezochtNaarMeldingenCyberdreigingen_63,BekendMetDTC_64,DTCWebsiteAlsBronGebruikt_65,KlantenInNederland_66,KlantenInAndereEULanden_67,KlantenInLandenBuitenDeEU_68,FysiekeGoederen_69,DigitaleGoederenOfDiensten_70,NietDigitaleDiensten_71,FysiekeGoederen_72,DigitaleGoederenOfDiensten_73,NietDigitaleDiensten_74,FysiekeGoederen_75,DigitaleGoederenOfDiensten_76,NietDigitaleDiensten_77,FysiekeGoederen_78,DigitaleGoederenOfDiensten_79,NietDigitaleDiensten_80
46,WP19097,354200,99,2,11.0,36.0,30.0,20.0,94,95.0,27.0,26.0,79.0,74.0,71.0,66.0,70.0,52.0,43.0,50.0,64.0,38.0,41.0,74.0,1.0,1.0,98,92.0,44.0,90.0,68.0,94,91.0,83.0,83.0,75.0,75.0,82.0,32.0,12.0,29.0,4.0,6.0,8.0,2,4,7.0,3,7.0,1.0,0.0,2.0,1.0,1.0,2,2,2,,,,,,,37.0,32.0,33.0,15.0,84.0,13.0,3.0,97.0,1.0,2.0,,,,97.0,1.0,2.0,,,
47,WP19097,383100,100,0,13.0,42.0,25.0,19.0,97,98.0,13.0,25.0,81.0,72.0,65.0,62.0,58.0,59.0,41.0,42.0,68.0,33.0,34.0,67.0,0.0,0.0,99,91.0,33.0,93.0,59.0,97,93.0,82.0,82.0,77.0,76.0,82.0,25.0,9.0,24.0,2.0,1.0,7.0,1,2,4.0,2,4.0,0.0,0.0,2.0,0.0,1.0,1,1,0,,,,,,,30.0,25.0,31.0,11.0,,15.0,6.0,27.0,3.0,70.0,,,,26.0,5.0,69.0,,,
48,WP19097,389100,100,2,16.0,26.0,38.0,18.0,94,89.0,35.0,15.0,79.0,76.0,69.0,61.0,67.0,74.0,31.0,47.0,69.0,26.0,31.0,73.0,4.0,,98,85.0,40.0,89.0,53.0,87,80.0,62.0,66.0,51.0,57.0,65.0,19.0,14.0,18.0,4.0,4.0,12.0,6,7,6.0,5,6.0,,,,,,6,6,4,,,,,,,35.0,16.0,18.0,,71.0,21.0,9.0,,0.0,68.0,,,,,1.0,,,,
49,WP19097,391600,99,1,3.0,26.0,26.0,43.0,98,97.0,27.0,28.0,93.0,90.0,88.0,85.0,89.0,77.0,60.0,77.0,84.0,63.0,68.0,91.0,4.0,3.0,98,97.0,61.0,96.0,89.0,97,95.0,82.0,93.0,90.0,89.0,91.0,29.0,9.0,26.0,6.0,5.0,7.0,1,4,4.0,1,4.0,1.0,0.0,1.0,0.0,0.0,1,1,1,,,,,,,65.0,55.0,47.0,26.0,74.0,15.0,11.0,21.0,62.0,17.0,,,,14.0,,23.0,,,
50,WP19097,396300,100,2,3.0,,21.0,,97,96.0,,28.0,91.0,83.0,87.0,76.0,78.0,,,68.0,78.0,,66.0,83.0,9.0,,100,100.0,,100.0,96.0,100,97.0,90.0,97.0,98.0,97.0,96.0,,9.0,,2.0,18.0,4.0,0,6,7.0,5,,0.0,2.0,,0.0,,1,0,1,,,,,,,,,,,,4.0,1.0,5.0,,,,,,0.0,,,,,
51,WP19097,402000,100,0,7.0,,,,98,100.0,,,,91.0,,,89.0,,,,83.0,,,90.0,2.0,,100,,,100.0,,100,99.0,,93.0,,,94.0,,9.0,18.0,1.0,,3.0,0,7,5.0,1,,,2.0,,0.0,0.0,1,1,1,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,
52,WP19097,403300,99,0,5.0,30.0,32.0,31.0,96,98.0,11.0,22.0,91.0,86.0,85.0,77.0,83.0,76.0,60.0,69.0,79.0,52.0,47.0,85.0,2.0,,98,94.0,52.0,96.0,84.0,97,91.0,78.0,87.0,85.0,83.0,85.0,33.0,12.0,26.0,4.0,12.0,7.0,2,5,6.0,3,6.0,1.0,0.0,1.0,1.0,1.0,2,2,1,,,,,,,53.0,42.0,43.0,24.0,80.0,13.0,7.0,48.0,30.0,22.0,,,,52.0,15.0,33.0,,,
53,WP19097,410200,98,2,17.0,36.0,27.0,15.0,95,93.0,15.0,24.0,74.0,68.0,64.0,62.0,64.0,60.0,33.0,51.0,61.0,24.0,24.0,68.0,3.0,2.0,96,86.0,37.0,85.0,58.0,88,81.0,56.0,69.0,54.0,56.0,66.0,21.0,8.0,19.0,1.0,5.0,5.0,1,4,3.0,2,3.0,0.0,1.0,1.0,0.0,0.0,1,1,1,,,,,,,32.0,17.0,22.0,8.0,87.0,9.0,4.0,39.0,10.0,51.0,,,,26.0,12.0,62.0,,,
54,WP19097,422400,99,1,13.0,30.0,36.0,19.0,97,97.0,18.0,13.0,86.0,81.0,79.0,73.0,80.0,75.0,37.0,60.0,77.0,29.0,25.0,83.0,1.0,0.0,97,91.0,37.0,93.0,80.0,93,89.0,54.0,82.0,67.0,68.0,72.0,36.0,8.0,30.0,4.0,11.0,4.0,1,4,3.0,1,2.0,0.0,1.0,0.0,0.0,1.0,0,0,0,,,,,,,33.0,20.0,30.0,18.0,,4.0,0.0,31.0,3.0,66.0,,,,,,,,,
55,WP19097,332915,99,1,3.0,28.0,28.0,40.0,97,97.0,24.0,32.0,93.0,90.0,88.0,83.0,88.0,75.0,59.0,73.0,82.0,62.0,67.0,89.0,3.0,2.0,97,97.0,62.0,96.0,90.0,97,95.0,83.0,92.0,91.0,91.0,91.0,28.0,10.0,25.0,6.0,6.0,7.0,1,3,3.0,1,3.0,1.0,0.0,1.0,0.0,0.0,1,1,1,,,,,,,64.0,53.0,48.0,26.0,74.0,17.0,9.0,45.0,41.0,14.0,,,,,26.0,15.0,,,
56,WP19107,399907,99,1,6.0,29.0,27.0,37.0,97,98.0,31.0,28.0,93.0,86.0,85.0,78.0,84.0,68.0,56.0,63.0,80.0,57.0,58.0,87.0,4.0,3.0,99,98.0,57.0,97.0,90.0,97,92.0,86.0,92.0,88.0,87.0,89.0,45.0,16.0,38.0,4.0,17.0,7.0,2,9,9.0,4,9.0,1.0,1.0,2.0,1.0,2.0,2,2,2,5.0,3.0,5.0,36.0,34.0,64.0,44.0,55.0,59.0,36.0,80.0,14.0,6.0,66.0,11.0,23.0,,,,73.0,6.0,21.0,,,
57,WP19107,307500,99,1,5.0,31.0,26.0,37.0,97,99.0,23.0,26.0,92.0,84.0,84.0,71.0,80.0,53.0,44.0,56.0,76.0,49.0,50.0,84.0,1.0,,99,99.0,56.0,97.0,92.0,99,93.0,94.0,93.0,92.0,90.0,94.0,42.0,14.0,38.0,5.0,12.0,5.0,3,9,11.0,4,10.0,1.0,1.0,,,3.0,3,2,2,,,,,,,51.0,61.0,60.0,34.0,66.0,21.0,13.0,94.0,3.0,3.0,,,,96.0,1.0,3.0,,,
58,WP19107,800036,100,0,0.0,,,,97,100.0,,,,90.0,,,,,,,,,,86.0,0.0,0.0,100,100.0,,100.0,,97,94.0,97.0,92.0,100.0,97.0,97.0,,,,0.0,,,0,14,,3,,0.0,,,0.0,3.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
59,WP19107,350000,100,0,4.0,26.0,31.0,38.0,98,98.0,18.0,19.0,98.0,87.0,89.0,84.0,91.0,59.0,,61.0,83.0,61.0,71.0,92.0,6.0,,100,99.0,65.0,98.0,93.0,100,96.0,96.0,94.0,91.0,91.0,93.0,,13.0,40.0,6.0,5.0,6.0,7,6,6.0,6,6.0,0.0,0.0,,,0.0,5,4,3,,,,,,,,51.0,62.0,46.0,,,0.0,,0.0,,,,,,0.0,,,,
60,WP19107,354200,100,0,5.0,29.0,32.0,34.0,98,97.0,42.0,33.0,93.0,85.0,84.0,77.0,84.0,62.0,49.0,62.0,81.0,59.0,65.0,87.0,2.0,,99,98.0,53.0,98.0,90.0,98,92.0,96.0,95.0,90.0,87.0,93.0,34.0,15.0,32.0,3.0,6.0,9.0,1,9,8.0,4,8.0,1.0,0.0,2.0,0.0,1.0,2,2,2,,,,,,,44.0,56.0,56.0,35.0,84.0,13.0,3.0,95.0,3.0,3.0,,,,93.0,4.0,4.0,,,
61,WP19107,383100,99,0,6.0,35.0,24.0,33.0,96,99.0,31.0,33.0,91.0,83.0,81.0,74.0,78.0,58.0,49.0,53.0,73.0,48.0,55.0,84.0,3.0,,99,99.0,56.0,98.0,89.0,99,94.0,91.0,94.0,94.0,94.0,93.0,46.0,19.0,43.0,8.0,11.0,14.0,1,6,12.0,5,11.0,,2.0,5.0,,1.0,4,4,2,,,,,,,35.0,57.0,63.0,37.0,,,10.0,33.0,9.0,,,,,40.0,3.0,57.0,,,
62,WP19107,389100,100,0,10.0,,,,98,96.0,,,96.0,87.0,,,85.0,,,,,,,85.0,2.0,0.0,100,96.0,,100.0,,98,96.0,89.0,,87.0,,,,,,4.0,12.0,12.0,2,5,8.0,2,,,,,,,4,4,4,,,,,,,,,,,61.0,27.0,,,,65.0,,,,,,,,,
63,WP19107,391600,100,0,0.0,18.0,28.0,,98,100.0,30.0,37.0,95.0,92.0,92.0,88.0,93.0,83.0,78.0,83.0,91.0,79.0,80.0,94.0,8.0,,99,100.0,68.0,99.0,96.0,97,97.0,96.0,97.0,95.0,97.0,92.0,33.0,21.0,32.0,1.0,9.0,17.0,0,5,6.0,4,6.0,0.0,2.0,3.0,0.0,2.0,0,0,0,,,,,,,60.0,72.0,61.0,,,,3.0,,,,,,,,,0.0,,,
64,WP19107,396300,100,0,0.0,,9.0,,100,98.0,,,95.0,,86.0,85.0,90.0,,,,,,,92.0,,,100,100.0,,100.0,100.0,100,97.0,100.0,100.0,100.0,100.0,100.0,,11.0,,2.0,,9.0,0,2,2.0,4,2.0,,2.0,,0.0,,2,2,0,,,,,,,,,,,,,1.0,5.0,,,,,,0.0,,,,,
65,WP19107,402000,100,0,,,,,100,100.0,,,100.0,100.0,100.0,,100.0,,,,,,,100.0,0.0,0.0,100,100.0,,100.0,100.0,100,100.0,,100.0,100.0,100.0,100.0,,0.0,,,,0.0,0,0,,0,,,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,
66,WP19107,403300,99,0,3.0,19.0,26.0,50.0,97,90.0,29.0,31.0,95.0,92.0,90.0,86.0,90.0,73.0,66.0,71.0,85.0,69.0,70.0,92.0,7.0,,96,97.0,71.0,97.0,96.0,97,95.0,92.0,96.0,94.0,92.0,94.0,42.0,23.0,39.0,10.0,12.0,8.0,5,15,10.0,6,10.0,,1.0,,,4.0,6,5,3,,,,,,,63.0,68.0,61.0,44.0,,,,,20.0,,,,,,,,,,
67,WP19107,410200,98,1,11.0,31.0,29.0,25.0,96,96.0,30.0,33.0,85.0,81.0,80.0,76.0,77.0,70.0,53.0,67.0,75.0,50.0,50.0,81.0,6.0,4.0,96,91.0,43.0,90.0,70.0,93,86.0,67.0,82.0,72.0,73.0,78.0,36.0,11.0,30.0,3.0,10.0,5.0,2,7,2.0,2,2.0,0.0,0.0,2.0,,1.0,1,1,1,,,,,,,35.0,26.0,31.0,16.0,88.0,7.0,5.0,28.0,24.0,47.0,,,,,7.0,,,,
68,WP19107,422400,100,1,6.0,31.0,25.0,38.0,97,100.0,25.0,21.0,98.0,88.0,87.0,80.0,86.0,82.0,66.0,60.0,85.0,58.0,52.0,89.0,4.0,,100,99.0,57.0,100.0,96.0,98,90.0,76.0,92.0,86.0,87.0,86.0,62.0,19.0,47.0,4.0,38.0,6.0,3,13,16.0,3,14.0,1.0,4.0,1.0,0.0,2.0,1,1,1,,,,,,,38.0,60.0,71.0,45.0,,4.0,1.0,15.0,16.0,68.0,,,,17.0,14.0,,,,
69,WP19107,332915,100,0,3.0,20.0,31.0,46.0,97,100.0,28.0,37.0,94.0,88.0,88.0,84.0,91.0,76.0,72.0,81.0,85.0,73.0,77.0,92.0,10.0,,99,100.0,75.0,98.0,97.0,98,94.0,96.0,97.0,95.0,98.0,95.0,28.0,19.0,27.0,1.0,7.0,14.0,0,6,8.0,3,8.0,,,2.0,0.0,1.0,1,1,0,,,,,,,66.0,74.0,69.0,46.0,,,,53.0,38.0,8.0,,,,,,,,,
