ID,Bedrijfsgrootte,BedrijfstakkenBranchesSBI2008,PersoneelDatWerktMetInternet_1,OnlineVergaderen_2,Bedrijfsemails_3,Bedrijfsdocumenten_4,BedrijfsapplicatiesOfSoftware_5,Telewerkers_6,TelewerkKomtVoor_7,ICTPersAangenomenWillenAannemen_8,ICTVacaturesLastigTeVullen_9,TekortAanSollicitanten_10,SollicitantenMissenJuisteICTKennis_11,SollicitantenMissenWerkervaring_12,SollicitantenEisenTeHoogSalaris_13,EigenPersoneel_14,ExterneLeverancier_15,EigenPersoneelEnExterneLeverancier_16,ICTSpecialistenInLoondienst_17,ICTCursusAanICTSpecialisten_18,ICTCursusAanOverigPersoneel_19,InternetVast_20,MinderDan30MbitS_21,k_30Tot100MbitS_22,k_100Tot500MbitS_23,k_500MbitSTot1GbitS_24,TenMinste1GbitS_25,SnelheidVasteVerbindingVoldoende_26,MobielInternetVerstrekt_27,PersoneelDatWerktMetMobielInternet_28,BedrijvenMetWebsite_29,MobieleAppVoorKlanten_30,WebsiteAppHeeftPlatformfunctie_31,OnlineAdvertenties_32,Zoektermen_33,ProfielVolgen_34,GeografischeLocatie_35,Anders_36,ClouddienstenGebruikt_37,EMail_38,OfficeSoftware_39,OpslagDatabases_40,BestandenOpslaan_41,BoekhoudingSoftware_42,ERPSoftware_43,KlantbeheerSoftware_44,Veiligheidssoftware_45,Rekenkracht_46,Rekenplatform_47,BestandenOfDatabasesOpslag_48,AIGebruikt_49,TextMining_50,Spraakherkenning_51,NaturalLanguageGeneration_52,AfbeeldingHerkenning_53,MachineLearning_54,RobotOndersteundeProcesautomatisering_55,ServiceRobotsOfAutonomeVoertuigen_56,VoorMarketingOfVerkoop_57,ProductieOfServiceprocessen_58,AdministratieveProcessenBestuurtaken_59,Logistiek_60,ICTBeveiliging_61,BoekhoudingControleFinancieelBeheer_62,OnderzoekOntwikkelingOfInnovatie_63,EigenWerknemersOntwikkeld_64,CommercieelZelfAangepast_65,OpenSourceZelfAangepast_66,CommercieelGebruikt_67,ExternOntwikkeld_68,VerwerkIndividuenGegevensMetAI_69,ControleerMogelijkeAIVertekening_70,HeeftAIOverwogen_71,KostenZijnTeHoog_72,GebrekAanRelevanteErvaringInBedrijf_73,IncompatibiliteitBestaandeICTSysteem_74,MoeilijkhedenBeschikbaarheidGegevens_75,BezorgdheidSchendingGegevensbescherm_76,OnduidelijkheidOverJuridischeGevolgen_77,EthischeOverwegingen_78,NietNuttigVoorOnderneming_79,GebruiktEenOfMeerAITechnologieen_80,GebruiktTweeOfMeerAITechnologieen_81,GebruiktDrieOfMeerAITechnologieen_82,GebruiktVierOfMeerAITechnologieen_83,AntiVirussoftware_84,BeleidVoorSterkeWachtwoorden_85,BiometrischeMethoden_86,AuthenticatieViaSoftOfHardwaretoken_87,EncryptieVanData_88,GegevensOpAndereFysiekeLocatie_89,NetworkAccessControl_90,VPNInternetgebruikBuitenHetBedrijf_91,LogbestandenVoorAnalyseIncidenten_92,MethodesVoorBeoordelenICTVeiligheid_93,Risicoanalyses_94,ICTBeveiligingsmonitoringsysteem_95,DoorVrijwilligeTraining_96,DoorVerplichteTraining_97,MetContract_98,ICTVeiligheidsdocumentenAanwezig_99,MinderDan12MaandenGeleden_100,TussenDe12En24MaandenGeleden_101,MeerDan24MaandenGeleden_102,UitbesteedAanExternBedrijf_103,EigenPersoneel_104,EigenPersoneelEnExternBedrijf_105,NietVanToepassing_106,IncidentMetInterneOorzaakGehad_107,IncidentDoorAanvalVanBuitenGehad_108,UitvalICTDienstDoorVeiligheidsinc_109,VernietigingDataDoorVeiligheidsinc_110,OnthullingDoorInternIncident_111,UitvalICTDienstDoorAanvalBuitenaf_112,VernietigingDataAanvalVanBuitenaf_113,OnthullingGegevensDoorICTInbraak_114,KostenIncidentInternGehad_115,KostenIncidentAanvalBuitenafGehad_116,UitvalICTDienstDoorVeiligheidsinc_117,VernietigingDataDoorVeiligheidsinc_118,OnthullingDoorInternIncident_119,UitvalICTDienstDoorAanvalBuitenaf_120,VernietigingDataAanvalBuitenaf_121,OnthullingDoorICTInbraak_122,RansomwareAanvalGehad_123,ICTSystemenZijnGeblokkeerd_124,BedrijfsinformatieIsGestolen_125,LosgeldBetaald_126,ICTSystemen_127,Bedrijfsgegevens_128,AndereKostenRansomwareAanvalGehad_129,Politie_130,Cybersecuritybedrijf_131,VerzekeringICTVeiligheidsincidenten_132,GezochtNaarMeldingenCyberdreigingen_133,BekendMetDTC_134,DTCWebsiteAlsBronGebruikt_135,VerkoopViaWebsiteOfApp_136,Bedrijven_137,Overheidsorganisaties_138,NederlandseConsumenten_139,BuitenlandseConsumenten_140,KlantenInNederland_141,KlantenInAndereEULanden_142,KlantenInLandenBuitenDeEU_143,FysiekeGoederen_144,DigitaleGoederenOfDiensten_145,NietDigitaleDiensten_146,FysiekeGoederen_147,DigitaleGoederenOfDiensten_148,NietDigitaleDiensten_149,Verkoopwaarde1VanDeTotaleOmzet_150,Verkoopwaarde1VanDeTotaleOmzet_151,Verkoopwaarde2VanDeTotaleOmzet_152,Verkoopwaarde5VanDeTotaleOmzet_153,Verkoopwaarde10VanDeTotaleOmzet_154,Verkoopwaarde25VanDeTotaleOmzet_155,Verkoopwaarde50VanDeTotaleOmzet_156,ViaWebsiteOfAppsVanEigenBedrijf_157,PercentageOmzetViaOnlinePlatforms_158,VerkoopViaECommerce_159,Verkoopwaarde1VanDeTotaleOmzet_160,Verkoopwaarde1VanDeTotaleOmzet_161,Verkoopwaarde2VanDeTotaleOmzet_162,Verkoopwaarde5VanDeTotaleOmzet_163,Verkoopwaarde10VanDeTotaleOmzet_164,Verkoopwaarde25VanDeTotaleOmzet_165,Verkoopwaarde50VanDeTotaleOmzet_166,ViaEen_167,ViaTwee_168,ViaDrieOfMeer_169,MeerDan75VanOmzetUitEenPlatform_170,BetaaldAanPlatforms_171,VerkoopViaEDI_172,FysiekeGoederen_173,DigitaleGoederenOfDiensten_174,NietDigitaleDiensten_175,FysiekeGoederen_176,DigitaleGoederenOfDiensten_177,NietDigitaleDiensten_178,Verkoopwaarde1VanDeTotaleOmzet_179,Verkoopwaarde1VanDeTotaleOmzet_180,Verkoopwaarde2VanDeTotaleOmzet_181,Verkoopwaarde5VanDeTotaleOmzet_182,Verkoopwaarde10VanDeTotaleOmzet_183,Verkoopwaarde25VanDeTotaleOmzet_184,Verkoopwaarde50VanDeTotaleOmzet_185
27,WP19097,410200,76.0,67.0,86.0,81.0,79.0,52.0,84.0,14.0,8.0,7.0,7.0,5.0,5.0,9.0,50.0,38.0,29.0,17.0,25.0,98,2,17.0,36.0,27.0,15.0,95,92,45.0,93.0,15.0,24.0,54.0,39.0,25.0,28.0,33.0,74.0,68.0,64.0,62.0,64.0,60.0,33.0,51.0,61.0,24.0,24.0,68.0,27.0,16.0,7.0,14.0,4.0,5.0,8.0,1.0,11.0,5.0,8.0,1.0,4.0,7.0,3.0,3.0,6.0,6.0,16.0,9.0,3.0,2.0,10.0,2.0,7.0,4.0,3.0,5.0,4.0,2.0,1.0,27.0,15.0,7.0,3.0,96,86.0,37.0,85.0,58.0,88,81.0,56.0,69.0,54.0,56.0,66.0,38.0,24.0,38.0,46.0,37.0,7.0,2,48.0,12.0,26.0,14.0,21.0,8.0,19.0,1.0,5.0,5.0,1,4,3.0,2,3.0,0.0,1.0,1.0,0.0,0.0,1,1,1,,,,,,,32.0,17.0,22.0,8.0,13.0,51.0,9.0,32.0,8.0,87.0,9.0,4.0,39.0,10.0,51.0,,,,4.0,9.0,8.0,7.0,7.0,5.0,5.0,80.0,20.0,15.0,4.0,10.0,10.0,9.0,9.0,7.0,6.0,1.0,1.0,3.0,,,4.0,26.0,12.0,62.0,,,,1.0,3.0,3.0,3.0,2.0,2.0,1.0
28,WP19097,422400,91.0,89.0,91.0,88.0,86.0,59.0,90.0,14.0,7.0,7.0,6.0,4.0,5.0,5.0,38.0,56.0,43.0,23.0,33.0,99,1,13.0,30.0,36.0,19.0,97,94,42.0,97.0,18.0,13.0,37.0,23.0,10.0,17.0,18.0,86.0,81.0,79.0,73.0,80.0,75.0,37.0,60.0,77.0,29.0,25.0,83.0,23.0,13.0,10.0,10.0,3.0,3.0,3.0,1.0,2.0,2.0,5.0,0.0,5.0,3.0,4.0,2.0,1.0,2.0,12.0,6.0,1.0,0.0,13.0,3.0,10.0,5.0,6.0,8.0,6.0,2.0,2.0,23.0,13.0,5.0,2.0,97,91.0,37.0,93.0,80.0,93,89.0,54.0,82.0,67.0,68.0,72.0,62.0,33.0,44.0,73.0,58.0,10.0,6,46.0,10.0,35.0,9.0,36.0,8.0,30.0,4.0,11.0,4.0,1,4,3.0,1,2.0,0.0,1.0,0.0,0.0,1.0,0,0,0,,,,,,,33.0,20.0,30.0,18.0,8.0,18.0,20.0,58.0,5.0,,4.0,0.0,31.0,3.0,66.0,,,,4.0,4.0,4.0,3.0,3.0,3.0,3.0,,5.0,11.0,4.0,7.0,6.0,6.0,6.0,5.0,5.0,0.0,,,0.0,,3.0,,,,,,,0.0,,,,,,
29,WP19097,300006,73.0,77.0,91.0,89.0,85.0,42.0,90.0,25.0,16.0,14.0,13.0,10.0,9.0,9.0,29.0,60.0,51.0,32.0,34.0,100,2,12.0,36.0,30.0,20.0,95,94,36.0,95.0,25.0,24.0,56.0,46.0,33.0,37.0,34.0,79.0,74.0,70.0,64.0,67.0,57.0,41.0,48.0,66.0,35.0,38.0,72.0,27.0,16.0,7.0,15.0,5.0,8.0,7.0,3.0,12.0,5.0,9.0,3.0,8.0,6.0,5.0,5.0,8.0,5.0,16.0,9.0,2.0,1.0,13.0,3.0,11.0,6.0,6.0,6.0,5.0,3.0,2.0,27.0,16.0,8.0,5.0,98,91.0,41.0,91.0,64.0,94,90.0,80.0,80.0,72.0,73.0,80.0,56.0,38.0,41.0,62.0,49.0,10.0,3,37.0,19.0,36.0,8.0,29.0,11.0,26.0,4.0,5.0,9.0,2,4,6.0,3,6.0,1.0,1.0,2.0,1.0,1.0,3,2,2,,,,,,,35.0,28.0,30.0,13.0,44.0,46.0,3.0,41.0,10.0,81.0,15.0,4.0,82.0,1.0,17.0,,,,9.0,35.0,33.0,28.0,23.0,16.0,11.0,83.0,17.0,55.0,9.0,46.0,44.0,40.0,35.0,26.0,19.0,3.0,4.0,11.0,6.0,,24.0,77.0,2.0,21.0,,,,5.0,19.0,18.0,16.0,13.0,10.0,6.0
30,WP19097,300010,85.0,80.0,91.0,87.0,86.0,65.0,89.0,27.0,17.0,15.0,13.0,11.0,10.0,10.0,32.0,56.0,49.0,34.0,39.0,99,1,12.0,34.0,29.0,22.0,96,92,53.0,95.0,13.0,23.0,51.0,40.0,25.0,27.0,30.0,81.0,76.0,73.0,68.0,72.0,66.0,45.0,59.0,69.0,36.0,34.0,75.0,36.0,23.0,12.0,20.0,7.0,11.0,11.0,3.0,12.0,10.0,13.0,2.0,7.0,10.0,11.0,8.0,11.0,11.0,22.0,13.0,3.0,2.0,15.0,2.0,10.0,5.0,6.0,8.0,6.0,3.0,1.0,36.0,23.0,14.0,7.0,97,89.0,43.0,90.0,69.0,91,85.0,66.0,77.0,67.0,68.0,74.0,56.0,37.0,46.0,61.0,51.0,9.0,1,34.0,16.0,40.0,10.0,26.0,10.0,22.0,2.0,8.0,6.0,2,4,4.0,2,4.0,0.0,1.0,1.0,1.0,1.0,2,1,1,,,,,,,41.0,28.0,31.0,15.0,13.0,56.0,9.0,29.0,6.0,84.0,11.0,5.0,43.0,18.0,39.0,,,,4.0,9.0,8.0,7.0,6.0,5.0,4.0,85.0,15.0,16.0,4.0,11.0,11.0,9.0,8.0,7.0,5.0,2.0,1.0,2.0,1.0,,5.0,40.0,14.0,46.0,,,,1.0,4.0,3.0,3.0,2.0,2.0,1.0
31,WP19097,332915,98.0,99.0,98.0,97.0,97.0,86.0,98.0,70.0,52.0,45.0,46.0,38.0,33.0,32.0,4.0,64.0,91.0,78.0,69.0,99,1,3.0,28.0,28.0,40.0,97,94,61.0,97.0,24.0,32.0,68.0,57.0,43.0,37.0,45.0,93.0,90.0,88.0,83.0,88.0,75.0,59.0,73.0,82.0,62.0,67.0,89.0,57.0,39.0,25.0,35.0,13.0,26.0,24.0,6.0,24.0,18.0,20.0,3.0,20.0,15.0,26.0,25.0,23.0,24.0,35.0,12.0,3.0,2.0,17.0,3.0,11.0,6.0,7.0,9.0,8.0,3.0,2.0,57.0,45.0,31.0,17.0,97,97.0,62.0,96.0,90.0,97,95.0,83.0,92.0,91.0,91.0,91.0,86.0,74.0,76.0,92.0,83.0,7.0,2,4.0,42.0,50.0,4.0,28.0,10.0,25.0,6.0,6.0,7.0,1,3,3.0,1,3.0,1.0,0.0,1.0,0.0,0.0,1,1,1,,,,,,,64.0,53.0,48.0,26.0,27.0,68.0,9.0,15.0,8.0,74.0,17.0,9.0,45.0,41.0,14.0,,,,6.0,20.0,19.0,16.0,14.0,11.0,9.0,91.0,9.0,30.0,7.0,23.0,22.0,19.0,18.0,14.0,12.0,1.0,,,,,10.0,,26.0,15.0,,,,,,,,,,2.0
32,WP19107,399907,84.0,97.0,97.0,96.0,95.0,70.0,97.0,67.0,48.0,43.0,42.0,35.0,31.0,8.0,8.0,83.0,87.0,73.0,70.0,99,1,6.0,29.0,27.0,37.0,97,98,51.0,98.0,31.0,28.0,57.0,45.0,33.0,34.0,35.0,93.0,86.0,85.0,78.0,84.0,68.0,56.0,63.0,80.0,57.0,58.0,87.0,53.0,29.0,23.0,27.0,15.0,22.0,24.0,10.0,17.0,17.0,21.0,8.0,22.0,12.0,18.0,14.0,19.0,15.0,35.0,24.0,4.0,3.0,18.0,5.0,13.0,7.0,8.0,11.0,9.0,5.0,2.0,53.0,37.0,26.0,16.0,99,98.0,57.0,97.0,90.0,97,92.0,86.0,92.0,88.0,87.0,89.0,84.0,64.0,59.0,89.0,77.0,10.0,2,15.0,19.0,63.0,3.0,45.0,16.0,38.0,4.0,17.0,7.0,2,9,9.0,4,9.0,1.0,1.0,2.0,1.0,2.0,2,2,2,5.0,3.0,5.0,36.0,34.0,64.0,44.0,55.0,59.0,36.0,25.0,48.0,4.0,39.0,9.0,80.0,14.0,6.0,66.0,11.0,23.0,,,,8.0,17.0,15.0,13.0,11.0,8.0,6.0,87.0,13.0,35.0,7.0,28.0,26.0,24.0,22.0,18.0,14.0,2.0,2.0,5.0,2.0,,19.0,73.0,6.0,21.0,,,,4.0,16.0,15.0,13.0,12.0,10.0,8.0
33,WP19107,307500,71.0,99.0,99.0,98.0,97.0,59.0,98.0,65.0,45.0,40.0,42.0,31.0,20.0,7.0,4.0,88.0,94.0,83.0,73.0,99,1,5.0,31.0,26.0,37.0,97,98,48.0,99.0,23.0,26.0,44.0,32.0,22.0,25.0,26.0,92.0,84.0,84.0,71.0,80.0,53.0,44.0,56.0,76.0,49.0,50.0,84.0,47.0,24.0,15.0,24.0,11.0,24.0,20.0,16.0,9.0,22.0,17.0,13.0,22.0,12.0,19.0,10.0,20.0,13.0,30.0,24.0,1.0,,22.0,5.0,16.0,9.0,11.0,13.0,10.0,4.0,2.0,47.0,34.0,24.0,14.0,99,99.0,56.0,97.0,92.0,99,93.0,94.0,93.0,92.0,90.0,94.0,89.0,73.0,59.0,92.0,78.0,11.0,2,8.0,18.0,73.0,1.0,42.0,14.0,38.0,5.0,12.0,5.0,3,9,11.0,4,10.0,1.0,1.0,,,3.0,3,2,2,,,,,,,51.0,61.0,60.0,34.0,25.0,71.0,3.0,17.0,9.0,66.0,21.0,13.0,94.0,3.0,3.0,,,,11.0,14.0,12.0,9.0,6.0,5.0,4.0,91.0,9.0,51.0,9.0,42.0,38.0,36.0,33.0,27.0,22.0,1.0,2.0,,1.0,,41.0,96.0,1.0,3.0,,,,7.0,34.0,32.0,29.0,27.0,22.0,18.0
34,WP19107,800036,,100.0,100.0,100.0,100.0,,100.0,,,,,,,,0.0,,,,,100,0,0.0,,,,97,100,,100.0,,,,,,,,,90.0,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,3.0,3.0,,,,,100,100.0,,100.0,,97,94.0,97.0,92.0,100.0,97.0,97.0,,,,97.0,,,0,,,,0.0,,,,0.0,,,0,14,,3,,0.0,,,0.0,3.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
35,WP19107,350000,95.0,99.0,98.0,98.0,96.0,85.0,98.0,70.0,,,39.0,33.0,31.0,6.0,1.0,93.0,95.0,84.0,80.0,100,0,4.0,26.0,31.0,38.0,98,100,83.0,98.0,18.0,19.0,62.0,,,,,98.0,87.0,89.0,84.0,91.0,59.0,,61.0,83.0,61.0,71.0,92.0,56.0,32.0,17.0,17.0,19.0,21.0,23.0,8.0,14.0,,,2.0,21.0,16.0,16.0,13.0,,14.0,,,6.0,,,,,,,,,,0.0,56.0,33.0,18.0,14.0,100,99.0,65.0,98.0,93.0,100,96.0,96.0,94.0,91.0,91.0,93.0,87.0,70.0,66.0,88.0,77.0,9.0,2,9.0,24.0,66.0,1.0,,13.0,40.0,6.0,5.0,6.0,7,6,6.0,6,6.0,0.0,0.0,,,0.0,5,4,3,,,,,,,,51.0,62.0,46.0,5.0,,0.0,,1.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,9.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,,0.0,0.0,0.0,,5.0,,0.0,,,,,,,,,,,
36,WP19107,354200,61.0,98.0,97.0,96.0,94.0,39.0,96.0,70.0,44.0,43.0,41.0,35.0,34.0,14.0,6.0,79.0,88.0,70.0,71.0,100,0,5.0,29.0,32.0,34.0,98,99,27.0,97.0,42.0,33.0,74.0,65.0,53.0,52.0,48.0,93.0,85.0,84.0,77.0,84.0,62.0,49.0,62.0,81.0,59.0,65.0,87.0,55.0,34.0,21.0,30.0,17.0,28.0,26.0,12.0,26.0,14.0,20.0,16.0,22.0,14.0,16.0,18.0,22.0,21.0,33.0,28.0,2.0,,17.0,5.0,12.0,7.0,7.0,8.0,7.0,6.0,1.0,55.0,41.0,29.0,19.0,99,98.0,53.0,98.0,90.0,98,92.0,96.0,95.0,90.0,87.0,93.0,82.0,67.0,53.0,88.0,74.0,11.0,3,12.0,25.0,61.0,2.0,34.0,15.0,32.0,3.0,6.0,9.0,1,9,8.0,4,8.0,1.0,0.0,2.0,0.0,1.0,2,2,2,,,,,,,44.0,56.0,56.0,35.0,64.0,41.0,3.0,48.0,8.0,84.0,13.0,3.0,95.0,3.0,3.0,,,,14.0,50.0,47.0,42.0,35.0,24.0,14.0,90.0,10.0,75.0,14.0,61.0,58.0,53.0,47.0,37.0,23.0,8.0,3.0,12.0,6.0,,34.0,93.0,4.0,4.0,,,,7.0,27.0,24.0,21.0,16.0,10.0,6.0
37,WP19107,383100,74.0,99.0,98.0,95.0,92.0,59.0,97.0,68.0,50.0,45.0,38.0,31.0,32.0,11.0,6.0,81.0,89.0,75.0,65.0,99,0,6.0,35.0,24.0,33.0,96,98,48.0,99.0,31.0,33.0,44.0,,,,,91.0,83.0,81.0,74.0,78.0,58.0,49.0,53.0,73.0,48.0,55.0,84.0,45.0,20.0,19.0,24.0,15.0,26.0,22.0,16.0,14.0,19.0,,20.0,,12.0,18.0,17.0,,18.0,,,3.0,,16.0,4.0,,,,,4.0,0.0,1.0,45.0,33.0,24.0,17.0,99,99.0,56.0,98.0,89.0,99,94.0,91.0,94.0,94.0,94.0,93.0,86.0,76.0,54.0,90.0,78.0,11.0,1,11.0,29.0,56.0,5.0,46.0,19.0,43.0,8.0,11.0,14.0,1,6,12.0,5,11.0,,2.0,5.0,,1.0,4,4,2,,,,,,,35.0,57.0,63.0,37.0,31.0,,6.0,,8.0,,,10.0,33.0,9.0,,,,,,,,,10.0,9.0,4.0,,12.0,58.0,11.0,47.0,45.0,45.0,42.0,38.0,33.0,1.0,1.0,,3.0,,44.0,40.0,3.0,57.0,,,,5.0,,,,,,28.0
38,WP19107,389100,,95.0,98.0,100.0,100.0,,100.0,,,,,,,9.0,,,,,,100,0,10.0,,,,98,100,,96.0,,,,,,,,96.0,87.0,,,85.0,,,,,,,85.0,,,,,4.0,,,8.0,,,,2.0,,5.0,5.0,3.0,,2.0,,,2.0,0.0,,,,,,,,,0.0,,,,7.0,100,96.0,,100.0,,98,96.0,89.0,,87.0,,,89.0,,,93.0,,,4,,,,4.0,,,,4.0,12.0,12.0,2,5,8.0,2,,,,,,,4,4,4,,,,,,,,,,,,,,58.0,26.0,61.0,27.0,,,,65.0,,,,12.0,55.0,55.0,53.0,51.0,,,,46.0,,10.0,,,,53.0,,,2.0,,,,,,,,,,,,,,,,,2.0,0.0
39,WP19107,391600,98.0,100.0,98.0,98.0,98.0,95.0,98.0,85.0,65.0,,,,,21.0,0.0,79.0,98.0,96.0,90.0,100,0,0.0,18.0,28.0,,98,97,65.0,100.0,30.0,37.0,72.0,63.0,54.0,49.0,55.0,95.0,92.0,92.0,88.0,93.0,83.0,78.0,83.0,91.0,79.0,80.0,94.0,82.0,62.0,53.0,56.0,32.0,48.0,49.0,15.0,35.0,26.0,,9.0,,26.0,,50.0,,,,26.0,8.0,,,1.0,,2.0,1.0,,,,0.0,82.0,69.0,60.0,42.0,99,100.0,68.0,99.0,96.0,97,97.0,96.0,97.0,95.0,97.0,92.0,94.0,82.0,72.0,98.0,92.0,6.0,0,0.0,45.0,53.0,2.0,33.0,21.0,32.0,1.0,9.0,17.0,0,5,6.0,4,6.0,0.0,2.0,3.0,0.0,2.0,0,0,0,,,,,,,60.0,72.0,61.0,,25.0,,,,,,,3.0,,,,,,,,,,,,,,,26.0,27.0,8.0,19.0,18.0,15.0,15.0,13.0,12.0,,1.0,,,,4.0,,,0.0,,,,,,,,,,
40,WP19107,396300,,100.0,100.0,100.0,100.0,,100.0,,,,,,,6.0,0.0,93.0,98.0,93.0,93.0,100,0,0.0,,9.0,,100,100,,98.0,,,,,,,,95.0,,86.0,85.0,90.0,,,,,,,92.0,75.0,,,,,,,5.0,,,,6.0,,,,,,,,,,,,,,,,,,,0.0,75.0,,,,100,100.0,,100.0,100.0,100,97.0,100.0,100.0,100.0,100.0,100.0,98.0,98.0,,98.0,98.0,0.0,0,0.0,,,2.0,,11.0,,2.0,,9.0,0,2,2.0,4,2.0,,2.0,,0.0,,2,2,0,,,,,,,,,,,,,1.0,,,,,1.0,5.0,,,,,,,,,,,,,,,,9.0,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,
41,WP19107,402000,,100.0,100.0,100.0,100.0,,100.0,,,,,,,,0.0,,100.0,,,100,0,,,,,100,100,,100.0,,,,,,,,100.0,100.0,100.0,,100.0,,,,,,,100.0,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,,,,,100,100.0,,100.0,100.0,100,100.0,,100.0,100.0,100.0,100.0,100.0,,,100.0,100.0,0.0,0,0.0,0.0,100.0,0.0,,0.0,,,,0.0,0,0,,0,,,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0
42,WP19107,403300,97.0,99.0,97.0,97.0,97.0,92.0,97.0,79.0,54.0,50.0,47.0,44.0,42.0,6.0,3.0,89.0,91.0,84.0,75.0,99,0,3.0,19.0,26.0,50.0,97,99,77.0,90.0,29.0,31.0,56.0,48.0,38.0,37.0,38.0,95.0,92.0,90.0,86.0,90.0,73.0,66.0,71.0,85.0,69.0,70.0,92.0,80.0,51.0,44.0,52.0,31.0,43.0,42.0,18.0,26.0,35.0,39.0,10.0,38.0,26.0,45.0,28.0,34.0,34.0,59.0,37.0,7.0,,,,,,,,,1.0,1.0,80.0,66.0,51.0,36.0,96,97.0,71.0,97.0,96.0,97,95.0,92.0,96.0,94.0,92.0,94.0,92.0,84.0,61.0,96.0,91.0,3.0,1,5.0,24.0,68.0,3.0,42.0,23.0,39.0,10.0,12.0,8.0,5,15,10.0,6,10.0,,1.0,,,4.0,6,5,3,,,,,,,63.0,68.0,61.0,44.0,19.0,,4.0,,,,,,,20.0,,,,,,9.0,,6.0,6.0,4.0,3.0,,7.0,23.0,7.0,16.0,14.0,12.0,12.0,10.0,7.0,0.0,,,2.0,,14.0,,,,,,,,,,,,,
43,WP19107,410200,84.0,85.0,92.0,88.0,88.0,72.0,90.0,38.0,28.0,23.0,23.0,19.0,19.0,4.0,30.0,63.0,56.0,43.0,43.0,98,1,11.0,31.0,29.0,25.0,96,93,59.0,96.0,30.0,33.0,74.0,59.0,42.0,44.0,48.0,85.0,81.0,80.0,76.0,77.0,70.0,53.0,67.0,75.0,50.0,50.0,81.0,45.0,28.0,12.0,27.0,8.0,10.0,15.0,4.0,26.0,8.0,14.0,1.0,14.0,8.0,6.0,7.0,9.0,9.0,28.0,20.0,6.0,4.0,14.0,5.0,,6.0,7.0,6.0,7.0,3.0,1.0,45.0,29.0,17.0,7.0,96,91.0,43.0,90.0,70.0,93,86.0,67.0,82.0,72.0,73.0,78.0,60.0,38.0,50.0,68.0,56.0,9.0,3,41.0,11.0,40.0,8.0,36.0,11.0,30.0,3.0,10.0,5.0,2,7,2.0,2,2.0,0.0,0.0,2.0,,1.0,1,1,1,,,,,,,35.0,26.0,31.0,16.0,12.0,66.0,6.0,24.0,4.0,88.0,7.0,5.0,28.0,24.0,47.0,,,,3.0,,9.0,8.0,7.0,4.0,4.0,94.0,6.0,15.0,3.0,12.0,11.0,10.0,10.0,6.0,5.0,1.0,0.0,,1.0,,4.0,,7.0,,,,,1.0,,,,,,
44,WP19107,422400,96.0,100.0,98.0,97.0,97.0,78.0,98.0,73.0,54.0,49.0,49.0,42.0,33.0,3.0,6.0,91.0,93.0,75.0,76.0,100,1,6.0,31.0,25.0,38.0,97,98,45.0,100.0,25.0,21.0,42.0,28.0,14.0,20.0,22.0,98.0,88.0,87.0,80.0,86.0,82.0,66.0,60.0,85.0,58.0,52.0,89.0,46.0,15.0,26.0,17.0,12.0,11.0,18.0,3.0,2.0,10.0,18.0,2.0,18.0,7.0,14.0,6.0,8.0,6.0,33.0,17.0,4.0,,26.0,9.0,17.0,8.0,8.0,17.0,13.0,10.0,3.0,46.0,27.0,15.0,9.0,100,99.0,57.0,100.0,96.0,98,90.0,76.0,92.0,86.0,87.0,86.0,89.0,54.0,61.0,94.0,81.0,11.0,2,16.0,10.0,72.0,2.0,62.0,19.0,47.0,4.0,38.0,6.0,3,13,16.0,3,14.0,1.0,4.0,1.0,0.0,2.0,1,1,1,,,,,,,38.0,60.0,71.0,45.0,6.0,30.0,17.0,49.0,5.0,,4.0,1.0,15.0,16.0,68.0,,,,2.0,4.0,3.0,3.0,3.0,2.0,2.0,84.0,16.0,12.0,3.0,10.0,9.0,8.0,8.0,8.0,7.0,1.0,1.0,0.0,0.0,,7.0,17.0,14.0,,,,,1.0,,,,,,5.0
