ID,Bedrijfsgrootte,BedrijfstakkenBranchesSBI2008,PersoneelDatWerktMetEenComputer_1,PersoneelDatWerktMetInternet_2,PersoneelDatWerktMetMobielInternet_3,Telewerkers_4,TelewerkKomtVoor_5,ICTPersAangenomenWillenAannemen_6,ICTVacaturesLastigTeVervullen_7,ICTSpecialistenInLoondienst_8,ICTSpecOntwEnOnderhoudSoftware_9,ICTCursusAanICTSpecialisten_10,ICTCursusAanOverigPersoneel_11,VoornUitgDoorEigenPersoneel_12,VoornUitgDoorExterneLeveranciers_13,NietVanToepassing_14,VoornUitgDoorEigenPersoneel_15,VoornUitgDoorExterneLeveranciers_16,NietVanToepassing_17,VoornUitgDoorEigenPersoneel_18,VoornUitgDoorExterneLeveranciers_19,NietVanToepassing_20,VoornUitgDoorEigenPersoneel_21,VoornUitgDoorExterneLeveranciers_22,NietVanToepassing_23,VoornUitgDoorEigenPersoneel_24,VoornUitgDoorExterneLeveranciers_25,NietVanToepassing_26,VoornUitgDoorEigenPersoneel_27,VoornUitgDoorExterneLeveranciers_28,NietVanToepassing_29,VoornUitgDoorEigenPersoneel_30,VoornUitgDoorExterneLeveranciers_31,NietVanToepassing_32,Internet_33,VasteBreedbandAansluiting_34,MinderDan2MegabitPerSeconde_35,k_2Tot10MegabitPerSeconde_36,k_10Tot30MegabitPerSeconde_37,k_30Tot100MegabitPerSeconde_38,k_100MegabitPerSecondeOfMeer_39,ApparaatVerschaftAanWerknemers_40,ToegangEMailsysteemVanHetBedrijf_41,ToegangTotBestandenVanHetBedrijf_42,ToegangTotBedrijfssystemenBijvERP_43,BedrijvenMetWebsite_44,OnlineBestellenBoekenOfReserveren_45,BeschrijvingenVanProductenPrijslijst_46,BestellingOnlineVolgen_47,ProductaanpassingDoorKlant_48,KlantspecifiekeInfoVoorDeBezoeker_49,VerwijzingNaarSocialeMedia_50,AdverterenOpInternet_51,InhoudVanDeWebsite_52,EerdereActiviteitenVanDeGebruiker_53,GeografischeLocaties_54,AndereGerichteMethoden_55,CloudDienstenGebruikt_56,EMailAlsCloudDienst_57,OfficeSoftware_58,DatabaseHosting_59,BestandenOpslaanAlsCloudDienst_60,SoftwareVoorBoekhouding_61,SoftwareKlantinformatiebeheer_62,RekenkrachtVoorSoftwareBedrijf_63,GedeeldeServers_64,ServersUitsluitendVoorHetBedrijf_65,Uitgevoerd_66,BedrijfZelf_67,AnderBedrijf_68,PrototypesModellenVoorVerkoop_69,PrototypesModellenVoorInternGebruik_70,ProductenVoorVerkoop_71,ProductenVoorInternGebruik_72,Gebruikt_73,IndustrieleRobot_74,ServiceRobot_75,MeerBanenOntstaanDanVerdwenen_76,MeerBanenVerdwenenDanOntstaan_77,GeenEffectMBTBanen_78,Uitgevoerd_79,DataVanBedrijfZelf_80,DataOverGeografischeLocaties_81,DataVanSocialeMedia_82,AndereBronnen_83,MedewerkersEigenBedrijf_84,AnderBedrijf_85,Antivirussoftware_86,BeleidVoorSterkeWachtwoorden_87,AuthenticatieViaSoftOfHardwareToken_88,EncryptieVoorHetOpslaanVanData_89,EncryptieVoorHetVersturenVanData_90,GegevensOpAndereFysiekeLocatie_91,NetworkAccessControl_92,VPNBijInternetgebruikBuitenHetEigen_93,LogbestandenVoorAnalyseIncidenten_94,MethodesVoorBeoordelenITCVeiligheid_95,Risicoanalyses_96,AndereMaatregelen_97,IncidentOpgetreden_98,KostenGehadAanICTIncident_99,IncidentDoorAanvalVanBuiten_100,KostenIncidentAanvalBuitenaf_101,UitvalICTDienstDoorVeiligheidsinc_102,UitvalICTDienstDoorAanvalBuitenaf_103,VernietigingDataDoorVeiligheidsinc_104,VernietigingDataAanvalVanBuitenaf_105,OnthullingGegevensDoorICTInbraak_106,OnthullingGegevensDoorInternIncident_107,UitvalICTDienstDoorVeiligheidsinc_108,UitvalICTDienstDoorAanvalBuitenaf_109,VernietigingDataDoorVeiligheidsinc_110,VernietigingDataAanvalVanBuitenaf_111,OnthullingGegevensDoorICTInbraak_112,OnthullingGegevensDoorInternIncident_113,MeestalVolledigAutomatisch_114,MeestalDeelsHandmatig_115,NietVanToepassing_116,AndereBedrijven_117,Overheden_118,Consumenten_119,EFactuur_120,ElektronischMaarGeenEFactuur_121,InPapierenVorm_122,EFactuur_123,GeenEFactuur_124,EFacturenVerzonden_125,EFacturenOntvangen_126,VerkoopViaECommerce_127,ViaWebsiteOfAppsVanEigenBedrijf_128,ViaWebsiteOfAppsVanAndereBedrijven_129,Verkoopwaarde1VanDeTotaleOmzet_130,Verkoopwaarde1VanDeTotaleOmzet_131,Verkoopwaarde2VanDeTotaleOmzet_132,Verkoopwaarde5VanDeTotaleOmzet_133,Verkoopwaarde10VanDeTotaleOmzet_134,Verkoopwaarde25VanDeTotaleOmzet_135,Verkoopwaarde50VanDeTotaleOmzet_136,VerkoopViaEenWebsiteApp_137,Verkoopwaarde1VanDeTotaleOmzet_138,Verkoopwaarde1VanDeTotaleOmzet_139,Verkoopwaarde2VanDeTotaleOmzet_140,Verkoopwaarde5VanDeTotaleOmzet_141,Verkoopwaarde10VanDeTotaleOmzet_142,Verkoopwaarde25VanDeTotaleOmzet_143,Verkoopwaarde50VanDeTotaleOmzet_144,NederlandseConsumenten_145,BuitenlandseConsumenten_146,Bedrijven_147,Overheden_148,KlantenInNederland_149,KlantenInAndereEULanden_150,KlantenInLandenBuitenDeEU_151,VerkoopViaEDI_152,Verkoopwaarde1VanDeTotaleOmzet_153,Verkoopwaarde1VanDeTotaleOmzet_154,Verkoopwaarde2VanDeTotaleOmzet_155,Verkoopwaarde5VanDeTotaleOmzet_156,Verkoopwaarde10VanDeTotaleOmzet_157,Verkoopwaarde25VanDeTotaleOmzet_158,Verkoopwaarde50VanDeTotaleOmzet_159,KlantenInNederland_160,KlantenInAndereEULanden_161,KlantenInLandenBuitenDeEU_162,InkoopViaECommerce_163,Inkoopwaarde1VanDeTotaleInkoop_164,Inkoopwaarde1VanDeTotaleInkoop_165,Inkoopwaarde2VanDeTotaleInkoop_166,Inkoopwaarde5VanDeTotaleInkoop_167,Inkoopwaarde10VanDeTotaleInkoop_168,Inkoopwaarde25VanDeTotaleInkoop_169,Inkoopwaarde50VanDeTotaleInkoop_170,InkoopViaEenWebsiteApp_171,Inkoopwaarde1VanDeTotaleInkoop_172,Inkoopwaarde1VanDeTotaleInkoop_173,Inkoopwaarde2VanDeTotaleInkoop_174,Inkoopwaarde5VanDeTotaleInkoop_175,Inkoopwaarde10VanDeTotaleInkoop_176,Inkoopwaarde25VanDeTotaleInkoop_177,Inkoopwaarde50VanDeTotaleInkoop_178,AanbiedersInNederland_179,AanbiedersInAndereEULanden_180,AanbiedersInLandenBuitenDeEU_181,InkoopViaEDI_182,Inkoopwaarde1VanDeTotaleInkoop_183,Inkoopwaarde1VanDeTotaleInkoop_184,Inkoopwaarde2VanDeTotaleInkoop_185,Inkoopwaarde5VanDeTotaleInkoop_186,Inkoopwaarde10VanDeTotaleInkoop_187,Inkoopwaarde25VanDeTotaleInkoop_188,Inkoopwaarde50VanDeTotaleInkoop_189,AanbiedersInNederland_190,AanbiedersInAndereEULanden_191,AanbiedersInLandenBuitenDeEU_192
36,WP19097,354200,74,70,26,25,89,19,11,2,1,37,36,50,49,2,64,32,4,36,53,11,44,52,4,28,60,12,37,52,10,40,57,3,100,100,0,5,14,40,40,79,77,60,61,95,60,81,27,11,39,74,46,42,23,22,24,57,36,33,36,37,20,23,13,39,38,5,3,3,2,4,2,2,8,6,2,1,2,5,33,18,10,19,12,30,8,98,85,53,47,44,91,63,82,81,58,62,32,58,25,21,9,50,12,8,12,2,5,21,4,4,5,1,1,58,37,5,94,37,53,13,52,35,20,80,41,49,54,88,12,17,37,33,28,24,19,12,44,14,29,25,20,15,10,5,32,6,60,2,83,14,3,25,8,17,15,13,12,8,5,77,18,5,68,40,28,25,22,19,15,10,63,44,19,16,13,10,8,5,88,9,3,16,4,12,12,11,10,7,4,76,18,6
37,WP19097,383100,64,55,26,18,91,19,11,1,1,25,34,33,62,5,50,43,7,23,61,16,36,52,11,13,66,21,22,56,22,26,69,5,100,100,0,9,19,40,32,79,68,50,52,99,40,83,28,12,35,64,21,18,5,9,9,61,32,23,37,34,34,24,13,36,35,1,1,0,0,1,0,0,4,3,2,0,0,3,33,21,21,4,8,31,7,98,82,45,37,40,96,58,76,83,61,62,32,52,28,18,8,46,11,6,11,1,1,25,7,3,3,1,0,59,35,6,97,23,30,14,57,29,20,80,39,51,58,62,38,16,41,39,36,32,21,18,30,13,17,14,11,10,5,4,18,3,78,0,81,17,2,43,10,33,32,28,24,16,13,73,24,4,60,40,20,19,14,11,5,2,59,40,18,17,13,10,5,2,97,2,1,4,3,1,1,1,1,0,0,79,21,0
38,WP19097,389100,36,31,8,9,79,4,2,1,0,7,9,15,80,5,29,58,13,10,70,20,15,74,11,13,75,11,16,74,10,12,80,9,100,99,0,6,16,43,34,61,56,46,42,93,73,82,19,12,43,78,60,56,28,30,26,38,30,21,35,27,29,24,8,22,25,1,0,1,0,0,0,1,0,0,0,0,0,0,33,12,6,28,6,23,17,97,75,49,34,36,83,59,65,63,51,57,37,47,18,4,2,43,1,8,4,3,3,16,0,4,2,2,0,68,22,9,93,56,75,4,63,32,13,87,10,36,52,47,53,13,39,35,31,29,22,11,52,14,38,34,31,29,22,9,46,19,31,4,76,17,7,3,1,2,2,2,2,2,0,67,18,15,76,32,44,41,38,37,30,19,76,35,41,39,36,35,28,17,97,3,0,5,1,4,4,4,4,4,1,100,0,0
39,WP19097,391600,98,97,54,57,99,63,56,23,9,80,67,81,17,2,80,16,4,47,43,10,54,44,2,58,31,11,64,26,10,72,25,4,100,99,0,1,2,24,72,87,86,76,74,98,34,89,15,10,38,86,57,52,30,27,32,81,59,57,67,66,40,46,34,57,56,8,7,2,2,5,2,2,1,1,1,1,0,1,50,24,17,32,26,47,11,99,94,75,69,66,92,74,89,92,77,84,62,55,26,20,8,45,14,6,5,3,7,21,5,3,2,2,2,61,36,3,98,61,34,11,69,20,15,85,26,41,28,90,10,11,17,15,13,11,7,5,26,10,16,14,12,10,7,5,38,5,50,7,86,8,5,5,4,2,1,1,1,0,0,72,22,6,72,27,45,37,28,23,15,10,71,27,43,35,26,21,13,9,80,11,9,4,2,3,2,2,2,2,1,68,25,7
40,WP19097,396300,100,99,30,40,98,44,25,12,7,69,55,56,43,2,74,23,3,45,41,15,54,38,8,37,52,11,39,49,12,40,58,2,100,100,0,0,11,44,44,82,82,61,57,98,41,75,20,26,46,68,37,33,16,19,24,63,30,28,27,33,10,32,17,49,44,0,0,0,0,0,0,0,2,0,2,0,0,2,50,29,15,19,33,44,18,98,98,87,79,87,90,88,91,96,91,92,78,72,33,18,11,63,10,8,7,9,22,27,7,5,4,6,5,48,48,3,86,46,52,10,53,37,13,87,23,42,25,95,5,12,13,10,10,9,7,4,24,11,13,10,9,7,6,4,69,4,27,1,96,3,1,4,3,1,1,1,1,0,0,100,0,0,68,31,37,32,22,13,7,3,67,29,37,32,21,13,7,3,89,4,7,1,0,1,1,0,0,0,0,96,4,0
41,WP19097,402000,99,97,70,51,100,37,16,3,1,70,73,33,62,6,60,32,8,16,78,6,41,54,6,11,78,11,33,56,11,24,70,6,100,100,0,2,5,30,62,92,92,59,56,94,37,70,11,10,40,70,8,8,6,6,0,86,32,40,51,51,51,38,30,75,48,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,6,8,21,13,13,94,94,89,57,35,92,59,64,92,84,75,40,70,32,27,5,65,22,24,5,3,24,24,5,16,0,0,6,48,46,6,89,67,94,3,30,67,14,86,13,49,11,100,0,11,0,0,0,0,0,0,11,11,0,0,0,0,0,0,94,5,1,0,95,4,1,3,3,0,0,0,0,0,0,100,0,0,76,48,27,8,8,8,3,3,76,51,25,8,8,8,3,3,98,2,0,3,3,0,0,0,0,0,0,100,0,0
42,WP19097,403300,96,95,49,52,98,39,23,5,2,55,48,57,41,2,67,28,5,35,52,14,55,41,4,31,52,17,41,43,16,48,49,4,100,99,0,3,7,32,57,90,89,77,74,98,25,80,13,8,28,80,42,39,18,15,19,78,47,47,49,53,45,37,23,55,49,10,7,7,4,8,2,3,11,10,1,2,2,7,44,27,10,20,28,41,15,98,91,69,59,56,92,67,80,84,69,71,48,60,25,22,10,50,13,10,13,9,14,23,7,5,6,4,4,64,31,5,94,49,32,10,63,26,15,85,33,46,21,87,13,9,12,10,9,7,3,2,17,9,9,7,6,5,3,2,16,5,73,6,79,14,7,6,3,3,3,3,2,1,0,68,21,11,75,38,36,27,22,18,8,3,74,38,36,27,21,16,8,3,88,8,3,6,3,3,3,3,1,0,0,77,15,8
43,WP19097,410200,74,71,31,32,83,9,5,1,1,12,18,20,72,7,32,55,12,13,61,26,17,69,14,14,66,19,16,64,20,17,72,11,100,99,0,12,15,43,29,67,63,44,39,94,23,76,8,7,31,64,42,38,21,22,24,50,37,34,38,39,33,32,15,35,27,2,1,1,1,1,1,1,2,1,1,1,0,1,22,8,9,14,8,19,7,95,79,44,35,33,84,51,50,60,46,50,26,45,23,18,8,41,14,7,8,3,6,20,6,3,3,2,2,60,27,13,94,37,31,13,64,23,16,84,23,45,13,85,15,5,8,7,6,5,3,2,11,5,6,5,5,4,2,1,28,5,62,5,87,9,4,3,2,2,2,2,2,1,0,82,15,3,61,31,31,25,20,16,9,5,61,31,29,24,19,15,8,5,94,4,1,4,2,2,2,2,1,0,0,94,4,2
44,WP19097,422400,84,82,24,31,94,11,4,1,0,28,37,22,74,4,37,54,8,13,68,19,26,68,7,8,75,16,17,69,14,13,81,6,100,97,0,4,11,48,34,77,75,53,55,96,36,87,6,3,42,65,27,24,15,16,14,74,48,42,50,48,45,41,20,59,34,2,2,1,1,2,0,2,1,1,1,0,1,1,15,5,2,5,12,13,5,100,87,63,47,57,87,52,70,81,57,64,38,66,31,21,9,59,13,8,10,4,15,26,6,3,2,3,2,55,31,14,79,60,76,20,39,41,17,83,35,52,20,95,5,12,6,6,5,5,2,2,15,10,5,5,4,4,1,1,81,0,16,2,100,0,0,4,2,2,2,1,1,1,1,100,0,0,84,36,48,37,27,19,11,5,84,38,47,36,26,18,10,4,98,1,1,4,2,2,2,1,1,1,1,97,3,0
45,WP19097,300006,67,62,24,22,89,17,10,2,1,31,33,42,55,3,56,37,6,30,57,13,39,54,7,23,63,14,31,56,13,34,62,4,100,100,0,6,15,41,38,77,73,56,56,96,57,81,26,11,38,72,42,38,19,20,21,56,34,30,36,36,25,23,12,36,36,3,2,2,2,3,1,1,6,5,2,0,1,4,33,18,12,17,10,30,9,98,83,50,43,42,91,61,79,79,58,61,33,55,25,19,8,49,11,7,11,2,4,22,5,3,4,1,1,59,35,6,95,36,50,12,55,33,19,81,37,48,55,78,22,16,38,35,30,26,20,13,41,14,27,23,19,15,10,6,32,7,59,2,82,15,3,27,8,19,18,15,13,9,6,75,20,5,67,39,28,25,22,19,15,9,63,42,21,19,16,13,9,6,91,7,2,12,3,9,8,8,7,5,3,77,18,5
46,WP19097,300010,82,80,38,39,89,21,12,2,1,29,30,35,60,5,46,45,10,21,57,21,32,58,10,21,61,19,26,56,19,29,63,8,100,99,0,8,12,39,40,76,73,57,53,95,24,77,10,8,30,70,42,38,20,19,22,61,41,39,43,45,38,34,18,43,35,5,3,3,2,4,1,2,5,5,1,1,1,3,30,15,9,16,16,28,10,96,84,54,44,42,87,57,62,69,55,58,35,51,24,20,9,44,14,8,10,5,9,21,7,4,4,2,3,61,29,10,94,42,31,12,64,24,15,85,27,46,16,86,14,6,9,8,7,6,3,2,13,6,7,6,5,4,2,1,22,5,67,5,83,12,5,5,2,2,2,2,2,1,0,75,18,7,67,34,33,26,20,17,9,5,66,34,32,25,20,15,8,4,92,6,2,5,3,2,2,2,1,0,0,87,9,5
47,WP19097,332915,97,97,52,56,100,58,50,22,8,74,67,80,17,2,83,13,5,52,39,9,61,36,3,58,31,10,64,26,10,75,21,4,100,99,0,1,5,27,67,87,85,74,72,99,33,90,17,10,39,84,57,52,30,28,31,81,59,60,67,62,35,42,31,55,57,10,8,4,3,8,2,3,2,2,1,1,0,2,45,25,18,28,23,44,9,99,93,78,73,66,91,74,89,90,77,79,58,58,26,23,8,46,15,8,7,3,6,23,5,4,2,2,1,60,38,3,98,59,32,15,68,17,16,84,30,40,29,93,7,14,15,12,11,10,7,5,24,12,13,12,9,7,5,4,13,5,74,8,77,12,11,11,6,6,4,3,3,1,1,54,27,18,73,29,43,36,28,24,18,12,70,29,41,34,26,22,16,11,80,13,7,6,4,3,2,2,2,2,1,53,38,9
48,WP19107,399907,78,76,38,39,98,52,36,2,1,67,60,56,42,2,69,27,4,31,59,10,56,41,4,24,64,12,35,55,10,45,52,3,100,100,0,3,6,27,62,91,90,77,77,98,40,83,23,13,45,83,40,36,22,20,25,78,41,42,51,51,33,34,22,60,53,9,7,5,3,7,2,4,15,12,4,2,3,10,49,30,15,23,28,46,20,99,95,77,66,66,93,69,87,89,76,77,58,63,32,27,13,51,16,10,13,7,19,26,9,5,6,2,5,52,44,4,92,53,49,20,45,34,24,76,49,59,39,88,12,14,24,22,19,16,12,8,28,12,16,15,12,10,5,3,38,7,49,5,84,11,5,22,9,13,12,11,9,7,5,75,18,8,70,35,35,31,25,21,13,8,65,37,28,24,19,16,9,5,89,7,4,17,6,11,10,9,7,5,3,79,16,5
49,WP19107,307500,64,60,28,30,99,46,29,2,1,73,66,66,33,1,76,21,3,37,57,6,62,36,2,24,60,16,29,59,13,49,49,2,100,99,0,2,8,29,60,94,94,77,75,99,33,78,20,15,30,81,30,27,14,12,17,79,43,43,49,53,23,27,19,62,51,20,16,11,9,17,5,9,48,46,8,7,11,30,50,38,13,20,24,48,16,99,95,74,68,64,93,68,92,89,74,81,61,54,25,26,11,44,17,8,13,7,10,21,7,4,7,3,4,55,42,3,95,43,29,23,41,36,24,76,56,51,51,93,7,17,34,30,27,24,21,14,28,11,17,14,12,9,6,2,14,6,75,5,71,18,11,41,15,26,24,23,20,15,11,58,29,13,66,40,27,24,20,13,8,4,62,42,20,16,11,8,4,2,81,13,6,18,7,11,11,10,6,5,2,60,29,11
50,WP19107,800036,89,87,64,56,100,79,66,6,4,91,64,56,44,0,66,34,0,35,63,2,61,37,2,30,70,0,48,52,0,63,37,0,100,100,0,3,0,12,86,96,96,87,87,100,67,89,44,28,68,84,42,33,31,23,26,84,51,52,66,66,21,32,18,70,64,14,7,9,4,11,4,14,7,4,2,0,0,7,84,79,63,41,33,79,45,100,98,82,73,82,98,84,100,96,96,93,64,51,37,12,10,46,12,7,0,10,7,34,10,3,0,0,0,64,33,3,96,77,77,26,46,27,35,65,57,77,48,88,12,20,28,23,19,16,2,0,46,20,26,23,19,16,2,0,59,10,22,9,87,4,8,27,13,14,4,4,2,0,0,76,24,0,68,28,41,36,27,23,9,9,68,28,41,36,23,18,9,4,88,10,1,13,0,13,13,13,13,2,0,85,13,3
51,WP19107,350000,79,77,60,54,97,52,36,1,0,73,66,71,25,4,81,15,4,28,65,7,56,40,4,29,60,11,36,53,11,62,32,6,100,99,0,4,1,12,81,95,95,89,88,97,21,70,9,10,28,79,24,23,9,4,12,82,49,53,60,65,31,31,15,56,55,16,8,10,4,11,5,7,14,14,0,0,0,14,56,45,30,9,22,52,24,96,92,67,55,60,92,63,87,88,73,71,56,70,38,39,18,60,19,21,28,3,11,32,9,9,6,0,2,65,31,4,96,71,59,12,44,44,24,76,38,56,14,80,20,0,14,12,9,6,3,1,9,0,9,9,6,6,1,1,22,22,46,10,77,13,11,9,0,9,7,5,0,0,0,95,5,0,68,26,42,41,39,31,17,8,67,28,39,37,32,24,8,5,90,6,4,16,2,14,14,13,11,7,3,91,9,0
52,WP19107,354200,52,44,15,15,95,57,42,2,1,62,51,66,30,4,78,19,3,41,50,9,60,33,7,32,55,13,39,50,11,58,37,5,100,100,0,6,9,32,54,90,88,76,76,95,71,83,51,14,52,77,59,56,41,32,43,72,37,39,46,48,20,29,18,52,50,6,3,4,3,4,1,2,10,7,5,1,2,6,52,31,16,35,31,48,27,99,96,70,63,60,92,75,91,87,76,74,56,58,30,31,17,48,19,10,15,9,9,24,13,5,7,2,0,58,40,2,91,34,48,19,42,39,36,64,52,71,76,93,7,24,52,48,42,33,20,14,64,21,43,40,33,24,12,8,49,7,43,1,86,13,1,38,18,21,20,16,13,8,5,82,16,2,69,31,38,35,32,27,22,19,54,38,16,13,13,10,6,5,86,10,4,39,12,27,25,23,19,17,14,78,20,3
53,WP19107,383100,74,70,43,43,100,60,50,2,1,78,54,67,32,1,74,21,5,41,55,5,57,42,1,29,55,16,36,47,17,55,44,1,100,100,0,3,4,37,56,96,94,73,80,98,54,83,43,18,46,79,26,25,11,12,15,77,38,39,41,43,28,28,18,66,45,5,4,3,0,5,1,3,16,9,13,10,0,7,73,59,38,15,41,70,23,99,100,75,70,54,97,72,92,91,73,78,59,62,33,31,16,50,18,12,22,3,14,28,14,6,9,0,3,40,60,0,95,37,34,17,48,35,19,81,43,45,61,84,16,17,44,41,34,29,25,20,36,16,20,18,11,8,3,2,37,6,52,5,81,13,6,44,14,30,29,28,26,23,17,65,26,10,73,40,33,31,26,19,13,7,67,45,22,21,17,12,7,6,86,12,3,19,6,13,12,11,9,6,1,68,25,7
54,WP19107,389100,40,40,9,7,100,33,17,1,0,33,27,53,43,4,64,32,4,17,68,14,41,53,6,23,69,8,30,62,8,40,60,0,100,100,0,3,3,36,59,92,92,78,80,97,68,93,26,19,56,95,69,60,46,50,49,60,48,45,51,49,27,40,22,51,40,3,3,3,0,3,0,0,4,4,0,0,0,4,48,19,6,29,17,48,21,100,98,57,54,50,97,53,95,86,64,68,49,52,22,24,6,43,5,5,16,5,6,22,2,0,4,0,0,56,35,9,96,66,75,10,58,32,18,82,32,47,62,55,45,27,35,35,32,32,24,11,52,17,35,35,32,32,24,8,44,24,26,6,70,21,10,7,4,3,3,3,3,3,0,79,5,16,71,21,50,46,46,44,40,26,68,24,43,43,43,41,38,26,88,8,4,16,4,12,9,3,3,3,0,100,0,0
55,WP19107,391600,97,96,64,68,100,80,51,12,2,85,74,73,27,0,76,23,1,54,46,0,68,31,1,62,36,1,71,27,1,68,30,3,100,99,0,0,2,11,86,94,90,87,82,100,55,83,36,20,52,97,60,58,45,37,43,83,51,47,70,68,47,60,35,65,67,7,7,4,6,7,3,4,4,4,0,3,0,1,70,36,18,54,46,68,29,100,98,84,83,72,100,89,95,99,86,91,78,57,32,28,15,51,19,6,9,8,13,29,11,5,5,5,7,67,33,0,98,74,44,17,53,30,17,83,41,60,46,87,13,20,26,25,25,21,19,7,45,20,25,23,23,20,16,2,50,8,37,4,89,5,6,14,8,6,6,6,6,6,2,90,6,4,68,26,42,37,30,27,16,12,67,28,39,34,27,25,13,9,82,10,8,9,3,7,7,5,3,3,3,79,15,6
56,WP19107,396300,94,94,58,49,100,73,69,11,8,88,62,62,36,2,72,24,4,40,54,5,64,30,5,42,52,5,49,43,8,59,36,5,100,96,0,0,0,14,82,92,92,83,74,92,71,90,48,44,63,84,55,55,46,38,40,84,42,46,66,64,17,38,32,69,64,0,0,0,0,0,0,0,2,0,2,0,2,0,67,36,11,38,63,63,40,100,100,100,92,100,100,88,98,100,96,100,77,69,42,33,18,59,22,13,18,8,23,39,15,8,8,2,2,69,31,0,90,33,78,19,43,38,34,66,51,67,50,92,8,22,28,22,18,14,9,0,50,25,26,20,16,11,6,0,62,9,26,3,96,3,0,24,15,10,10,2,2,0,0,99,1,1,59,31,28,22,16,12,8,6,59,31,28,22,16,12,8,6,83,9,8,13,10,4,4,4,4,4,0,99,1,0
57,WP19107,402000,99,99,75,63,100,42,25,2,2,91,100,83,17,0,83,17,0,16,84,0,83,17,0,9,91,0,50,50,0,59,41,0,100,100,0,0,0,25,75,100,100,100,91,100,66,100,49,42,100,100,26,26,26,17,9,100,41,67,58,84,9,25,16,58,91,0,0,0,0,0,0,0,0,0,0,0,0,0,51,26,0,26,42,51,17,100,100,84,59,42,100,59,92,84,100,75,75,68,51,26,17,60,26,17,9,9,35,43,17,8,0,0,0,51,49,0,74,65,91,13,41,46,23,77,25,59,25,99,1,9,16,16,16,16,16,9,25,9,16,16,16,16,16,9,64,0,36,0,89,8,3,0,0,0,0,0,0,0,0,0,0,0,83,42,40,32,15,8,8,0,83,50,33,24,15,8,8,0,97,3,0,16,9,8,8,0,0,0,0,100,0,0
58,WP19107,403300,95,95,64,62,100,66,50,4,2,78,70,57,42,1,74,25,1,46,50,4,70,29,1,30,63,7,43,47,11,41,56,3,100,100,0,2,5,21,73,94,94,85,85,97,39,83,22,10,44,80,39,33,18,13,28,87,43,48,57,64,40,32,28,60,69,26,22,12,10,16,5,7,17,16,2,2,3,12,59,43,21,27,40,59,21,98,96,80,80,76,95,79,93,92,85,80,67,68,41,37,15,50,23,9,14,10,25,26,9,6,7,5,8,66,32,2,92,69,41,14,52,34,20,80,43,59,33,88,12,15,19,18,14,14,8,6,30,14,16,14,11,11,3,2,18,8,68,6,81,11,8,21,9,12,10,7,6,5,5,67,9,25,69,35,33,30,26,23,11,6,66,35,30,27,21,19,10,1,81,10,10,15,5,10,10,9,9,7,6,59,15,26
59,WP19107,410200,82,81,51,51,95,24,16,1,0,30,33,26,70,4,40,53,7,21,67,11,30,65,6,22,67,11,26,64,10,20,76,4,100,100,0,4,12,33,51,82,81,65,61,98,30,85,12,12,38,82,59,54,32,35,34,67,44,41,51,53,41,37,26,49,43,1,0,0,0,0,0,0,3,1,2,0,0,3,36,13,13,24,16,34,12,98,93,64,49,47,88,66,71,81,63,61,38,58,24,18,8,53,12,8,7,5,10,22,6,4,5,1,3,55,34,11,99,41,26,11,72,18,15,85,30,48,18,90,10,9,10,9,7,5,3,2,15,8,7,7,5,4,2,2,19,5,73,4,93,5,2,6,4,3,3,2,2,1,0,91,9,0,66,33,32,27,18,15,9,5,63,33,30,25,17,14,7,4,94,4,2,6,3,3,3,2,2,1,1,93,6,1
60,WP19107,422400,87,85,29,33,99,58,37,1,0,76,71,51,47,2,70,24,6,16,66,18,57,40,3,9,76,14,32,59,9,38,60,3,100,100,0,4,5,28,64,93,90,77,83,99,22,86,5,3,49,85,22,19,7,10,11,84,36,37,47,40,42,38,21,66,54,6,5,2,2,4,2,2,6,4,3,0,1,4,35,17,6,12,23,31,18,99,91,88,67,81,93,59,83,91,77,79,63,75,37,27,12,55,14,13,13,8,40,29,8,7,7,3,10,36,59,5,85,71,75,31,29,40,27,73,60,68,17,78,22,10,8,6,6,6,5,5,8,7,1,1,1,1,1,1,50,1,25,25,99,0,0,10,4,7,6,5,5,4,4,100,0,0,75,38,37,32,24,22,12,6,75,40,34,30,24,21,12,6,97,2,1,12,6,6,5,3,3,0,0,99,1,1
61,WP19107,300006,58,52,23,23,97,56,42,2,1,63,50,65,32,3,76,21,4,39,53,8,57,38,5,30,57,13,37,50,13,55,41,4,100,100,0,5,7,34,55,92,90,75,77,96,66,84,46,16,50,79,51,48,33,28,36,72,38,40,45,47,23,30,18,56,47,6,4,4,2,5,1,2,11,7,7,3,2,6,58,37,21,29,33,54,25,99,97,70,64,57,94,72,92,88,74,75,56,58,30,30,16,48,17,10,17,7,10,25,12,5,7,1,1,53,45,2,92,38,47,18,45,37,29,71,48,61,71,88,12,22,48,45,39,32,22,16,55,20,36,33,27,20,11,7,46,8,43,3,84,14,3,37,15,22,21,18,15,12,8,76,19,5,70,32,38,35,32,27,22,17,59,38,20,18,17,14,9,7,86,10,3,31,10,22,20,18,15,13,9,77,19,3
