ID,Energiedragers,Perioden,TotaalAanbodTPES_1,Winning_2,Invoer_3,Uitvoer_4,NettoInvoer_5,Bunkering_6,Voorraadmutatie_7,StatistischeVerschillen_8,TotaalEnergieverbruik_9,TotaalInzet_10,InzetElektriciteitWKKOmzetting_11,InzetAndereOmzetting_12,TotaalProductie_13,ProductieElektriciteitWKKOmzetting_14,ProductieAndereOmzetting_15,TotaalSaldoEnergieomzetting_16,SaldoElektriciteitWKKOmzetting_17,SaldoAndereOmzetting_18,Totaal_19,ElektriciteitsEnWarmteproductie_20,WinningVanOlieEnGas_21,Cokesfabrieken_22,Hoogovens_23,OlieraffinageInstallaties_24,WaterstofproductieInstallaties_25,OverigeInstallaties_26,VerliezenBijDistributie_27,TotaalFinaalVerbruik_28,Totaal_29,Totaal_30,IJzerEnStaalindustrie_31,ChemieEnFarmaceutischeIndustrie_32,NonFerrometalen_33,Bouwmaterialenindustrie_34,Transportmiddelenindustrie_35,MetaalproductenEnMachineIndustrie_36,DelfstoffenwinningGeenOlieEnGas_37,VoedingsEnGenotmiddelenindustrie_38,PapierEnGrafischeIndustrie_39,Houtindustrie_40,Bouwnijverheid_41,TextielKledingEnLederindustrie_42,OverigeIndustrieEnOnbekend_43,Totaal_44,BinnenlandseLuchtvaart_45,Wegverkeer_46,Railverkeer_47,Pijpleidingen_48,BinnenlandseScheepvaart_49,Onbekend_50,Totaal_51,DienstenAfvalWaterEnReparatie_52,Woningen_53,Landbouw_54,Visserij_55,Onbekend_56,Totaal_57,NijverheidExclusiefDeEnergiesector_58,WaarvanChemieEnPetrochemie_59,Vervoer_60,OverigeAfnemers_61
2393,E007176   ,1969JJ00,-35.8,,4.4,28.2,-23.8,10.7,-1.3,,-35.8,,,,35.8,,35.8,-35.8,,-35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,E007176   ,1970JJ00,-59.6,,4.9,39.4,-34.5,22.4,-2.8,,-59.6,,,,59.6,,59.6,-59.6,,-59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,E007176   ,1971JJ00,-86.5,,2.1,57.9,-55.8,28.2,-2.4,,-86.5,,,,86.5,,86.5,-86.5,,-86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,E007176   ,1972JJ00,-119.2,,4.9,97.1,-92.2,30.8,3.7,,-119.2,,,,119.2,,119.2,-119.2,,-119.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,E007176   ,1973JJ00,-141.9,,4.2,109.9,-105.7,32.9,-3.3,-0.2,-141.7,,,,141.7,,141.7,-141.7,,-141.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,E007176   ,1974JJ00,-112.4,,5.9,85.3,-79.4,32.2,-0.9,0.1,-112.5,,,,112.5,,112.5,-112.5,,-112.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,E007176   ,1975JJ00,-105.2,,8.0,82.0,-74.0,32.0,0.8,-0.1,-105.1,,,,105.1,,105.1,-105.1,,-105.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,E007176   ,1976JJ00,-106.6,,12.3,94.7,-82.4,23.2,-1.0,0.1,-106.7,,,,115.9,,115.9,-115.9,,-115.9,,,,,,,,,,9.2,9.2,,,,,,,,,,,,,,,9.2,9.2,,,,,,,,,,,,,,,,
2401,E007176   ,1977JJ00,-113.8,,8.4,93.6,-85.2,30.4,1.7,-0.7,-113.1,,,,117.1,,117.1,-117.1,,-117.1,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,
2402,E007176   ,1978JJ00,-103.2,,11.8,84.5,-72.7,29.9,-0.7,0.2,-103.4,,,,106.4,,106.4,-106.4,,-106.4,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,
2403,E007176   ,1979JJ00,-132.0,,19.2,111.4,-92.2,38.0,-1.7,-0.4,-131.6,0.0,,0.0,132.2,,132.2,-132.2,,-132.2,,,,,,,,,,0.6,0.6,,,,,,,,,,,,,,,0.6,0.6,,,,,,,,,,,,,,,,
2404,E007176   ,1980JJ00,-123.5,,18.4,101.6,-83.2,36.5,-3.8,-0.4,-123.1,-0.7,,-0.7,123.3,,123.3,-124.0,,-124.0,,,,,,,,,,0.9,0.9,,,,,,,,,,,,,,,0.9,0.9,,,,,,,,,,,,,,,,
2405,E007176   ,1981JJ00,-99.5,,17.2,86.5,-69.3,35.3,5.1,0.2,-99.7,2.9,,2.9,103.1,,103.1,-100.2,,-100.2,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,
2406,E007176   ,1982JJ00,-115.1,,27.2,99.4,-72.2,37.8,-5.1,-0.1,-115.0,2.6,,2.6,119.8,,119.8,-117.2,,-117.2,,,,,,,,,,2.2,2.2,,,,,,,,,,,,,,,2.2,2.2,,,,,,,,,,,,,,,,
2407,E007176   ,1983JJ00,-124.9,,14.1,97.4,-83.3,41.2,-0.4,-0.1,-124.8,3.0,,3.0,129.6,,129.6,-126.6,,-126.6,,,,,,,,,,1.8,1.8,,,,,,,,,,,,,,,1.8,1.8,,,,,,,,,,,,,,,,
2408,E007176   ,1984JJ00,-122.3,,13.8,98.0,-84.2,40.7,2.6,-0.2,-122.1,7.0,,7.0,133.4,,133.4,-126.4,,-126.4,,,,,,,,,,4.3,4.3,,,,,,,,,,,,,,,4.3,4.3,,,,,,,,,,,,,,,,
2409,E007176   ,1985JJ00,-115.2,,22.7,92.7,-70.0,45.2,,0.1,-115.3,8.7,,8.7,126.2,,126.2,-117.5,,-117.5,,,,,,,,,,2.2,2.2,,,,,,,,,,,,,,,2.2,2.2,,,,,,,,,,,,,,,,
2410,E007176   ,1986JJ00,-131.0,,26.1,105.1,-79.0,49.8,-2.3,,-131.0,16.2,,16.2,149.8,,149.8,-133.6,,-133.6,,,,,,,,,,2.6,2.6,,,,,,,,,,,,,,,2.6,2.6,,,,,,,,,,,,,,,,
2411,E007176   ,1987JJ00,-146.8,,20.3,113.1,-92.8,53.6,-0.4,0.2,-147.0,6.7,,6.7,159.4,,159.4,-152.7,,-152.7,,,,,,,,,,5.7,5.7,,,,,,,,,,,,,,,5.7,5.7,,,,,,,,,,,,,,,,
2412,E007176   ,1988JJ00,-183.6,,11.6,139.7,-128.1,58.1,2.6,0.1,-183.7,15.5,,15.5,205.3,,205.3,-189.8,,-189.8,,,,,,,,,,6.1,6.1,,,,,,,,,,,,,,,6.1,6.1,,,,,,,,,,,,,,,,
2413,E007176   ,1989JJ00,-207.7,,18.9,165.5,-146.6,59.3,-1.7,0.0,-207.7,15.7,,15.7,229.6,,229.6,-213.9,,-213.9,,,,,,,,,,6.2,6.2,,,,,,,,,,,,,,,6.2,6.2,,,,,,,,,,,,,,,,
2414,E007176   ,1990JJ00,-199.3,,26.1,159.4,-133.3,64.4,-1.6,0.0,-199.3,3.7,0.0,3.7,206.7,,206.7,-203.0,0.0,-203.0,,,,,,,,,,3.7,3.7,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.7,,,,,2.7,,,,,
2415,E007176   ,1991JJ00,-194.1,,24.8,152.8,-127.9,68.5,2.4,,-194.1,5.1,,5.1,202.9,,202.9,-197.8,,-197.8,,,,,,,,,,3.8,3.8,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.8,,,,,2.8,,,,,
2416,E007176   ,1992JJ00,-206.2,,18.5,144.0,-125.5,80.0,-0.8,,-206.2,3.6,,3.6,213.4,,213.4,-209.8,,-209.8,,,,,,,,,,3.6,3.6,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.6,,,,,2.6,,,,,
2417,E007176   ,1993JJ00,-206.8,,21.0,141.8,-120.9,87.5,1.6,0.0,-206.8,3.4,0.0,3.4,213.8,,213.8,-210.4,0.0,-210.4,,,,,,,,,,3.6,3.6,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.6,,,,,2.6,,,,,
2418,E007176   ,1994JJ00,-229.1,,20.9,151.5,-130.6,92.2,-6.3,0.0,-229.1,8.7,0.0,8.7,241.0,,241.0,-232.3,0.0,-232.3,,,,,,,,,,3.2,3.2,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.2,,,,,2.2,,,,,
2419,E007176   ,1995JJ00,-248.0,,12.2,159.4,-147.2,106.3,5.4,0.0,-248.0,9.3,0.0,9.3,261.2,,261.2,-251.9,0.0,-251.9,,,,,,,,,,3.9,3.9,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.9,,,,,2.9,,,,,
2420,E007176   ,1996JJ00,-264.4,,14.6,165.3,-150.7,114.1,0.4,0.0,-264.4,6.9,0.0,6.9,274.7,,274.7,-267.9,0.0,-267.9,,,,,,,,,,3.5,3.5,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.5,,,,,2.5,,,,,
2421,E007176   ,1997JJ00,-243.6,,28.1,147.8,-119.6,123.2,-0.8,0.0,-243.6,8.1,0.0,8.1,255.4,,255.4,-247.4,0.0,-247.4,,,,,,,,,,3.7,3.7,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.7,,,,,2.7,,,,,
2422,E007176   ,1998JJ00,-261.8,,18.9,149.3,-130.4,130.1,-1.2,,-261.8,8.8,0.0,8.8,274.1,,274.1,-265.3,0.0,-265.3,,,,,,,,,,3.6,3.6,,,,,,,,,,,,,,,0.9,0.9,,,,,,2.7,,,,,2.7,,,,,
2423,E007176   ,1999JJ00,-287.0,,29.3,179.4,-150.0,138.2,1.2,,-287.0,7.3,,7.3,298.5,,298.5,-291.2,,-291.2,,,,,,,,,,4.2,4.2,,,,,,,,,,,,,,,0.7,0.7,,,,,,3.5,,,,,3.5,,,,,
2424,E007176   ,2000JJ00,-296.9,,24.3,180.3,-156.0,138.2,-2.8,,-296.9,3.9,,3.9,304.4,,304.4,-300.5,,-300.5,,,,,,,,,,3.5,3.5,,,,,,,,,,,,,,,0.7,0.7,,,,,,2.9,,,,,2.9,,,,,
2425,E007176   ,2001JJ00,-261.3,,40.9,170.7,-129.8,134.6,3.0,,-261.3,5.3,,5.3,269.2,,269.2,-264.0,,-264.0,,,,,,,,,,2.7,2.7,,,,,,,,,,,,,,,0.6,0.6,,,,,,2.0,,,,,2.0,,,,,
2426,E007176   ,2002JJ00,-249.0,,31.6,141.2,-109.7,140.4,1.0,,-249.0,5.5,,5.5,257.5,,257.5,-252.1,,-252.1,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,0.5,0.5,,,,,,2.5,,,,,2.5,,,,,
2427,E007176   ,2003JJ00,-270.6,,25.6,157.1,-131.5,138.4,-0.6,,-270.6,3.5,,3.5,276.9,,276.9,-273.4,,-273.4,,,,,,,,,,2.8,2.8,,,,,,,,,,,,,,,0.6,0.6,,,,,,2.2,,,,,2.2,,,,,
2428,E007176   ,2004JJ00,-283.9,,55.1,188.9,-133.8,148.3,-1.9,,-283.9,1.4,,1.4,287.9,,287.9,-286.5,,-286.5,,,,,,,,,,2.6,2.6,,,,,,,,,,,,,,,0.5,0.5,,,,,,2.1,,,,,2.1,,,,,
2429,E007176   ,2005JJ00,-294.6,,83.9,224.0,-140.1,152.7,-1.8,,-294.6,4.1,,4.1,301.5,,301.5,-297.4,,-297.4,,,,,,,,,,2.9,2.9,,,,,,,,,,,,,,,0.5,0.5,,,,,,2.3,,,,,2.3,,,,,
2430,E007176   ,2006JJ00,-296.4,,101.6,241.3,-139.7,154.8,-2.0,,-296.4,2.7,,2.7,301.2,,301.2,-298.5,,-298.5,,,,,,,,,,2.1,2.1,,,,,,,,,,,,,,,0.4,0.4,,,,,,1.7,,,,,1.7,,,,,
2431,E007176   ,2007JJ00,-282.4,,120.2,248.9,-128.7,155.7,2.0,,-282.4,1.6,,1.6,286.3,,286.3,-284.7,,-284.7,,,,,,,,,,2.3,2.3,,,,,,,,,,,,,,,0.5,0.5,,,,,,1.8,,,,,1.8,,,,,
2432,E007176   ,2008JJ00,-263.5,,169.5,271.6,-102.1,157.9,-3.6,,-263.5,1.3,,1.3,267.0,,267.0,-265.7,,-265.7,,,,,,,,,,2.2,2.2,,,,,,,,,,,,,,,0.5,0.5,,,,,,1.8,,,,,1.8,,,,,
2433,E007176   ,2009JJ00,-235.7,,185.6,278.3,-92.7,146.3,3.2,,-235.7,2.8,,2.8,240.7,,240.7,-237.9,,-237.9,,,,,,,,,,2.1,2.1,,,,,,,,,,,,,,,0.5,0.5,,,,,,1.7,,,,,1.7,,,,,
2434,E007176   ,2010JJ00,-269.9,,165.4,290.0,-124.6,142.8,-2.6,,-269.9,2.8,,2.8,275.0,,275.0,-272.2,,-272.2,,,,,,,,,,2.2,2.2,,,,,,,,,,,,,,,0.5,0.5,,,,,,1.7,,,,,1.7,,,,,
2435,E007176   ,2011JJ00,-303.1,,115.9,273.7,-157.8,148.6,3.3,,-303.1,1.0,,1.0,306.0,,306.0,-305.0,,-305.0,,,,,,,,,,1.9,1.9,,,,,,,,,,,,,,,0.5,0.5,,,,,,1.3,,,,,1.3,,,,,
2436,E007176   ,2012JJ00,-279.7,,115.1,252.0,-136.9,142.8,0.0,,-279.7,3.0,,3.0,284.4,,284.4,-281.5,,-281.5,,,,,,,,,,1.7,1.7,,,,,,,,,,,,,,,0.5,0.5,,,,,,1.2,,,,,1.2,,,,,
2437,E007176   ,2013JJ00,-277.4,,167.3,295.2,-127.9,145.9,-3.6,,-277.4,9.1,,9.1,288.3,,288.3,-279.2,,-279.2,,,,,,,,,,1.8,1.8,,,,,,,,,,,,,,,0.5,0.5,,,,,,1.3,,,,,1.3,,,,,
2438,E007176   ,2014JJ00,-299.1,,113.8,263.0,-149.2,151.4,1.6,,-299.1,3.9,,3.9,304.9,,304.9,-301.0,,-301.0,,,,,,,,,,1.9,1.9,,,,,,,,,,,,,,,0.4,0.4,,,,,,1.5,,,,,1.5,,,,,
2439,E007176   ,2015JJ00,-322.0,,133.7,284.6,-150.9,159.1,-11.9,,-322.0,5.4,,5.4,328.9,,328.9,-323.5,,-323.5,,,,,,,,,,1.5,1.5,,,,,,,,,,,,,,,0.4,0.4,,,,,,1.2,,,,,1.2,,,,,
2440,E007176   ,2016JJ00,-321.7,,194.4,356.3,-161.9,163.3,3.5,,-321.7,6.2,,6.2,329.5,,329.5,-323.2,,-323.2,,,,,,,,,,1.5,1.5,,,,,,,,,,,,,,,0.4,0.4,,,,,,1.2,,,,,1.2,,,,,
2441,E007176   ,2017JJ00,-326.8,,157.7,325.7,-168.0,168.0,9.2,,-326.8,3.9,,3.9,332.2,,332.2,-328.2,,-328.2,,,,,,,,,,1.4,1.4,,,,,,,,,,,,,,,0.4,0.4,,,,,,1.0,,,,,1.0,,,,,
2442,E007176   ,2018JJ00,-381.0,,145.4,354.9,-209.5,170.0,-1.4,,-381.0,5.3,,5.3,387.7,,387.7,-382.4,,-382.4,,,,,,,,,,1.4,1.4,,,,,,,,,,,,,,,0.4,0.4,,,,,,1.0,,,,,1.0,,,,,
2443,E007176   ,2019JJ00,-377.7,,149.8,352.8,-203.0,166.3,-8.4,,-377.7,3.3,,3.3,382.5,,382.5,-379.2,,-379.2,,,,,,,,,,1.5,1.5,,,,,,,,,,,,,,,0.4,0.4,,,,,,1.1,,,,,1.1,,,,,
2444,E007176   ,2020JJ00,-175.6,,175.2,257.7,-82.4,92.7,-0.4,,-175.6,18.1,,18.1,195.1,,195.1,-177.0,,-177.0,,,,,,,,,,1.4,1.4,,,,,,,,,,,,,,,0.3,0.3,,,,,,1.1,,,,,1.1,,,,,
2445,E007176   ,2021JJ00,-136.3,,193.8,238.0,-44.2,102.0,9.9,,-136.3,50.0,,50.0,187.8,,187.8,-137.8,,-137.8,,,,,,,,,,1.6,1.6,,,,,,,,,,,,,,,0.3,0.3,,,,,,1.2,,,,,1.2,,,,,
2446,E007176   ,2022JJ00,-297.9,,166.1,335.8,-169.7,132.6,4.4,,-297.9,23.2,,23.2,322.9,,322.9,-299.7,,-299.7,,,,,,,,,,1.7,1.7,,,,,,,,,,,,,,,0.4,0.4,,,,,,1.3,,,,,1.3,,,,,
2447,E007176   ,2023JJ00,-388.5,,116.0,358.6,-242.6,139.6,-6.3,,-388.5,3.4,,3.4,393.9,,393.9,-390.5,,-390.5,,,,,,,,,,1.9,1.9,,,,,,,,,,,,,,,0.3,0.3,,,,,,1.6,,,,,1.6,,,,,
2448,E007176   ,2024JJ00,-356.5,,181.6,385.2,-203.5,145.9,-7.0,,-356.5,5.1,,5.1,363.0,,363.0,-357.9,,-357.9,,,,,,,,,,1.5,1.5,,,,,,,,,,,,,,,0.3,0.3,,,,,,1.1,,,,,1.1,,,,,
2449,E006526   ,1946JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450,E006526   ,1947JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451,E006526   ,1948JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452,E006526   ,1949JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453,E006526   ,1950JJ00,,,,,,,,,,,,,3.1,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454,E006526   ,1951JJ00,,,,,,,,,,,,,7.4,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455,E006526   ,1952JJ00,,,,,,,,,,,,,8.2,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456,E006526   ,1953JJ00,,,,,,,,,,,,,17.1,,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,E006526   ,1954JJ00,,,,,,,,,,,,,20.4,,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458,E006526   ,1955JJ00,,,7.8,4.4,3.4,,,,,,,,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459,E006526   ,1956JJ00,,,,,,,,,,,,,13.4,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460,E006526   ,1957JJ00,,,,,,,,,,,,,21.6,,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461,E006526   ,1958JJ00,,,,,,,,,,,,,27.2,,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462,E006526   ,1959JJ00,,,,,,,,,,,,,34.6,,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463,E006526   ,1960JJ00,-13.9,,9.4,21.3,-11.9,,-2.0,,-13.9,,,,36.0,,36.0,-36.0,,-36.0,,,,,,,,,,22.1,22.1,,,,,,,,,,,,,,,0.1,,,,,0.1,,22.0,,20.3,1.5,,0.2,,,,,
2464,E006526   ,1961JJ00,-7.6,,8.0,16.6,-8.6,,1.0,,-7.6,,,,31.1,,31.1,-31.1,,-31.1,,,,,,,,,,23.5,23.5,,,,,,,,,,,,,,,0.1,,,,,0.1,,23.4,,21.8,1.5,,0.2,,,,,
2465,E006526   ,1962JJ00,-11.8,,10.2,21.8,-11.6,,-0.2,,-11.8,,,,40.9,,40.9,-40.9,,-40.9,,,,,,,,,,29.1,29.1,,,,,,,,,,,,,,,0.1,,,,,0.1,,29.0,,27.8,1.1,,0.1,,,,,
2466,E006526   ,1963JJ00,-6.2,,17.6,20.3,-2.7,,-3.4,,-6.2,,,,41.8,,41.8,-41.8,,-41.8,,,,,,,,,,35.6,35.7,,,,,,,,,,,,,,,0.1,,,,,0.1,,35.6,,34.5,1.0,,0.0,,,,,
2467,E006526   ,1964JJ00,-5.5,,15.8,20.0,-4.2,,-1.3,,-5.5,,,,41.2,,41.2,-41.2,,-41.2,,,,,,,,,,35.7,35.7,,,,,,,,,,,,,,,0.1,,,,,0.1,,35.6,,34.7,0.9,,0.0,,,,,
2468,E006526   ,1965JJ00,-8.5,,13.4,22.2,-8.8,,0.4,,-8.5,,,,48.6,,48.6,-48.6,,-48.6,,,,,,,,,,40.1,40.1,,,,,,,,,,,,,,,0.1,,,,,0.1,,40.0,,39.2,0.8,,,,,,,
2469,E006526   ,1966JJ00,-3.9,,13.3,16.2,-2.9,,-1.1,,-3.9,,,,46.3,,46.3,-46.3,,-46.3,,,,,,,,,,42.4,42.4,,,,,,,,,,,,,,,0.1,,,,,0.1,,42.3,,41.7,0.6,,0.0,,,,,
2470,E006526   ,1967JJ00,4.3,,21.8,17.8,4.0,,0.3,,4.3,,,,40.0,,40.0,-40.0,,-40.0,,,,,,,,,,44.3,44.3,,,,,,,,,,,,,,,0.2,,,,,0.2,,44.1,,43.5,0.5,,0.1,,,,,
2471,E006526   ,1968JJ00,-1.4,,20.3,20.5,-0.2,,-1.3,,-1.4,,,,50.5,,50.5,-50.5,,-50.5,,,,,,,,,,49.1,49.1,,,,,,,,,,,,,,,0.2,,,,,0.2,,48.9,,48.3,0.4,,0.2,,,,,
2472,E006526   ,1969JJ00,4.2,,13.7,13.5,0.2,,4.0,,4.2,,,,47.0,,47.0,-47.0,,-47.0,,,,,,,,,,51.2,51.2,,,,,,,,,,,,,,,0.2,,,,,0.2,,51.0,,49.6,0.6,,0.8,,,,,
2473,E006526   ,1970JJ00,1.1,,18.8,12.8,6.0,,-4.9,,1.1,,,,51.7,,51.7,-51.7,,-51.7,,,,,,,,,,52.8,52.8,,,,,,,,,,,,,,,0.2,,,,,0.2,,52.6,,51.7,0.6,,0.3,,,,,
2474,E006526   ,1971JJ00,-4.3,,16.7,18.4,-1.7,,-2.5,,-4.3,,,,53.4,,53.4,-53.4,,-53.4,,,,,,,,,,49.1,49.1,,,,,,,,,,,,,,,0.2,,,,,0.2,,48.9,,48.3,0.4,,0.2,,,,,
2475,E006526   ,1972JJ00,-2.6,,12.0,17.2,-5.2,,2.6,,-2.6,,,,54.3,,54.3,-54.3,,-54.3,,,,,,,,,,51.7,51.7,,,,,,,,,,,,,,,0.1,,,,,0.1,,51.6,,51.3,0.2,,0.1,,,,,
2476,E006526   ,1973JJ00,-4.0,,9.0,14.9,-5.9,,1.9,,-4.0,,,,52.5,,52.5,-52.5,,-52.5,,,,,,,,,,48.5,48.6,,,,,,,,,,,,,,,0.2,,,,,0.2,,48.4,,48.1,0.2,,0.1,,,,,
2477,E006526   ,1974JJ00,-9.1,,4.6,14.6,-10.0,,0.9,,-9.1,,,,33.0,,33.0,-33.0,,-33.0,,,,,,,,,,23.9,23.9,,,,,,,,,,,,,,,0.1,,,,,0.1,,23.8,,23.6,0.1,,0.1,,,,,
2478,E006526   ,1975JJ00,-5.1,,6.6,13.1,-6.5,,1.4,0.0,-5.1,,,,25.6,,25.6,-25.6,,-25.6,,,,,,,,,,20.5,20.5,,,,,,,,,,,,,,,0.1,,,,,0.1,,20.4,,20.3,,,0.1,,,,,
2479,E006526   ,1976JJ00,-9.2,,9.1,18.4,-9.3,,0.1,0.1,-9.3,,,,28.9,,28.9,-28.9,,-28.9,,,,,,,,,,19.6,19.6,,,,,,,,,,,,,,,0.1,,,,,0.1,,19.5,,19.4,,,0.1,,,,,
2480,E006526   ,1977JJ00,-9.1,,4.2,14.4,-10.2,,1.2,0.2,-9.3,,,,25.0,,25.0,-25.0,,-25.0,,,,,,,,,,15.7,15.7,,,,,,,,,,,,,,,0.1,,,,,0.1,,15.6,,15.5,,,0.1,,,,,
2481,E006526   ,1978JJ00,-5.3,,4.8,12.1,-7.3,,2.1,0.2,-5.5,0.3,,0.3,21.5,,21.5,-21.2,,-21.2,,,,,,,,,,15.7,15.7,,,,,,,,,,,,,,,0.1,,,,,0.1,,15.6,,15.6,,,,,,,,
2482,E006526   ,1979JJ00,-7.3,,8.4,13.9,-5.5,,-1.8,0.3,-7.6,0.4,,0.4,23.7,,23.7,-23.3,,-23.3,,,,,,,,,,15.7,15.7,,,,,,,,,,,,,,,,,,,,,,15.7,,15.7,,,,,,,,
2483,E006526   ,1980JJ00,-5.3,,6.6,12.9,-6.3,,0.9,,-5.4,4.4,,4.4,20.3,,20.3,-15.9,,-15.9,,,,,,,,,,10.5,10.4,0.1,0.1,,,,,,,,,,,,0.0,,,,,,,,10.3,,6.8,,,3.5,0.0,0.0,0.0,,
2484,E006526   ,1981JJ00,-8.3,,3.0,10.1,-7.1,,-1.2,-2.3,-6.0,3.3,,3.3,17.1,,17.1,-13.8,,-13.8,,,,,,,,,,7.8,7.9,0.1,0.0,,,,,,,,,,,,0.0,,,,,,,,7.8,,5.1,,,2.6,,,,,
2485,E006526   ,1982JJ00,-3.4,,9.7,14.0,-4.3,,1.0,0.1,-3.5,9.1,,9.1,19.0,,19.0,-9.9,,-9.9,,,,,,,,,,6.4,6.4,0.1,0.0,,,,,,,,,,,,0.0,,,,,,,,6.3,,4.2,,,2.1,0.0,0.0,0.0,,
2486,E006526   ,1983JJ00,-14.0,,4.7,17.9,-13.2,,-0.7,0.0,-14.0,4.6,,4.6,25.0,,25.0,-20.4,,-20.4,,,,,,,,,,6.4,6.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,6.2,,4.1,,,2.1,0.1,0.1,0.1,,
2487,E006526   ,1984JJ00,-12.8,,4.9,16.7,-11.8,,-0.9,0.2,-13.0,6.0,,6.0,25.0,,25.0,-19.0,,-19.0,,,,,,,,,,6.0,6.0,0.1,,,,,0.0,,,,,,,,0.0,,,,,,,,5.9,,1.3,,,4.6,0.0,0.0,0.0,,
2488,E006526   ,1985JJ00,-3.1,,6.5,12.7,-6.2,,3.0,0.2,-3.3,9.3,,9.3,19.7,,19.7,-10.4,,-10.4,,,,,,,,,,7.1,7.1,0.1,,,,,,0.1,,,,,,,,,,,,,,,7.0,,1.4,,,5.6,,,,,
2489,E006526   ,1986JJ00,-1.5,,18.1,20.6,-2.5,,1.0,0.1,-1.6,17.7,,17.7,25.9,,25.9,-8.2,,-8.2,,,,,,,,,,6.6,6.5,0.2,,,,0.0,,0.1,,,,,,,0.0,,,,,,,,6.3,,1.4,,,4.9,0.1,0.1,0.1,,
2490,E006526   ,1987JJ00,-3.8,,13.5,16.9,-3.4,,-0.6,,-3.9,10.9,,10.9,21.6,,21.6,-10.7,,-10.7,,,,,,,,,,6.8,6.2,0.2,,,,0.1,,0.0,,0.0,,,,,0.0,,,,,,,,6.0,,1.3,,,4.7,0.6,0.6,0.6,,
2491,E006526   ,1988JJ00,-12.7,,4.8,20.0,-15.2,,2.5,0.2,-12.9,-5.6,,-5.6,12.6,,12.6,-18.2,,-18.2,,,,,,,,,,5.3,5.2,0.1,,,,0.0,,,,,,,,,0.0,,,,,,,,5.1,,1.2,,,4.0,0.1,0.1,0.1,,
2492,E006526   ,1989JJ00,-11.0,,4.9,15.3,-10.4,,-0.6,0.1,-11.1,-3.3,,-3.3,12.1,,12.1,-15.4,,-15.4,,,,,,,,,,4.3,4.3,0.1,,,,0.0,,,,,,,,,0.0,,,,,,,,4.2,,1.1,,,3.1,0.0,0.0,0.0,,
