ID,Bedrijfsgrootte,BedrijfstakkenBranchesSBI2008,PersoneelDatWerktMetEenComputer_1,PersoneelDatWerktMetInternet_2,Telewerkers_3,TelewerkKomtVoor_4,ICTPersAangenomenWillenAannemen_5,ICTVacaturesLastigTeVullen_6,ICTSpecialistenInLoondienst_7,ExterneLeverancier_8,EigenPersoneel_9,EigenPersoneelEnExterneLeverancier_10,ICTCursusAanICTSpecialisten_11,ICTCursusAanOverigPersoneel_12,InternetVast_13,MinderDan30MbitS_14,k_30Tot100MbitS_15,k_100Tot500MbitS_16,k_500MbitSTot1GbitS_17,TenMinste1GbitS_18,SnelheidVasteVerbindingVoldoende_19,MobielInternetVerstrekt_20,PersoneelDatWerktMetMobielInternet_21,BedrijvenMetWebsite_22,BeschrijvingenVanProductenPrijslijst_23,OnlineBestellenBoekenOfReserveren_24,ProductaanpassingDoorKlant_25,BestellingOnlineVolgen_26,KlantspecifiekeInfoVoorDeBezoeker_27,VerwijzingNaarSocialeMedia_28,ChatserviceMetPersoon_29,ChatserviceMetVirtueleMedewerker_30,ClouddienstenGebruikt_31,EMail_32,OfficeSoftware_33,OpslagDatabases_34,BestandenOpslaan_35,BoekhoudingSoftware_36,KlantbeheerSoftware_37,Rekenkracht_38,GedeeldeServers_39,ServerUitsluitendVoorBedrijf_40,BigDataAnalysesGebruikt_41,ZelfUitgevoerd_42,GeanalyseerdDoorDerden_43,GegevensVanApparatenOfSensoren_44,DataOverGeografischeLocaties_45,DataVanSocialeMedia_46,AndereBronnen_47,TechniekMachineLearning_48,TechniekSpraakverwerking_49,AndereTechnieken_50,BigDataAnalyseOverwogen_51,KostenHogerDanBaten_52,OnvoldoendeKennis_53,OnvoldoendeBigDataBronnen_54,GebrekkigeICTInfrastructuur_55,PrivacyWetgeving_56,GeenBedrijfsprioriteit_57,KwaliteitBronnen_58,NietZinvolVoorBedrijf_59,AndereRedenen_60,BigDataVerkochtAanDerden_61,BigDataGekochtVanDerden_62,AntiVirussoftware_63,BeleidVoorSterkeWachtwoorden_64,UpdatenSoftwareBesturingssysteem_65,AuthenticatieViaSoftOfHardwaretoken_66,EncryptieVanData_67,GegevensOpAndereFysiekeLocatie_68,NetworkAccessControl_69,VPNInternetgebruikBuitenHetBedrijf_70,LogbestandenVoorAnalyseIncidenten_71,MethodesVoorBeoordelenICTVeiligheid_72,Risicoanalyses_73,UitbesteedAanExternBedrijf_74,EigenPersoneel_75,EigenPersoneelEnExternBedrijf_76,IncidentDoorInterneOorzaak_77,IncidentDoorAanvalVanBuiten_78,UitvalICTDienstDoorVeiligheidsinc_79,VernietigingDataDoorVeiligheidsinc_80,OnthullingDoorInternIncident_81,UitvalICTDienstDoorAanvalBuitenaf_82,VernietigingDataAanvalVanBuitenaf_83,OnthullingGegevensDoorICTInbraak_84,KostenIncidentIntern_85,KostenIncidentAanvalBuitenaf_86,UitvalICTDienstDoorVeiligheidsinc_87,VernietigingDataDoorVeiligheidsinc_88,OnthullingDoorInternIncident_89,UitvalICTDienstDoorAanvalBuitenaf_90,VernietigingDataAanvalBuitenaf_91,OnthullingDoorICTInbraak_92,GezochtNaarMeldingenCyberdreigingen_93,BekendMetDTC_94,DTCWebsiteAlsBronGebruikt_95,AndereBedrijven_96,Overheid_97,Consumenten_98,EFactuur_99,ElektronischMaarGeenEFactuur_100,PapierenVorm_101,VerkoopViaECommerce_102,ViaWebsiteOfAppsVanEigenBedrijf_103,PercentageOmzetViaOnlinePlatforms_104,Verkoopwaarde1VanDeTotaleOmzet_105,Verkoopwaarde1VanDeTotaleOmzet_106,Verkoopwaarde2VanDeTotaleOmzet_107,Verkoopwaarde5VanDeTotaleOmzet_108,Verkoopwaarde10VanDeTotaleOmzet_109,Verkoopwaarde25VanDeTotaleOmzet_110,Verkoopwaarde50VanDeTotaleOmzet_111,ViaEen_112,ViaTwee_113,ViaDrieOfMeer_114,MeerDanDeHelftOmzetUitEenPlatform_115,VerkoopViaWebsiteOfApp_116,Verkoopwaarde1VanDeTotaleOmzet_117,Verkoopwaarde1VanDeTotaleOmzet_118,Verkoopwaarde2VanDeTotaleOmzet_119,Verkoopwaarde5VanDeTotaleOmzet_120,Verkoopwaarde10VanDeTotaleOmzet_121,Verkoopwaarde25VanDeTotaleOmzet_122,Verkoopwaarde50VanDeTotaleOmzet_123,VerkoopViaEDI_124,Verkoopwaarde1VanDeTotaleOmzet_125,Verkoopwaarde1VanDeTotaleOmzet_126,Verkoopwaarde2VanDeTotaleOmzet_127,Verkoopwaarde5VanDeTotaleOmzet_128,Verkoopwaarde10VanDeTotaleOmzet_129,Verkoopwaarde25VanDeTotaleOmzet_130,Verkoopwaarde50VanDeTotaleOmzet_131
34,WP19090,389100,51,47,10,41,0,0,2,51,39,11,0,2,90,13,26,33,13,3,83,33,13,80,75,57,10,10,30,58,4,1,32,25,22,25,25,24,12,6,27,12,21,20,2,2,2,17,5,0,0,19,2,0,1,1,0,0,0,0,0,0,0,0,83,54,77,34,22,60,23,20,23,14,14,51,43,6,26,5,26,2,1,5,1,1,8,1,8,0,1,1,0,0,3,5,0,82,42,74,8,69,23,20,49,51,4,16,16,14,12,9,5,4,4,8,10,20,2,16,16,14,12,9,5,1,0,1,1,1,1,0,0
35,WP19090,391600,99,98,62,90,51,43,71,14,58,28,53,39,96,4,21,33,21,17,90,78,52,86,79,29,10,9,24,72,20,3,77,66,61,66,66,61,54,41,60,47,41,40,6,14,17,26,22,13,4,35,6,3,2,1,1,2,3,2,2,1,3,6,93,92,96,74,76,90,66,75,79,53,61,12,57,31,42,15,40,6,6,12,4,2,16,6,15,2,1,5,2,1,28,28,12,96,47,25,18,78,4,21,92,8,5,16,14,13,12,10,8,1,1,2,2,20,4,15,14,12,11,9,8,2,0,2,1,1,0,0,0
36,WP19090,396300,98,97,50,83,10,4,27,46,35,20,18,19,93,3,23,30,22,15,88,71,46,79,63,22,12,9,26,54,11,2,54,45,41,45,52,36,36,23,32,29,35,35,7,6,7,24,22,8,2,32,1,0,0,0,0,0,1,0,0,0,1,5,92,90,92,74,69,82,64,70,77,72,70,43,33,23,43,14,38,4,9,11,2,5,22,7,22,2,1,5,2,2,31,26,5,80,14,44,5,69,26,17,80,20,3,15,11,10,10,10,7,2,0,2,0,16,1,13,9,9,9,8,6,2,0,2,2,2,2,2,1
37,WP19090,402000,90,89,47,90,3,3,14,74,7,20,13,25,95,7,24,40,16,9,84,84,53,90,72,21,6,3,37,64,13,5,66,62,58,55,58,51,56,33,45,45,27,25,8,3,5,18,15,2,0,25,7,1,7,5,3,1,6,4,1,3,0,1,95,81,95,61,61,88,65,68,68,54,55,81,7,12,44,5,40,10,16,5,3,3,20,3,19,5,5,3,3,3,16,13,7,92,48,75,8,77,15,14,69,31,5,9,9,7,4,4,4,2,0,5,3,14,2,9,9,7,4,4,4,4,0,4,4,4,4,2,0
38,WP19090,403300,96,94,56,90,11,7,24,50,21,28,15,22,93,3,21,36,20,13,88,72,45,84,71,16,3,4,21,62,7,1,67,52,49,52,54,56,42,22,50,32,28,26,6,7,9,17,9,6,1,23,5,2,2,2,2,1,2,2,1,2,1,3,94,83,94,65,60,88,56,67,67,50,51,52,24,24,47,10,45,4,6,7,2,2,20,5,19,2,1,4,1,0,17,16,5,94,49,47,17,69,13,12,81,19,3,9,7,6,6,4,3,2,1,1,1,11,2,8,6,6,5,3,3,2,0,1,1,1,1,1,1
39,WP19090,410200,69,67,33,73,5,2,13,59,26,15,6,10,92,8,31,29,15,9,86,63,31,74,61,19,4,6,18,48,6,1,50,40,36,41,41,38,29,15,38,22,21,20,2,3,9,15,4,2,0,19,3,1,2,1,1,1,2,1,1,0,0,0,92,76,88,54,45,78,46,44,49,37,42,60,30,10,35,8,34,3,3,6,3,2,12,4,11,1,1,4,2,1,7,11,3,95,41,45,13,75,12,15,82,18,4,11,10,8,7,5,3,3,1,2,2,14,2,10,9,7,6,4,2,2,0,1,1,1,1,1,1
40,WP19090,422400,87,85,40,81,0,0,9,62,15,22,3,12,95,10,27,33,20,6,84,48,26,88,74,29,4,3,43,52,4,0,54,40,37,44,42,43,34,11,39,21,20,15,7,3,4,11,2,1,1,15,4,2,3,3,2,2,2,1,1,1,1,1,95,84,95,70,67,86,48,52,59,44,52,66,20,14,41,6,39,5,7,6,2,1,20,2,19,2,2,2,1,0,11,11,4,70,40,81,29,50,20,11,84,16,5,6,6,5,4,3,3,2,0,1,0,9,1,5,4,4,3,2,2,4,3,1,1,1,1,1,1
41,WP19090,332915,97,96,61,91,51,43,70,16,56,27,54,40,96,3,24,33,20,16,91,80,53,87,81,27,8,9,23,72,21,4,75,64,60,65,65,57,53,41,59,45,36,35,4,14,17,22,21,12,3,30,7,3,4,1,1,3,4,2,1,1,2,4,93,90,96,73,74,89,66,76,80,54,62,15,57,28,42,12,39,6,6,9,3,1,16,5,15,3,2,4,2,0,27,28,11,96,43,20,17,79,4,21,90,10,6,15,14,12,11,9,8,1,1,2,2,20,5,13,12,11,10,8,7,3,1,3,2,1,1,1,1
42,WP19097,399907,76,73,35,91,21,13,49,38,21,41,34,37,97,4,22,37,19,16,92,84,36,91,77,33,9,12,30,70,12,3,62,47,43,47,49,36,32,22,44,36,37,35,7,13,14,19,13,7,1,31,7,2,5,3,2,1,4,3,1,1,1,4,97,88,96,68,64,91,64,78,79,63,63,42,24,34,53,12,50,6,8,8,3,4,22,5,21,2,1,3,2,1,24,20,8,95,47,46,17,68,16,29,84,16,6,23,22,20,17,14,10,2,1,4,3,22,4,16,15,12,11,8,6,13,2,11,10,9,8,7,4
43,WP19097,307500,65,59,21,95,17,10,56,30,18,52,36,39,98,3,25,37,18,15,94,91,26,95,80,22,7,5,17,66,6,0,54,38,34,34,36,21,18,11,40,26,31,30,6,19,7,11,8,5,1,26,6,2,4,3,2,1,4,3,1,1,1,2,98,87,98,64,60,92,63,88,83,63,65,38,26,36,58,12,55,8,5,7,5,4,28,6,27,3,2,4,3,2,24,20,7,99,33,26,14,72,14,30,93,7,6,25,23,21,18,14,10,1,0,1,1,16,4,10,9,7,6,5,3,19,2,17,16,15,13,10,7
44,WP19097,800036,75,71,35,93,32,25,53,34,17,48,39,44,100,1,20,37,19,22,93,92,47,91,76,42,15,14,36,81,16,7,78,60,55,60,68,42,41,43,54,60,56,56,5,35,36,25,23,14,4,43,5,0,3,2,3,0,3,2,3,0,0,6,100,91,97,83,68,92,67,83,78,72,61,36,15,50,75,9,69,12,9,7,0,2,33,4,33,1,2,2,0,2,25,24,11,95,79,56,23,61,17,31,88,12,18,13,13,11,8,8,8,4,0,3,0,28,14,11,11,7,6,6,6,5,1,4,2,2,2,2,2
45,WP19097,350000,79,76,42,98,11,6,37,53,11,37,20,37,98,3,20,46,14,17,89,98,54,98,74,8,3,2,23,79,2,0,60,43,40,41,44,21,16,17,43,31,36,36,4,11,25,12,10,3,0,34,5,0,4,2,2,2,2,3,2,1,1,2,100,85,99,57,45,96,59,81,82,62,61,53,14,33,54,9,52,5,6,7,3,2,21,3,21,1,2,2,1,1,15,15,4,99,78,85,12,72,16,8,77,23,3,4,4,3,3,2,0,1,0,0,0,6,3,3,3,1,1,0,0,2,0,2,2,2,2,2,0
46,WP19097,354200,74,71,29,89,20,13,51,31,24,45,35,34,97,3,26,36,17,15,91,82,31,89,78,56,14,24,37,69,21,5,57,44,39,46,46,29,26,22,38,34,39,36,8,13,13,22,15,5,1,33,8,2,5,3,2,2,5,3,2,2,1,4,97,87,96,66,61,92,66,82,81,62,62,37,29,34,51,12,49,5,5,6,3,3,20,5,20,1,1,3,2,1,23,20,8,97,44,54,16,63,20,50,89,11,7,43,41,35,31,23,19,4,2,6,5,43,6,35,32,26,22,15,12,20,2,17,16,14,12,9,6
47,WP19097,383100,68,61,25,90,16,9,49,39,21,40,29,29,99,6,22,42,15,13,95,82,32,90,79,40,13,26,30,62,6,2,56,38,35,40,39,37,23,19,39,33,37,37,6,14,29,9,12,5,2,34,8,3,5,3,1,1,6,3,3,1,2,2,98,87,97,66,59,92,65,77,81,64,60,45,22,33,45,12,42,6,4,10,3,2,24,7,23,3,1,5,1,1,22,21,6,97,32,32,18,66,16,48,82,18,11,37,36,35,32,26,15,1,2,3,3,25,5,15,15,13,11,9,3,35,4,31,30,29,27,20,10
48,WP19097,389100,52,50,19,80,3,1,14,62,16,22,8,9,95,7,17,34,21,15,86,62,18,81,70,59,18,24,38,63,12,1,52,39,35,46,46,39,29,11,31,32,38,31,12,5,7,30,6,2,0,30,1,0,1,0,0,0,1,0,0,0,0,2,92,82,90,60,46,81,56,65,61,55,52,62,23,15,40,8,40,3,3,5,2,1,12,4,12,0,0,3,1,0,8,14,4,89,51,67,15,72,13,48,48,52,3,44,43,38,33,28,15,2,6,33,17,47,2,44,42,37,33,27,14,2,0,2,1,1,1,1,1
49,WP19097,391600,99,98,68,97,61,49,85,7,55,38,71,63,97,3,8,27,24,36,94,83,56,95,78,30,10,10,33,82,18,7,85,74,73,75,77,57,59,48,65,58,52,51,7,21,20,35,31,27,6,39,8,2,3,3,0,1,4,2,1,3,3,6,97,94,98,87,84,96,76,87,89,79,83,7,51,41,54,17,49,9,12,11,3,7,18,5,17,3,2,4,1,2,44,35,19,97,60,28,19,73,8,20,86,14,5,15,15,14,13,12,11,1,1,3,2,18,4,13,13,12,11,10,9,4,1,3,3,3,3,2,2
50,WP19097,396300,100,100,68,97,55,41,93,7,31,62,87,68,98,5,26,27,10,30,96,85,47,97,88,44,28,22,39,74,32,6,79,54,56,62,61,35,41,31,49,61,44,38,17,2,8,27,24,17,5,34,9,2,5,0,1,5,8,1,2,2,0,13,98,98,98,87,92,98,84,91,96,91,91,10,20,70,54,11,53,2,18,7,0,5,23,7,23,2,0,4,0,5,60,40,20,85,34,57,7,74,20,31,93,7,1,30,24,23,20,19,18,2,2,2,2,29,1,28,22,21,18,17,16,2,0,2,2,2,2,2,2
51,WP19097,402000,98,97,64,100,42,25,82,19,6,75,58,67,100,0,18,41,26,15,100,100,76,95,86,52,5,20,48,87,26,6,93,66,73,73,72,47,57,45,76,71,45,43,16,9,14,27,30,8,0,38,28,5,25,11,9,2,25,15,0,3,0,13,100,100,100,87,77,95,75,81,88,93,82,43,2,55,78,14,70,3,25,8,4,6,34,5,31,2,3,4,0,1,41,27,19,91,48,83,8,57,35,22,76,24,7,15,15,15,14,9,9,0,0,8,8,18,1,10,10,10,9,4,4,6,1,5,5,5,5,5,5
52,WP19097,403300,95,94,59,96,33,22,70,22,29,49,55,51,97,2,17,36,22,20,92,88,54,92,76,20,7,8,25,79,10,5,76,58,58,57,62,50,46,32,56,49,43,40,11,14,15,24,23,15,3,34,10,2,6,3,4,1,5,3,2,3,3,9,97,91,97,79,77,93,68,82,84,68,68,24,30,46,57,15,51,7,15,7,3,8,24,5,22,4,3,2,1,3,34,29,13,94,55,34,14,73,13,15,84,16,4,10,10,8,7,7,6,1,0,2,1,12,2,7,6,5,5,4,4,5,1,4,3,3,3,2,2
53,WP19097,410200,75,74,38,81,9,6,20,62,17,21,14,20,94,5,23,32,20,13,87,73,37,82,66,22,6,6,30,60,12,3,58,47,43,47,48,43,39,22,43,29,34,32,6,7,15,24,8,4,1,30,4,1,2,1,1,1,2,1,1,1,0,2,91,82,90,66,59,82,58,59,65,54,51,63,17,20,44,11,42,5,5,8,4,3,15,4,13,3,1,3,2,1,14,12,5,94,39,32,19,72,10,14,80,20,4,10,9,7,7,5,4,2,1,2,2,13,2,9,8,6,6,4,3,2,0,2,2,2,1,1,1
54,WP19097,422400,86,84,39,94,15,6,38,54,11,34,24,40,95,1,15,44,24,12,92,85,34,96,85,33,4,3,45,71,7,0,76,55,50,60,61,64,54,30,51,41,23,20,4,6,5,12,5,1,1,19,7,1,5,3,3,4,3,2,1,2,0,0,98,94,98,73,83,91,61,62,76,54,60,56,12,32,62,10,55,5,21,7,3,3,21,5,21,2,2,4,2,0,22,19,8,81,67,78,30,48,22,12,77,23,6,6,5,4,4,4,3,1,1,0,1,9,4,4,3,2,2,1,1,4,1,3,3,3,3,3,2
55,WP19097,332915,98,97,66,97,57,46,85,6,58,36,72,61,96,3,14,28,20,31,92,84,55,95,78,32,12,13,34,82,18,9,82,69,68,71,74,50,54,45,60,58,46,45,5,21,21,31,28,23,6,35,10,2,5,2,0,1,5,2,1,3,4,6,97,93,98,86,84,96,73,87,88,77,81,9,52,39,53,16,49,8,12,10,2,8,19,5,18,3,2,3,1,3,46,34,20,97,60,24,20,73,8,22,91,9,2,19,19,19,18,15,13,1,1,2,2,17,1,15,15,15,13,10,9,8,0,8,8,7,7,5,4
56,WP19107,399907,81,78,41,98,55,39,79,16,17,67,68,63,98,1,14,35,22,27,95,94,38,96,83,37,12,19,46,82,22,8,82,58,59,61,65,44,44,35,61,58,55,52,15,26,21,30,26,15,6,43,13,4,8,4,3,3,8,5,2,3,2,8,98,96,98,87,83,95,72,86,91,81,80,20,22,58,65,19,56,8,25,11,6,8,30,9,27,4,6,6,3,3,49,41,20,95,60,51,26,57,18,37,87,13,9,28,27,25,23,18,14,1,2,4,4,27,4,19,17,15,13,9,7,19,4,15,14,13,12,9,7
57,WP19107,307500,67,64,35,99,49,32,87,9,19,72,71,65,99,1,17,40,17,24,96,95,33,95,79,32,9,17,29,80,13,3,80,53,54,52,62,27,35,25,58,54,55,54,15,38,16,26,26,14,4,47,9,2,6,2,3,1,5,2,1,1,1,8,98,96,98,86,85,96,72,92,90,82,80,10,27,63,60,21,55,11,14,10,10,9,30,9,27,5,4,5,4,4,52,38,20,97,48,32,25,57,18,51,91,9,11,40,38,35,33,26,20,1,2,1,2,26,5,19,16,14,12,8,5,38,7,31,30,28,25,18,13
58,WP19107,800036,80,79,56,100,75,56,94,4,15,82,89,74,100,0,9,30,16,44,95,100,60,98,88,65,42,27,66,86,42,15,87,55,57,65,77,32,34,36,72,59,78,75,22,58,52,46,33,29,10,67,10,0,5,5,5,0,10,5,5,0,0,5,92,90,92,76,85,92,78,90,88,85,68,5,8,88,64,38,54,15,22,28,8,25,46,22,36,15,8,8,8,15,60,41,34,100,83,72,14,64,22,27,95,5,2,25,25,20,12,8,8,0,0,5,2,25,0,25,25,20,10,8,8,5,2,2,2,2,0,0,0
59,WP19107,350000,82,80,52,98,48,33,78,9,22,69,64,70,98,0,6,35,27,31,95,97,66,94,73,8,5,3,27,87,13,1,75,55,56,54,65,28,40,28,54,44,57,55,10,42,39,18,32,14,0,45,16,1,9,7,3,2,11,9,1,3,0,6,100,97,100,84,83,100,77,89,93,87,78,6,30,64,70,28,63,19,11,12,11,13,37,13,33,4,5,4,5,4,53,41,21,100,82,59,16,61,22,10,84,16,4,6,6,6,6,3,0,1,0,0,0,9,2,4,4,4,4,3,0,1,0,1,1,1,1,0,0
60,WP19107,354200,60,49,21,99,59,44,83,9,20,71,73,61,100,2,17,33,23,25,95,96,17,96,89,76,21,47,53,81,41,14,83,58,59,64,68,35,38,42,64,61,62,60,22,28,25,41,31,19,5,51,11,3,8,4,5,3,7,6,2,3,4,11,100,98,99,87,83,95,77,96,88,84,83,10,34,56,61,21,51,8,16,16,6,7,27,11,26,4,2,10,2,3,45,37,18,96,47,57,25,52,23,74,92,8,11,63,60,57,51,37,28,2,5,10,9,66,8,53,50,46,41,26,20,31,5,27,25,22,17,10,8
61,WP19107,383100,72,68,41,97,63,44,85,9,15,76,67,54,98,5,17,34,16,27,96,93,38,94,85,52,21,33,43,77,22,8,71,53,49,47,48,28,24,27,51,52,61,58,15,31,38,22,29,17,2,45,11,3,2,3,2,2,6,4,2,5,2,9,98,98,96,84,73,95,73,86,91,76,83,15,25,60,56,16,47,8,15,8,8,4,24,10,23,6,5,6,5,1,51,44,19,94,49,29,20,62,18,57,79,21,10,47,42,39,36,28,23,2,2,8,4,28,1,24,16,15,13,6,6,44,10,34,33,31,29,25,16
62,WP19107,389100,41,40,9,97,45,32,67,25,14,61,44,52,95,0,18,23,22,32,88,98,11,96,91,64,18,29,45,78,19,14,82,68,63,73,72,52,39,27,63,56,56,41,21,12,2,32,21,2,0,38,18,5,9,7,5,5,14,7,5,0,2,2,100,98,100,80,74,98,64,83,91,88,80,38,21,42,48,9,42,0,7,0,0,9,17,4,15,0,2,0,0,4,36,28,12,100,44,63,13,69,18,72,40,60,14,57,54,47,46,39,30,6,11,43,27,67,3,53,48,43,41,35,25,9,0,9,7,7,7,5,5
63,WP19107,391600,97,97,65,98,79,64,95,1,44,55,91,81,99,0,6,24,22,46,98,98,72,99,87,48,13,27,54,92,34,19,90,79,76,81,85,52,69,60,68,70,72,72,11,23,35,53,44,38,21,59,1,0,0,1,0,0,1,1,1,0,3,12,100,99,100,96,94,98,89,91,95,92,96,1,50,49,51,22,46,7,18,12,2,13,20,10,17,1,7,4,0,7,69,60,33,100,76,39,27,59,14,32,91,9,13,18,16,14,13,12,7,1,2,3,5,30,6,16,13,11,11,9,4,8,3,5,5,5,3,2,1
64,WP19107,396300,96,96,60,100,82,63,90,7,6,87,82,85,97,2,2,12,26,55,95,89,61,90,84,58,52,46,66,72,55,49,84,58,60,66,73,47,59,65,64,70,81,74,40,21,15,44,65,37,20,62,10,0,8,0,3,2,10,0,0,3,0,31,100,100,98,100,100,100,100,95,97,100,100,4,3,92,74,16,44,6,46,12,0,8,37,6,28,6,9,6,0,0,86,67,40,90,37,75,24,53,24,59,90,10,22,37,33,31,28,20,19,0,3,9,8,59,5,31,26,22,20,12,10,15,5,10,9,9,9,9,9
65,WP19107,402000,100,100,69,100,72,49,95,5,21,74,90,92,100,0,8,36,26,31,100,100,83,100,92,56,26,36,79,100,49,0,100,69,90,67,87,36,49,33,79,77,72,72,18,46,13,33,36,38,0,46,21,0,15,8,8,0,15,8,0,13,5,21,100,100,100,100,85,100,79,87,100,100,100,8,8,85,82,13,56,8,38,0,13,0,49,0,33,0,15,0,0,0,69,38,31,72,38,85,32,51,17,21,99,1,0,21,15,15,15,8,8,0,0,8,8,21,0,21,15,15,15,8,8,0,0,0,0,0,0,0,0
66,WP19107,403300,96,95,70,98,67,57,91,7,21,73,82,75,98,0,11,25,22,41,97,95,66,97,86,27,13,12,39,82,23,14,87,68,69,67,75,55,41,44,65,62,64,64,19,36,38,38,45,37,15,46,13,3,11,5,2,3,8,4,3,3,5,22,99,98,98,91,91,97,84,91,94,88,93,9,23,68,69,30,62,14,33,20,11,14,34,16,33,7,11,12,8,7,57,60,28,96,70,43,23,60,17,24,83,17,7,16,16,13,11,9,7,2,2,2,3,22,2,16,16,13,11,7,5,6,3,4,4,3,3,2,2
67,WP19107,410200,85,84,45,91,26,17,42,48,13,39,32,35,95,2,16,41,21,15,92,87,37,94,80,22,8,6,38,77,21,8,74,59,57,62,64,54,51,35,50,45,45,42,9,8,15,33,13,6,3,38,9,4,5,4,3,3,6,4,2,1,2,4,96,88,96,76,61,90,64,70,83,68,63,55,14,31,58,11,55,6,14,9,3,3,25,5,23,3,4,4,2,2,22,20,9,97,48,29,16,77,7,14,89,11,3,10,10,10,8,7,6,0,1,2,2,11,1,8,7,7,6,5,5,4,0,4,3,3,3,2,1
68,WP19107,422400,90,89,41,99,65,43,89,14,10,76,78,71,99,1,14,36,24,24,94,96,35,99,82,24,4,4,59,85,12,0,91,54,58,63,61,60,52,32,70,65,44,40,11,21,14,20,16,8,7,31,20,7,14,6,4,7,13,8,3,4,0,1,99,97,100,93,93,96,65,82,94,78,80,21,11,67,77,19,65,6,51,9,3,10,36,7,31,2,9,4,2,2,55,47,21,91,81,78,40,40,20,20,87,13,9,11,11,11,11,9,8,1,0,1,0,10,4,2,2,2,2,2,2,13,4,10,9,9,9,8,7
69,WP19107,332915,97,96,67,98,75,55,90,5,51,44,86,80,99,0,7,27,23,42,97,94,70,99,89,46,18,34,49,87,35,18,85,72,68,73,80,47,63,55,56,68,70,68,11,35,39,48,41,40,20,54,4,1,1,2,0,0,4,2,1,0,2,10,100,99,100,95,97,96,91,96,95,92,95,2,60,38,46,15,43,8,17,9,5,11,18,7,17,1,5,6,1,3,66,61,36,99,74,27,27,59,14,35,86,14,5,30,24,22,18,16,9,1,1,5,3,31,1,25,21,17,13,13,7,13,1,12,11,11,9,4,1
70,WP19116,399907,77,74,33,58,4,3,11,45,42,13,5,8,93,13,28,30,15,7,84,47,32,71,58,27,5,8,21,39,2,0,39,30,25,30,31,27,18,9,31,15,19,18,3,5,7,12,5,2,1,17,2,1,1,1,1,1,1,1,1,0,0,1,89,68,83,45,38,71,36,35,37,27,28,45,46,9,28,7,27,3,2,5,2,2,10,3,9,1,1,2,1,0,7,8,2,83,26,55,14,64,23,20,76,24,5,15,13,11,10,7,6,4,2,2,3,18,2,13,12,10,8,6,5,3,1,2,2,2,1,1,1
71,WP19116,307500,63,58,20,56,3,2,12,52,32,16,5,10,95,14,31,31,13,7,88,49,23,78,65,23,6,6,16,40,2,0,39,29,22,25,26,24,13,7,29,14,16,15,2,6,6,8,3,1,0,13,2,1,2,1,1,1,2,1,1,0,0,0,91,66,86,42,34,77,39,41,41,31,30,53,36,11,33,9,31,5,3,7,4,2,12,4,12,2,1,3,2,1,7,7,2,92,27,47,13,68,19,23,86,14,6,18,15,13,10,8,5,4,1,1,2,20,3,14,12,10,7,6,4,5,0,4,4,3,3,2,2
72,WP19116,800036,74,71,33,64,8,6,14,50,33,17,7,9,93,19,25,24,16,9,82,57,41,60,49,15,3,3,17,34,3,2,38,30,28,29,32,24,16,13,29,17,19,18,2,9,9,8,4,4,0,15,2,0,1,1,1,0,2,1,1,0,0,1,88,70,85,45,36,70,50,48,49,33,36,53,32,15,33,4,30,7,2,3,1,1,13,1,12,1,0,1,0,0,8,10,3,86,42,33,9,71,20,7,88,12,4,3,2,2,1,1,1,0,0,1,0,6,3,3,2,1,1,1,1,1,0,1,0,0,0,0,0
73,WP19116,350000,73,70,30,50,1,0,4,50,42,7,1,4,92,16,30,30,13,3,82,51,41,57,39,9,2,1,14,21,0,0,27,18,17,18,21,16,8,4,20,9,13,11,3,4,8,4,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,89,64,81,33,23,66,31,26,29,22,21,50,44,5,23,7,21,4,1,5,3,1,11,3,11,1,0,2,1,0,4,6,0,93,23,71,11,65,25,10,66,34,3,7,6,4,3,2,1,2,2,1,2,9,1,6,5,4,3,2,1,1,0,1,1,1,0,0,0
74,WP19116,354200,76,74,27,54,3,2,10,41,45,14,4,7,95,13,31,29,15,7,86,42,27,73,61,37,6,14,23,42,3,1,37,27,24,29,29,26,18,9,29,14,22,20,4,5,5,15,5,1,1,19,2,1,1,1,1,1,1,1,1,0,0,1,89,67,83,43,33,72,36,34,35,27,26,44,48,8,29,6,28,3,2,5,2,2,9,2,9,1,1,2,1,0,6,6,2,82,23,57,11,60,29,31,80,20,8,24,21,18,15,12,10,6,3,3,5,29,4,22,19,15,13,10,9,4,1,3,3,3,2,2,1
75,WP19116,383100,71,66,23,49,2,1,6,44,46,10,2,5,86,16,23,30,10,6,74,54,33,54,42,19,4,5,13,21,1,0,28,23,17,20,21,18,8,6,22,10,22,21,2,5,18,9,4,1,1,21,1,1,0,0,0,0,1,0,1,0,0,0,87,64,81,44,29,65,29,26,30,23,23,44,49,7,23,7,23,3,1,5,2,2,10,3,9,2,1,2,1,1,5,6,1,90,23,35,11,68,20,17,71,29,5,11,11,10,9,7,4,3,1,2,2,13,2,9,9,8,7,5,3,4,1,3,3,3,3,2,1
