ID,BedrijfstakkenBranchesSBI2008,PersoneelDatWerktMetInternet_1,Bedrijfsemails_2,Bedrijfsdocumenten_3,BedrijfsapplicatiesOfSoftware_4,Telewerkers_5,TelewerkKomtVoor_6,InternetVast_7,MinderDan30MbitS_8,k_30Tot100MbitS_9,k_100Tot500MbitS_10,k_500MbitSTot1GbitS_11,TenMinste1GbitS_12,BedrijvenMetWebsite_13,BeschrijvingenVanProductenPrijslijst_14,OnlineBestellenBoekenOfReserveren_15,ProductaanpassingDoorKlant_16,BestellingOnlineVolgen_17,KlantspecifiekeInfoVoorDeBezoeker_18,VirtueleKlantenservice_19,OnlineSolliciteren_20,Meertalig_21,MobieleAppVoorKlanten_22,SocialeMediaGebruikt_23,SocialeNetwerkenBijvFacebook_24,BlogsOfMicroblogsBijvTwitter_25,MultimediaDelenBijvYouTube_26,MarketingProductenBedrijfsimago_27,MeningenKlantReagerenOpVragen_28,BetrekkingKlantBijProductontwikkeling_29,SamenwerkenMetZakenrelaties_30,WervenVanPersoneel_31,KennisUitwisselingBinnenHetBedrijf_32,OnlineAdvertenties_33,Zoektermen_34,ProfielVolgen_35,GeografischeLocatie_36,Anders_37,BusinessSoftwareGebruikt_38,ERPSoftware_39,CRMSoftware_40,BISoftware_41,DataUitwisseling_42,EigenBedrijf_43,ExternBedrijf_44,Transactiegegevens_45,Klantgegevens_46,SocialeMediaGegevens_47,Webdata_48,GeolocatieGegevens_49,SlimmeApparatenGegevens_50,OverheidGegevens_51,SatellietenGegevens_52,EigenDataVerkocht_53,ExterneDataGekocht_54,ClouddienstenGebruikt_55,EMail_56,OfficeSoftware_57,OpslagDatabases_58,BestandenOpslaan_59,BoekhoudingSoftware_60,ERPSoftware_61,KlantbeheerSoftware_62,Veiligheidssoftware_63,Rekenkracht_64,Rekenplatform_65,BestandenOfDatabasesOpslag_66,AIGebruikt_67,TextMining_68,Spraakherkenning_69,NaturalLanguageGeneration_70,AfbeeldingHerkenning_71,MachineLearning_72,RobotOndersteundeProcesautomatisering_73,ServiceRobotsOfAutonomeVoertuigen_74,VoorMarketingOfVerkoop_75,Productieprocessen_76,AdministratieveProcessenBestuurtaken_77,Logistiek_78,ICTBeveiliging_79,BoekhoudingControleFinancieelBeheer_80,OnderzoekOntwikkelingOfInnovatie_81,EigenWerknemersOntwikkeld_82,CommercieelZelfAangepast_83,OpenSourceZelfAangepast_84,CommercieelGebruikt_85,ExternOntwikkeld_86,HeeftAIOverwogen_87,KostenZijnTeHoog_88,GebrekAanRelevanteErvaringInBedrijf_89,IncompatibiliteitBestaandeICTSysteem_90,MoeilijkhedenBeschikbaarheidGegevens_91,BezorgdheidSchendingGegevensbescherm_92,OnduidelijkheidOverJuridischeGevolgen_93,EthischeOverwegingen_94,NietNuttigVoorOnderneming_95,GebruiktEenOfMeerAITechnologieen_96,GebruiktTweeOfMeerAITechnologieen_97,GebruiktDrieOfMeerAITechnologieen_98,GebruiktVierOfMeerAITechnologieen_99,Antivirussoftware_100,BeleidVoorSterkeWachtwoorden_101,BiometrischeMethoden_102,AuthenticatieViaSoftOfHardwaretoken_103,EncryptieVanData_104,GegevensOpAndereFysiekeLocatie_105,NetworkAccessControl_106,VPNInternetgebruikBuitenHetBedrijf_107,LogbestandenVoorAnalyseIncidenten_108,MethodesVoorBeoordelenICTVeiligheid_109,Risicoanalyses_110,ICTVeiligheidVolgEnDetectiesysteem_111,VrijwilligeTraining_112,VerplichteTraining_113,MetContract_114,ICTVeiligheidsdocumentenAanwezig_115,MinderDan12MaandenGeleden_116,TussenDe12En24MaandenGeleden_117,MeerDan24MaandenGeleden_118,UitbesteedAanExternBedrijf_119,EigenPersoneel_120,EigenPersoneelEnExternBedrijf_121,NietVanToepassing_122,IncidentMetInterneOorzaakGehad_123,IncidentDoorAanvalVanBuitenGehad_124,UitvalICTDienstDoorVeiligheidsinc_125,VernietigingDataDoorVeiligheidsinc_126,OnthullingDoorInternIncident_127,UitvalICTDienstDoorAanvalBuitenaf_128,VernietigingDataAanvalVanBuitenaf_129,OnthullingGegevensDoorICTInbraak_130,KostenIncidentInternGehad_131,KostenIncidentAanvalBuitenafGehad_132,UitvalICTDienstDoorVeiligheidsinc_133,VernietigingDataDoorVeiligheidsinc_134,OnthullingDoorInternIncident_135,UitvalICTDienstDoorAanvalBuitenaf_136,VernietigingDataAanvalBuitenaf_137,OnthullingDoorICTInbraak_138,Kosten1VanDeTotaleOmzet_139,Kosten1Tot2VanDeTotaleOmzet_140,Kosten2Tot5VanDeTotaleOmzet_141,Kosten5Tot10VanDeTotaleOmzet_142,Kosten10Tot50VanDeTotaleOmzet_143,Kosten50VanDeTotaleOmzet_144,Kosten1VanDeTotaleOmzet_145,Kosten1Tot2VanDeTotaleOmzet_146,Kosten2Tot5VanDeTotaleOmzet_147,Kosten5Tot10VanDeTotaleOmzet_148,Kosten10Tot50VanDeTotaleOmzet_149,Kosten50VanDeTotaleOmzet_150,RansomwareAanvalGehad_151,LosgeldBetaald_152,BetalingLosgeldZinvol_153,AndereKostenRansomwareAanvalGehad_154,k_1VanDeTotaleOmzet_155,k_1Tot2VanDeTotaleOmzet_156,k_2Tot5VanDeTotaleOmzet_157,k_5Tot10VanDeTotaleOmzet_158,k_10Tot50VanDeTotaleOmzet_159,k_50VanDeTotaleOmzet_160,Kosten1VanDeTotaleOmzet_161,Kosten1Tot2VanDeTotaleOmzet_162,Kosten2Tot5VanDeTotaleOmzet_163,Kosten5Tot10VanDeTotaleOmzet_164,Kosten10Tot50VanDeTotaleOmzet_165,Kosten50VanDeTotaleOmzet_166,Politie_167,Cybersecurity_168,VerzekeringICTVeiligheidsincidenten_169,GezochtNaarMeldingenCyberdreigingen_170,BekendMetDTC_171,DTCWebsiteAlsBronGebruikt_172,EFactuur_173,ElektronischMaarGeenEFactuur_174,PapierenVorm_175,MinderDan10_176,TenMinste10Tot25_177,TenMinste25Tot50_178,TenMinste50Tot75_179,TenMinste75_180,VerkoopViaWebsiteOfApp_181,Bedrijven_182,Overheidsorganisaties_183,NederlandseConsumenten_184,BuitenlandseConsumenten_185,Verkoopwaarde1VanDeTotaleOmzet_186,Verkoopwaarde1VanDeTotaleOmzet_187,Verkoopwaarde2VanDeTotaleOmzet_188,Verkoopwaarde5VanDeTotaleOmzet_189,Verkoopwaarde10VanDeTotaleOmzet_190,Verkoopwaarde25VanDeTotaleOmzet_191,Verkoopwaarde50VanDeTotaleOmzet_192,ViaWebsiteOfAppsVanEigenBedrijf_193,PercentageOmzetViaOnlinePlatforms_194,VerkoopViaECommerce_195,Verkoopwaarde1VanDeTotaleOmzet_196,Verkoopwaarde1VanDeTotaleOmzet_197,Verkoopwaarde2VanDeTotaleOmzet_198,Verkoopwaarde5VanDeTotaleOmzet_199,Verkoopwaarde10VanDeTotaleOmzet_200,Verkoopwaarde25VanDeTotaleOmzet_201,Verkoopwaarde50VanDeTotaleOmzet_202,ViaEen_203,ViaTwee_204,ViaDrieOfMeer_205,MeerDan75VanOmzetUitEenPlatform_206,BetaaldAanPlatforms_207,VerkoopViaEDI_208,Verkoopwaarde1VanDeTotaleOmzet_209,Verkoopwaarde1VanDeTotaleOmzet_210,Verkoopwaarde2VanDeTotaleOmzet_211,Verkoopwaarde5VanDeTotaleOmzet_212,Verkoopwaarde10VanDeTotaleOmzet_213,Verkoopwaarde25VanDeTotaleOmzet_214,Verkoopwaarde50VanDeTotaleOmzet_215
25,354300,82,76.0,69.0,64.0,37,71.0,98,3,18.0,41.0,29.0,8.0,95.0,87.0,61.0,12.0,14.0,27.0,17.0,58.0,19.0,19.0,84.0,82.0,15.0,39.0,96.0,56.0,37.0,49.0,77.0,21.0,61.0,50.0,23.0,31.0,30.0,76.0,53.0,62.0,33.0,33.0,41.0,28.0,30.0,23.0,14.0,17.0,8.0,7.0,8.0,3,0,6.0,63.0,50.0,44.0,44.0,50.0,42.0,23.0,22.0,39.0,17.0,14.0,55.0,7.0,2,1.0,1,3,3,3.0,1,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,,,,,1.0,,1.0,0.0,7.0,3.0,2,0,97.0,87.0,17.0,71.0,40.0,94.0,78.0,63.0,66.0,57.0,61.0,46.0,29.0,16.0,30.0,38.0,26.0,8.0,4,50.0,15.0,12.0,23.0,24.0,6,24.0,4,2.0,5,1,1,6,3,6.0,1.0,,,0.0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,34.0,10.0,19.0,6.0,36.0,97.0,85.0,8.0,4.0,3,6.0,15.0,33.0,,2.0,,6.0,,,,,,9.0,7.0,,20.0,35.0,13.0,22.0,19.0,17.0,16.0,11.0,9.0,,2.0,2.0,,,5,1.0,,,,,,2.0
26,356900,82,92.0,86.0,84.0,58,88.0,99,2,19.0,37.0,24.0,18.0,96.0,89.0,47.0,8.0,19.0,29.0,19.0,62.0,53.0,11.0,85.0,84.0,18.0,47.0,91.0,40.0,36.0,50.0,79.0,28.0,48.0,38.0,20.0,22.0,29.0,85.0,77.0,61.0,41.0,36.0,57.0,20.0,53.0,43.0,21.0,21.0,8.0,8.0,7.0,3,2,7.0,68.0,60.0,54.0,54.0,59.0,41.0,31.0,33.0,45.0,21.0,21.0,63.0,12.0,5,3.0,4,3,5,5.0,3,3.0,3.0,4.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,6.0,5.0,7.0,2.0,5.0,3.0,3.0,2.0,2.0,1.0,0.0,12.0,7.0,4,2,97.0,88.0,28.0,76.0,53.0,93.0,84.0,70.0,71.0,61.0,65.0,44.0,44.0,30.0,33.0,50.0,39.0,9.0,2,37.0,20.0,30.0,13.0,27.0,10,26.0,3,3.0,7,3,3,7,3,7.0,0.0,0.0,2.0,1.0,0.0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,32.0,16.0,19.0,8.0,46.0,94.0,61.0,7.0,6.0,3,3.0,26.0,39.0,71.0,3.0,19.0,7.0,6.0,33.0,31.0,26.0,23.0,16.0,10.0,86.0,14.0,46.0,5.0,41.0,39.0,34.0,31.0,23.0,16.0,4.0,2.0,4.0,2.0,,19,1.0,18.0,16.0,14.0,12.0,9.0,4.0
27,371600,62,78.0,71.0,66.0,35,74.0,98,3,25.0,37.0,22.0,12.0,88.0,82.0,77.0,14.0,44.0,44.0,40.0,57.0,33.0,20.0,86.0,84.0,24.0,59.0,95.0,67.0,40.0,41.0,81.0,29.0,64.0,54.0,38.0,43.0,47.0,65.0,51.0,47.0,31.0,41.0,47.0,27.0,42.0,37.0,29.0,29.0,12.0,7.0,6.0,2,2,5.0,62.0,53.0,46.0,51.0,53.0,48.0,28.0,32.0,38.0,19.0,22.0,57.0,17.0,8,3.0,6,3,9,3.0,1,11.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,10.0,5.0,8.0,4.0,6.0,4.0,3.0,2.0,3.0,1.0,1.0,17.0,8.0,4,2,92.0,82.0,25.0,72.0,51.0,83.0,65.0,48.0,54.0,41.0,45.0,31.0,29.0,14.0,24.0,38.0,28.0,7.0,3,30.0,24.0,18.0,28.0,20.0,10,19.0,2,1.0,8,1,2,5,4,5.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,30.0,11.0,14.0,5.0,34.0,84.0,48.0,8.0,2.0,3,2.0,19.0,70.0,15.0,1.0,69.0,15.0,7.0,62.0,59.0,54.0,48.0,42.0,37.0,86.0,14.0,71.0,6.0,64.0,61.0,56.0,51.0,44.0,39.0,10.0,8.0,13.0,11.0,,5,1.0,4.0,4.0,4.0,3.0,2.0,2.0
28,389200,66,78.0,75.0,68.0,35,76.0,99,0,8.0,42.0,30.0,19.0,96.0,94.0,87.0,12.0,26.0,34.0,21.0,69.0,75.0,23.0,90.0,89.0,22.0,55.0,100.0,65.0,42.0,39.0,83.0,27.0,63.0,52.0,27.0,33.0,45.0,55.0,34.0,46.0,21.0,15.0,30.0,23.0,24.0,22.0,17.0,15.0,6.0,8.0,5.0,1,1,5.0,66.0,57.0,51.0,44.0,55.0,51.0,23.0,38.0,45.0,14.0,14.0,57.0,12.0,5,2.0,3,4,3,6.0,1,,3.0,3.0,1.0,1.0,2.0,2.0,0.0,3.0,,6.0,3.0,3.0,,,1.0,0.0,,,0.0,0.0,12.0,6.0,4,3,96.0,79.0,27.0,73.0,44.0,83.0,70.0,44.0,49.0,42.0,44.0,34.0,32.0,16.0,31.0,37.0,,3.0,1,40.0,13.0,17.0,30.0,28.0,9,27.0,1,1.0,6,1,1,11,3,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,33.0,11.0,18.0,6.0,23.0,90.0,61.0,4.0,0.0,2,1.0,,66.0,17.0,7.0,50.0,26.0,4.0,62.0,61.0,60.0,58.0,44.0,27.0,51.0,49.0,66.0,4.0,62.0,61.0,60.0,58.0,44.0,29.0,2.0,8.0,47.0,19.0,,3,0.0,,,,,,0.0
29,390500,53,59.0,49.0,39.0,21,56.0,99,3,38.0,37.0,13.0,8.0,92.0,88.0,74.0,3.0,10.0,17.0,3.0,59.0,23.0,8.0,91.0,89.0,9.0,52.0,90.0,57.0,31.0,25.0,85.0,12.0,40.0,25.0,12.0,19.0,24.0,22.0,,12.0,9.0,15.0,20.0,13.0,11.0,8.0,11.0,3.0,3.0,2.0,4.0,2,1,2.0,41.0,33.0,28.0,20.0,29.0,35.0,7.0,10.0,23.0,4.0,2.0,31.0,5.0,1,1.0,2,0,1,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,,,,,,,0.0,0.0,5.0,2.0,1,0,87.0,68.0,19.0,52.0,28.0,59.0,39.0,19.0,21.0,17.0,15.0,9.0,7.0,6.0,12.0,10.0,,2.0,1,34.0,9.0,5.0,52.0,10.0,2,9.0,1,0.0,1,1,1,2,1,2.0,0.0,0.0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,13.0,2.0,6.0,1.0,23.0,78.0,53.0,7.0,2.0,1,2.0,11.0,31.0,,4.0,,7.0,5.0,,,,14.0,10.0,7.0,,,31.0,5.0,27.0,21.0,18.0,14.0,10.0,7.0,6.0,6.0,5.0,4.0,,0,0.0,,,,,,
30,391705,96,96.0,92.0,92.0,87,96.0,99,0,5.0,28.0,30.0,35.0,94.0,77.0,45.0,11.0,11.0,28.0,22.0,77.0,38.0,19.0,95.0,95.0,57.0,75.0,92.0,45.0,38.0,59.0,84.0,27.0,55.0,39.0,30.0,28.0,34.0,84.0,50.0,72.0,39.0,23.0,58.0,17.0,45.0,41.0,47.0,39.0,15.0,4.0,10.0,1,3,6.0,76.0,70.0,64.0,64.0,70.0,54.0,27.0,40.0,52.0,33.0,31.0,73.0,33.0,17,16.0,16,4,11,9.0,3,12.0,6.0,5.0,0.0,10.0,4.0,11.0,8.0,9.0,8.0,13.0,10.0,8.0,1.0,,,,,,,,33.0,21.0,12,4,98.0,88.0,41.0,89.0,63.0,96.0,86.0,78.0,77.0,72.0,69.0,51.0,54.0,30.0,39.0,58.0,49.0,7.0,2,28.0,29.0,37.0,6.0,33.0,17,31.0,6,5.0,12,3,5,9,3,9.0,1.0,0.0,,0.0,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,43.0,29.0,22.0,,34.0,96.0,44.0,10.0,1.0,1,3.0,,36.0,,3.0,,,6.0,,,,,,,,16.0,38.0,6.0,32.0,30.0,25.0,24.0,16.0,13.0,,1.0,,,,4,0.0,,,,,,
31,394100,99,97.0,97.0,92.0,89,97.0,100,6,10.0,,18.0,,100.0,91.0,,,,,,95.0,,,90.0,90.0,,,93.0,,,,97.0,,,,,,,95.0,,92.0,,,,13.0,,,,,,15.0,15.0,11,1,14.0,,,,,,,,,,,,,,16,14.0,10,5,16,16.0,0,,,,2.0,,,4.0,,,,,9.0,,,,,,,,,,,,11,6,97.0,99.0,,93.0,91.0,96.0,100.0,93.0,97.0,,,,,,,,82.0,7.0,0,6.0,,,0.0,,12,,2,1.0,10,6,3,3,7,,0.0,0.0,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,95.0,,,2.0,1,1.0,,,,3.0,,3.0,0.0,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,6,0.0,,,,,,0.0
32,395005,99,94.0,94.0,93.0,92,95.0,99,1,7.0,29.0,30.0,33.0,97.0,86.0,29.0,9.0,10.0,27.0,26.0,83.0,48.0,18.0,92.0,91.0,45.0,54.0,95.0,42.0,44.0,66.0,93.0,43.0,57.0,48.0,32.0,33.0,42.0,88.0,59.0,79.0,57.0,25.0,69.0,12.0,49.0,49.0,36.0,37.0,16.0,13.0,18.0,6,3,10.0,88.0,80.0,78.0,78.0,80.0,71.0,43.0,62.0,67.0,51.0,58.0,85.0,38.0,19,11.0,15,15,21,17.0,4,15.0,12.0,14.0,3.0,14.0,12.0,18.0,20.0,15.0,17.0,19.0,8.0,13.0,3.0,8.0,3.0,3.0,3.0,2.0,1.0,3.0,38.0,25.0,16,10,95.0,97.0,50.0,94.0,86.0,94.0,90.0,76.0,89.0,75.0,77.0,61.0,74.0,52.0,62.0,85.0,75.0,8.0,2,6.0,47.0,39.0,7.0,26.0,10,24.0,2,5.0,8,2,2,4,3,4.0,0.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,56.0,40.0,40.0,20.0,48.0,92.0,22.0,7.0,2.0,2,1.0,36.0,17.0,66.0,9.0,13.0,12.0,2.0,15.0,14.0,12.0,11.0,10.0,8.0,86.0,14.0,19.0,2.0,17.0,15.0,13.0,12.0,11.0,10.0,2.0,1.0,3.0,1.0,,2,0.0,2.0,2.0,2.0,1.0,1.0,1.0
33,900016,99,,,,97,,90,0,12.0,,18.0,,,,19.0,14.0,16.0,,15.0,,,15.0,,66.0,,,,,,,,,,19.0,13.0,11.0,21.0,,,,,22.0,,17.0,,,17.0,18.0,11.0,5.0,,1,0,19.0,,,,,,,,,,,,,26.0,15,6.0,7,5,18,8.0,1,,,,0.0,,,,,,,,,7.0,,,1.0,1.0,,1.0,,0.0,26.0,12.0,10,7,87.0,87.0,,,,87.0,86.0,,,,,,,,,,73.0,5.0,2,,,,,,17,,2,12.0,14,1,6,8,6,,,,,,0.0,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,24.0,,,,0.0,3,1.0,,14.0,,6.0,,2.0,,,,,,,,,,16.0,5.0,11.0,11.0,10.0,9.0,9.0,9.0,0.0,1.0,,1.0,,5,0.0,,,,,,
34,900027,100,97.0,96.0,96.0,98,96.0,100,5,13.0,,16.0,,97.0,89.0,47.0,30.0,26.0,,40.0,78.0,,26.0,87.0,84.0,,,89.0,,34.0,,92.0,,,,26.0,,35.0,91.0,,85.0,76.0,,89.0,,,,27.0,,12.0,8.0,52.0,10,1,,85.0,70.0,70.0,,75.0,,,,,,,79.0,,23,,10,19,31,,0,,,,0.0,,,,,,,,,8.0,0.0,,,,,,,0.0,,35.0,32,19,98.0,97.0,,93.0,90.0,97.0,93.0,90.0,92.0,93.0,93.0,,90.0,80.0,,94.0,88.0,6.0,0,22.0,18.0,,5.0,,14,,3,,7,1,10,8,0,8.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,91.0,,,3.0,3,2.0,,,,1.0,,,,,,,,,,,,,10.0,,,20.0,20.0,16.0,9.0,,,,,,12,,,,,,,
35,900021,100,,,,95,,96,0,7.0,,,,,80.0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,83.0,,,,,27.0,,,,,,15.0,6,1,11.0,,,,,,,,,,,,,19.0,4,6.0,5,6,12,7.0,1,2.0,,,2.0,,,3.0,,,,,,5.0,0.0,,,,,,,,19.0,13.0,4,2,,,,,,,,,,,,,,,,,,4.0,2,,,,,,8,,1,3.0,6,0,2,3,3,3.0,,0.0,2.0,0.0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,13.0,,,2.0,0.0,1,0.0,,8.0,,0.0,,0.0,,,,,,,2.0,,0.0,8.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,,0,0.0,,,,,,0.0
36,402100,98,97.0,98.0,97.0,93,98.0,100,0,13.0,,26.0,22.0,100.0,88.0,,5.0,11.0,29.0,20.0,,,11.0,88.0,87.0,31.0,,92.0,,31.0,,91.0,36.0,,25.0,12.0,14.0,25.0,87.0,58.0,74.0,44.0,25.0,53.0,15.0,39.0,37.0,17.0,12.0,10.0,10.0,23.0,5,1,12.0,81.0,75.0,67.0,66.0,71.0,61.0,34.0,55.0,,30.0,27.0,74.0,21.0,7,6.0,3,3,3,11.0,0,2.0,3.0,4.0,0.0,4.0,,1.0,4.0,4.0,3.0,,7.0,7.0,,,,,,,,0.0,21.0,9.0,2,1,97.0,94.0,,91.0,70.0,93.0,87.0,,82.0,76.0,,,50.0,38.0,36.0,,54.0,7.0,1,,11.0,27.0,10.0,33.0,16,28.0,3,11.0,10,10,8,8,12,5.0,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,18.0,23.0,8.0,27.0,91.0,,,1.0,2,4.0,,9.0,,1.0,,,,,,,,,,,,11.0,3.0,8.0,7.0,7.0,6.0,4.0,3.0,0.0,1.0,,1.0,,4,0.0,,,,,,0.0
37,900009,98,95.0,94.0,91.0,90,94.0,100,1,13.0,36.0,28.0,22.0,95.0,85.0,15.0,3.0,5.0,18.0,11.0,83.0,39.0,8.0,86.0,85.0,32.0,35.0,90.0,29.0,29.0,62.0,92.0,40.0,37.0,27.0,16.0,18.0,24.0,83.0,46.0,71.0,45.0,18.0,53.0,16.0,37.0,28.0,25.0,21.0,8.0,6.0,17.0,3,1,9.0,86.0,76.0,72.0,73.0,76.0,69.0,33.0,50.0,67.0,35.0,27.0,80.0,27.0,9,9.0,7,7,10,10.0,3,4.0,4.0,12.0,1.0,9.0,10.0,5.0,5.0,6.0,6.0,15.0,7.0,9.0,2.0,7.0,3.0,4.0,4.0,3.0,1.0,2.0,27.0,13.0,7,3,97.0,95.0,38.0,90.0,73.0,94.0,88.0,65.0,80.0,65.0,66.0,53.0,60.0,38.0,46.0,78.0,64.0,11.0,3,40.0,20.0,33.0,7.0,31.0,9,26.0,4,9.0,6,2,3,7,4,6.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,52.0,25.0,28.0,14.0,46.0,95.0,52.0,8.0,2.0,4,5.0,28.0,8.0,45.0,9.0,38.0,8.0,2.0,6.0,5.0,4.0,3.0,2.0,1.0,78.0,22.0,10.0,3.0,7.0,6.0,5.0,4.0,3.0,2.0,2.0,0.0,1.0,1.0,,3,1.0,2.0,2.0,2.0,1.0,1.0,1.0
38,405900,97,94.0,94.0,89.0,87,94.0,100,1,16.0,41.0,25.0,16.0,98.0,78.0,15.0,3.0,3.0,14.0,6.0,85.0,38.0,5.0,90.0,90.0,20.0,39.0,95.0,21.0,33.0,61.0,92.0,32.0,31.0,23.0,10.0,12.0,19.0,76.0,50.0,65.0,34.0,18.0,48.0,15.0,31.0,25.0,20.0,15.0,11.0,13.0,15.0,7,2,5.0,75.0,66.0,58.0,60.0,66.0,49.0,35.0,42.0,52.0,26.0,23.0,70.0,16.0,5,5.0,5,5,9,4.0,1,3.0,6.0,3.0,0.0,3.0,2.0,7.0,8.0,3.0,5.0,5.0,5.0,11.0,3.0,,4.0,2.0,2.0,2.0,2.0,2.0,16.0,10.0,5,2,98.0,87.0,32.0,79.0,52.0,96.0,90.0,79.0,76.0,59.0,59.0,44.0,50.0,22.0,47.0,60.0,48.0,8.0,4,40.0,22.0,29.0,9.0,30.0,9,27.0,6,3.0,6,1,3,12,2,11.0,3.0,,2.0,1.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,37.0,22.0,19.0,9.0,35.0,97.0,33.0,10.0,4.0,2,1.0,17.0,9.0,,2.0,19.0,5.0,3.0,5.0,5.0,4.0,3.0,1.0,0.0,,24.0,10.0,4.0,6.0,6.0,4.0,3.0,1.0,0.0,,1.0,1.0,0.0,,2,1.0,,,1.0,0.0,0.0,0.0
39,406800,96,97.0,96.0,92.0,88,96.0,99,0,13.0,25.0,31.0,29.0,94.0,72.0,22.0,5.0,5.0,13.0,7.0,81.0,54.0,6.0,92.0,91.0,34.0,36.0,88.0,25.0,36.0,62.0,92.0,40.0,30.0,21.0,11.0,16.0,20.0,77.0,53.0,60.0,44.0,24.0,64.0,13.0,34.0,27.0,21.0,21.0,9.0,15.0,11.0,6,3,9.0,82.0,71.0,66.0,63.0,74.0,60.0,33.0,44.0,53.0,33.0,28.0,75.0,32.0,12,7.0,7,13,23,9.0,7,5.0,8.0,4.0,2.0,10.0,5.0,20.0,19.0,10.0,14.0,13.0,11.0,8.0,1.0,,,,,,1.0,0.0,32.0,20.0,12,8,97.0,88.0,34.0,86.0,73.0,94.0,91.0,69.0,85.0,68.0,71.0,49.0,62.0,42.0,51.0,72.0,60.0,8.0,4,23.0,25.0,43.0,9.0,25.0,9,24.0,5,3.0,6,2,2,4,3,4.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,28.0,31.0,26.0,12.0,30.0,92.0,34.0,8.0,2.0,1,4.0,16.0,12.0,,12.0,16.0,3.0,,,5.0,4.0,4.0,3.0,2.0,,6.0,14.0,5.0,8.0,7.0,6.0,6.0,4.0,4.0,,,,0.0,,3,0.0,,,,,,
40,408100,97,95.0,95.0,94.0,78,95.0,100,1,9.0,,,17.0,97.0,79.0,23.0,6.0,3.0,15.0,17.0,73.0,39.0,6.0,94.0,92.0,37.0,67.0,92.0,34.0,,,91.0,35.0,,,34.0,,,85.0,,72.0,39.0,16.0,,13.0,33.0,34.0,27.0,31.0,13.0,8.0,10.0,3,3,10.0,87.0,76.0,75.0,76.0,78.0,71.0,38.0,,66.0,34.0,33.0,84.0,,21,14.0,18,8,15,11.0,3,,11.0,8.0,2.0,9.0,11.0,11.0,9.0,9.0,9.0,,7.0,12.0,3.0,,,,,,3.0,0.0,,25.0,13,7,96.0,91.0,,86.0,,97.0,88.0,70.0,,,,,,30.0,,,,12.0,2,,25.0,24.0,12.0,21.0,12,20.0,3,2.0,10,2,2,6,1,,0.0,0.0,1.0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,13.0,12.0,4.0,,92.0,18.0,6.0,5.0,6,0.0,,19.0,,5.0,,,,,,,,,5.0,,9.0,21.0,7.0,14.0,13.0,11.0,9.0,8.0,6.0,,1.0,0.0,,,2,0.0,,,,,,
