ID,Bedrijfsgrootte,BedrijfstakkenBranchesSBI2008,PersoneelDatWerktMetInternet_1,BedrijfsEMails_2,Bedrijfsdocumenten_3,BedrijfsapplicatiesOfSoftware_4,Telewerkers_5,TelewerkKomtVoor_6,InternetVast_7,MinderDan30MbitS_8,k_30Tot100MbitS_9,k_100Tot500MbitS_10,k_500MbitSTot1GbitS_11,TenMinste1GbitS_12,BedrijvenMetWebsite_13,BeschrijvingenVanProductenPrijslijst_14,OnlineBestellenBoekenOfReserveren_15,ProductaanpassingDoorKlant_16,BestellingOnlineVolgen_17,KlantspecifiekeInfoVoorDeBezoeker_18,VirtueleKlantenservice_19,OnlineSolliciteren_20,MeertaligeOnderdelen_21,MobieleAppVoorKlanten_22,WebsiteOfAppHeeftPlatformfunctie_23,SocialeMediaGebruikt_24,SocialeNetwerkenBijvFacebook_25,BlogsOfMicroblogsBijvX_26,MultimediaDelenBijvYouTube_27,BusinessSoftwareGebruikt_28,ERPSoftware_29,CRMSoftware_30,BISoftware_31,EigenBedrijf_32,ExternBedrijf_33,Transactiegegevens_34,Klantgegevens_35,Socialemediagegevens_36,Webdata_37,LocatieOfGeografischeGegevens_38,GegevensVanSlimmeApparaten_39,GegevensVanOpenbareOverheidsbronnen_40,Satellietgegevens_41,ClouddienstenGebruikt_42,EMail_43,OfficeSoftware_44,OpslagDatabases_45,OpslagBestanden_46,Boekhoudingsoftware_47,ERPSoftware_48,CRMSoftware_49,Veiligheidssoftware_50,Rekenkracht_51,Rekenplatform_52,AIGebruikt_53,Textmining_54,Spraakherkenning_55,NaturalLanguageGeneration_56,AfbeeldingenVideoSGeluidGenereren_57,Afbeeldingherkenning_58,MachineLearning_59,RobotondersteundeProcesautomatisering_60,ServicerobotsOfAutonomeVoertuigen_61,MarketingOfVerkoop_62,ProductieOfServiceprocessen_63,AdministratieveProcessenBestuurstaken_64,Logistiek_65,ICTBeveiliging_66,BoekhoudingControleFinancieelBeheer_67,RDOfInnovatie_68,DoorEigenWerknemersOntwikkeld_69,CommercieleSoftwareZelfAangepast_70,OpensourcesoftwareZelfAangepast_71,CommercieleSoftwareGebruikt_72,DoorExterneLeveranciersOntwikkeld_73,HeeftAIOverwogen_74,KostenZijnTeHoog_75,GebrekAanRelevanteErvaringInBedrijf_76,IncompatibiliteitBestaandeICTSysteem_77,MoeilijkhedenBeschikbaarheidGegevens_78,BezorgdheidGegevensbescherming_79,OnduidelijkheidOverJuridischeGevolgen_80,EthischeOverwegingen_81,NietNuttigVoorOnderneming_82,Antivirussoftware_83,BeleidVoorSterkeWachtwoorden_84,BiometrischeMethoden_85,Multifactorauthenticatie_86,EncryptieVanData_87,GegevensOpAndereFysiekeLocatie_88,NetworkAccessControl_89,VPNGebruikBuitenHetBedrijf_90,LogbestandenVoorAnalyseIncidenten_91,MethodesVoorBeoordelenICTVeiligheid_92,Risicoanalyses_93,ICTBeveiligingsmonitoringsysteem_94,DoorVrijwilligeTraining_95,DoorVerplichteTraining_96,MetContract_97,CyberincidentGeoefend_98,ICTVeiligheidsdocumentenAanwezig_99,k_12MaandenOfMinderLangGeleden_100,TussenDe12En24MaandenGeleden_101,LangerDan24MaandenGeleden_102,UitbesteedAanExternBedrijf_103,EigenPersoneel_104,EigenPersoneelEnExternBedrijf_105,NietVanToepassing_106,PhishingAanval_107,DDoSAanval_108,DatalekOfDatamanipulatie_109,GehacktSocialemediaAccount_110,BECFraude_111,AndereCyberIncidenten_112,IncidentMetInterneOorzaakGehad_113,IncidentDoorAanvalVanBuitenGehad_114,UitvalICTDienstDoorInterneOorzaak_115,VernietigingDataDoorInterneOorzaak_116,OnthullingGegevensDoorInterneOorzaak_117,UitvalICTDienstDoorAanvalBuitenaf_118,VernietigingDataAanvalBuitenaf_119,OnthullingGegevensDoorICTInbraak_120,KostenIncidentInterneOorzaakGehad_121,KostenIncidentAanvalBuitenafGehad_122,UitvalICTDienstDoorInterneOorzaak_123,VernietigingDataDoorInterneOorzaak_124,OnthullingGegevensDoorInterneOorzaak_125,UitvalICTDienstDoorAanvalBuitenaf_126,VernietigingDataAanvalBuitenaf_127,OnthullingGegevensDoorICTInbraak_128,RansomwareAanvalGehad_129,BestandenOfICTSystemenVersleuteld_130,AfpersingOpenbaarmakingInformatie_131,VerzekeringICTVeiligheidsincidenten_132,BekendMetDTC_133,DTCWebsiteAlsBronGebruikt_134,GezochtNaarMeldingenCyberdreigingen_135,VerkoopViaWebsiteOfApp_136,FysiekeGoederen_137,DigitaleGoederenOfDiensten_138,NietDigitaleDiensten_139,FysiekeGoederen_140,DigitaleGoederenOfDiensten_141,NietDigitaleDiensten_142,Bedrijven_143,Overheidsorganisaties_144,NederlandseConsumenten_145,BuitenlandseConsumenten_146,KlantenInNederland_147,KlantenInAndereEULanden_148,KlantenInLandenBuitenDeEU_149,ViaWebsiteOfAppsVanEigenBedrijf_150,ViaOnlinePlatforms_151,HogeBezorgkosten_152,OplossenVanKlachten_153,LabelsAanpassen_154,OnvoldoendeKennisAndereTalen_155,BeperkingenZakenpartners_156,VerrekenenBtwSysteem_157,Verkoopwaarde1VanDeTotaleOmzet_158,Verkoopwaarde1VanDeTotaleOmzet_159,Verkoopwaarde2VanDeTotaleOmzet_160,Verkoopwaarde5VanDeTotaleOmzet_161,Verkoopwaarde10VanDeTotaleOmzet_162,Verkoopwaarde25VanDeTotaleOmzet_163,Verkoopwaarde50VanDeTotaleOmzet_164,VerkoopViaECommerce_165,Verkoopwaarde1VanDeTotaleOmzet_166,Verkoopwaarde1VanDeTotaleOmzet_167,Verkoopwaarde2VanDeTotaleOmzet_168,Verkoopwaarde5VanDeTotaleOmzet_169,Verkoopwaarde10VanDeTotaleOmzet_170,Verkoopwaarde25VanDeTotaleOmzet_171,Verkoopwaarde50VanDeTotaleOmzet_172,ViaEen_173,ViaTwee_174,ViaDrieOfMeer_175,MeerDan75VanOmzetUitEenPlatform_176,BetaaldAanPlatforms_177,VerkoopViaEDI_178,FysiekeGoederen_179,DigitaleGoederenOfDiensten_180,NietDigitaleDiensten_181,KlantenInNederland_182,KlantenInAndereEULanden_183,KlantenInLandenBuitenDeEU_184,Verkoopwaarde1VanDeTotaleOmzet_185,Verkoopwaarde1VanDeTotaleOmzet_186,Verkoopwaarde2VanDeTotaleOmzet_187,Verkoopwaarde5VanDeTotaleOmzet_188,Verkoopwaarde10VanDeTotaleOmzet_189,Verkoopwaarde25VanDeTotaleOmzet_190,Verkoopwaarde50VanDeTotaleOmzet_191,GebruikICTOplossingenVoorMilieu_192,VerminderenEnergieverbruik_193,VerbeterenMateriaalverbruik_194,MonitoringICTOplossingenVoorMilieu_195
26,WP19097,403300,98,96,95,92,84.0,96,99,0,5.0,32.0,29.0,33.0,96,79,21.0,7.0,7.0,19.0,16.0,90.0,59.0,14.0,14.0,94,93,26.0,55.0,94,73.0,82.0,75.0,79.0,27.0,62.0,49.0,36.0,38.0,16.0,15.0,21.0,8,90,87.0,86.0,78.0,86,76.0,57.0,68.0,78.0,54.0,50.0,66.0,49.0,37.0,41.0,34.0,14,32.0,25.0,4,21.0,16.0,35.0,3,21.0,19.0,28.0,18,22,20.0,43.0,24.0,13.0,3,9.0,3,6,7.0,6,3,1,98,96,59.0,97,82.0,97,92,79.0,87.0,82.0,83.0,86.0,84.0,60.0,57.0,28.0,85.0,74.0,9.0,1,16.0,30.0,49.0,6,55.0,5,7.0,2,10.0,6.0,26.0,12,20.0,3,9.0,5,2,8,3,4,3,1,1,1,1,3,2,2,2,57.0,45.0,27.0,37.0,16.0,8.0,7.0,5.0,42.0,36.0,22.0,64.0,9.0,20.0,6.0,80.0,13.0,7.0,88.0,12.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,11.0,11.0,9.0,8.0,6.0,4.0,19.0,4.0,14.0,14.0,12.0,11.0,9.0,7.0,1.0,1.0,2.0,1.0,2.0,6.0,,,,77.0,17.0,5.0,1.0,5.0,5.0,5.0,4.0,4.0,2.0,42.0,31.0,33.0,18.0
27,WP19097,410200,75,86,79,80,51.0,82,99,3,13.0,36.0,31.0,16.0,92,73,16.0,4.0,7.0,18.0,16.0,80.0,38.0,18.0,17.0,86,86,12.0,49.0,74,50.0,65.0,40.0,46.0,25.0,33.0,27.0,23.0,21.0,12.0,7.0,7.0,3,74,71.0,67.0,64.0,68,61.0,35.0,51.0,63.0,26.0,26.0,39.0,29.0,14.0,16.0,14.0,4,9.0,10.0,2,17.0,7.0,16.0,2,6.0,12.0,7.0,5,10,7.0,24.0,15.0,10.0,3,9.0,3,5,4.0,4,1,0,96,86,41.0,87,59.0,88,79,58.0,68.0,56.0,58.0,64.0,46.0,28.0,40.0,10.0,51.0,38.0,10.0,3,44.0,16.0,22.0,18,35.0,3,2.0,1,4.0,1.0,13.0,7,11.0,1,3.0,4,1,3,1,1,1,0,1,1,0,1,1,1,1,35.0,19.0,10.0,16.0,10.0,4.0,2.0,6.0,32.0,11.0,56.0,53.0,6.0,31.0,10.0,84.0,11.0,5.0,86.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,8.0,7.0,6.0,4.0,3.0,11.0,1.0,10.0,10.0,8.0,7.0,6.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,,,,,12.0,,0.0,2.0,2.0,2.0,2.0,2.0,1.0,27.0,19.0,20.0,11.0
28,WP19097,422400,92,94,93,92,64.0,94,99,2,7.0,42.0,30.0,19.0,98,83,27.0,0.0,1.0,28.0,7.0,91.0,17.0,22.0,,92,92,10.0,54.0,76,36.0,54.0,55.0,56.0,35.0,25.0,23.0,21.0,16.0,6.0,7.0,8.0,1,84,81.0,80.0,75.0,79,72.0,31.0,52.0,77.0,31.0,30.0,39.0,21.0,20.0,14.0,13.0,3,6.0,6.0,0,5.0,6.0,14.0,1,6.0,7.0,7.0,2,6,6.0,21.0,9.0,20.0,8,15.0,7,7,16.0,13,6,2,99,97,46.0,96,81.0,93,90,56.0,86.0,75.0,77.0,80.0,69.0,34.0,47.0,17.0,80.0,62.0,14.0,4,41.0,14.0,34.0,10,33.0,1,11.0,1,3.0,4.0,24.0,5,15.0,2,12.0,2,1,3,2,1,1,0,1,0,0,0,0,0,0,39.0,34.0,14.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,22.0,30.0,10.0
29,WP19097,300006,73,91,87,83,43.0,89,100,1,9.0,38.0,30.0,21.0,93,83,52.0,11.0,27.0,33.0,24.0,80.0,58.0,25.0,14.0,91,90,16.0,59.0,85,74.0,64.0,67.0,67.0,33.0,62.0,47.0,28.0,28.0,18.0,18.0,11.0,5,79,75.0,71.0,64.0,70,56.0,42.0,47.0,67.0,40.0,36.0,41.0,26.0,14.0,21.0,18.0,7,11.0,12.0,3,18.0,7.0,16.0,5,12.0,10.0,8.0,7,11,8.0,25.0,15.0,13.0,3,10.0,7,5,6.0,5,3,2,97,92,41.0,93,69.0,94,88,75.0,79.0,73.0,73.0,79.0,60.0,44.0,44.0,17.0,65.0,51.0,11.0,2,32.0,21.0,35.0,12,41.0,4,2.0,2,6.0,4.0,19.0,9,16.0,2,4.0,5,1,4,3,2,3,0,0,1,0,1,2,2,1,36.0,34.0,16.0,25.0,44.0,38.0,3.0,10.0,82.0,2.0,16.0,48.0,3.0,40.0,9.0,81.0,15.0,4.0,82.0,18.0,6.0,3.0,3.0,2.0,2.0,3.0,7.0,37.0,33.0,30.0,25.0,18.0,12.0,57.0,6.0,50.0,47.0,44.0,40.0,32.0,21.0,4.0,4.0,10.0,6.0,13.0,28.0,77.0,3.0,19.0,74.0,20.0,6.0,3.0,25.0,24.0,23.0,20.0,14.0,8.0,45.0,31.0,31.0,18.0
30,WP19097,300010,85,90,86,85,65.0,88,99,2,9.0,34.0,30.0,23.0,94,75,18.0,5.0,7.0,18.0,16.0,84.0,47.0,16.0,16.0,89,89,18.0,52.0,83,60.0,72.0,55.0,61.0,26.0,45.0,37.0,29.0,28.0,14.0,10.0,13.0,5,81,78.0,75.0,70.0,76,67.0,44.0,58.0,69.0,38.0,37.0,51.0,38.0,24.0,26.0,23.0,8,19.0,17.0,3,19.0,11.0,24.0,2,12.0,15.0,16.0,11,15,13.0,32.0,19.0,12.0,3,9.0,3,5,5.0,5,2,1,97,90,49.0,91,69.0,92,85,67.0,76.0,67.0,68.0,73.0,62.0,42.0,48.0,18.0,65.0,54.0,10.0,2,32.0,22.0,33.0,12,44.0,4,4.0,1,6.0,3.0,19.0,9,15.0,2,5.0,4,1,5,2,2,2,1,1,1,0,2,1,1,1,45.0,31.0,17.0,25.0,13.0,6.0,4.0,5.0,38.0,25.0,37.0,59.0,8.0,25.0,8.0,82.0,12.0,6.0,87.0,13.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,10.0,9.0,8.0,7.0,5.0,4.0,15.0,3.0,12.0,12.0,10.0,9.0,7.0,5.0,1.0,1.0,2.0,1.0,2.0,4.0,45.0,22.0,34.0,78.0,15.0,6.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,33.0,24.0,26.0,14.0
31,WP19097,332915,98,97,98,96,89.0,98,100,0,3.0,28.0,33.0,35.0,98,82,31.0,9.0,16.0,25.0,32.0,91.0,65.0,23.0,20.0,96,96,34.0,60.0,97,80.0,91.0,84.0,88.0,21.0,72.0,69.0,52.0,46.0,19.0,19.0,14.0,6,93,90.0,89.0,81.0,86,77.0,58.0,78.0,82.0,65.0,71.0,72.0,55.0,37.0,50.0,38.0,17,39.0,31.0,8,33.0,24.0,36.0,4,25.0,20.0,37.0,28,31,30.0,46.0,14.0,11.0,2,7.0,5,5,7.0,6,3,2,99,98,65.0,98,89.0,98,97,83.0,92.0,91.0,93.0,92.0,89.0,74.0,71.0,34.0,94.0,82.0,9.0,2,4.0,46.0,49.0,2,52.0,8,4.0,1,3.0,8.0,22.0,7,19.0,2,6.0,4,0,3,3,2,3,1,0,1,0,1,1,1,1,63.0,48.0,29.0,51.0,24.0,12.0,14.0,3.0,,47.0,6.0,65.0,6.0,16.0,12.0,72.0,15.0,13.0,91.0,9.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,21.0,18.0,17.0,13.0,10.0,8.0,28.0,3.0,25.0,22.0,21.0,18.0,15.0,11.0,2.0,1.0,4.0,3.0,5.0,9.0,,23.0,12.0,,23.0,12.0,2.0,8.0,8.0,7.0,6.0,5.0,3.0,51.0,38.0,37.0,25.0
32,WP19107,399907,83,97,95,95,69.0,96,100,0,5.0,26.0,30.0,39.0,98,83,33.0,9.0,20.0,34.0,26.0,91.0,54.0,30.0,17.0,95,94,32.0,70.0,96,84.0,78.0,89.0,85.0,38.0,72.0,59.0,38.0,39.0,25.0,32.0,25.0,9,92,87.0,85.0,79.0,85,71.0,58.0,65.0,80.0,59.0,58.0,67.0,45.0,38.0,38.0,32.0,16,30.0,29.0,10,24.0,22.0,37.0,10,30.0,20.0,24.0,19,27,21.0,50.0,30.0,15.0,4,11.0,5,6,10.0,8,4,1,99,98,62.0,97,91.0,97,93,85.0,92.0,89.0,89.0,91.0,85.0,67.0,58.0,37.0,89.0,79.0,9.0,1,13.0,22.0,62.0,3,59.0,10,14.0,3,11.0,10.0,35.0,16,28.0,4,16.0,9,2,9,7,3,6,1,1,2,1,1,2,2,1,46.0,58.0,36.0,54.0,27.0,19.0,5.0,9.0,64.0,11.0,26.0,48.0,5.0,39.0,8.0,81.0,13.0,6.0,87.0,13.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,22.0,20.0,17.0,14.0,10.0,7.0,37.0,5.0,32.0,31.0,28.0,26.0,20.0,15.0,2.0,1.0,6.0,2.0,4.0,20.0,68.0,8.0,25.0,74.0,19.0,7.0,2.0,18.0,17.0,15.0,14.0,11.0,7.0,59.0,47.0,46.0,29.0
33,WP19107,307500,71,98,97,96,58.0,97,100,1,6.0,26.0,28.0,39.0,98,78,26.0,9.0,16.0,23.0,13.0,91.0,74.0,21.0,11.0,95,94,29.0,65.0,98,96.0,76.0,91.0,87.0,35.0,80.0,63.0,35.0,35.0,22.0,44.0,24.0,8,92,86.0,83.0,75.0,83,59.0,50.0,58.0,76.0,54.0,48.0,64.0,42.0,35.0,38.0,30.0,15,30.0,25.0,15,18.0,25.0,32.0,14,32.0,16.0,23.0,17,24,19.0,47.0,30.0,18.0,4,12.0,5,7,12.0,9,4,1,100,99,63.0,99,94.0,99,93,94.0,94.0,94.0,90.0,93.0,90.0,78.0,57.0,35.0,92.0,78.0,12.0,2,9.0,20.0,70.0,2,59.0,6,8.0,4,13.0,11.0,32.0,14,27.0,3,9.0,8,1,7,6,2,5,1,1,1,0,1,2,2,1,51.0,59.0,34.0,57.0,28.0,28.0,3.0,4.0,93.0,3.0,4.0,72.0,4.0,15.0,10.0,67.0,21.0,12.0,85.0,15.0,4.0,2.0,2.0,0.0,1.0,2.0,8.0,21.0,19.0,16.0,10.0,7.0,5.0,52.0,6.0,46.0,45.0,41.0,38.0,33.0,23.0,1.0,2.0,5.0,2.0,2.0,40.0,,,,,,,3.0,37.0,36.0,33.0,31.0,26.0,17.0,65.0,51.0,51.0,30.0
34,WP19107,800036,92,100,100,100,,100,100,0,0.0,15.0,,51.0,100,91,,11.0,22.0,67.0,48.0,90.0,,48.0,21.0,100,100,44.0,69.0,100,100.0,85.0,100.0,84.0,23.0,78.0,63.0,34.0,36.0,61.0,64.0,58.0,14,100,87.0,78.0,82.0,81,,45.0,,,66.0,60.0,75.0,40.0,22.0,44.0,39.0,18,30.0,43.0,12,13.0,33.0,,15,,22.0,27.0,12,42,12.0,59.0,24.0,18.0,9,15.0,3,15,9.0,12,3,3,100,100,,100,97.0,97,91,97.0,94.0,94.0,97.0,94.0,95.0,87.0,79.0,66.0,97.0,94.0,3.0,0,5.0,26.0,69.0,0,63.0,6,11.0,0,8.0,9.0,16.0,19,9.0,0,10.0,6,0,12,0,3,0,0,0,0,0,3,3,0,3,49.0,65.0,51.0,62.0,23.0,6.0,3.0,21.0,,1.0,,,4.0,,5.0,95.0,5.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,20.0,20.0,14.0,11.0,11.0,27.0,3.0,23.0,23.0,20.0,14.0,11.0,11.0,3.0,0.0,6.0,3.0,6.0,3.0,,,,,,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,82.0,79.0,73.0,31.0
35,WP19107,350000,95,98,97,97,84.0,97,100,0,2.0,22.0,34.0,42.0,99,75,13.0,5.0,11.0,20.0,21.0,97.0,48.0,24.0,8.0,98,98,30.0,66.0,100,97.0,80.0,91.0,88.0,33.0,78.0,53.0,39.0,34.0,37.0,48.0,36.0,16,92,84.0,84.0,82.0,88,63.0,56.0,59.0,82.0,62.0,67.0,73.0,52.0,30.0,42.0,28.0,18,32.0,29.0,6,20.0,28.0,44.0,3,33.0,26.0,25.0,27,25,16.0,50.0,41.0,12.0,4,7.0,5,7,8.0,7,3,0,100,98,69.0,97,89.0,100,94,93.0,90.0,93.0,93.0,95.0,90.0,65.0,61.0,47.0,90.0,79.0,10.0,1,11.0,24.0,62.0,3,68.0,9,3.0,2,16.0,13.0,38.0,16,32.0,9,16.0,8,5,11,5,6,4,1,1,3,3,3,2,2,1,46.0,58.0,45.0,59.0,8.0,5.0,1.0,4.0,,0.0,,,3.0,,0.0,99.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,4.0,2.0,1.0,1.0,16.0,5.0,10.0,9.0,9.0,6.0,5.0,2.0,1.0,0.0,1.0,0.0,1.0,9.0,,,,,,,4.0,6.0,6.0,5.0,4.0,4.0,1.0,65.0,55.0,57.0,36.0
36,WP19107,354200,59,97,95,94,37.0,95,100,0,5.0,29.0,36.0,30.0,98,88,69.0,18.0,50.0,57.0,46.0,91.0,50.0,42.0,25.0,95,95,38.0,77.0,98,95.0,81.0,93.0,90.0,44.0,89.0,78.0,52.0,57.0,31.0,33.0,31.0,9,94,86.0,83.0,76.0,83,65.0,50.0,63.0,76.0,56.0,60.0,65.0,43.0,26.0,37.0,36.0,14,30.0,29.0,11,35.0,21.0,35.0,17,29.0,23.0,19.0,21,31,25.0,46.0,28.0,14.0,4,12.0,4,6,9.0,8,5,1,99,99,60.0,98,91.0,98,94,93.0,92.0,90.0,87.0,93.0,80.0,65.0,60.0,37.0,88.0,79.0,9.0,1,7.0,27.0,64.0,2,61.0,7,8.0,3,13.0,9.0,31.0,15,27.0,6,9.0,8,3,8,7,4,7,1,0,3,2,2,3,2,2,42.0,53.0,32.0,54.0,64.0,63.0,9.0,10.0,95.0,3.0,2.0,42.0,4.0,47.0,7.0,88.0,10.0,3.0,93.0,7.0,6.0,4.0,6.0,2.0,2.0,5.0,8.0,55.0,53.0,45.0,42.0,28.0,17.0,71.0,8.0,64.0,61.0,55.0,52.0,39.0,26.0,4.0,3.0,10.0,7.0,9.0,32.0,94.0,5.0,1.0,83.0,14.0,3.0,4.0,28.0,27.0,22.0,18.0,11.0,5.0,66.0,54.0,54.0,36.0
37,WP19107,383100,77,97,95,94,60.0,96,99,1,4.0,33.0,34.0,28.0,97,80,40.0,8.0,38.0,36.0,27.0,91.0,75.0,29.0,22.0,93,93,23.0,60.0,96,84.0,79.0,93.0,91.0,34.0,78.0,58.0,33.0,33.0,52.0,50.0,31.0,25,89,84.0,83.0,70.0,81,59.0,45.0,60.0,71.0,61.0,66.0,64.0,42.0,29.0,40.0,28.0,21,35.0,36.0,24,22.0,28.0,36.0,29,29.0,17.0,27.0,22,32,23.0,44.0,33.0,8.0,0,4.0,2,2,4.0,4,0,0,97,96,52.0,94,87.0,96,93,91.0,91.0,89.0,88.0,93.0,85.0,79.0,52.0,39.0,90.0,84.0,6.0,0,5.0,31.0,57.0,7,55.0,17,5.0,2,10.0,8.0,34.0,22,32.0,4,9.0,14,4,8,7,4,7,2,1,2,2,0,2,2,1,46.0,59.0,35.0,56.0,34.0,8.0,2.0,25.0,22.0,4.0,73.0,56.0,4.0,32.0,8.0,71.0,19.0,10.0,93.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,24.0,23.0,19.0,15.0,11.0,4.0,60.0,4.0,55.0,55.0,51.0,48.0,40.0,32.0,1.0,1.0,8.0,1.0,7.0,45.0,24.0,6.0,70.0,62.0,28.0,10.0,2.0,43.0,43.0,40.0,39.0,34.0,27.0,62.0,45.0,43.0,27.0
38,WP19107,389100,61,96,96,94,37.0,96,100,0,4.0,19.0,47.0,30.0,91,89,71.0,12.0,23.0,42.0,35.0,85.0,74.0,41.0,22.0,98,98,32.0,85.0,94,81.0,85.0,85.0,66.0,47.0,64.0,53.0,34.0,40.0,11.0,13.0,19.0,11,91,89.0,83.0,81.0,83,78.0,61.0,72.0,83.0,45.0,55.0,51.0,36.0,11.0,21.0,13.0,8,15.0,15.0,6,31.0,21.0,18.0,4,19.0,13.0,4.0,4,19,6.0,36.0,26.0,11.0,4,8.0,4,4,8.0,6,4,4,100,100,59.0,100,91.0,94,92,79.0,94.0,81.0,87.0,87.0,72.0,59.0,51.0,28.0,77.0,66.0,8.0,2,32.0,21.0,45.0,2,54.0,9,11.0,4,2.0,11.0,30.0,17,28.0,6,9.0,9,2,13,9,4,5,0,4,2,0,2,0,0,0,38.0,40.0,13.0,38.0,76.0,34.0,2.0,54.0,31.0,0.0,69.0,18.0,5.0,54.0,23.0,67.0,20.0,13.0,47.0,53.0,2.0,2.0,2.0,2.0,2.0,6.0,4.0,71.0,67.0,67.0,52.0,40.0,31.0,78.0,4.0,74.0,67.0,67.0,56.0,44.0,33.0,6.0,4.0,54.0,8.0,46.0,11.0,,0.0,,,9.0,15.0,0.0,11.0,8.0,8.0,8.0,6.0,0.0,53.0,40.0,36.0,21.0
39,WP19107,391600,99,96,95,93,93.0,95,100,0,0.0,22.0,24.0,55.0,100,88,37.0,16.0,20.0,43.0,36.0,95.0,71.0,32.0,26.0,98,98,55.0,71.0,97,85.0,91.0,92.0,96.0,28.0,85.0,78.0,62.0,60.0,27.0,19.0,24.0,10,96,93.0,94.0,88.0,94,83.0,71.0,85.0,90.0,75.0,78.0,89.0,70.0,65.0,71.0,58.0,38,63.0,57.0,18,52.0,37.0,60.0,11,52.0,34.0,57.0,49,55,58.0,69.0,30.0,8.0,3,4.0,3,4,4.0,2,3,1,99,100,81.0,99,96.0,98,98,95.0,97.0,99.0,98.0,96.0,96.0,88.0,69.0,51.0,98.0,91.0,4.0,2,2.0,45.0,50.0,3,48.0,21,7.0,3,8.0,9.0,31.0,23,24.0,2,10.0,17,4,10,4,5,4,0,0,3,0,2,3,3,2,75.0,71.0,46.0,68.0,31.0,15.0,26.0,5.0,25.0,66.0,9.0,45.0,10.0,33.0,12.0,80.0,11.0,9.0,91.0,9.0,2.0,1.0,1.0,0.0,3.0,2.0,6.0,25.0,21.0,17.0,14.0,11.0,10.0,35.0,6.0,28.0,24.0,20.0,18.0,13.0,12.0,2.0,0.0,2.0,0.0,3.0,5.0,,,,,,,2.0,3.0,3.0,3.0,3.0,2.0,2.0,71.0,61.0,50.0,50.0
40,WP19107,396300,100,97,97,97,98.0,97,100,0,0.0,9.0,19.0,72.0,95,83,45.0,26.0,30.0,51.0,59.0,91.0,50.0,54.0,,91,91,38.0,59.0,98,76.0,93.0,98.0,98.0,28.0,90.0,78.0,52.0,64.0,17.0,12.0,38.0,7,93,93.0,93.0,86.0,93,69.0,65.0,79.0,91.0,86.0,86.0,86.0,69.0,54.0,48.0,36.0,24,56.0,48.0,9,52.0,30.0,45.0,2,46.0,29.0,41.0,51,56,53.0,62.0,53.0,9.0,2,5.0,2,0,9.0,2,5,0,100,100,83.0,100,100.0,100,98,98.0,100.0,100.0,100.0,100.0,100.0,98.0,84.0,76.0,100.0,100.0,0.0,0,0.0,24.0,76.0,0,64.0,29,21.0,2,14.0,15.0,43.0,24,35.0,5,24.0,21,5,10,7,2,7,2,2,2,0,0,2,2,0,69.0,73.0,59.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,62.0,55.0,53.0
41,WP19107,402000,100,100,100,100,98.0,100,100,0,6.0,,,,100,100,,,,,,94.0,,,6.0,100,100,,,100,94.0,88.0,100.0,94.0,,94.0,,,,,,,12,100,100.0,94.0,94.0,100,,,88.0,94.0,,,,,,,,0,,,0,12.0,,,0,,,,6,18,,,,,6,12.0,0,0,6.0,6,6,6,100,100,88.0,100,94.0,100,100,88.0,94.0,94.0,88.0,100.0,94.0,94.0,,,94.0,,,0,,,,0,,18,,0,,,,12,,0,,6,0,6,6,6,0,0,6,0,0,6,0,0,0,,,,,,0.0,6.0,,0.0,1.0,99.0,,0.0,,0.0,,,0.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,,,,,6.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,
