ID,ZorginstellingenSBI2008,Perioden,Ondernemingen_1,TotaalBedrijfsopbrengsten_2,TotaalNettoOmzet_3,WettelijkBudget_4,OpbrengstenDBCSDBCZorgproducten_5,TotaalOverigeNettoOmzet_6,ZorgprestatiesTussenInstellingen_7,PersoonsgebondenEnVolgendeBudgetten_8,OverigeZorgprestaties_9,OverigeDienstverlening_10,TotaalOverigeBedrijfsopbrengsten_11,Subsidies_12,NietEerderGenoemdeBedrijfsopbrengsten_13,TotaalBedrijfskosten_14,TotaalArbeidskosten_15,LonenEnSalarissen_16,PensioenlastenEnSocialeLasten_17,AfschrijvingenOpVasteActiva_18,BijzondereWaardeverminderingen_19,TotaalOverigeBedrijfskosten_20,TotaalOverigePersoneelskosten_21,KostenUitzendkrachtenEnOverigeInleen_22,NietEerderGenoemdePersoneelskosten_23,TotaalNietEerderGenoemdeBedrKosten_24,VoedingEnHotelmatigeKosten_25,AlgemeneKosten_26,ClientEnBewonersgebondenKosten_27,OnderhoudsEnEnergiekosten_28,HuurOperationeleLeasingKapGoederen_29,AndereBedrijfskosten_30,Bedrijfsresultaat_31,FinancieleBaten_32,FinancieleLasten_33,FinancieelResultaat_34,BuitengewoneBaten_35,BuitengewoneLasten_36,BuitengewoonResultaat_37,ResultaatVoorBelastingen_38,TotaalActiva_39,ImmaterieleVasteActiva_40,MaterieleVasteActiva_41,TotaalFinancieleVasteActiva_42,Deelnemingen_43,OverigeLanglopendeVorderingen_44,TotaalVoorraden_45,Voorraden_46,OnderhandenWerkDBCS_47,TotaalKortlopendeVorderingen_48,VorderingenOpDebiteuren_49,VorderingenUHVBekostiging_50,OverigeKortlopendeVorderingen_51,Effecten_52,LiquideMiddelen_53,TotaalPassiva_54,TotaalEigenVermogen_55,Kapitaal_56,CollectiefGefinGebVermogen_57,NietCollectiefGefinVrijVermogen_58,Voorzieningen_59,LanglopendeSchulden_60,TotaalKortlopendeSchulden_61,SchuldenAanKredietinstellingen_62,Crediteuren_63,AflossingsverplichtingLanglopLening_64,SchuldenUHVBekostiging_65,OverigeKortlopendeSchulden_66,BoekwaardePer1Januari_67,Investeringen_68,Herwaarderingen_69,Desinvesteringen_70,Afschrijvingen_71,BijzondereWaardeverminderingen_72,TerugnameAfgeschrevenActiva_73,BoekwaardePer31December_74,WettelijkBudgetVerslagjaar_75,OpbrengstenTerDekkingWettelijkBudget_76,FinancieringsverschilBudgetOpbrengsten_77,BanenWerknemers_78,ArbeidsjarenWerknemers_79
39,800029  ,2009JJ00,141,6928,6525.0,6289,0.0,236.0,27.0,121.0,35.0,52.0,403.0,255.0,148.0,6617,4215,3471,743,368,13.0,2022.0,385.0,211.0,174.0,1637.0,456.0,410.0,172.0,293.0,254.0,52.0,310,9.0,108.0,-100.0,2.0,5.0,-2.0,209.0,5348,1,4278,56,2.0,55.0,21,7.0,14.0,451,68.0,266.0,116.0,5,536,5348,1247,8.0,1132.0,107.0,319,2077,1704,423.0,213.0,153.0,29.0,886.0,4148.0,764.0,6.0,12.0,267.0,360.0,1.0,4278,6273,6058.0,216.0,158700.0,98870.0
40,800029  ,2010JJ00,140,7184,6756.0,6477,0.0,279.0,36.0,145.0,42.0,57.0,428.0,285.0,143.0,6934,4424,3615,809,376,13.0,2121.0,417.0,215.0,203.0,1704.0,476.0,442.0,184.0,286.0,285.0,31.0,250,9.0,104.0,-95.0,0.0,0.0,0.0,154.0,5730,1,4537,90,1.0,89.0,21,7.0,13.0,444,74.0,248.0,122.0,6,631,5730,1424,9.0,1309.0,106.0,422,2183,1700,380.0,221.0,146.0,52.0,901.0,4355.0,882.0,0.0,271.0,374.0,50.0,5.0,4537,6444,6270.0,174.0,163830.0,100960.0
41,800029  ,2011JJ00,140,7612,7146.0,6839,2.0,306.0,39.0,145.0,61.0,62.0,465.0,312.0,153.0,7337,4685,3822,863,408,49.0,2195.0,423.0,229.0,194.0,1772.0,491.0,450.0,206.0,292.0,305.0,28.0,275,10.0,117.0,-107.0,0.0,0.0,0.0,168.0,5933,1,4695,98,1.0,97.0,16,8.0,9.0,499,66.0,298.0,134.0,5,620,5933,1625,11.0,1498.0,116.0,423,2225,1660,298.0,233.0,170.0,20.0,939.0,4508.0,973.0,6.0,321.0,425.0,20.0,26.0,4695,6722,6417.0,305.0,166380.0,103270.0
42,800029  ,2012JJ00,140,8324,7839.0,7524,13.0,301.0,43.0,151.0,51.0,56.0,486.0,331.0,155.0,7980,4989,4067,922,444,101.0,2447.0,516.0,259.0,256.0,1931.0,513.0,517.0,226.0,305.0,338.0,33.0,344,12.0,115.0,-104.0,0.0,0.0,0.0,240.0,6281,1,4740,108,1.0,107.0,14,7.0,7.0,517,67.0,302.0,147.0,4,897,6281,1865,9.0,1732.0,123.0,460,2282,1673,146.0,229.0,166.0,25.0,1107.0,4657.0,821.0,10.0,205.0,418.0,99.0,25.0,4740,7525,7289.0,236.0,171670.0,106080.0
43,800029  ,2013JJ00,151,8336,7841.0,7488,43.0,311.0,42.0,161.0,53.0,55.0,494.0,339.0,155.0,8103,5192,4212,980,418,73.0,2419.0,504.0,234.0,269.0,1916.0,491.0,496.0,242.0,314.0,356.0,17.0,233,13.0,110.0,-98.0,0.0,0.0,0.0,135.0,6550,1,4843,91,1.0,90.0,21,9.0,12.0,377,67.0,148.0,162.0,4,1213,6550,1994,27.0,1832.0,135.0,524,2487,1545,81.0,211.0,168.0,29.0,1056.0,4742.0,721.0,1.0,141.0,412.0,60.0,9.0,4843,7458,7338.0,120.0,165921.0,103985.0
44,800029  ,2014JJ00,165,8554,8054.0,7675,47.0,331.0,49.0,172.0,55.0,55.0,500.0,342.0,158.0,8260,5283,4239,1045,426,77.0,2475.0,500.0,251.0,249.0,1975.0,478.0,526.0,254.0,318.0,362.0,36.0,294,11.0,108.0,-97.0,0.0,1.0,0.0,197.0,6715,3,4795,74,1.0,73.0,17,7.0,10.0,352,71.0,133.0,149.0,6,1467,6715,2213,30.0,,,600,2374,1527,44.0,188.0,166.0,24.0,1105.0,4849.0,537.0,8.0,117.0,410.0,60.0,12.0,4795,7660,7567.0,93.0,166003.0,103452.0
45,800028  ,2006JJ00,550,13241,12513.0,11572,,941.0,,,,,727.0,311.0,416.0,12811,8294,6778,1516,608,,3909.0,1004.0,605.0,399.0,2905.0,855.0,768.0,305.0,438.0,498.0,41.0,429,31.0,351.0,-319.0,13.0,7.0,5.0,115.0,9939,221,7246,103,,,36,,,841,,,,18,1474,9939,2171,,,,484,3905,3379,,,,,,,1556.0,,,,,,7246,11496,11313.0,183.0,404010.0,221680.0
46,800028  ,2007JJ00,537,13598,11848.0,10910,16.0,922.0,45.0,28.0,461.0,389.0,1749.0,1147.0,602.0,13456,8581,7052,1529,703,,4172.0,1070.0,686.0,384.0,3102.0,912.0,802.0,351.0,462.0,536.0,40.0,142,51.0,243.0,-192.0,6.0,9.0,-3.0,-53.0,10343,28,7857,133,17.0,115.0,42,25.0,17.0,1065,364.0,341.0,360.0,17,1201,10343,2234,30.0,1743.0,461.0,448,4153,3508,640.0,495.0,317.0,73.0,1983.0,7395.0,1441.0,,345.0,604.0,,30.0,7857,10834,10638.0,197.0,388660.0,210230.0
47,800028  ,2008JJ00,491,14360,12679.0,11617,38.0,1024.0,121.0,45.0,465.0,393.0,1681.0,1119.0,562.0,14131,9044,7395,1649,683,,4405.0,1175.0,792.0,383.0,3230.0,947.0,769.0,356.0,503.0,619.0,35.0,228,49.0,261.0,-212.0,7.0,10.0,-3.0,14.0,10669,13,8101,153,13.0,141.0,42,20.0,22.0,1179,380.0,376.0,423.0,15,1166,10669,2398,33.0,1902.0,463.0,442,4219,3611,812.0,503.0,313.0,65.0,1919.0,7762.0,1439.0,,397.0,663.0,,41.0,8101,11622,11354.0,268.0,390940.0,210910.0
48,800028  ,2009JJ00,473,14880,13129.0,12092,59.0,978.0,113.0,59.0,421.0,385.0,1751.0,1194.0,558.0,14394,9142,7529,1614,778,41.0,4433.0,1075.0,695.0,380.0,3358.0,961.0,848.0,333.0,532.0,653.0,31.0,487,29.0,232.0,-203.0,3.0,2.0,1.0,285.0,11250,15,8300,183,16.0,168.0,58,19.0,40.0,1239,350.0,513.0,376.0,9,1445,11250,2684,33.0,2135.0,517.0,475,4325,3765,848.0,482.0,328.0,82.0,2024.0,8115.0,1336.0,17.0,338.0,771.0,30.0,29.0,8300,12057,11727.0,330.0,399720.0,212530.0
49,800028  ,2010JJ00,465,15281,13577.0,12522,64.0,990.0,68.0,65.0,461.0,397.0,1704.0,1373.0,330.0,14793,9575,7861,1714,842,6.0,4370.0,978.0,578.0,400.0,3392.0,952.0,863.0,325.0,513.0,688.0,51.0,488,29.0,238.0,-210.0,5.0,3.0,2.0,279.0,12432,14,9122,173,20.0,153.0,42,19.0,23.0,1196,317.0,454.0,425.0,6,1879,12432,3005,36.0,2364.0,604.0,499,5262,3666,595.0,502.0,332.0,70.0,2168.0,8578.0,1739.0,192.0,511.0,787.0,29.0,60.0,9122,12496,12164.0,331.0,421520.0,220090.0
50,800028  ,2011JJ00,453,15714,13931.0,12912,66.0,952.0,59.0,69.0,468.0,357.0,1783.0,1461.0,322.0,15189,9909,8133,1776,781,47.0,4452.0,1062.0,654.0,408.0,3390.0,958.0,849.0,338.0,499.0,698.0,47.0,525,36.0,259.0,-223.0,14.0,6.0,8.0,310.0,13141,13,9603,264,16.0,249.0,64,21.0,42.0,1149,313.0,451.0,385.0,3,2045,13141,3340,50.0,2633.0,657.0,520,5857,3424,395.0,489.0,360.0,61.0,2118.0,9178.0,1601.0,107.0,392.0,809.0,0.0,82.0,9603,12934,12624.0,309.0,429760.0,224810.0
51,800028  ,2012JJ00,465,17015,15202.0,14251,157.0,793.0,63.0,75.0,406.0,249.0,1813.0,1440.0,373.0,16326,10506,8589,1917,835,139.0,4845.0,1166.0,710.0,456.0,3679.0,997.0,1007.0,343.0,561.0,701.0,70.0,689,43.0,271.0,-228.0,19.0,5.0,14.0,475.0,14056,16,9879,242,14.0,228.0,39,18.0,21.0,1107,317.0,405.0,385.0,14,2760,14056,3802,49.0,3099.0,654.0,591,5943,3720,371.0,564.0,388.0,104.0,2294.0,9621.0,1537.0,59.0,364.0,834.0,103.0,37.0,9879,14294,13982.0,312.0,447880.0,234280.0
52,800028  ,2013JJ00,467,17174,15443.0,14272,326.0,846.0,69.0,79.0,483.0,215.0,1731.0,1377.0,355.0,16698,10972,8898,2074,839,72.0,4815.0,1198.0,717.0,481.0,3617.0,1011.0,940.0,330.0,587.0,676.0,73.0,476,34.0,289.0,-255.0,5.0,4.0,0.0,222.0,14255,15,9962,198,16.0,182.0,131,16.0,115.0,1223,349.0,403.0,471.0,7,2719,14255,4072,39.0,3357.0,676.0,682,5887,3615,290.0,507.0,398.0,96.0,2324.0,9574.0,1553.0,44.0,262.0,840.0,85.0,22.0,9962,14077,13792.0,285.0,437281.0,233037.0
53,800028  ,2014JJ00,471,17150,15476.0,13918,793.0,765.0,62.0,72.0,427.0,203.0,1673.0,1329.0,344.0,16633,10992,8818,2175,852,59.0,4730.0,1127.0,667.0,460.0,3604.0,924.0,1012.0,358.0,554.0,677.0,78.0,516,39.0,294.0,-256.0,3.0,4.0,0.0,260.0,14349,15,9887,152,16.0,136.0,122,14.0,108.0,950,251.0,234.0,465.0,17,3206,14349,4355,67.0,,,804,5834,3356,46.0,592.0,380.0,115.0,2222.0,9835.0,1102.0,52.0,210.0,838.0,45.0,8.0,9887,13956,13853.0,102.0,405713.0,225120.0
54,426500  ,2006JJ00,48,465,199.0,166,,33.0,1.0,0.0,27.0,4.0,265.0,250.0,16.0,463,281,232,49,13,,170.0,44.0,25.0,19.0,126.0,21.0,40.0,10.0,28.0,24.0,3.0,2,2.0,4.0,-2.0,0.0,0.0,0.0,-1.0,252,0,131,0,,,0,,,54,,3.0,,2,64,252,43,0.0,24.0,20.0,33,81,94,0.0,14.0,4.0,8.0,69.0,,,,,,,,131,165,161.0,4.0,,
55,426500  ,2007JJ00,48,510,217.0,186,0.0,31.0,1.0,0.0,26.0,4.0,293.0,278.0,16.0,511,317,262,55,15,,180.0,49.0,26.0,23.0,130.0,16.0,48.0,13.0,25.0,29.0,0.0,-1,2.0,4.0,-2.0,0.0,1.0,-1.0,-4.0,267,0,141,1,0.0,1.0,0,0.0,0.0,47,9.0,3.0,36.0,1,76,267,47,0.0,28.0,18.0,33,85,101,0.0,18.0,6.0,7.0,71.0,,,,,,,,141,184,186.0,-2.0,9930.0,7480.0
56,426500  ,2008JJ00,45,571,251.0,219,0.0,32.0,1.0,0.0,26.0,5.0,320.0,305.0,16.0,570,354,289,64,16,,200.0,52.0,31.0,21.0,148.0,17.0,55.0,14.0,26.0,32.0,5.0,1,2.0,4.0,-2.0,1.0,1.0,0.0,-1.0,290,0,157,1,0.0,1.0,0,0.0,0.0,58,9.0,16.0,33.0,1,74,290,58,0.0,38.0,19.0,36,93,104,1.0,18.0,6.0,2.0,77.0,,,,,,,,157,218,205.0,13.0,11090.0,8000.0
57,426500  ,2009JJ00,41,632,258.0,228,0.0,30.0,0.0,0.0,25.0,4.0,375.0,356.0,20.0,622,383,314,69,17,0.0,222.0,53.0,29.0,24.0,168.0,20.0,62.0,15.0,31.0,37.0,3.0,10,2.0,4.0,-2.0,1.0,0.0,1.0,9.0,320,0,159,1,0.0,1.0,0,0.0,0.0,62,13.0,16.0,33.0,0,98,320,72,0.0,48.0,23.0,41,88,119,0.0,17.0,5.0,6.0,91.0,,,,,,,,159,227,217.0,10.0,11770.0,8340.0
58,426500  ,2010JJ00,42,684,299.0,264,0.0,34.0,4.0,1.0,23.0,6.0,385.0,366.0,19.0,676,430,353,77,19,1.0,226.0,49.0,27.0,23.0,177.0,22.0,63.0,15.0,31.0,42.0,3.0,8,2.0,5.0,-3.0,1.0,0.0,1.0,6.0,326,0,142,1,0.0,1.0,7,0.0,7.0,61,8.0,8.0,45.0,0,115,326,86,0.0,55.0,30.0,26,76,138,0.0,20.0,12.0,6.0,100.0,,,,,,,,142,263,255.0,7.0,12120.0,8720.0
59,426500  ,2011JJ00,38,712,334.0,301,0.0,33.0,5.0,1.0,21.0,6.0,378.0,358.0,20.0,704,445,362,83,21,0.0,239.0,49.0,26.0,23.0,190.0,24.0,68.0,19.0,33.0,44.0,3.0,7,2.0,4.0,-2.0,1.0,0.0,1.0,6.0,330,1,148,2,0.0,2.0,8,0.0,8.0,58,11.0,18.0,29.0,0,113,330,94,0.0,59.0,35.0,25,81,130,0.0,22.0,4.0,2.0,102.0,,,,,,,,148,299,283.0,17.0,12390.0,8890.0
60,426500  ,2012JJ00,36,750,377.0,347,0.0,31.0,3.0,0.0,21.0,6.0,373.0,355.0,18.0,740,464,376,88,20,0.0,255.0,53.0,28.0,25.0,203.0,25.0,74.0,21.0,34.0,47.0,3.0,10,2.0,3.0,-1.0,0.0,0.0,0.0,9.0,357,1,147,1,0.0,1.0,9,0.0,9.0,67,10.0,9.0,48.0,0,131,357,111,0.0,75.0,35.0,29,73,144,0.0,19.0,6.0,9.0,110.0,,,,,,,,147,345,345.0,0.0,12650.0,9190.0
61,426500  ,2013JJ00,36,771,391.0,343,17.0,31.0,4.0,0.0,23.0,4.0,380.0,360.0,20.0,770,490,398,93,21,3.0,256.0,49.0,26.0,23.0,207.0,24.0,76.0,21.0,30.0,52.0,4.0,1,2.0,3.0,-2.0,0.0,0.0,0.0,-1.0,352,1,149,4,0.0,4.0,9,0.0,9.0,58,8.0,14.0,37.0,0,131,352,122,1.0,83.0,37.0,29,68,133,0.0,16.0,11.0,7.0,99.0,,,,,,,,149,343,336.0,7.0,12801.0,9352.0
62,426500  ,2014JJ00,35,781,388.0,340,15.0,33.0,4.0,0.0,24.0,5.0,393.0,371.0,22.0,769,491,393,98,21,0.0,256.0,47.0,25.0,22.0,209.0,23.0,77.0,22.0,28.0,54.0,5.0,13,1.0,3.0,-2.0,0.0,0.0,0.0,11.0,369,0,163,4,0.0,4.0,6,0.0,5.0,54,7.0,12.0,35.0,0,141,369,142,1.0,,,28,67,132,0.0,17.0,6.0,3.0,105.0,,,,,,,,163,339,330.0,9.0,12471.0,9145.0
63,426400  ,2006JJ00,39,886,,12,0.0,,,,,,827.0,827.0,,861,578,469,109,22,0.0,262.0,47.0,19.0,29.0,215.0,,,,,,,25,,,,,,,,570,0,380,6,,,0,0.0,0.0,65,,,,0,119,570,131,,,,52,216,170,,,,,,,,,,,,,380,16,,,17180.0,12260.0
64,426400  ,2007JJ00,41,953,37.0,17,0.0,20.0,,,,,916.0,904.0,13.0,947,617,509,109,26,0.0,303.0,55.0,19.0,37.0,248.0,,,,,,,6,,,-3.0,,,4.0,7.0,640,0,446,6,,,0,0.0,0.0,54,,,,0,133,640,154,,,,50,244,192,,,,,,,,,,,,,446,16,16.0,0.0,17900.0,13010.0
65,426400  ,2008JJ00,40,970,55.0,32,0.0,23.0,,,,,915.0,897.0,18.0,960,637,517,121,26,0.0,295.0,59.0,23.0,36.0,238.0,,,,,,,11,,,-3.0,0.0,0.0,1.0,9.0,631,0,457,4,,,0,0.0,0.0,75,,,,0,94,631,137,,,,42,255,197,,,,,,,,,,,,,457,29,29.0,0.0,17180.0,12700.0
66,426400  ,2009JJ00,45,1298,64.0,32,0.0,32.0,,,,,1234.0,1201.0,34.0,1272,839,684,156,33,0.0,400.0,84.0,26.0,58.0,316.0,,,,,,,26,3.0,7.0,-4.0,5.0,3.0,2.0,24.0,853,0,590,9,,,0,0.0,0.0,90,,,,0,164,853,175,,,,62,356,260,,,,,,,,,,,,,590,34,30.0,4.0,21820.0,16520.0
67,426400  ,2010JJ00,42,1411,69.0,37,0.0,32.0,,,,,1342.0,1282.0,60.0,1405,928,752,177,44,0.0,433.0,102.0,33.0,68.0,332.0,,,,,,,6,3.0,8.0,-5.0,6.0,1.0,5.0,6.0,982,0,697,7,,,0,0.0,0.0,86,,,,0,192,982,163,,,,72,468,280,,,,,,,,,,,,,697,37,36.0,2.0,22520.0,17120.0
68,426400  ,2011JJ00,41,1391,82.0,51,0.0,31.0,,,,,1310.0,1257.0,52.0,1385,907,732,175,38,0.0,441.0,98.0,33.0,65.0,342.0,,,,,,,6,3.0,9.0,-6.0,8.0,2.0,6.0,5.0,937,0,635,5,,,7,0.0,7.0,81,,,,0,209,937,167,,,,74,419,277,,,,,,,,,,,,,635,46,46.0,0.0,20990.0,16140.0
69,426400  ,2012JJ00,43,1472,123.0,106,2.0,16.0,,,,,1350.0,1301.0,49.0,1441,939,752,186,40,5.0,457.0,92.0,38.0,54.0,365.0,,,,,,,32,3.0,9.0,-7.0,2.0,1.0,1.0,25.0,944,0,621,5,,,12,0.0,12.0,80,,,,1,224,944,192,,,,81,407,264,,,,,,,,,,,,,621,103,101.0,2.0,20730.0,15920.0
70,426400  ,2013JJ00,43,1464,125.0,72,36.0,17.0,,,,,1339.0,1282.0,57.0,1435,926,744,182,41,4.0,465.0,94.0,37.0,57.0,371.0,,,,,,,29,2.0,8.0,-5.0,1.0,0.0,1.0,25.0,872,0,512,5,,,11,0.0,11.0,77,,,,1,265,872,205,,,,97,315,255,,,,,,,,,,,,,512,76,73.0,3.0,20721.0,15845.0
71,426400  ,2014JJ00,43,1471,118.0,70,31.0,17.0,,,,,1353.0,1305.0,48.0,1436,906,717,190,30,10.0,489.0,94.0,44.0,51.0,395.0,,,,,,,35,2.0,8.0,-6.0,2.0,0.0,2.0,31.0,887,1,461,6,,,7,0.0,7.0,89,,,,1,323,887,236,,,,109,286,257,,,,,,,,,,,,,461,74,73.0,1.0,19677.0,15128.0
72,427700  ,2006JJ00,16,406,,0,0.0,,,,,,,,,385,289,237,52,7,0.0,,,,,,,,,,,,22,,,,,,,,125,0,34,1,,,0,0.0,0.0,20,,,,0,69,125,30,,,,12,8,75,,,,,,,,,,,,,34,0,0.0,0.0,7570.0,6360.0
73,427700  ,2007JJ00,16,468,8.0,0,0.0,8.0,,,,,460.0,,,472,333,269,63,9,0.0,130.0,39.0,19.0,19.0,91.0,,,,,,,-4,,,1.0,,,0.0,-3.0,124,0,38,1,,,0,0.0,0.0,22,,,,0,63,124,29,,,,11,8,76,,,,,,,,,,,,,38,0,0.0,0.0,8220.0,6920.0
74,427700  ,2008JJ00,16,515,8.0,0,0.0,8.0,,,,,507.0,,,526,378,303,74,11,0.0,138.0,45.0,22.0,23.0,93.0,,,,,,,-11,,,2.0,6.0,1.0,5.0,-5.0,148,0,42,1,,,0,0.0,0.0,29,,,,0,76,148,34,,,,11,8,95,,,,,,,,,,,,,42,0,0.0,0.0,8860.0,7460.0
75,427700  ,2009JJ00,16,580,6.0,0,0.0,6.0,,,,,574.0,,,574,413,337,76,11,0.0,150.0,49.0,23.0,26.0,101.0,,,,,,,6,1.0,0.0,0.0,1.0,0.0,0.0,7.0,138,0,42,1,,,0,0.0,0.0,32,,,,0,63,138,33,,,,10,9,85,,,,,,,,,,,,,42,0,0.0,0.0,9110.0,7860.0
76,427700  ,2010JJ00,16,586,5.0,0,0.0,5.0,,,,,581.0,,,585,436,353,82,12,0.0,138.0,42.0,16.0,26.0,95.0,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,2.0,142,0,41,1,,,0,0.0,0.0,24,,,,0,76,142,37,,,,9,10,86,,,,,,,,,,,,,41,0,0.0,0.0,9120.0,7770.0
77,427700  ,2011JJ00,16,587,6.0,0,0.0,6.0,,,,,581.0,,,584,434,353,82,11,0.0,139.0,40.0,12.0,27.0,99.0,,,,,,,3,2.0,0.0,1.0,1.0,2.0,-1.0,3.0,154,0,37,1,,,0,0.0,0.0,34,,,,0,83,154,40,,,,16,8,90,,,,,,,,,,,,,37,0,0.0,0.0,8900.0,7530.0
78,427700  ,2012JJ00,16,614,6.0,1,1.0,4.0,,,,,608.0,,,608,450,362,88,9,1.0,148.0,35.0,17.0,18.0,114.0,,,,,,,5,2.0,1.0,1.0,0.0,0.0,0.0,7.0,171,0,40,1,,,0,0.0,0.0,32,,,,0,99,171,48,,,,10,8,105,,,,,,,,,,,,,40,1,1.0,0.0,8870.0,7460.0
79,427700  ,2013JJ00,16,630,3.0,1,0.0,2.0,,,,,626.0,,,646,462,371,91,10,1.0,173.0,44.0,14.0,30.0,129.0,,,,,,,-16,1.0,0.0,1.0,0.0,2.0,-2.0,-17.0,171,1,33,1,,,0,0.0,0.0,30,,,,0,106,171,30,,,,37,7,96,,,,,,,,,,,,,33,1,1.0,0.0,9068.0,7595.0
80,427700  ,2014JJ00,16,623,4.0,1,0.0,3.0,,,,,619.0,,,611,454,361,93,9,1.0,147.0,41.0,13.0,28.0,106.0,,,,,,,13,1.0,0.0,1.0,0.0,0.0,0.0,14.0,183,1,27,0,,,0,0.0,0.0,27,,,,0,128,183,44,,,,30,4,105,,,,,,,,,,,,,27,1,1.0,0.0,8581.0,7162.0
