ID,HealthAndLifestyle,PersonalCharacteristics,Periods,NotHappy_1,Happy_2,NotSatisfiedWithLife_3,SatisfiedWithLife_4
456, 1234,53850,2009JJ00,10.0,90.0,11.0,89.0
457, 1234,53850,2010XX00,12.0,88.0,11.0,89.0
458, 1234,53850,2010JJ00,14.0,86.0,14.0,86.0
459, 1234,53850,2012JJ00,,,,
460, 1234,15700,2003JJ00,17.0,83.0,14.0,86.0
461, 1234,15700,2004JJ00,16.0,84.0,12.0,88.0
462, 1234,15700,2005JJ00,17.0,83.0,12.0,88.0
463, 1234,15700,2006JJ00,14.0,86.0,11.0,89.0
464, 1234,15700,2007JJ00,15.0,85.0,12.0,88.0
465, 1234,15700,2008JJ00,14.0,86.0,11.0,89.0
466, 1234,15700,2009JJ00,14.0,86.0,12.0,88.0
467, 1234,15700,2010XX00,17.0,83.0,14.0,86.0
468, 1234,15700,2010JJ00,19.0,81.0,15.0,85.0
469, 1234,15700,2012JJ00,,,,
470, 1234,12600,2003JJ00,10.0,90.0,10.0,90.0
471, 1234,12600,2004JJ00,10.0,90.0,10.0,90.0
472, 1234,12600,2005JJ00,10.0,90.0,10.0,90.0
473, 1234,12600,2006JJ00,10.0,90.0,10.0,90.0
474, 1234,12600,2007JJ00,9.0,91.0,10.0,90.0
475, 1234,12600,2008JJ00,9.0,91.0,9.0,91.0
476, 1234,12600,2009JJ00,9.0,91.0,9.0,91.0
477, 1234,12600,2010XX00,10.0,90.0,11.0,89.0
478, 1234,12600,2010JJ00,13.0,87.0,12.0,88.0
479, 1234,12600,2012JJ00,,,,
480, 1234,12650,2003JJ00,15.0,85.0,13.0,87.0
481, 1234,12650,2004JJ00,12.0,88.0,13.0,87.0
482, 1234,12650,2005JJ00,14.0,86.0,12.0,88.0
483, 1234,12650,2006JJ00,12.0,88.0,12.0,88.0
484, 1234,12650,2007JJ00,13.0,87.0,13.0,87.0
485, 1234,12650,2008JJ00,12.0,88.0,13.0,87.0
486, 1234,12650,2009JJ00,11.0,89.0,15.0,85.0
487, 1234,12650,2010XX00,15.0,85.0,15.0,85.0
488, 1234,12650,2010JJ00,17.0,83.0,13.0,87.0
489, 1234,12650,2012JJ00,,,,
490, 1234,13000,2003JJ00,26.0,74.0,23.0,77.0
491, 1234,13000,2004JJ00,24.0,76.0,23.0,77.0
492, 1234,13000,2005JJ00,24.0,76.0,22.0,78.0
493, 1234,13000,2006JJ00,16.0,84.0,22.0,78.0
494, 1234,13000,2007JJ00,21.0,79.0,17.0,83.0
495, 1234,13000,2008JJ00,18.0,82.0,15.0,85.0
496, 1234,13000,2009JJ00,18.0,82.0,22.0,78.0
497, 1234,13000,2010XX00,23.0,77.0,18.0,82.0
498, 1234,13000,2010JJ00,22.0,78.0,18.0,82.0
499, 1234,13000,2012JJ00,,,,
500, 5678,10001,2003JJ00,15.0,85.0,17.0,83.0
501, 5678,10001,2004JJ00,16.0,84.0,18.0,82.0
502, 5678,10001,2005JJ00,16.0,84.0,19.0,81.0
503, 5678,10001,2006JJ00,15.0,85.0,18.0,82.0
504, 5678,10001,2007JJ00,17.0,83.0,18.0,82.0
505, 5678,10001,2008JJ00,16.0,84.0,16.0,84.0
506, 5678,10001,2009JJ00,15.0,85.0,17.0,83.0
507, 5678,10001,2010XX00,15.0,85.0,19.0,81.0
508, 5678,10001,2010JJ00,20.0,80.0,21.0,79.0
509, 5678,10001,2012JJ00,,,,
510, 5678,15400,2003JJ00,15.0,85.0,16.0,84.0
511, 5678,15400,2004JJ00,16.0,84.0,18.0,82.0
512, 5678,15400,2005JJ00,16.0,84.0,18.0,82.0
513, 5678,15400,2006JJ00,13.0,87.0,16.0,84.0
514, 5678,15400,2007JJ00,16.0,84.0,17.0,83.0
515, 5678,15400,2008JJ00,16.0,84.0,16.0,84.0
516, 5678,15400,2009JJ00,14.0,86.0,16.0,84.0
517, 5678,15400,2010XX00,12.0,88.0,17.0,83.0
518, 5678,15400,2010JJ00,19.0,81.0,21.0,79.0
519, 5678,15400,2012JJ00,,,,
520, 5678,15450,2003JJ00,16.0,84.0,18.0,82.0
521, 5678,15450,2004JJ00,16.0,84.0,19.0,81.0
522, 5678,15450,2005JJ00,17.0,83.0,21.0,79.0
523, 5678,15450,2006JJ00,18.0,82.0,20.0,80.0
524, 5678,15450,2007JJ00,18.0,82.0,20.0,80.0
525, 5678,15450,2008JJ00,16.0,84.0,16.0,84.0
526, 5678,15450,2009JJ00,17.0,83.0,18.0,82.0
527, 5678,15450,2010XX00,20.0,80.0,21.0,79.0
528, 5678,15450,2010JJ00,22.0,78.0,22.0,78.0
529, 5678,15450,2012JJ00,,,,
530, 5678,53110,2003JJ00,12.0,88.0,14.0,86.0
531, 5678,53110,2004JJ00,13.0,87.0,18.0,82.0
532, 5678,53110,2005JJ00,15.0,85.0,19.0,81.0
533, 5678,53110,2006JJ00,10.0,90.0,16.0,84.0
534, 5678,53110,2007JJ00,14.0,86.0,15.0,85.0
535, 5678,53110,2008JJ00,11.0,89.0,14.0,86.0
536, 5678,53110,2009JJ00,12.0,88.0,15.0,85.0
537, 5678,53110,2010XX00,10.0,90.0,14.0,86.0
538, 5678,53110,2010JJ00,16.0,84.0,20.0,80.0
539, 5678,53110,2012JJ00,,,,
540, 5678,53705,2003JJ00,15.0,85.0,18.0,82.0
541, 5678,53705,2004JJ00,16.0,84.0,19.0,81.0
542, 5678,53705,2005JJ00,16.0,84.0,19.0,81.0
543, 5678,53705,2006JJ00,16.0,84.0,19.0,81.0
544, 5678,53705,2007JJ00,16.0,84.0,19.0,81.0
545, 5678,53705,2008JJ00,19.0,81.0,19.0,81.0
546, 5678,53705,2009JJ00,16.0,84.0,18.0,82.0
547, 5678,53705,2010XX00,15.0,85.0,21.0,79.0
548, 5678,53705,2010JJ00,21.0,79.0,21.0,79.0
549, 5678,53705,2012JJ00,,,,
550, 5678,53850,2003JJ00,17.0,83.0,18.0,82.0
551, 5678,53850,2004JJ00,17.0,83.0,19.0,81.0
552, 5678,53850,2005JJ00,18.0,82.0,21.0,79.0
553, 5678,53850,2006JJ00,17.0,83.0,19.0,81.0
554, 5678,53850,2007JJ00,18.0,82.0,20.0,80.0
555, 5678,53850,2008JJ00,17.0,83.0,15.0,85.0
556, 5678,53850,2009JJ00,16.0,84.0,17.0,83.0
557, 5678,53850,2010XX00,19.0,81.0,24.0,76.0
558, 5678,53850,2010JJ00,24.0,76.0,23.0,77.0
559, 5678,53850,2012JJ00,,,,
560, 5678,15700,2003JJ00,23.0,77.0,20.0,80.0
561, 5678,15700,2004JJ00,24.0,76.0,18.0,82.0
562, 5678,15700,2005JJ00,16.0,84.0,15.0,85.0
563, 5678,15700,2006JJ00,21.0,79.0,19.0,81.0
564, 5678,15700,2007JJ00,23.0,77.0,24.0,76.0
565, 5678,15700,2008JJ00,20.0,80.0,18.0,82.0
566, 5678,15700,2009JJ00,23.0,77.0,20.0,80.0
567, 5678,15700,2010XX00,,,,
568, 5678,15700,2010JJ00,,,,
569, 5678,15700,2012JJ00,,,,
570, 5678,12600,2003JJ00,13.0,87.0,15.0,85.0
571, 5678,12600,2004JJ00,14.0,86.0,16.0,84.0
572, 5678,12600,2005JJ00,13.0,87.0,17.0,83.0
573, 5678,12600,2006JJ00,12.0,88.0,15.0,85.0
574, 5678,12600,2007JJ00,14.0,86.0,17.0,83.0
575, 5678,12600,2008JJ00,13.0,87.0,14.0,86.0
576, 5678,12600,2009JJ00,14.0,86.0,15.0,85.0
577, 5678,12600,2010XX00,14.0,86.0,16.0,84.0
578, 5678,12600,2010JJ00,18.0,82.0,20.0,80.0
579, 5678,12600,2012JJ00,,,,
580, 5678,12650,2003JJ00,20.0,80.0,20.0,80.0
581, 5678,12650,2004JJ00,17.0,83.0,20.0,80.0
582, 5678,12650,2005JJ00,21.0,79.0,21.0,79.0
583, 5678,12650,2006JJ00,16.0,84.0,24.0,76.0
584, 5678,12650,2007JJ00,21.0,79.0,23.0,77.0
585, 5678,12650,2008JJ00,20.0,80.0,21.0,79.0
586, 5678,12650,2009JJ00,16.0,84.0,21.0,79.0
587, 5678,12650,2010XX00,,,,
588, 5678,12650,2010JJ00,,,,
589, 5678,12650,2012JJ00,,,,
590, 5678,13000,2003JJ00,31.0,69.0,29.0,71.0
591, 5678,13000,2004JJ00,36.0,64.0,37.0,63.0
592, 5678,13000,2005JJ00,36.0,64.0,37.0,63.0
593, 5678,13000,2006JJ00,33.0,67.0,38.0,62.0
594, 5678,13000,2007JJ00,35.0,65.0,25.0,75.0
595, 5678,13000,2008JJ00,35.0,65.0,28.0,72.0
596, 5678,13000,2009JJ00,32.0,68.0,31.0,69.0
597, 5678,13000,2010XX00,,,,
598, 5678,13000,2010JJ00,34.0,66.0,26.0,74.0
599, 5678,13000,2012JJ00,,,,
600,   12,10001,2003JJ00,,,,
601,   12,10001,2004JJ00,,,,
602,   12,10001,2005JJ00,19.0,81.0,17.0,83.0
603,   12,10001,2006JJ00,18.0,82.0,17.0,83.0
604,   12,10001,2007JJ00,18.0,82.0,17.0,83.0
605,   12,10001,2008JJ00,15.0,85.0,15.0,85.0
606,   12,10001,2009JJ00,16.0,84.0,16.0,84.0
607,   12,10001,2010XX00,19.0,81.0,16.0,84.0
608,   12,10001,2010JJ00,24.0,76.0,20.0,80.0
609,   12,10001,2012JJ00,,,,
610,   12,15400,2003JJ00,,,,
611,   12,15400,2004JJ00,,,,
612,   12,15400,2005JJ00,21.0,79.0,23.0,77.0
613,   12,15400,2006JJ00,17.0,83.0,20.0,80.0
614,   12,15400,2007JJ00,18.0,82.0,20.0,80.0
615,   12,15400,2008JJ00,19.0,81.0,16.0,84.0
616,   12,15400,2009JJ00,12.0,88.0,14.0,86.0
617,   12,15400,2010XX00,16.0,84.0,13.0,87.0
618,   12,15400,2010JJ00,24.0,76.0,20.0,80.0
619,   12,15400,2012JJ00,,,,
620,   12,15450,2003JJ00,,,,
621,   12,15450,2004JJ00,,,,
622,   12,15450,2005JJ00,18.0,82.0,14.0,86.0
623,   12,15450,2006JJ00,18.0,82.0,16.0,84.0
624,   12,15450,2007JJ00,18.0,82.0,16.0,84.0
625,   12,15450,2008JJ00,14.0,86.0,15.0,85.0
626,   12,15450,2009JJ00,18.0,82.0,17.0,83.0
627,   12,15450,2010XX00,20.0,80.0,17.0,83.0
628,   12,15450,2010JJ00,24.0,76.0,20.0,80.0
629,   12,15450,2012JJ00,,,,
630,   12,53110,2003JJ00,,,,
631,   12,53110,2004JJ00,,,,
632,   12,53110,2005JJ00,15.0,85.0,13.0,87.0
633,   12,53110,2006JJ00,12.0,88.0,11.0,89.0
634,   12,53110,2007JJ00,13.0,87.0,17.0,83.0
635,   12,53110,2008JJ00,7.0,93.0,10.0,90.0
636,   12,53110,2009JJ00,10.0,90.0,12.0,88.0
637,   12,53110,2010XX00,,,,
638,   12,53110,2010JJ00,,,,
639,   12,53110,2012JJ00,,,,
640,   12,53705,2003JJ00,,,,
641,   12,53705,2004JJ00,,,,
642,   12,53705,2005JJ00,18.0,82.0,19.0,81.0
643,   12,53705,2006JJ00,20.0,80.0,23.0,77.0
644,   12,53705,2007JJ00,16.0,84.0,16.0,84.0
645,   12,53705,2008JJ00,16.0,84.0,18.0,82.0
646,   12,53705,2009JJ00,16.0,84.0,19.0,81.0
647,   12,53705,2010XX00,20.0,80.0,16.0,84.0
648,   12,53705,2010JJ00,24.0,76.0,23.0,77.0
649,   12,53705,2012JJ00,,,,
650,   12,53850,2003JJ00,,,,
651,   12,53850,2004JJ00,,,,
652,   12,53850,2005JJ00,21.0,79.0,25.0,75.0
653,   12,53850,2006JJ00,23.0,77.0,22.0,78.0
654,   12,53850,2007JJ00,23.0,77.0,19.0,81.0
655,   12,53850,2008JJ00,17.0,83.0,17.0,83.0
656,   12,53850,2009JJ00,18.0,82.0,13.0,87.0
657,   12,53850,2010XX00,,,,
658,   12,53850,2010JJ00,,,,
659,   12,53850,2012JJ00,,,,
660,   12,15700,2003JJ00,,,,
661,   12,15700,2004JJ00,,,,
662,   12,15700,2005JJ00,21.0,79.0,12.0,88.0
663,   12,15700,2006JJ00,16.0,84.0,13.0,87.0
664,   12,15700,2007JJ00,20.0,80.0,16.0,84.0
665,   12,15700,2008JJ00,18.0,82.0,16.0,84.0
666,   12,15700,2009JJ00,19.0,81.0,17.0,83.0
667,   12,15700,2010XX00,20.0,80.0,15.0,85.0
668,   12,15700,2010JJ00,27.0,73.0,20.0,80.0
669,   12,15700,2012JJ00,,,,
670,   12,12600,2003JJ00,,,,
671,   12,12600,2004JJ00,,,,
672,   12,12600,2005JJ00,16.0,84.0,16.0,84.0
673,   12,12600,2006JJ00,15.0,85.0,15.0,85.0
674,   12,12600,2007JJ00,16.0,84.0,16.0,84.0
675,   12,12600,2008JJ00,15.0,85.0,15.0,85.0
676,   12,12600,2009JJ00,15.0,85.0,14.0,86.0
677,   12,12600,2010XX00,15.0,85.0,15.0,85.0
678,   12,12600,2010JJ00,24.0,76.0,19.0,81.0
679,   12,12600,2012JJ00,,,,
680,   12,12650,2003JJ00,,,,
681,   12,12650,2004JJ00,,,,
682,   12,12650,2005JJ00,,,,
683,   12,12650,2006JJ00,,,,
684,   12,12650,2007JJ00,,,,
685,   12,12650,2008JJ00,,,,
686,   12,12650,2009JJ00,,,,
687,   12,12650,2010XX00,,,,
688,   12,12650,2010JJ00,,,,
689,   12,12650,2012JJ00,,,,
690,   12,13000,2003JJ00,,,,
691,   12,13000,2004JJ00,,,,
692,   12,13000,2005JJ00,28.0,72.0,22.0,78.0
693,   12,13000,2006JJ00,24.0,76.0,24.0,76.0
694,   12,13000,2007JJ00,27.0,73.0,20.0,80.0
695,   12,13000,2008JJ00,17.0,83.0,15.0,85.0
696,   12,13000,2009JJ00,20.0,80.0,22.0,78.0
697,   12,13000,2010XX00,,,,
698,   12,13000,2010JJ00,,,,
699,   12,13000,2012JJ00,,,,
700,   34,10001,2003JJ00,,,,
701,   34,10001,2004JJ00,,,,
702,   34,10001,2005JJ00,10.0,90.0,12.0,88.0
703,   34,10001,2006JJ00,9.0,91.0,12.0,88.0
704,   34,10001,2007JJ00,9.0,91.0,11.0,89.0
705,   34,10001,2008JJ00,9.0,91.0,10.0,90.0
706,   34,10001,2009JJ00,8.0,92.0,10.0,90.0
707,   34,10001,2010XX00,9.0,91.0,11.0,89.0
708,   34,10001,2010JJ00,14.0,86.0,12.0,88.0
709,   34,10001,2012JJ00,,,,
710,   34,15400,2003JJ00,,,,
711,   34,15400,2004JJ00,,,,
712,   34,15400,2005JJ00,9.0,91.0,11.0,89.0
713,   34,15400,2006JJ00,8.0,92.0,11.0,89.0
714,   34,15400,2007JJ00,8.0,92.0,10.0,90.0
715,   34,15400,2008JJ00,9.0,91.0,9.0,91.0
716,   34,15400,2009JJ00,7.0,93.0,10.0,90.0
717,   34,15400,2010XX00,8.0,92.0,11.0,89.0
718,   34,15400,2010JJ00,13.0,87.0,12.0,88.0
719,   34,15400,2012JJ00,,,,
720,   34,15450,2003JJ00,,,,
721,   34,15450,2004JJ00,,,,
722,   34,15450,2005JJ00,11.0,89.0,13.0,87.0
723,   34,15450,2006JJ00,11.0,89.0,12.0,88.0
724,   34,15450,2007JJ00,10.0,90.0,12.0,88.0
725,   34,15450,2008JJ00,9.0,91.0,10.0,90.0
726,   34,15450,2009JJ00,9.0,91.0,10.0,90.0
727,   34,15450,2010XX00,9.0,91.0,11.0,89.0
728,   34,15450,2010JJ00,15.0,85.0,13.0,87.0
729,   34,15450,2012JJ00,,,,
730,   34,53110,2003JJ00,,,,
731,   34,53110,2004JJ00,,,,
732,   34,53110,2005JJ00,8.0,92.0,11.0,89.0
733,   34,53110,2006JJ00,7.0,93.0,12.0,88.0
734,   34,53110,2007JJ00,7.0,93.0,10.0,90.0
735,   34,53110,2008JJ00,6.0,94.0,8.0,92.0
736,   34,53110,2009JJ00,6.0,94.0,9.0,91.0
737,   34,53110,2010XX00,5.0,95.0,8.0,92.0
738,   34,53110,2010JJ00,11.0,89.0,11.0,89.0
739,   34,53110,2012JJ00,,,,
740,   34,53705,2003JJ00,,,,
741,   34,53705,2004JJ00,,,,
742,   34,53705,2005JJ00,9.0,91.0,12.0,88.0
743,   34,53705,2006JJ00,9.0,91.0,12.0,88.0
744,   34,53705,2007JJ00,7.0,93.0,11.0,89.0
745,   34,53705,2008JJ00,10.0,90.0,10.0,90.0
746,   34,53705,2009JJ00,7.0,93.0,11.0,89.0
747,   34,53705,2010XX00,7.0,93.0,11.0,89.0
748,   34,53705,2010JJ00,13.0,87.0,13.0,87.0
749,   34,53705,2012JJ00,,,,
750,   34,53850,2003JJ00,,,,
751,   34,53850,2004JJ00,,,,
752,   34,53850,2005JJ00,11.0,89.0,12.0,88.0
753,   34,53850,2006JJ00,10.0,90.0,12.0,88.0
754,   34,53850,2007JJ00,10.0,90.0,11.0,89.0
755,   34,53850,2008JJ00,10.0,90.0,10.0,90.0
756,   34,53850,2009JJ00,9.0,91.0,11.0,89.0
757,   34,53850,2010XX00,11.0,89.0,12.0,88.0
758,   34,53850,2010JJ00,15.0,85.0,13.0,87.0
759,   34,53850,2012JJ00,,,,
760,   34,15700,2003JJ00,,,,
761,   34,15700,2004JJ00,,,,
762,   34,15700,2005JJ00,13.0,87.0,11.0,89.0
763,   34,15700,2006JJ00,13.0,87.0,10.0,90.0
764,   34,15700,2007JJ00,14.0,86.0,12.0,88.0
765,   34,15700,2008JJ00,11.0,89.0,11.0,89.0
766,   34,15700,2009JJ00,11.0,89.0,9.0,91.0
767,   34,15700,2010XX00,12.0,88.0,13.0,87.0
768,   34,15700,2010JJ00,16.0,84.0,12.0,88.0
769,   34,15700,2012JJ00,,,,
770,   34,12600,2003JJ00,,,,
771,   34,12600,2004JJ00,,,,
772,   34,12600,2005JJ00,9.0,91.0,11.0,89.0
773,   34,12600,2006JJ00,9.0,91.0,10.0,90.0
774,   34,12600,2007JJ00,8.0,92.0,11.0,89.0
775,   34,12600,2008JJ00,8.0,92.0,9.0,91.0
776,   34,12600,2009JJ00,8.0,92.0,10.0,90.0
777,   34,12600,2010XX00,8.0,92.0,11.0,89.0
778,   34,12600,2010JJ00,13.0,87.0,12.0,88.0
779,   34,12600,2012JJ00,,,,
780,   34,12650,2003JJ00,,,,
781,   34,12650,2004JJ00,,,,
782,   34,12650,2005JJ00,13.0,87.0,14.0,86.0
783,   34,12650,2006JJ00,10.0,90.0,12.0,88.0
784,   34,12650,2007JJ00,13.0,87.0,14.0,86.0
785,   34,12650,2008JJ00,13.0,87.0,15.0,85.0
786,   34,12650,2009JJ00,8.0,92.0,13.0,87.0
787,   34,12650,2010XX00,12.0,88.0,13.0,87.0
788,   34,12650,2010JJ00,14.0,86.0,11.0,89.0
789,   34,12650,2012JJ00,,,,
790,   34,13000,2003JJ00,,,,
791,   34,13000,2004JJ00,,,,
792,   34,13000,2005JJ00,23.0,77.0,24.0,76.0
793,   34,13000,2006JJ00,13.0,87.0,27.0,73.0
794,   34,13000,2007JJ00,16.0,84.0,14.0,86.0
795,   34,13000,2008JJ00,23.0,77.0,13.0,87.0
796,   34,13000,2009JJ00,11.0,89.0,15.0,85.0
797,   34,13000,2010XX00,,,,
798,   34,13000,2010JJ00,,,,
799,   34,13000,2012JJ00,,,,
800,   56,10001,2003JJ00,,,,
801,   56,10001,2004JJ00,,,,
802,   56,10001,2005JJ00,13.0,87.0,15.0,85.0
803,   56,10001,2006JJ00,10.0,90.0,11.0,89.0
804,   56,10001,2007JJ00,12.0,88.0,13.0,87.0
805,   56,10001,2008JJ00,11.0,89.0,10.0,90.0
806,   56,10001,2009JJ00,11.0,89.0,11.0,89.0
807,   56,10001,2010XX00,11.0,89.0,14.0,86.0
808,   56,10001,2010JJ00,18.0,82.0,19.0,81.0
809,   56,10001,2012JJ00,,,,
810,   56,15400,2003JJ00,,,,
811,   56,15400,2004JJ00,,,,
812,   56,15400,2005JJ00,11.0,89.0,13.0,87.0
813,   56,15400,2006JJ00,8.0,92.0,10.0,90.0
814,   56,15400,2007JJ00,11.0,89.0,12.0,88.0
815,   56,15400,2008JJ00,10.0,90.0,11.0,89.0
816,   56,15400,2009JJ00,10.0,90.0,10.0,90.0
817,   56,15400,2010XX00,11.0,89.0,13.0,87.0
818,   56,15400,2010JJ00,16.0,84.0,18.0,82.0
819,   56,15400,2012JJ00,,,,
820,   56,15450,2003JJ00,,,,
821,   56,15450,2004JJ00,,,,
822,   56,15450,2005JJ00,21.0,79.0,22.0,78.0
823,   56,15450,2006JJ00,16.0,84.0,14.0,86.0
824,   56,15450,2007JJ00,18.0,82.0,16.0,84.0
825,   56,15450,2008JJ00,13.0,87.0,7.0,93.0
826,   56,15450,2009JJ00,16.0,84.0,15.0,85.0
827,   56,15450,2010XX00,,,,
828,   56,15450,2010JJ00,,,,
829,   56,15450,2012JJ00,,,,
830,   56,53110,2003JJ00,,,,
831,   56,53110,2004JJ00,,,,
832,   56,53110,2005JJ00,8.0,92.0,14.0,86.0
833,   56,53110,2006JJ00,9.0,91.0,7.0,93.0
834,   56,53110,2007JJ00,10.0,90.0,8.0,92.0
835,   56,53110,2008JJ00,6.0,94.0,9.0,91.0
836,   56,53110,2009JJ00,10.0,90.0,9.0,91.0
837,   56,53110,2010XX00,,,,
838,   56,53110,2010JJ00,,,,
839,   56,53110,2012JJ00,,,,
840,   56,53705,2003JJ00,,,,
841,   56,53705,2004JJ00,,,,
842,   56,53705,2005JJ00,16.0,84.0,15.0,85.0
843,   56,53705,2006JJ00,8.0,92.0,12.0,88.0
844,   56,53705,2007JJ00,9.0,91.0,17.0,83.0
845,   56,53705,2008JJ00,15.0,85.0,13.0,87.0
846,   56,53705,2009JJ00,12.0,88.0,11.0,89.0
847,   56,53705,2010XX00,,,,
848,   56,53705,2010JJ00,,,,
849,   56,53705,2012JJ00,,,,
850,   56,53850,2003JJ00,,,,
851,   56,53850,2004JJ00,,,,
852,   56,53850,2005JJ00,17.0,83.0,17.0,83.0
853,   56,53850,2006JJ00,11.0,89.0,13.0,87.0
854,   56,53850,2007JJ00,16.0,84.0,15.0,85.0
855,   56,53850,2008JJ00,13.0,87.0,10.0,90.0
856,   56,53850,2009JJ00,11.0,89.0,12.0,88.0
857,   56,53850,2010XX00,,,,
858,   56,53850,2010JJ00,,,,
859,   56,53850,2012JJ00,,,,
860,   56,15700,2003JJ00,,,,
861,   56,15700,2004JJ00,,,,
862,   56,15700,2005JJ00,,,,
863,   56,15700,2006JJ00,,,,
864,   56,15700,2007JJ00,,,,
865,   56,15700,2008JJ00,,,,
866,   56,15700,2009JJ00,,,,
867,   56,15700,2010XX00,,,,
868,   56,15700,2010JJ00,,,,
869,   56,15700,2012JJ00,,,,
870,   56,12600,2003JJ00,,,,
871,   56,12600,2004JJ00,,,,
872,   56,12600,2005JJ00,12.0,88.0,15.0,85.0
873,   56,12600,2006JJ00,8.0,92.0,10.0,90.0
874,   56,12600,2007JJ00,11.0,89.0,12.0,88.0
875,   56,12600,2008JJ00,11.0,89.0,10.0,90.0
876,   56,12600,2009JJ00,10.0,90.0,10.0,90.0
877,   56,12600,2010XX00,11.0,89.0,11.0,89.0
878,   56,12600,2010JJ00,17.0,83.0,19.0,81.0
879,   56,12600,2012JJ00,,,,
880,   56,12650,2003JJ00,,,,
881,   56,12650,2004JJ00,,,,
882,   56,12650,2005JJ00,,,,
883,   56,12650,2006JJ00,,,,
884,   56,12650,2007JJ00,,,,
885,   56,12650,2008JJ00,,,,
886,   56,12650,2009JJ00,,,,
887,   56,12650,2010XX00,,,,
888,   56,12650,2010JJ00,,,,
889,   56,12650,2012JJ00,,,,
890,   56,13000,2003JJ00,,,,
891,   56,13000,2004JJ00,,,,
892,   56,13000,2005JJ00,,,,
893,   56,13000,2006JJ00,,,,
894,   56,13000,2007JJ00,,,,
895,   56,13000,2008JJ00,,,,
896,   56,13000,2009JJ00,,,,
897,   56,13000,2010XX00,,,,
898,   56,13000,2010JJ00,,,,
899,   56,13000,2012JJ00,,,,
900,  901,10001,2003JJ00,,,,
901,  901,10001,2004JJ00,,,,
902,  901,10001,2005JJ00,20.0,80.0,21.0,79.0
903,  901,10001,2006JJ00,15.0,85.0,13.0,87.0
904,  901,10001,2007JJ00,15.0,85.0,14.0,86.0
905,  901,10001,2008JJ00,17.0,83.0,16.0,84.0
906,  901,10001,2009JJ00,20.0,80.0,25.0,75.0
907,  901,10001,2010XX00,,,,
908,  901,10001,2010JJ00,21.0,79.0,16.0,84.0
909,  901,10001,2012JJ00,,,,
910,  901,15400,2003JJ00,,,,
911,  901,15400,2004JJ00,,,,
912,  901,15400,2005JJ00,,,,
913,  901,15400,2006JJ00,,,,
914,  901,15400,2007JJ00,,,,
915,  901,15400,2008JJ00,,,,
916,  901,15400,2009JJ00,,,,
917,  901,15400,2010XX00,,,,
918,  901,15400,2010JJ00,,,,
919,  901,15400,2012JJ00,,,,
920,  901,15450,2003JJ00,,,,
921,  901,15450,2004JJ00,,,,
922,  901,15450,2005JJ00,20.0,80.0,19.0,81.0
923,  901,15450,2006JJ00,,,,
924,  901,15450,2007JJ00,,,,
925,  901,15450,2008JJ00,14.0,86.0,17.0,83.0
926,  901,15450,2009JJ00,,,,
927,  901,15450,2010XX00,,,,
928,  901,15450,2010JJ00,,,,
929,  901,15450,2012JJ00,,,,
930,  901,53110,2003JJ00,,,,
931,  901,53110,2004JJ00,,,,
932,  901,53110,2005JJ00,,,,
933,  901,53110,2006JJ00,,,,
934,  901,53110,2007JJ00,,,,
935,  901,53110,2008JJ00,,,,
936,  901,53110,2009JJ00,,,,
937,  901,53110,2010XX00,,,,
938,  901,53110,2010JJ00,,,,
939,  901,53110,2012JJ00,,,,
940,  901,53705,2003JJ00,,,,
941,  901,53705,2004JJ00,,,,
942,  901,53705,2005JJ00,,,,
943,  901,53705,2006JJ00,,,,
944,  901,53705,2007JJ00,,,,
945,  901,53705,2008JJ00,,,,
946,  901,53705,2009JJ00,,,,
947,  901,53705,2010XX00,,,,
948,  901,53705,2010JJ00,,,,
949,  901,53705,2012JJ00,,,,
950,  901,53850,2003JJ00,,,,
951,  901,53850,2004JJ00,,,,
952,  901,53850,2005JJ00,,,,
953,  901,53850,2006JJ00,,,,
954,  901,53850,2007JJ00,,,,
955,  901,53850,2008JJ00,,,,
956,  901,53850,2009JJ00,,,,
957,  901,53850,2010XX00,,,,
958,  901,53850,2010JJ00,,,,
959,  901,53850,2012JJ00,,,,
960,  901,15700,2003JJ00,,,,
961,  901,15700,2004JJ00,,,,
962,  901,15700,2005JJ00,,,,
963,  901,15700,2006JJ00,,,,
964,  901,15700,2007JJ00,,,,
965,  901,15700,2008JJ00,,,,
966,  901,15700,2009JJ00,,,,
967,  901,15700,2010XX00,,,,
968,  901,15700,2010JJ00,,,,
969,  901,15700,2012JJ00,,,,
970,  901,12600,2003JJ00,,,,
971,  901,12600,2004JJ00,,,,
972,  901,12600,2005JJ00,15.0,85.0,20.0,80.0
973,  901,12600,2006JJ00,14.0,86.0,10.0,90.0
974,  901,12600,2007JJ00,15.0,85.0,13.0,87.0
975,  901,12600,2008JJ00,13.0,87.0,13.0,87.0
976,  901,12600,2009JJ00,,,,
977,  901,12600,2010XX00,,,,
978,  901,12600,2010JJ00,,,,
979,  901,12600,2012JJ00,,,,
980,  901,12650,2003JJ00,,,,
981,  901,12650,2004JJ00,,,,
982,  901,12650,2005JJ00,,,,
983,  901,12650,2006JJ00,,,,
984,  901,12650,2007JJ00,,,,
985,  901,12650,2008JJ00,,,,
986,  901,12650,2009JJ00,,,,
987,  901,12650,2010XX00,,,,
988,  901,12650,2010JJ00,,,,
989,  901,12650,2012JJ00,,,,
990,  901,13000,2003JJ00,,,,
991,  901,13000,2004JJ00,,,,
992,  901,13000,2005JJ00,,,,
