ID,BedrijfstakkenBranchesSBI2008,PersoneelDatWerktMetEenComputer_1,PersoneelDatWerktMetInternet_2,Telewerkers_3,TelewerkKomtVoor_4,ICTPersAangenomenWillenAannemen_5,ICTVacaturesLastigTeVullen_6,ICTSpecialistenInLoondienst_7,AandeelICTSpecialisten_8,ICTSpecOntwEnOnderhoudSoftware_9,ICTCursusAanICTSpecialisten_10,ICTCursusAanOverigPersoneel_11,InternetVast_12,MinderDan30MbitS_13,k_30Tot100MbitS_14,k_100Tot500MbitS_15,k_500MbitSTot1GbitS_16,TenMinste1GbitS_17,MobielInternetVerstrekt_18,PersoneelDatWerktMetMobielInternet_19,BedrijvenMetWebsite_20,BeschrijvingenVanProductenPrijslijst_21,OnlineBestellenBoekenOfReserveren_22,ProductaanpassingDoorKlant_23,BestellingOnlineVolgen_24,KlantspecifiekeInfoVoorDeBezoeker_25,VerwijzingNaarSocialeMedia_26,SocialeNetwerkenBijvFacebook_27,BlogsOfMicroblogsBijvTwitter_28,MultimediaDelenBijvYouTube_29,WikiSOmKennisTeDelen_30,ClouddienstenGebruikt_31,EMail_32,OfficeSoftware_33,OpslagDatabases_34,BestandenOpslaan_35,BoekhoudingSoftware_36,ERPSoftware_37,KlantbeheerSoftware_38,Veiligheidssoftware_39,Rekenkracht_40,Rekenplatform_41,ERPSoftware_42,OpslagKlantgegevens_43,AnalyseKlantgegevens_44,NietGedigitaliseerd_45,NauwelijksGedigitaliseerd_46,GemiddeldGedigitaliseerd_47,VeelGedigitaliseerd_48,BijnaVolledigGedigitaliseerd_49,AIGebruikt_50,TextMining_51,Spraakherkenning_52,NaturalLanguageGeneration_53,AfbeeldingHerkenning_54,MachineLearning_55,RobotOndersteundeProcesautomatisering_56,ServiceRobotsOfAutonomeVoertuigen_57,VoorMarketingOfVerkoop_58,Productieprocessen_59,AdministratieveProcessen_60,BestuurVanBedrijven_61,Logistiek_62,ICTBeveiliging_63,HRM_64,EigenWerknemersOntwikkeld_65,CommercieelZelfAangepast_66,OpenSourceZelfAangepast_67,CommercieelGebruikt_68,ExternOntwikkeld_69,HeeftAIOverwogen_70,KostenZijnTeHoog_71,GebrekAanRelevanteErvaringInBedrijf_72,IncompatibiliteitBestaandeICTSysteem_73,MoeilijkhedenBeschikbaarheidGegevens_74,BezorgdheidSchendingGegevensbescherm_75,OnduidelijkheidOverJuridischeGevolgen_76,EthischeOverwegingen_77,NietNuttigVoorOnderneming_78,GebruiktEenOfMeerAITechnologieen_79,GebruiktTweeOfMeerAITechnologieen_80,GebruiktDrieOfMeerAITechnologieen_81,GebruiktVierOfMeerAITechnologieen_82,AntiVirussoftware_83,BeleidVoorSterkeWachtwoorden_84,UpdatenSoftwareBesturingssysteem_85,AuthenticatieViaSoftOfHardwaretoken_86,EncryptieVanData_87,GegevensOpAndereFysiekeLocatie_88,NetworkAccessControl_89,VPNInternetgebruikBuitenHetBedrijf_90,LogbestandenVoorAnalyseIncidenten_91,MethodesVoorBeoordelenICTVeiligheid_92,Risicoanalyses_93,UitbesteedAanExternBedrijf_94,EigenPersoneel_95,EigenPersoneelEnExternBedrijf_96,NietVanToepassing_97,IncidentDoorInterneOorzaak_98,IncidentDoorAanvalVanBuiten_99,UitvalICTDienstDoorVeiligheidsinc_100,VernietigingDataDoorVeiligheidsinc_101,OnthullingDoorInternIncident_102,UitvalICTDienstDoorAanvalBuitenaf_103,VernietigingDataAanvalVanBuitenaf_104,OnthullingGegevensDoorICTInbraak_105,KostenIncidentIntern_106,KostenIncidentAanvalBuitenaf_107,UitvalICTDienstDoorVeiligheidsinc_108,VernietigingDataDoorVeiligheidsinc_109,OnthullingDoorInternIncident_110,UitvalICTDienstDoorAanvalBuitenaf_111,VernietigingDataAanvalBuitenaf_112,OnthullingDoorICTInbraak_113,VerzekerdICTVeiligheidsincidenten_114,Kosten1VanDeTotaleOmzet_115,Kosten1Tot2VanDeTotaleOmzet_116,Kosten2Tot5VanDeTotaleOmzet_117,Kosten5Tot10VanDeTotaleOmzet_118,Kosten10Tot50VanDeTotaleOmzet_119,Kosten50VanDeTotaleOmzet_120,Kosten1VanDeTotaleOmzet_121,Kosten1Tot2VanDeTotaleOmzet_122,Kosten2Tot5VanDeTotaleOmzet_123,Kosten5Tot10VanDeTotaleOmzet_124,Kosten10Tot50VanDeTotaleOmzet_125,Kosten50VanDeTotaleOmzet_126,GezochtNaarMeldingenCyberdreigingen_127,BekendMetDTC_128,DTCWebsiteAlsBronGebruikt_129,GebruikIoT_130,Energiebesparing_131,Beveiliging_132,Klantdienstverlening_133,OnderhoudVoertuigenMachines_134,Productieproces_135,Logistiek_136,AndereIoTToepassing_137,GebruiktEenOfMeerIoTToepassing_138,GebruiktTweeOfMeerIoTToepassingen_139,GebruiktDrieOfMeerIoTToepassingen_140,GebruiktVierOfMeerIoTToepassingen_141,GebruiktVijfOfMeerIoTToepassingen_142,ToegangTotBedrijfsemailVanBuiten_143,ToegangTotSoftwareVanBuiten_144,AantalOnlineVergaderingen_145,TotaalNiet_146,Gedeeltelijk_147,Volledig_148,TotaalNiet_149,Gedeeltelijk_150,Volledig_151,TotaalNiet_152,Gedeeltelijk_153,Volledig_154,CovidOorzaakToenameOnlineVerkoop_155,VerkoopViaWebsiteOfApp_156,Bedrijven_157,Overheden_158,NederlandseConsumenten_159,BuitenlandseConsumenten_160,KlantenInNederland_161,KlantenInAndereEULanden_162,KlantenInLandenBuitenDeEU_163,HogeKostenBezorgenRetournerenEU_164,ProbleemOplossenKlachtenEnGeschillen_165,LabelsEtikettenAanpassen_166,OnvoldoendeKennisVanAndereTalen_167,BeperkingenOpgelegdDoorZakenpartners_168,MoeilijkhedenBijVerrekenenBTWSysteem_169,GeenMoeilijkhedenOndervonden_170,HeeftMoeilijkhedenOndervonden_171,Verkoopwaarde1VanDeTotaleOmzet_172,Verkoopwaarde1VanDeTotaleOmzet_173,Verkoopwaarde2VanDeTotaleOmzet_174,Verkoopwaarde5VanDeTotaleOmzet_175,Verkoopwaarde10VanDeTotaleOmzet_176,Verkoopwaarde25VanDeTotaleOmzet_177,Verkoopwaarde50VanDeTotaleOmzet_178,ViaWebsiteOfAppsVanEigenBedrijf_179,PercentageOmzetViaOnlinePlatforms_180,VerkoopViaECommerce_181,Verkoopwaarde1VanDeTotaleOmzet_182,Verkoopwaarde1VanDeTotaleOmzet_183,Verkoopwaarde2VanDeTotaleOmzet_184,Verkoopwaarde5VanDeTotaleOmzet_185,Verkoopwaarde10VanDeTotaleOmzet_186,Verkoopwaarde25VanDeTotaleOmzet_187,Verkoopwaarde50VanDeTotaleOmzet_188,ViaEen_189,ViaTwee_190,ViaDrieOfMeer_191,MeerDanDeHelftOmzetUitEenPlatform_192,VerkoopViaEDI_193,KlantenInNederland_194,KlantenInAndereEULanden_195,KlantenInLandenBuitenDeEU_196,Verkoopwaarde1VanDeTotaleOmzet_197,Verkoopwaarde1VanDeTotaleOmzet_198,Verkoopwaarde2VanDeTotaleOmzet_199,Verkoopwaarde5VanDeTotaleOmzet_200,Verkoopwaarde10VanDeTotaleOmzet_201,Verkoopwaarde25VanDeTotaleOmzet_202,Verkoopwaarde50VanDeTotaleOmzet_203
35,900021,96,96,80,95,31,26,46,16,12,35,35,97,3,9,35,27,24,69,31,91,77,39,22,26,46,68,84,25,33,14,76,70,69,67,74,55,18,57,62,35,42,38,77,53,6,2,15,20,57,29,11,13,7,13,16,19,5,9,14,12,2,1,10,7,15,17,11,13,15,8,6,3,1,6,3,1,0,0,29,17,10,8,93,88,93,78,73,90,63,75,89,77,75,28,24,37,11,33,21,30,2,5,19,0,2,11,11,11,2,0,9,0,2,41,79,15,0,0,7,0,93,7,0,0,0,0,36,32,8,17,8,8,1,4,0,0,2,12,2,0,0,0,65,68,85,8,25,33,7,30,30,0,30,56,23,30,39,0,56,5,89,7,4,0,0,0,3,0,2,7,3,2,20,20,17,17,15,14,82,18,30,9,20,20,17,17,15,15,5,0,1,0,1,100,0,0,0,1,1,1,1,1,0
36,402100,98,96,77,94,13,6,30,2,1,24,35,100,6,16,37,22,17,83,64,97,80,37,5,10,43,70,83,38,61,6,86,78,75,74,79,67,31,59,63,37,31,47,69,31,1,1,38,33,26,17,5,3,2,3,8,9,0,3,2,6,1,0,3,0,3,2,2,6,8,5,1,4,2,2,1,1,1,0,17,7,4,1,99,87,97,70,64,91,64,68,80,70,60,63,5,26,6,36,10,33,2,12,9,1,3,10,4,9,0,3,4,0,0,38,66,0,34,0,0,0,85,15,0,0,0,0,26,19,11,23,14,15,5,4,1,1,3,20,5,2,0,0,67,72,95,10,37,20,8,37,27,2,23,70,11,11,19,0,67,14,80,16,4,0,1,0,0,0,0,4,1,0,8,8,7,7,5,4,63,37,11,3,8,8,8,8,6,6,0,1,6,4,3,71,25,4,0,3,3,3,2,2,2
37,900009,96,96,80,97,13,9,32,5,3,26,35,97,4,19,37,20,16,70,57,94,84,16,4,4,26,72,83,34,37,10,87,73,67,70,74,71,32,53,64,26,25,39,74,31,1,2,20,33,43,24,8,8,5,5,11,11,3,4,8,12,4,2,7,4,5,6,4,13,10,6,2,4,1,2,2,1,0,1,24,11,6,4,98,89,98,81,72,96,63,70,78,61,63,49,18,27,6,33,12,29,4,9,9,3,3,10,4,9,1,0,4,1,1,54,66,16,16,0,2,0,89,11,0,0,0,0,27,23,12,17,10,11,4,4,4,3,7,14,8,3,2,1,58,59,93,8,26,24,7,26,26,2,21,71,8,8,51,8,34,6,83,10,7,1,0,1,0,0,0,2,1,1,5,5,4,4,3,3,92,8,9,2,6,6,5,5,4,3,0,1,1,1,3,69,19,11,2,2,2,1,1,1,1
38,405900,97,96,78,98,11,6,36,3,1,18,24,98,3,21,40,20,15,82,58,96,79,17,3,2,17,73,89,25,43,14,79,67,61,62,62,60,35,42,50,23,24,46,63,31,2,3,22,36,37,15,2,2,2,7,9,8,2,3,8,6,1,1,5,3,7,5,7,7,6,7,3,5,1,2,1,1,0,2,15,10,4,2,98,86,99,66,56,92,62,79,74,56,54,43,19,31,7,31,12,29,7,3,8,4,4,9,4,8,2,1,4,2,1,29,45,35,14,5,0,0,81,16,0,2,0,0,21,18,6,22,11,15,5,7,6,3,10,19,10,6,3,2,57,63,94,11,25,21,5,31,26,1,27,66,5,8,55,5,27,13,76,19,4,0,0,0,0,0,1,3,1,2,6,5,4,4,3,2,92,8,9,3,7,6,4,4,3,2,0,1,0,1,2,53,17,30,1,2,1,1,0,0,0
39,406800,93,92,72,96,25,13,53,4,2,33,37,96,3,16,31,24,22,69,47,94,77,20,3,4,17,73,84,50,58,17,77,61,60,62,66,53,31,47,53,29,30,50,62,26,1,3,24,38,34,29,10,6,5,14,22,12,9,4,10,5,1,2,7,3,14,10,14,9,10,13,3,9,5,8,2,2,0,2,29,19,12,8,97,86,97,78,65,91,67,72,74,58,64,28,22,42,8,34,16,29,7,6,9,7,6,8,3,8,0,1,3,2,1,32,85,15,0,0,0,0,89,6,6,0,0,0,34,23,10,31,13,13,7,5,8,2,17,25,14,8,2,1,54,59,96,8,25,21,5,30,24,0,39,57,6,10,84,11,5,0,49,26,24,0,0,0,0,0,1,5,1,3,7,5,5,4,3,3,99,1,11,4,7,6,6,4,4,4,0,1,0,1,2,65,15,20,0,1,1,1,1,1,1
40,408100,94,92,75,93,15,8,37,6,4,21,26,98,3,10,31,38,16,61,38,96,77,24,8,10,23,80,92,54,72,16,85,75,71,76,76,73,38,63,65,36,46,46,72,49,4,2,23,32,39,15,8,3,4,3,9,7,1,9,5,7,3,1,4,3,8,8,5,5,7,10,3,9,5,2,2,3,2,4,15,9,5,2,91,87,94,83,64,92,59,74,70,60,64,37,25,27,11,22,13,21,3,1,11,3,4,5,5,5,1,0,3,0,2,52,89,11,0,0,0,0,100,0,0,0,0,0,20,19,2,12,7,7,2,1,0,2,4,10,3,0,0,0,55,60,90,9,30,16,7,28,25,0,30,60,13,19,58,8,26,9,84,11,5,4,4,3,3,1,1,6,4,1,16,14,13,13,9,6,92,8,20,3,17,15,14,14,10,7,1,0,3,3,2,87,9,4,1,1,1,1,1,1,1
41,800023,92,90,56,96,13,9,22,4,3,16,19,97,4,23,33,23,14,64,27,98,79,41,7,10,28,75,93,33,59,9,84,73,70,73,75,66,29,52,61,16,26,33,65,35,2,4,36,24,33,16,8,7,4,4,6,4,2,4,6,4,1,0,4,1,3,3,4,9,4,7,4,4,2,2,0,0,0,1,16,9,5,3,99,79,97,62,57,91,49,67,69,47,42,47,16,25,13,30,13,28,4,3,11,1,3,12,4,11,2,1,4,0,1,27,96,0,0,4,0,0,98,2,0,0,0,0,16,13,7,13,6,10,2,1,1,3,4,9,3,1,1,1,49,52,87,7,21,20,5,26,21,1,23,64,13,22,47,1,38,14,79,17,4,4,1,1,0,1,2,5,5,3,18,17,14,13,13,9,97,3,23,4,19,18,15,15,14,9,1,1,2,1,2,34,21,45,0,2,2,2,2,2,0
42,410300,82,81,48,91,14,10,33,3,1,20,24,100,0,20,48,16,16,72,45,95,88,45,13,14,22,68,82,29,57,6,75,64,60,60,61,46,25,32,50,22,24,47,56,34,1,6,42,32,19,14,2,1,0,3,8,9,2,6,4,6,2,4,3,1,3,4,3,8,8,4,2,4,3,3,2,1,1,2,14,7,3,0,100,88,97,63,54,85,60,75,73,65,55,39,27,26,8,35,16,33,6,2,12,5,3,6,4,6,2,1,3,2,1,28,73,27,0,0,0,0,100,0,0,0,0,0,22,21,6,26,13,20,12,10,4,6,7,21,13,8,2,1,46,48,68,9,22,14,10,25,13,0,24,44,12,32,41,2,48,9,86,9,5,3,1,1,1,1,1,14,3,5,24,23,23,20,16,11,91,9,33,7,26,26,24,22,19,11,5,2,2,3,6,96,4,0,3,4,3,2,2,2,0
43,412700,87,86,66,79,7,3,14,2,1,7,12,94,8,28,32,18,8,57,51,83,68,16,3,4,29,59,72,21,38,4,66,58,50,55,56,54,23,41,48,13,13,25,49,25,8,7,37,25,24,11,5,3,2,2,3,5,1,5,2,6,1,1,3,5,2,2,2,6,5,4,2,3,2,2,1,1,1,1,11,5,3,1,95,81,93,65,51,79,45,41,53,42,39,51,17,12,20,22,8,21,4,3,7,2,2,6,2,6,1,0,1,1,0,21,73,18,9,0,0,0,85,14,1,0,0,0,12,15,5,12,6,8,3,3,2,2,4,9,5,2,1,0,35,33,64,7,15,13,4,15,14,3,17,44,5,5,68,8,23,1,97,2,0,0,0,0,0,0,0,0,0,1,4,4,4,3,3,2,80,20,5,1,4,4,4,4,3,2,1,0,1,1,0,81,17,2,0,0,0,0,0,0,0
44,413700,97,97,82,97,9,6,29,4,2,17,23,93,12,38,17,13,12,53,48,91,82,74,19,34,46,79,89,28,54,15,63,51,47,52,49,45,23,29,47,16,17,44,53,41,8,7,27,41,17,8,6,2,4,1,5,5,1,7,2,2,1,1,3,1,4,3,1,7,5,4,3,3,3,4,1,0,1,1,8,7,2,2,95,83,95,79,55,89,66,67,62,42,52,50,19,17,14,33,9,31,3,4,5,3,2,8,4,8,0,0,1,3,1,22,100,0,0,0,0,0,100,0,0,0,0,0,13,18,5,1,1,1,1,1,1,1,1,1,1,1,1,1,55,56,93,1,23,31,0,23,33,0,19,74,14,48,30,4,55,10,86,12,2,0,1,0,0,1,1,34,1,0,47,46,41,36,34,25,93,7,48,1,47,47,41,40,34,26,3,1,7,8,4,70,25,6,1,4,4,4,1,1,1
45,900011,46,44,31,79,7,4,17,1,1,10,15,96,9,24,33,21,10,62,22,87,75,22,5,7,18,56,69,13,34,5,62,53,48,52,52,44,21,29,40,15,14,30,43,18,10,9,41,21,18,9,2,2,2,3,4,6,2,3,2,3,1,1,3,2,3,2,2,4,6,3,2,2,1,1,1,1,0,1,9,4,3,2,95,78,91,58,44,82,49,49,56,46,47,56,10,14,19,25,10,24,3,2,8,3,1,7,5,7,1,0,4,2,0,30,88,7,3,1,1,0,89,9,1,1,0,0,13,14,4,16,8,10,5,6,3,3,5,13,6,4,2,1,30,28,59,7,14,8,3,16,9,1,14,44,6,11,53,10,36,1,97,2,1,1,0,0,0,0,0,1,1,2,8,7,5,4,3,2,86,14,12,3,9,8,6,5,4,3,2,1,0,1,2,97,2,1,0,2,2,2,1,1,1
46,422500,92,91,48,93,12,6,22,2,1,16,28,98,4,25,35,24,10,49,30,95,83,39,2,3,54,52,68,18,34,6,70,55,51,55,55,52,19,33,46,17,14,21,34,9,2,5,29,32,32,15,4,7,3,3,3,6,1,1,5,5,1,0,3,2,1,1,1,9,6,5,3,4,2,4,2,3,1,0,15,6,3,2,98,88,99,83,81,94,60,66,69,60,69,59,11,24,6,36,10,34,3,10,7,2,4,10,3,9,2,3,2,1,2,35,98,2,0,0,0,0,81,18,1,0,0,0,19,19,7,13,7,7,3,2,1,1,5,11,4,2,1,0,41,44,87,6,21,14,3,23,18,0,18,69,15,8,21,4,74,1,100,0,0,0,0,0,0,0,0,1,0,4,4,4,3,3,2,2,81,19,13,5,8,8,7,7,5,5,1,0,1,1,5,100,0,0,1,4,4,4,4,4,3
47,425305,88,86,49,89,12,6,25,1,0,15,29,97,6,23,36,21,11,64,40,96,84,29,5,2,36,67,84,23,49,4,73,61,56,59,59,58,27,50,53,15,18,29,49,10,2,8,38,32,19,8,3,4,2,1,2,3,1,1,1,4,1,1,3,2,1,1,1,4,3,5,3,4,2,3,1,1,1,1,8,4,2,1,97,83,95,74,66,86,51,50,63,47,51,51,11,23,15,35,12,31,2,9,9,2,2,9,2,9,0,1,2,0,1,30,78,9,13,0,0,0,97,2,1,0,0,0,17,14,7,21,13,16,8,4,2,2,7,17,10,4,2,1,50,45,91,9,24,17,6,23,17,0,13,78,8,7,8,5,87,0,100,0,0,0,0,0,0,0,0,0,0,1,4,4,4,3,2,2,91,9,9,2,6,6,6,5,4,4,1,0,0,0,3,100,0,0,1,2,2,2,2,2,2
48,437600,90,81,31,85,43,36,78,9,3,52,45,94,0,24,39,20,10,72,25,95,80,15,4,19,26,61,68,26,41,22,72,50,66,46,50,32,32,44,47,20,31,71,58,30,0,0,17,35,48,32,15,17,6,13,15,11,0,17,11,11,6,11,17,13,17,11,17,22,11,0,0,0,0,0,0,0,0,0,32,20,6,6,100,81,100,62,83,94,46,87,94,56,66,22,44,28,6,25,4,25,0,0,4,0,0,4,0,4,0,0,0,0,0,28,0,0,0,0,0,0,100,0,0,0,0,0,52,26,15,31,20,24,20,6,11,17,6,20,20,11,6,6,72,66,83,11,24,37,6,33,26,6,41,35,15,17,28,0,59,13,60,24,15,9,4,4,0,0,0,4,9,4,13,9,9,9,9,9,51,49,17,4,13,9,9,9,9,9,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
49,332905,82,78,53,93,12,8,41,3,2,24,28,99,2,24,38,19,16,75,32,95,85,18,7,6,17,67,80,19,56,7,68,53,43,45,52,30,21,31,42,18,18,81,68,38,1,7,41,38,14,15,2,2,2,6,7,8,6,3,8,6,1,4,4,2,7,5,5,7,7,9,6,8,3,4,2,3,0,2,15,9,4,2,99,83,97,63,52,95,63,86,75,59,59,36,24,32,7,34,14,30,5,3,9,3,5,11,4,9,2,1,3,1,1,29,70,18,11,0,0,0,93,6,1,0,0,0,23,20,6,22,13,15,8,9,6,4,10,20,12,7,4,3,57,56,86,6,27,24,2,25,29,1,29,55,6,13,77,4,14,5,57,28,14,1,0,0,0,0,2,8,3,4,8,7,6,5,2,1,93,7,17,5,12,11,9,7,6,3,0,0,1,0,7,49,40,11,1,6,5,5,4,3,2
50,403405,97,96,79,98,13,8,33,4,2,23,31,98,3,20,38,20,16,74,58,95,82,16,4,3,23,72,85,31,39,11,84,70,65,67,69,67,33,49,59,25,25,42,70,31,1,3,21,34,41,21,6,6,4,6,10,10,3,4,8,10,3,2,6,3,6,6,5,11,8,6,2,4,1,2,2,1,0,1,21,10,6,3,98,88,99,75,66,94,63,73,77,60,59,47,18,28,6,32,12,29,5,7,9,3,4,9,4,9,1,1,4,1,1,45,59,22,15,2,1,0,86,13,0,1,0,0,25,21,9,19,11,13,4,5,4,3,8,16,8,4,3,1,58,60,94,9,26,23,6,28,26,2,23,69,6,8,53,7,32,9,81,13,6,1,0,0,0,0,1,2,1,1,5,5,4,4,3,2,92,8,9,2,7,6,5,4,3,3,0,1,1,1,3,65,19,17,1,2,2,1,1,1,1
51,408105,93,91,67,94,14,8,31,6,4,19,23,98,3,15,32,32,15,62,34,97,78,31,7,10,25,78,92,45,67,13,85,74,70,75,75,70,34,59,63,28,38,41,69,43,3,3,29,29,37,15,8,5,4,3,8,6,1,7,5,6,2,1,4,2,6,6,5,7,6,9,3,7,4,2,1,2,1,3,15,9,5,3,94,84,95,74,61,92,55,71,70,54,55,41,21,26,12,25,13,24,3,2,11,2,3,8,4,7,1,0,3,0,1,42,92,7,0,2,0,0,99,1,0,0,0,0,18,16,4,13,7,8,2,1,1,2,4,10,3,1,1,1,53,56,89,8,26,18,6,27,23,0,27,61,13,20,53,5,31,11,82,14,4,4,3,2,2,1,2,5,5,2,17,15,14,13,10,7,94,6,21,4,18,16,15,14,12,8,1,0,2,2,2,66,13,21,1,2,2,2,2,2,0
52,800010,77,77,58,79,7,4,16,2,1,9,14,94,8,27,32,19,9,59,44,85,71,21,4,6,25,58,71,18,37,5,65,56,49,54,54,50,22,36,45,14,14,28,46,23,8,8,38,24,21,10,4,2,2,2,4,5,1,4,2,5,1,1,3,4,2,2,2,5,5,4,2,2,1,2,1,1,0,1,10,5,3,1,95,80,92,63,49,80,47,45,55,43,43,53,15,13,19,24,9,22,4,2,7,2,1,6,3,6,1,0,2,1,0,25,84,10,4,1,1,0,87,11,1,0,0,0,12,15,5,13,7,9,4,4,2,3,4,10,5,3,1,1,33,32,63,7,15,12,3,15,13,2,16,45,6,9,53,8,36,3,95,4,1,0,0,0,0,0,0,2,1,1,7,7,6,5,4,3,86,14,10,2,8,7,6,6,5,4,1,1,1,1,1,91,7,2,0,1,1,1,1,0,0
53,332915,98,97,85,97,51,40,79,22,8,62,53,97,2,9,34,27,25,73,47,95,86,31,9,10,29,80,89,45,61,29,86,78,75,76,80,67,45,64,68,48,56,58,80,53,3,2,15,30,51,32,13,10,9,11,22,15,5,12,9,11,5,4,12,5,18,14,14,15,9,9,2,5,3,4,1,2,1,3,32,20,12,9,95,93,97,83,82,93,71,80,85,71,75,12,44,37,6,28,14,27,3,3,11,2,3,8,4,8,1,1,3,0,1,51,78,10,8,1,4,0,81,14,5,0,0,0,40,33,14,26,14,16,10,5,4,4,13,23,14,6,2,1,53,55,94,12,22,19,8,27,20,1,29,64,17,19,69,5,14,11,66,23,11,1,1,1,1,0,2,11,3,1,17,15,14,12,9,8,91,9,21,2,18,16,15,13,11,10,1,1,3,2,4,67,21,13,0,3,3,2,2,2,1
