ID,Bedrijfsgrootte,BedrijfstakkenBranchesSBI2008,PersoneelDatWerktMetInternet_1,Bedrijfsemails_2,Bedrijfsdocumenten_3,BedrijfsapplicatiesOfSoftware_4,Telewerkers_5,TelewerkKomtVoor_6,InternetVast_7,MinderDan30MbitS_8,k_30Tot100MbitS_9,k_100Tot500MbitS_10,k_500MbitSTot1GbitS_11,TenMinste1GbitS_12,BedrijvenMetWebsite_13,BeschrijvingenVanProductenPrijslijst_14,OnlineBestellenBoekenOfReserveren_15,ProductaanpassingDoorKlant_16,BestellingOnlineVolgen_17,KlantspecifiekeInfoVoorDeBezoeker_18,VirtueleKlantenservice_19,OnlineSolliciteren_20,Meertalig_21,MobieleAppVoorKlanten_22,SocialeMediaGebruikt_23,SocialeNetwerkenBijvFacebook_24,BlogsOfMicroblogsBijvTwitter_25,MultimediaDelenBijvYouTube_26,ClouddienstenGebruikt_27,EMail_28,OfficeSoftware_29,OpslagDatabases_30,BestandenOpslaan_31,BoekhoudingSoftware_32,ERPSoftware_33,KlantbeheerSoftware_34,Veiligheidssoftware_35,Rekenkracht_36,Rekenplatform_37,BestandenOfDatabasesOpslag_38,AIGebruikt_39,TextMining_40,Spraakherkenning_41,NaturalLanguageGeneration_42,AfbeeldingHerkenning_43,MachineLearning_44,RobotOndersteundeProcesautomatisering_45,ServiceRobotsOfAutonomeVoertuigen_46,VoorMarketingOfVerkoop_47,Productieprocessen_48,AdministratieveProcessenBestuurtaken_49,Logistiek_50,ICTBeveiliging_51,BoekhoudingControleFinancieelBeheer_52,OnderzoekOntwikkelingOfInnovatie_53,EigenWerknemersOntwikkeld_54,CommercieelZelfAangepast_55,OpenSourceZelfAangepast_56,CommercieelGebruikt_57,ExternOntwikkeld_58,HeeftAIOverwogen_59,KostenZijnTeHoog_60,GebrekAanRelevanteErvaringInBedrijf_61,IncompatibiliteitBestaandeICTSysteem_62,MoeilijkhedenBeschikbaarheidGegevens_63,BezorgdheidSchendingGegevensbescherm_64,OnduidelijkheidOverJuridischeGevolgen_65,EthischeOverwegingen_66,NietNuttigVoorOnderneming_67,Antivirussoftware_68,BeleidVoorSterkeWachtwoorden_69,BiometrischeMethoden_70,AuthenticatieViaSoftOfHardwaretoken_71,EncryptieVanData_72,GegevensOpAndereFysiekeLocatie_73,NetworkAccessControl_74,VPNInternetgebruikBuitenHetBedrijf_75,LogbestandenVoorAnalyseIncidenten_76,MethodesVoorBeoordelenICTVeiligheid_77,Risicoanalyses_78,ICTVeiligheidVolgEnDetectiesysteem_79,VrijwilligeTraining_80,VerplichteTraining_81,MetContract_82,ICTVeiligheidsdocumentenAanwezig_83,MinderDan12MaandenGeleden_84,TussenDe12En24MaandenGeleden_85,MeerDan24MaandenGeleden_86,UitbesteedAanExternBedrijf_87,EigenPersoneel_88,EigenPersoneelEnExternBedrijf_89,NietVanToepassing_90,IncidentMetInterneOorzaakGehad_91,IncidentDoorAanvalVanBuitenGehad_92,UitvalICTDienstDoorVeiligheidsinc_93,VernietigingDataDoorVeiligheidsinc_94,OnthullingDoorInternIncident_95,UitvalICTDienstDoorAanvalBuitenaf_96,VernietigingDataAanvalVanBuitenaf_97,OnthullingGegevensDoorICTInbraak_98,KostenIncidentInternGehad_99,KostenIncidentAanvalBuitenafGehad_100,UitvalICTDienstDoorVeiligheidsinc_101,VernietigingDataDoorVeiligheidsinc_102,OnthullingDoorInternIncident_103,UitvalICTDienstDoorAanvalBuitenaf_104,VernietigingDataAanvalBuitenaf_105,OnthullingDoorICTInbraak_106,Kosten1VanDeTotaleOmzet_107,Kosten1Tot2VanDeTotaleOmzet_108,Kosten2Tot5VanDeTotaleOmzet_109,Kosten5Tot10VanDeTotaleOmzet_110,Kosten10Tot50VanDeTotaleOmzet_111,Kosten50VanDeTotaleOmzet_112,Kosten1VanDeTotaleOmzet_113,Kosten1Tot2VanDeTotaleOmzet_114,Kosten2Tot5VanDeTotaleOmzet_115,Kosten5Tot10VanDeTotaleOmzet_116,Kosten10Tot50VanDeTotaleOmzet_117,Kosten50VanDeTotaleOmzet_118,RansomwareAanvalGehad_119,LosgeldBetaald_120,BetalingLosgeldZinvol_121,AndereKostenRansomwareAanvalGehad_122,k_1VanDeTotaleOmzet_123,k_1Tot2VanDeTotaleOmzet_124,k_2Tot5VanDeTotaleOmzet_125,k_5Tot10VanDeTotaleOmzet_126,k_10Tot50VanDeTotaleOmzet_127,k_50VanDeTotaleOmzet_128,Kosten1VanDeTotaleOmzet_129,Kosten1Tot2VanDeTotaleOmzet_130,Kosten2Tot5VanDeTotaleOmzet_131,Kosten5Tot10VanDeTotaleOmzet_132,Kosten10Tot50VanDeTotaleOmzet_133,Kosten50VanDeTotaleOmzet_134,Politie_135,Cybersecurity_136,VerzekeringICTVeiligheidsincidenten_137,GezochtNaarMeldingenCyberdreigingen_138,BekendMetDTC_139,DTCWebsiteAlsBronGebruikt_140,EFactuur_141,ElektronischMaarGeenEFactuur_142,PapierenVorm_143,MinderDan10_144,TenMinste10Tot25_145,TenMinste25Tot50_146,TenMinste50Tot75_147,TenMinste75_148,VerkoopViaWebsiteOfApp_149,Verkoopwaarde1VanDeTotaleOmzet_150,Verkoopwaarde1VanDeTotaleOmzet_151,Verkoopwaarde2VanDeTotaleOmzet_152,Verkoopwaarde5VanDeTotaleOmzet_153,Verkoopwaarde10VanDeTotaleOmzet_154,Verkoopwaarde25VanDeTotaleOmzet_155,Verkoopwaarde50VanDeTotaleOmzet_156,ViaWebsiteOfAppsVanEigenBedrijf_157,PercentageOmzetViaOnlinePlatforms_158,VerkoopViaECommerce_159,Verkoopwaarde1VanDeTotaleOmzet_160,Verkoopwaarde1VanDeTotaleOmzet_161,Verkoopwaarde2VanDeTotaleOmzet_162,Verkoopwaarde5VanDeTotaleOmzet_163,Verkoopwaarde10VanDeTotaleOmzet_164,Verkoopwaarde25VanDeTotaleOmzet_165,Verkoopwaarde50VanDeTotaleOmzet_166,ViaEen_167,ViaTwee_168,ViaDrieOfMeer_169,MeerDan75VanOmzetUitEenPlatform_170,BetaaldAanPlatforms_171,VerkoopViaEDI_172,Verkoopwaarde1VanDeTotaleOmzet_173,Verkoopwaarde1VanDeTotaleOmzet_174,Verkoopwaarde2VanDeTotaleOmzet_175,Verkoopwaarde5VanDeTotaleOmzet_176,Verkoopwaarde10VanDeTotaleOmzet_177,Verkoopwaarde25VanDeTotaleOmzet_178,Verkoopwaarde50VanDeTotaleOmzet_179
26,WP19080,422400,95.0,66.0,59.0,57.0,46.0,65.0,98,5,25.0,37.0,20.0,11.0,85.0,72.0,19.0,2.0,2.0,26.0,3.0,27.0,11.0,16.0,49.0,46,5.0,20.0,43.0,28.0,28.0,36.0,38.0,27.0,5.0,25.0,28.0,8.0,6.0,42.0,8.0,3.0,4.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,94,84.0,29.0,75.0,66.0,82.0,60.0,41.0,46.0,33.0,42.0,21.0,25.0,13.0,26.0,43.0,33.0,10.0,1,40.0,15.0,9.0,36.0,17.0,4.0,16.0,1.0,3.0,2.0,2,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,25.0,6.0,11.0,4.0,30.0,69.0,58.0,2.0,1.0,1.0,2.0,24.0,7.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,71.0,29.0,10.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,1.0,0.0,,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
27,WP19080,332915,99.0,84.0,83.0,76.0,77.0,83.0,96,2,18.0,36.0,22.0,17.0,79.0,64.0,24.0,7.0,8.0,14.0,13.0,33.0,22.0,9.0,63.0,61,24.0,31.0,71.0,64.0,53.0,56.0,60.0,51.0,22.0,36.0,40.0,36.0,38.0,66.0,27.0,12.0,9.0,11.0,9.0,14.0,11.0,3.0,10.0,9.0,8.0,3.0,7.0,5.0,11.0,14.0,7.0,16.0,12.0,4.0,11.0,2.0,5.0,2.0,3.0,4.0,4.0,2.0,3.0,84,82.0,43.0,81.0,67.0,85.0,66.0,52.0,63.0,38.0,45.0,35.0,36.0,24.0,28.0,43.0,33.0,8.0,2,4.0,54.0,12.0,30.0,11.0,10.0,11.0,2.0,1.0,8.0,5,3.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,30.0,25.0,22.0,9.0,37.0,89.0,19.0,4.0,3.0,1.0,2.0,26.0,21.0,3.0,18.0,17.0,15.0,14.0,12.0,11.0,83.0,17.0,22.0,3.0,19.0,18.0,16.0,15.0,13.0,11.0,5.0,1.0,1.0,1.0,,3.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0
28,WP19090,399907,80.0,79.0,72.0,69.0,45.0,76.0,99,3,23.0,36.0,23.0,14.0,92.0,81.0,38.0,6.0,11.0,21.0,12.0,61.0,31.0,10.0,81.0,80,16.0,39.0,61.0,52.0,46.0,45.0,51.0,45.0,22.0,29.0,41.0,16.0,14.0,54.0,11.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,94,81.0,24.0,70.0,47.0,84.0,70.0,52.0,56.0,44.0,47.0,31.0,30.0,18.0,29.0,40.0,31.0,6.0,3,39.0,18.0,18.0,24.0,22.0,7.0,20.0,2.0,2.0,5.0,2,2.0,5.0,2.0,5.0,0.0,0.0,2.0,1.0,0.0,88.0,6.0,3.0,2.0,1.0,0.0,89.0,9.0,2.0,0.0,0.0,0.0,1.0,5.0,5.0,50.0,0.0,43.0,0.0,,0.0,0.0,78.0,13.0,0.0,0.0,8.0,0.0,8.0,37.0,30.0,10.0,15.0,5.0,34.0,88.0,51.0,6.0,2.0,2.0,2.0,21.0,25.0,4.0,21.0,18.0,16.0,14.0,10.0,8.0,82.0,18.0,27.0,4.0,23.0,21.0,18.0,16.0,12.0,10.0,3.0,2.0,4.0,3.0,,5.0,0.0,4.0,4.0,4.0,3.0,2.0,1.0
29,WP19090,307500,65.0,79.0,73.0,67.0,26.0,74.0,99,3,25.0,39.0,21.0,11.0,94.0,79.0,26.0,7.0,6.0,14.0,6.0,53.0,40.0,5.0,78.0,77,8.0,29.0,56.0,44.0,36.0,38.0,42.0,37.0,22.0,19.0,36.0,11.0,8.0,46.0,8.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,97,76.0,18.0,61.0,36.0,87.0,73.0,61.0,55.0,44.0,44.0,27.0,21.0,13.0,21.0,30.0,24.0,4.0,2,49.0,14.0,16.0,21.0,22.0,6.0,21.0,2.0,1.0,4.0,2,3.0,6.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,25.0,6.0,12.0,2.0,29.0,92.0,51.0,4.0,2.0,2.0,1.0,19.0,22.0,5.0,17.0,14.0,10.0,8.0,6.0,3.0,91.0,9.0,26.0,5.0,22.0,19.0,14.0,12.0,9.0,6.0,1.0,2.0,1.0,2.0,,7.0,0.0,7.0,6.0,6.0,5.0,4.0,2.0
30,WP19090,800036,75.0,,,,37.0,,98,8,,,,22.0,,78.0,,1.0,7.0,25.0,5.0,,,14.0,,76,7.0,,,,,,,,,,,,9.0,,12.0,2.0,1.0,5.0,1.0,4.0,3.0,4.0,1.0,1.0,4.0,0.0,2.0,,2.0,4.0,4.0,4.0,,,1.0,,,,,,,,,98,,,,,,,,,,,,,24.0,,,,3.0,3,,19.0,11.0,,,6.0,,1.0,0.0,5.0,0,1.0,2.0,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,11.0,14.0,,,95.0,,,1.0,0.0,2.0,,21.0,,,,,,,,,,,14.0,,7.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,,,,,,
31,WP19090,350000,76.0,73.0,59.0,56.0,30.0,64.0,97,4,24.0,32.0,26.0,11.0,89.0,68.0,15.0,3.0,2.0,6.0,2.0,61.0,10.0,2.0,73.0,72,6.0,24.0,51.0,43.0,34.0,34.0,40.0,34.0,14.0,16.0,33.0,12.0,4.0,44.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,0.0,1.0,1.0,0.0,0.0,95,73.0,17.0,60.0,32.0,81.0,68.0,52.0,50.0,38.0,37.0,23.0,20.0,10.0,19.0,28.0,19.0,5.0,4,49.0,10.0,15.0,27.0,22.0,10.0,21.0,3.0,1.0,5.0,2,4.0,6.0,3.0,6.0,0.0,0.0,2.0,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,24.0,4.0,11.0,4.0,35.0,89.0,62.0,7.0,2.0,3.0,3.0,20.0,8.0,3.0,,5.0,4.0,3.0,2.0,1.0,,13.0,9.0,3.0,6.0,6.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,,,1.0,0.0,,,,,,
32,WP19090,354200,84.0,84.0,76.0,74.0,47.0,79.0,99,3,23.0,37.0,22.0,14.0,93.0,87.0,58.0,10.0,26.0,33.0,25.0,55.0,41.0,13.0,84.0,82,17.0,48.0,63.0,55.0,48.0,51.0,54.0,44.0,28.0,30.0,40.0,17.0,17.0,58.0,11.0,5.0,2.0,4.0,3.0,5.0,3.0,2.0,6.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,6.0,4.0,6.0,3.0,5.0,3.0,3.0,2.0,2.0,1.0,0.0,95,84.0,24.0,71.0,47.0,89.0,74.0,57.0,61.0,49.0,54.0,35.0,32.0,19.0,26.0,38.0,28.0,8.0,2,38.0,20.0,21.0,21.0,23.0,9.0,22.0,2.0,2.0,7.0,2,2.0,6.0,3.0,6.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,31.0,10.0,14.0,5.0,38.0,91.0,57.0,8.0,4.0,3.0,2.0,21.0,48.0,7.0,41.0,38.0,34.0,31.0,25.0,20.0,85.0,15.0,51.0,6.0,45.0,42.0,38.0,35.0,28.0,23.0,7.0,4.0,7.0,5.0,,10.0,1.0,9.0,8.0,7.0,6.0,4.0,2.0
33,WP19090,383100,73.0,68.0,59.0,59.0,28.0,63.0,97,6,28.0,35.0,21.0,7.0,78.0,66.0,21.0,4.0,8.0,11.0,4.0,43.0,27.0,4.0,63.0,62,4.0,18.0,53.0,45.0,38.0,33.0,41.0,39.0,19.0,16.0,38.0,12.0,8.0,44.0,6.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,1.0,,,,2.0,1.0,1.0,1.0,93,75.0,22.0,61.0,37.0,77.0,53.0,42.0,45.0,36.0,39.0,26.0,22.0,14.0,24.0,27.0,21.0,4.0,2,39.0,13.0,14.0,35.0,19.0,8.0,18.0,2.0,1.0,6.0,3,4.0,5.0,3.0,4.0,,0.0,2.0,0.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,20.0,8.0,12.0,4.0,30.0,85.0,55.0,6.0,2.0,3.0,0.0,18.0,13.0,2.0,,9.0,7.0,5.0,3.0,3.0,,27.0,19.0,2.0,18.0,16.0,14.0,12.0,8.0,7.0,2.0,2.0,1.0,1.0,,9.0,0.0,,,,,5.0,4.0
34,WP19090,389100,56.0,60.0,51.0,42.0,13.0,57.0,99,3,34.0,38.0,15.0,9.0,93.0,89.0,76.0,4.0,12.0,19.0,6.0,59.0,29.0,9.0,90.0,89,10.0,52.0,43.0,35.0,30.0,22.0,31.0,37.0,8.0,13.0,24.0,4.0,2.0,33.0,5.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,,,,,,,0.0,0.0,88,69.0,19.0,53.0,29.0,61.0,41.0,20.0,22.0,17.0,17.0,11.0,9.0,6.0,13.0,12.0,,2.0,1,34.0,9.0,6.0,51.0,12.0,3.0,11.0,1.0,0.0,2.0,1,1.0,3.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,14.0,2.0,7.0,2.0,22.0,79.0,55.0,6.0,2.0,1.0,2.0,11.0,35.0,4.0,31.0,26.0,24.0,20.0,14.0,9.0,63.0,37.0,35.0,4.0,31.0,26.0,24.0,20.0,14.0,9.0,6.0,6.0,10.0,6.0,,0.0,0.0,,,,,,0.0
35,WP19090,391600,99.0,94.0,94.0,93.0,88.0,95.0,99,2,8.0,29.0,30.0,31.0,96.0,85.0,30.0,9.0,10.0,27.0,25.0,81.0,45.0,17.0,91.0,90,44.0,54.0,86.0,77.0,75.0,75.0,78.0,70.0,37.0,57.0,63.0,47.0,53.0,82.0,34.0,18.0,10.0,14.0,12.0,17.0,14.0,4.0,13.0,9.0,12.0,2.0,11.0,11.0,15.0,17.0,13.0,15.0,17.0,6.0,13.0,3.0,8.0,4.0,4.0,3.0,2.0,1.0,3.0,95,95.0,46.0,92.0,82.0,94.0,88.0,74.0,86.0,72.0,73.0,57.0,68.0,46.0,57.0,79.0,69.0,8.0,2,10.0,46.0,36.0,8.0,24.0,10.0,23.0,2.0,4.0,7.0,1,2.0,4.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,53.0,35.0,35.0,17.0,45.0,92.0,23.0,7.0,1.0,1.0,1.0,34.0,18.0,2.0,16.0,15.0,13.0,12.0,10.0,9.0,86.0,14.0,20.0,2.0,18.0,16.0,14.0,13.0,11.0,10.0,2.0,1.0,3.0,1.0,,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0
36,WP19090,396300,98.0,87.0,83.0,80.0,79.0,83.0,92,1,10.0,,,,,65.0,,11.0,12.0,,11.0,,,8.0,,61,14.0,,,,,,,,,,,,,,13.0,4.0,4.0,2.0,3.0,7.0,2.0,1.0,2.0,,,1.0,,,,,,,,,5.0,,,,,,,,,87,,,82.0,,86.0,84.0,,,,,,,,,,66.0,6.0,2,,,,17.0,,10.0,,2.0,6.0,8.0,0,3.0,5.0,3.0,5.0,,,,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,28.0,25.0,,12.0,,,,0.0,2.0,0.0,,9.0,,,,,,,2.0,,,9.0,3.0,6.0,5.0,5.0,5.0,4.0,3.0,0.0,,,,,3.0,,,,,,,
37,WP19090,402000,96.0,96.0,98.0,96.0,87.0,98.0,100,0,13.0,,,18.0,100.0,88.0,,3.0,8.0,,15.0,,,9.0,,82,,,,70.0,,,,,,,,,,,,5.0,6.0,1.0,2.0,0.0,9.0,0.0,,,,0.0,0.0,,0.0,,,,,,6.0,,,,,,,,0.0,96,94.0,,88.0,,91.0,,,,,,,,,,,,6.0,0,,11.0,11.0,13.0,,,,3.0,7.0,10.0,11,7.0,9.0,12.0,5.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,5.0,,,,89.0,,,0.0,1.0,,,7.0,,,,,,,,,,9.0,2.0,7.0,6.0,6.0,6.0,3.0,3.0,0.0,0.0,,0.0,,4.0,0.0,,,,,,0.0
38,WP19090,403300,97.0,94.0,93.0,90.0,80.0,94.0,100,1,15.0,39.0,28.0,17.0,95.0,81.0,19.0,4.0,4.0,16.0,9.0,79.0,35.0,6.0,87.0,86,26.0,38.0,81.0,71.0,65.0,66.0,71.0,62.0,30.0,46.0,59.0,28.0,23.0,76.0,22.0,8.0,7.0,7.0,6.0,8.0,6.0,2.0,5.0,4.0,7.0,0.0,5.0,6.0,6.0,6.0,4.0,5.0,10.0,5.0,10.0,2.0,8.0,4.0,3.0,3.0,3.0,1.0,2.0,97,90.0,33.0,82.0,60.0,94.0,87.0,66.0,74.0,56.0,58.0,42.0,48.0,26.0,43.0,65.0,52.0,10.0,4,42.0,21.0,26.0,10.0,28.0,8.0,24.0,4.0,4.0,6.0,2,2.0,7.0,3.0,7.0,1.0,1.0,2.0,1.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,42.0,18.0,18.0,9.0,40.0,94.0,39.0,8.0,2.0,3.0,2.0,25.0,11.0,3.0,7.0,6.0,5.0,4.0,3.0,2.0,82.0,18.0,12.0,4.0,8.0,7.0,6.0,5.0,3.0,2.0,2.0,1.0,0.0,0.0,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
39,WP19090,410200,77.0,66.0,61.0,57.0,39.0,65.0,97,5,25.0,32.0,20.0,14.0,83.0,68.0,25.0,5.0,6.0,16.0,9.0,59.0,22.0,8.0,71.0,71,14.0,33.0,53.0,47.0,39.0,39.0,46.0,42.0,17.0,26.0,40.0,10.0,12.0,47.0,10.0,3.0,3.0,3.0,3.0,2.0,5.0,1.0,2.0,1.0,3.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,5.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,0.0,91,80.0,25.0,66.0,43.0,82.0,62.0,41.0,47.0,39.0,38.0,30.0,23.0,14.0,26.0,34.0,26.0,5.0,3,41.0,18.0,12.0,28.0,17.0,6.0,16.0,2.0,2.0,3.0,1,3.0,3.0,2.0,2.0,0.0,0.0,1.0,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,27.0,8.0,12.0,5.0,34.0,84.0,41.0,5.0,1.0,1.0,2.0,24.0,17.0,3.0,15.0,13.0,12.0,10.0,6.0,4.0,85.0,15.0,18.0,2.0,16.0,14.0,13.0,10.0,7.0,5.0,2.0,2.0,1.0,1.0,,2.0,0.0,,,,,,
40,WP19090,422400,94.0,81.0,75.0,72.0,54.0,81.0,100,2,21.0,38.0,27.0,12.0,96.0,88.0,29.0,2.0,2.0,29.0,6.0,61.0,12.0,23.0,79.0,78,13.0,38.0,62.0,52.0,48.0,46.0,52.0,48.0,13.0,35.0,42.0,13.0,6.0,55.0,7.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,3.0,,,1.0,1.0,2.0,1.0,1.0,0.0,95,84.0,22.0,82.0,65.0,87.0,71.0,47.0,61.0,43.0,56.0,30.0,38.0,17.0,40.0,60.0,48.0,8.0,4,40.0,20.0,18.0,21.0,27.0,5.0,24.0,3.0,4.0,3.0,1,2.0,4.0,1.0,4.0,0.0,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,37.0,8.0,18.0,7.0,31.0,77.0,53.0,3.0,2.0,1.0,2.0,23.0,8.0,2.0,,5.0,4.0,3.0,2.0,1.0,,23.0,12.0,3.0,9.0,8.0,7.0,5.0,4.0,3.0,,1.0,0.0,,,4.0,1.0,,,,2.0,2.0,2.0
41,WP19090,332915,98.0,95.0,94.0,93.0,88.0,95.0,99,1,9.0,28.0,30.0,32.0,97.0,88.0,31.0,8.0,11.0,28.0,25.0,79.0,48.0,17.0,91.0,89,40.0,49.0,86.0,77.0,75.0,76.0,78.0,68.0,41.0,59.0,65.0,47.0,52.0,82.0,34.0,17.0,11.0,14.0,11.0,17.0,13.0,3.0,15.0,9.0,13.0,2.0,13.0,10.0,15.0,17.0,13.0,16.0,18.0,7.0,12.0,3.0,9.0,3.0,4.0,3.0,2.0,1.0,3.0,95,97.0,45.0,92.0,83.0,95.0,89.0,75.0,86.0,72.0,73.0,56.0,69.0,50.0,57.0,81.0,70.0,10.0,2,9.0,46.0,38.0,8.0,26.0,9.0,25.0,3.0,5.0,7.0,2,2.0,5.0,3.0,5.0,0.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,53.0,34.0,37.0,16.0,45.0,93.0,24.0,7.0,2.0,1.0,1.0,33.0,19.0,2.0,17.0,15.0,13.0,12.0,10.0,8.0,86.0,14.0,21.0,2.0,19.0,17.0,15.0,14.0,12.0,10.0,1.0,1.0,3.0,2.0,,3.0,0.0,,,,,,
42,WP19097,399907,78.0,93.0,91.0,88.0,55.0,92.0,99,1,13.0,38.0,28.0,20.0,96.0,82.0,35.0,8.0,14.0,25.0,16.0,84.0,48.0,15.0,91.0,90,26.0,50.0,75.0,66.0,62.0,56.0,62.0,47.0,33.0,39.0,54.0,29.0,28.0,66.0,20.0,7.0,5.0,5.0,6.0,8.0,9.0,3.0,5.0,5.0,6.0,3.0,7.0,5.0,5.0,6.0,6.0,5.0,11.0,7.0,8.0,3.0,6.0,4.0,4.0,3.0,3.0,1.0,1.0,98,93.0,36.0,87.0,67.0,94.0,89.0,78.0,82.0,72.0,71.0,54.0,57.0,38.0,45.0,70.0,58.0,8.0,3,34.0,21.0,37.0,7.0,32.0,11.0,29.0,3.0,5.0,7.0,2,5.0,8.0,3.0,8.0,1.0,1.0,2.0,1.0,1.0,85.0,7.0,5.0,1.0,1.0,0.0,94.0,5.0,1.0,0.0,0.0,0.0,1.0,6.0,6.0,43.0,16.0,,17.0,0.0,0.0,0.0,81.0,8.0,4.0,2.0,6.0,0.0,34.0,54.0,38.0,29.0,30.0,14.0,47.0,94.0,57.0,8.0,4.0,4.0,6.0,25.0,25.0,6.0,19.0,18.0,15.0,13.0,10.0,7.0,82.0,18.0,34.0,5.0,29.0,27.0,24.0,22.0,17.0,13.0,2.0,2.0,5.0,3.0,,15.0,1.0,14.0,12.0,12.0,10.0,7.0,5.0
43,WP19097,307500,67.0,96.0,94.0,92.0,43.0,95.0,99,1,14.0,40.0,26.0,19.0,97.0,83.0,24.0,8.0,9.0,18.0,8.0,84.0,67.0,5.0,90.0,89,20.0,47.0,72.0,60.0,56.0,46.0,55.0,33.0,25.0,30.0,48.0,22.0,18.0,59.0,17.0,4.0,2.0,3.0,5.0,6.0,8.0,7.0,2.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,9.0,6.0,10.0,5.0,7.0,5.0,5.0,3.0,3.0,1.0,1.0,100,95.0,32.0,86.0,68.0,97.0,92.0,88.0,87.0,76.0,74.0,58.0,56.0,40.0,44.0,71.0,59.0,10.0,3,33.0,22.0,41.0,4.0,34.0,8.0,32.0,5.0,2.0,5.0,2,3.0,10.0,2.0,9.0,2.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,34.0,31.0,32.0,14.0,44.0,97.0,61.0,7.0,4.0,5.0,6.0,21.0,20.0,8.0,13.0,12.0,9.0,7.0,5.0,3.0,89.0,11.0,37.0,5.0,32.0,29.0,26.0,21.0,17.0,12.0,2.0,1.0,2.0,1.0,,24.0,1.0,23.0,20.0,18.0,15.0,12.0,9.0
