ID,Toepassingsgroepen,TeeltsectorenEnGewassen,Perioden,AantalBedrijven_1,PercentageBedrijven_2,GrootteOppervlakte_3,PercentageOppervlakte_4,Januari_5,Februari_6,Maart_7,April_8,Mei_9,Juni_10,Juli_11,Augustus_12,September_13,Oktober_14,November_15,December_16,Totaal_17,Januari_18,Februari_19,Maart_20,April_21,Mei_22,Juni_23,Juli_24,Augustus_25,September_26,Oktober_27,November_28,December_29,GebruikPerJaarPerHectare_30,DoseringPerJaarPerHectare_31
196,A028300,A042262,2012JJ00,342.0,66.2,4241,93.5,0.0,0.0,0.0,7.4,65.2,79.5,82.7,85.1,31.2,7.3,10.0,4.2,3437,0.0,0.0,0.0,1.4,2.4,23.3,49.8,20.9,1.2,0.8,0.1,0.0,0.8,0.8
197,A028300,A042262,2016JJ00,287.0,59.7,3320,73.2,0.0,0.0,0.0,10.2,25.0,56.1,62.8,50.7,36.2,1.7,0.8,0.0,2043,0.0,0.0,0.0,5.4,9.4,21.6,21.9,24.4,16.8,0.5,0.0,0.0,0.5,0.6
198,A028300,A042250,2012JJ00,115.0,82.2,160,81.4,39.1,34.6,41.2,31.1,33.0,29.8,49.8,50.7,42.8,51.9,46.5,35.6,1042,8.4,10.6,5.5,5.1,5.1,4.4,7.5,6.3,8.1,11.4,19.4,8.3,5.3,6.5
199,A028300,A042250,2016JJ00,61.0,71.1,100,72.4,36.2,41.0,36.8,35.7,34.3,29.7,26.0,27.4,29.7,36.7,30.4,36.3,368,8.4,7.7,7.0,24.6,5.5,7.3,5.4,1.5,3.8,8.7,13.4,6.9,2.7,3.7
200,A028300,A042235,2012JJ00,315.0,100.0,5090,100.0,14.0,21.5,27.5,71.8,83.9,86.3,97.5,97.5,69.3,19.1,19.1,19.1,174524,0.1,0.5,2.0,15.7,15.2,16.8,24.1,18.7,2.8,3.2,0.4,0.5,34.3,34.3
201,A028300,A042235,2016JJ00,399.0,96.4,5883,97.0,0.0,7.5,16.4,82.7,90.6,88.2,86.8,91.5,69.0,15.6,16.9,15.6,165637,0.0,0.6,1.3,14.0,15.5,20.1,15.9,17.4,9.4,1.9,1.7,2.3,27.3,28.2
202,A028300,A042168,2012JJ00,454.0,1.8,3763,1.6,0.0,0.0,0.0,0.0,1.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,6528,0.0,0.0,0.0,0.0,99.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
203,A028300,A042168,2016JJ00,16.0,0.1,1393,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,206,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
204,A028300,A042236,2012JJ00,341.0,97.7,1775,99.9,73.5,73.9,76.9,98.1,93.5,89.2,46.6,58.6,22.9,55.9,55.9,55.9,38031,1.1,0.7,1.9,7.6,16.4,13.0,3.0,28.9,2.5,13.7,8.7,2.5,21.4,21.4
205,A028300,A042236,2016JJ00,222.0,87.8,1395,87.6,16.5,7.8,33.0,83.5,84.2,66.2,12.8,11.9,17.9,21.1,18.0,11.8,13248,0.7,1.0,6.0,17.3,20.1,18.1,0.5,2.7,21.5,4.8,5.6,1.7,8.3,9.5
206,A028300,A042253,2012JJ00,83.0,60.9,139,65.5,22.6,8.9,28.9,15.2,15.0,20.5,27.5,25.0,34.6,32.0,27.5,20.9,532,4.3,2.4,7.7,4.7,5.2,23.7,26.3,4.7,6.4,8.9,3.7,2.1,2.5,3.8
207,A028300,A042253,2016JJ00,48.0,52.8,96,59.9,23.5,10.3,20.1,11.4,12.7,20.4,23.0,21.3,20.3,33.5,23.0,16.0,160,6.4,1.2,23.3,6.4,3.1,22.8,6.4,4.6,7.8,8.7,1.6,7.9,1.0,1.7
208,A028300,A042286,2012JJ00,199.0,69.0,998,76.0,24.6,21.9,28.8,38.5,40.9,48.7,52.5,43.6,31.8,14.6,10.3,26.7,8167,10.5,4.2,6.3,12.1,11.0,15.2,15.2,8.0,5.3,2.5,2.7,7.0,6.2,8.2
209,A028300,A042286,2016JJ00,173.0,68.5,984,74.7,18.7,20.3,23.4,35.5,35.4,34.5,40.0,36.1,16.9,10.5,3.7,16.5,3048,8.9,2.6,5.7,6.6,12.9,15.0,15.3,14.4,5.0,3.3,1.8,8.3,2.3,3.1
210,A028300,A044052,2012JJ00,1511.0,98.5,8153,99.8,21.4,53.1,100.0,96.7,72.8,73.8,78.8,81.7,47.1,75.0,75.0,75.0,161794,0.2,0.0,23.3,20.4,13.3,10.7,12.2,8.7,3.1,5.9,1.9,0.4,19.8,19.8
211,A028300,A044052,2016JJ00,1248.0,95.7,9329,98.7,3.0,0.2,47.5,96.0,98.8,91.6,93.3,86.6,51.6,49.3,13.8,5.8,221073,0.2,0.0,8.2,24.9,18.1,16.6,13.8,8.0,3.5,5.1,1.2,0.5,23.4,23.7
212,A028300,A042254,2012JJ00,368.0,87.7,423,94.5,82.8,84.1,90.0,65.5,70.4,53.2,70.4,53.8,62.8,73.6,81.4,75.2,4381,8.7,11.2,9.1,6.2,3.9,4.0,11.5,11.3,10.8,10.5,5.7,7.0,9.8,10.4
213,A028300,A042254,2016JJ00,226.0,84.8,312,93.9,69.8,80.0,81.2,71.5,69.8,61.6,58.7,59.3,60.9,50.0,67.0,74.6,1671,5.8,11.5,9.0,5.1,6.2,10.8,5.9,6.3,8.8,6.8,12.2,11.5,5.0,5.4
214,A028300,A042359,2012JJ00,2295.0,95.7,37841,96.6,25.6,25.6,25.4,70.5,55.5,80.4,96.5,56.3,17.2,0.0,16.5,0.0,270993,0.1,2.0,1.8,14.5,7.3,37.9,30.3,4.2,1.4,0.0,0.6,0.0,6.9,7.2
215,A028300,A042359,2016JJ00,2256.0,98.3,40080,96.8,0.2,1.7,0.2,40.7,71.2,90.6,88.8,59.9,12.1,0.0,0.9,0.0,223575,0.0,0.1,0.0,7.3,13.9,37.6,31.5,8.2,1.3,0.0,0.1,0.0,5.4,5.6
216,A028300,A042323,2012JJ00,506.0,67.5,4354,74.7,0.0,0.0,0.0,0.0,62.4,74.1,47.7,9.6,0.0,0.0,0.0,0.0,51168,0.0,0.0,0.0,0.0,19.1,50.3,27.0,3.5,0.0,0.0,0.0,0.0,8.8,11.8
217,A028300,A042323,2016JJ00,986.0,93.2,7462,93.6,0.0,0.0,0.0,8.8,66.4,91.1,78.7,27.3,6.3,0.0,0.0,0.0,85289,0.0,0.0,0.0,0.4,15.8,39.9,38.1,5.7,0.0,0.0,0.0,0.0,10.7,11.4
218,A028300,A042257,2012JJ00,353.0,76.0,690,79.6,56.6,54.5,55.0,53.0,55.1,50.1,62.7,56.6,49.8,49.7,56.5,54.6,7729,8.4,6.6,5.9,7.9,6.5,7.0,13.8,8.1,8.4,6.8,11.7,9.0,8.9,11.2
219,A028300,A042257,2016JJ00,318.0,81.0,781,83.5,60.6,57.8,60.2,62.5,61.2,68.7,61.8,63.2,61.9,60.1,61.8,64.1,5259,10.3,7.2,7.9,6.7,8.7,15.7,7.7,8.9,6.8,7.2,4.3,8.5,5.6,6.7
220,A028300,A042301,2012JJ00,332.0,77.3,1851,76.3,2.9,0.0,18.1,7.7,34.7,44.4,55.2,57.3,68.7,79.1,79.1,49.6,5135,0.1,0.0,4.1,2.9,4.3,7.8,12.6,10.7,21.2,24.5,10.9,1.1,2.1,2.8
221,A028300,A042301,2016JJ00,269.0,95.0,2046,94.4,0.0,0.0,21.4,2.9,30.5,33.6,49.9,78.6,82.7,81.9,61.2,17.2,4985,0.0,0.0,2.3,0.2,3.0,2.2,7.8,10.8,20.0,31.5,20.3,1.9,2.3,2.4
222,A028300,A042263,2012JJ00,122.0,91.9,468,94.6,19.1,19.1,19.1,26.1,57.1,74.4,79.3,71.6,39.0,7.3,7.3,7.3,3129,0.0,0.3,0.4,2.1,7.0,20.2,28.2,24.4,5.4,8.2,2.7,0.9,6.3,6.7
223,A028300,A042263,2016JJ00,93.0,71.2,337,80.0,0.0,0.0,0.0,22.8,60.6,78.6,71.6,76.9,44.7,19.1,13.1,13.4,1770,0.0,0.0,0.0,0.2,3.6,13.8,30.6,37.5,9.7,3.6,0.5,0.5,4.2,5.2
224,A028300,A042252,2012JJ00,181.0,97.9,406,99.7,86.3,87.2,80.1,78.8,83.5,77.3,88.0,76.2,73.7,96.1,83.8,83.3,34987,7.8,8.9,7.0,6.3,7.3,8.3,15.2,7.9,8.3,10.1,6.8,6.1,85.9,86.1
225,A028300,A042252,2016JJ00,93.0,91.6,245,95.3,87.6,93.0,90.2,82.7,86.1,89.4,79.2,78.9,81.4,74.8,87.7,82.4,17766,10.1,8.6,9.4,7.9,7.2,14.4,8.3,5.4,6.6,6.7,8.3,7.1,69.3,72.7
226,A028300,A042318,2012JJ00,131.0,96.9,868,98.5,0.0,0.0,0.0,0.0,7.7,7.0,82.9,21.4,54.1,0.0,0.0,0.0,7256,0.0,0.0,0.0,0.0,3.2,2.3,53.0,6.9,34.6,0.0,0.0,0.0,8.2,8.4
227,A028300,A042318,2016JJ00,62.0,75.6,334,72.7,0.0,0.0,0.0,5.9,6.0,18.2,67.7,63.1,59.8,2.1,0.0,0.0,1053,0.0,0.0,0.0,2.0,6.6,15.3,38.8,21.4,15.7,0.2,0.0,0.0,2.3,3.1
228,A028300,A042264,2012JJ00,413.0,47.7,1976,64.4,9.7,9.7,9.7,10.6,21.1,26.6,49.7,53.4,39.0,42.8,44.5,44.1,3641,0.4,0.4,0.6,5.4,5.1,10.4,15.3,12.9,10.0,9.8,5.2,24.4,1.2,1.8
229,A028300,A042264,2016JJ00,189.0,22.5,1082,35.4,2.4,2.4,6.0,7.7,18.2,22.9,25.2,26.8,21.1,7.7,2.8,2.3,2483,0.0,0.0,1.2,4.0,10.3,26.3,25.0,16.9,14.2,1.3,0.0,0.8,0.8,2.3
230,A028300,A042334,2012JJ00,386.0,78.7,2297,87.8,0.0,0.0,0.0,3.3,2.8,2.0,72.2,89.5,85.6,56.3,7.2,9.0,4700,0.0,0.0,0.0,0.1,0.1,0.1,13.5,26.1,47.1,11.9,0.0,1.1,1.8,2.0
231,A028300,A042334,2016JJ00,294.0,76.8,2364,84.5,0.2,0.0,0.0,3.1,0.0,15.7,63.5,75.1,66.2,28.1,0.5,1.5,5015,0.1,0.0,0.0,0.2,0.0,2.9,24.4,37.5,26.9,6.9,0.2,0.9,1.8,2.1
232,A028300,A042333,2012JJ00,182.0,78.6,2410,89.0,0.0,0.0,0.0,0.0,0.0,8.9,79.8,83.6,70.1,84.8,84.8,61.8,10042,0.0,0.0,0.0,0.0,0.0,1.5,24.9,26.8,24.3,15.6,6.5,0.4,3.7,4.2
233,A028300,A042333,2016JJ00,153.0,73.9,2076,79.7,0.0,0.0,0.0,0.0,7.0,28.3,69.1,74.2,63.4,56.4,20.5,3.7,7890,0.0,0.0,0.0,0.0,1.1,7.1,22.6,32.4,19.8,12.1,4.7,0.3,3.0,3.8
234,A028300,A042351,2012JJ00,289.0,80.4,2135,89.3,0.0,0.0,0.0,0.0,4.8,22.1,52.7,50.7,17.6,0.0,0.0,0.0,2138,0.0,0.0,0.0,0.0,0.5,13.4,42.5,28.0,15.6,0.0,0.0,0.0,0.9,1.0
235,A028300,A042351,2016JJ00,296.0,86.2,2037,85.3,0.0,0.0,0.0,0.0,0.5,18.8,45.7,59.1,20.6,0.0,0.0,0.0,1756,0.0,0.0,0.0,0.0,0.1,13.7,32.0,39.1,15.2,0.0,0.0,0.0,0.7,0.9
236,A028300,A042194,2012JJ00,7119.0,84.9,65061,89.5,0.0,2.9,2.9,0.0,0.0,2.5,27.0,77.2,45.2,21.0,0.0,0.0,36809,0.0,0.0,0.2,0.0,0.0,1.7,17.2,52.8,25.7,2.4,0.0,0.0,0.5,0.6
237,A028300,A042194,2016JJ00,6454.0,82.5,61367,86.8,0.0,0.0,0.0,0.0,1.4,5.9,53.8,61.5,39.3,5.2,0.0,0.0,28486,0.0,0.0,0.0,0.0,3.4,2.0,25.2,41.2,25.7,2.4,0.0,0.0,0.4,0.5
238,A028300,A042171,2012JJ00,7246.0,83.5,108189,79.3,0.2,0.2,0.2,24.1,62.9,41.1,4.2,0.0,0.0,0.0,0.0,0.0,60292,0.0,0.0,0.1,19.3,57.2,21.0,2.4,0.0,0.0,0.0,0.0,0.0,0.4,0.6
239,A028300,A042171,2016JJ00,6593.0,90.8,106668,91.2,0.0,0.0,11.2,65.5,80.4,50.0,3.0,0.0,0.0,0.0,0.0,0.0,69045,0.0,0.0,3.5,39.4,39.2,16.8,1.1,0.0,0.0,0.0,0.0,0.0,0.6,0.6
240,A028300,A042172,2012JJ00,1694.0,76.6,11434,75.0,0.0,0.0,0.0,3.7,31.7,67.6,0.0,0.0,0.0,0.0,0.0,0.0,4975,0.0,0.0,0.0,4.0,34.7,61.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4
241,A028300,A042172,2016JJ00,1399.0,77.3,9295,84.1,0.0,0.0,0.0,13.8,37.1,54.2,14.0,0.0,0.0,0.0,0.0,0.0,3154,0.0,0.0,0.0,12.4,29.1,51.5,7.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3
242,A028300,A042291,2012JJ00,305.0,92.2,1587,93.8,27.6,35.4,57.1,67.1,62.0,64.9,77.0,66.6,74.8,63.1,25.5,16.0,13336,2.7,5.2,8.6,8.5,11.7,11.5,11.8,15.0,10.6,8.5,3.5,2.5,7.9,8.4
243,A028300,A042291,2016JJ00,247.0,90.2,1614,94.7,46.4,39.2,51.4,70.2,62.6,66.6,75.4,57.4,50.4,44.3,25.8,30.7,15989,6.5,6.4,12.6,16.3,6.0,7.5,11.4,10.2,7.9,7.2,1.5,6.7,9.4,9.9
244,A028300,A042237,2012JJ00,856.0,97.6,10963,97.5,67.3,75.1,85.5,71.3,86.2,82.6,44.1,19.1,51.0,74.8,74.8,74.8,274013,1.2,0.5,9.2,12.9,17.9,11.0,2.0,0.8,11.5,20.2,8.4,4.4,24.4,25.0
245,A028300,A042237,2016JJ00,823.0,93.5,12549,95.1,7.7,11.7,44.6,92.6,91.2,88.4,19.6,4.8,20.3,40.8,18.4,14.6,244288,0.0,0.0,5.5,21.1,24.6,21.8,1.4,0.1,4.8,11.2,5.8,3.7,18.5,19.5
246,A028300,A042267,2012JJ00,396.0,66.0,1016,72.7,39.4,36.8,42.5,32.8,37.3,40.9,63.3,63.6,65.9,62.0,57.9,58.5,15347,11.1,3.8,2.9,2.8,3.9,11.1,18.3,9.6,6.5,11.9,16.0,2.0,11.0,15.1
247,A028300,A042267,2016JJ00,310.0,59.1,1267,73.3,13.0,9.8,12.0,43.9,46.5,54.9,59.7,59.9,40.8,44.8,11.8,9.1,6076,0.7,0.3,0.4,8.0,12.8,28.7,12.1,15.1,14.2,4.5,2.9,0.3,3.5,4.8
248,A028300,A042187,2012JJ00,11.0,4.3,71,3.4,0.0,0.0,0.0,0.0,0.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,32.9,67.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,A028300,A042187,2016JJ00,150.0,43.4,975,40.4,0.0,0.0,0.0,2.1,23.7,21.8,0.0,0.0,0.0,0.0,0.0,0.0,174,0.0,0.0,0.0,4.8,55.1,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2
250,A028300,A042224,2012JJ00,153.0,77.8,1196,84.4,60.7,60.7,60.7,51.8,74.6,60.7,86.1,60.8,58.4,78.6,78.6,78.6,31956,0.0,0.8,3.7,5.7,10.8,9.2,12.0,13.2,31.0,5.1,4.9,3.6,22.6,26.7
251,A028300,A042224,2016JJ00,181.0,83.5,1581,96.5,4.8,2.6,17.4,52.5,85.2,92.9,88.2,79.9,65.1,44.1,42.3,22.2,32917,0.1,0.0,0.5,3.9,10.1,19.6,16.4,15.9,11.0,11.5,8.6,2.5,20.1,20.8
252,A028300,A042315,2012JJ00,803.0,89.8,5747,93.1,0.0,0.0,0.0,0.0,4.7,4.2,64.5,79.6,73.9,22.9,0.0,0.0,5761,0.0,0.0,0.0,0.0,0.6,2.0,28.8,30.4,28.3,9.7,0.0,0.0,0.9,1.0
253,A028300,A042315,2016JJ00,700.0,76.6,5499,82.8,0.0,0.0,0.0,3.9,8.8,6.5,56.4,87.0,76.2,31.7,0.0,0.0,4735,0.0,0.0,0.0,0.9,1.4,0.9,16.9,38.1,31.7,10.2,0.0,0.0,0.7,0.9
254,A028300,A042325,2012JJ00,232.0,50.1,2029,60.5,0.0,0.0,0.0,2.9,4.2,0.0,1.6,22.2,38.5,0.4,0.4,0.0,232,0.0,0.0,0.0,6.5,10.0,0.0,3.1,37.1,41.6,1.4,0.4,0.0,0.1,0.1
255,A028300,A042325,2016JJ00,139.0,33.4,1039,35.9,0.0,0.0,0.0,3.2,8.8,6.4,4.2,17.8,12.1,2.6,3.3,0.0,371,0.0,0.0,0.0,7.1,11.7,34.4,3.5,20.7,8.6,9.6,4.2,0.0,0.1,0.4
256,A028300,A042320,2012JJ00,2546.0,91.9,19172,91.3,0.0,0.0,0.0,0.0,0.0,57.7,100.0,87.1,3.4,0.0,0.0,0.0,275827,0.0,0.0,0.0,0.0,0.0,12.6,59.8,27.4,0.2,0.0,0.0,0.0,13.1,14.4
257,A028300,A042320,2016JJ00,2831.0,92.0,22458,89.6,2.7,0.0,0.0,1.6,3.0,58.1,96.9,93.8,12.5,2.0,0.0,0.0,271203,0.4,0.0,0.0,0.3,0.3,16.0,46.5,34.8,1.7,0.1,0.0,0.0,10.8,12.1
258,A028300,A042362,2012JJ00,1340.0,90.9,39570,91.3,0.0,2.2,37.7,19.1,6.6,72.3,97.4,90.5,86.9,4.0,0.0,0.0,477749,0.0,0.0,0.9,0.8,0.1,24.6,45.1,21.9,6.5,0.1,0.0,0.0,11.0,12.1
259,A028300,A042362,2016JJ00,1484.0,93.1,41124,95.3,0.0,0.0,5.6,36.9,15.3,83.8,99.1,98.7,89.3,9.2,0.0,0.0,413887,0.0,0.0,0.0,3.1,1.6,18.1,41.9,28.2,7.0,0.1,0.0,0.0,9.6,10.1
260,A028299,A048737,2012JJ00,,,719694,92.7,22.9,27.2,36.8,27.3,59.1,35.2,19.5,13.1,12.0,14.5,8.0,7.9,1756564,2.6,1.8,9.0,16.4,35.2,15.1,7.3,3.4,4.0,3.6,0.9,0.7,2.3,2.4
261,A028299,A048737,2016JJ00,,,664521,89.8,2.7,2.7,13.5,35.7,53.5,41.8,14.1,12.6,12.7,8.5,1.7,3.2,1484928,2.9,1.6,4.1,15.0,35.7,18.8,4.2,5.6,6.5,3.0,0.6,2.0,2.0,2.2
262,A028299,A044031,2012JJ00,,,639039,93.8,21.2,25.7,35.6,25.9,59.6,33.3,16.7,10.7,10.9,11.9,4.6,5.1,1401326,0.3,0.4,9.2,17.5,39.5,15.7,6.5,2.7,4.2,3.5,0.2,0.2,2.1,2.2
263,A028299,A044031,2016JJ00,,,586530,91.6,0.4,0.9,12.3,34.9,53.3,41.2,10.9,9.9,11.8,7.9,0.8,2.4,1157689,0.2,0.4,3.7,15.1,40.6,19.8,3.3,5.7,7.3,3.1,0.1,0.6,1.8,2.0
264,A028299,A042228,2012JJ00,,,20109,95.9,88.2,91.1,91.4,61.7,56.9,46.2,45.4,40.1,36.1,27.3,29.2,30.2,188697,17.8,11.3,9.1,14.3,11.6,8.9,8.6,6.9,3.4,2.2,2.0,4.0,9.0,9.4
265,A028299,A042228,2016JJ00,,,20434,86.9,54.6,40.4,40.7,55.6,59.2,48.2,34.1,34.3,29.9,17.2,8.8,24.0,179062,21.2,8.9,6.3,12.9,11.9,10.5,4.5,3.9,4.1,1.7,2.3,11.7,7.6,8.8
266,A028299,A044083,2012JJ00,,,2005,59.1,8.2,11.7,15.8,19.4,24.3,24.7,36.1,26.2,20.0,18.0,12.4,7.1,3409,5.1,3.5,3.6,29.1,7.9,10.0,15.9,8.2,5.8,5.4,3.3,2.2,1.0,1.7
267,A028299,A044083,2016JJ00,,,1765,61.6,11.5,12.3,15.0,22.7,26.6,36.4,21.3,22.9,19.3,15.9,11.0,11.8,1651,2.3,3.2,6.7,9.7,11.9,21.0,11.0,9.8,9.6,7.5,2.5,4.9,0.6,0.9
268,A028299,A042259,2012JJ00,,,15310,92.8,66.8,67.2,71.9,55.9,64.6,66.8,72.0,61.9,54.4,67.1,59.5,43.6,54156,11.2,6.7,9.6,9.6,13.7,12.9,12.0,8.7,5.2,5.0,1.4,4.1,3.3,3.5
269,A028299,A042259,2016JJ00,,,14266,83.8,16.1,18.5,34.0,49.5,55.8,53.5,53.4,52.0,42.6,26.9,10.1,9.7,52042,5.3,3.6,7.2,18.8,17.3,17.2,9.8,8.8,4.9,4.2,1.4,1.5,3.1,3.6
270,A028299,A042340,2012JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
271,A028299,A042340,2016JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
272,A028299,T001322,2012JJ00,,,13622,84.5,9.2,9.2,9.2,20.9,54.4,56.4,24.4,33.4,1.7,83.9,83.9,75.7,40526,0.1,0.1,2.4,5.3,16.9,22.2,4.8,5.8,0.2,19.7,21.3,1.4,2.5,3.0
273,A028299,T001322,2016JJ00,,,12392,73.8,3.9,2.5,6.3,21.0,51.6,36.8,27.0,35.9,8.5,15.3,14.1,1.9,25801,0.4,2.8,4.4,8.6,19.0,22.2,10.1,5.9,2.3,12.7,10.8,0.8,1.5,2.1
274,A028299,A042271,2012JJ00,,,282,7.2,0.0,0.0,0.0,1.9,4.0,1.9,2.9,1.8,0.2,0.6,0.0,0.0,80,0.0,0.0,0.0,10.2,26.0,7.6,24.2,22.5,3.0,6.5,0.0,0.0,0.0,0.3
275,A028299,A042271,2016JJ00,,,292,7.5,1.0,0.0,1.8,0.9,1.9,0.3,2.7,1.5,1.1,1.3,1.3,1.7,109,4.0,0.0,7.4,6.1,10.9,10.1,21.9,7.6,25.6,1.4,0.9,4.2,0.0,0.4
276,A028299,A042269,2012JJ00,,,29328,84.0,7.0,12.1,29.8,27.4,58.7,46.9,32.8,12.3,4.5,2.1,1.8,1.6,68369,0.3,0.4,8.6,9.1,41.4,19.8,16.4,2.7,0.7,0.2,0.2,0.0,2.0,2.3
277,A028299,A042269,2016JJ00,,,28843,81.5,2.8,1.9,10.8,41.3,60.9,49.4,33.1,17.2,7.0,1.2,1.3,1.1,68575,0.5,0.2,2.9,17.2,35.3,23.2,13.2,4.5,1.6,0.3,0.1,1.0,1.9,2.4
278,A028299,A042276,2012JJ00,10.0,3.5,19,6.7,0.0,0.0,0.0,0.0,1.6,1.6,5.0,1.6,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,17.2,3.4,61.8,17.6,0.0,0.0,0.0,0.0,0.1,0.9
279,A028299,A042276,2016JJ00,15.0,5.8,14,4.2,0.0,0.0,0.0,0.7,0.7,0.7,0.2,4.0,3.1,0.0,0.0,0.0,49,0.0,0.0,0.9,5.2,10.8,18.4,10.7,10.0,44.1,0.0,0.0,0.0,0.1,3.5
280,A028299,A042278,2012JJ00,181.0,42.4,1296,87.2,0.0,83.1,83.1,78.2,80.5,79.6,80.2,71.6,1.9,0.9,0.9,0.0,4533,0.0,3.0,9.7,14.6,23.1,27.9,17.8,3.5,0.2,0.0,0.0,0.0,3.0,3.5
281,A028299,A042278,2016JJ00,191.0,57.6,1077,79.1,0.0,31.0,31.1,61.8,59.1,58.8,53.3,48.1,25.7,0.8,0.0,0.0,2908,0.0,3.1,5.7,8.4,26.3,12.9,15.8,10.7,16.9,0.1,0.0,0.0,2.1,2.7
282,A028299,A044051,2012JJ00,1139.0,81.7,6863,86.4,8.0,8.0,8.0,16.8,61.9,63.2,22.5,38.4,0.0,81.0,81.0,81.0,22069,0.0,0.1,0.6,2.9,18.1,23.6,5.5,6.7,0.0,19.3,21.2,2.0,2.8,3.2
283,A028299,A044051,2016JJ00,730.0,67.3,5761,78.5,5.0,5.6,13.5,24.4,59.3,35.9,39.7,30.0,15.9,18.6,21.0,2.9,13870,0.8,5.2,7.5,7.6,16.7,17.3,13.6,3.6,1.7,12.0,13.0,1.1,1.9,2.4
284,A028299,A042297,2012JJ00,495.0,69.2,2307,79.7,0.0,0.0,0.0,0.7,45.4,22.5,42.7,17.1,19.5,0.0,0.0,0.0,4180,0.0,0.0,0.0,0.5,24.5,11.7,43.9,12.2,7.2,0.0,0.0,0.0,1.4,1.8
285,A028299,A042297,2016JJ00,553.0,85.9,3130,82.5,0.0,0.0,7.3,13.2,32.6,55.1,59.7,28.1,11.2,0.8,0.0,8.7,5566,0.0,0.0,0.6,5.9,15.7,27.2,28.3,8.1,2.1,0.2,0.0,11.9,1.5,1.8
286,A028299,A042256,2012JJ00,189.0,59.9,350,72.3,18.7,27.4,30.3,30.0,30.7,27.5,48.7,27.7,37.4,40.2,15.2,5.5,589,20.4,4.9,4.5,5.7,13.6,12.4,12.7,4.3,6.0,13.3,2.0,0.2,1.2,1.7
287,A028299,A042256,2016JJ00,129.0,53.5,235,59.9,14.8,13.2,15.5,28.8,21.6,35.3,22.4,20.2,24.1,18.2,11.2,10.9,251,5.6,9.4,5.3,10.2,7.9,19.2,11.7,7.6,10.2,5.7,1.7,5.4,0.6,1.1
288,A028299,A042329,2012JJ00,232.0,78.2,1958,87.1,63.5,63.5,63.5,66.5,55.3,42.3,53.0,43.3,4.4,18.6,20.6,18.6,2160,5.6,0.3,9.9,11.0,18.8,12.5,21.8,8.6,0.1,4.7,6.6,0.2,1.0,1.1
289,A028299,A042329,2016JJ00,129.0,64.3,1550,73.3,32.9,0.3,56.7,54.9,55.9,56.9,64.4,43.3,24.6,2.9,16.5,0.0,4621,7.1,0.1,21.1,11.1,12.9,24.4,13.2,2.7,5.0,1.0,1.5,0.0,2.2,3.0
290,A028299,A042226,2012JJ00,1087.0,80.8,2602,89.4,58.5,62.3,66.4,56.8,56.3,49.7,54.4,41.1,31.5,39.8,40.3,40.3,12086,26.0,5.7,13.2,8.4,10.9,6.7,9.7,4.5,5.2,5.1,3.1,1.5,4.2,4.6
291,A028299,A042226,2016JJ00,756.0,72.0,2229,80.9,25.2,27.5,42.6,44.4,38.5,40.0,36.3,34.9,35.0,35.9,22.1,18.9,12373,11.6,5.3,9.1,17.4,11.9,11.1,7.2,7.7,5.9,7.5,2.9,2.4,4.5,5.6
292,A028299,A042260,2012JJ00,520.0,77.9,2511,94.1,79.8,88.8,90.7,58.9,77.3,64.2,78.4,64.9,44.1,73.8,40.9,73.8,8680,3.5,7.5,14.6,12.4,15.2,14.3,10.7,8.8,4.4,5.3,0.3,3.0,3.3,3.5
293,A028299,A042260,2016JJ00,510.0,92.5,2680,93.1,13.5,41.1,61.6,64.7,76.7,63.1,70.4,59.5,51.9,31.7,5.1,8.4,13360,1.0,3.1,8.5,20.6,22.2,24.3,8.8,4.9,3.6,2.1,0.4,0.6,4.6,5.0
294,A028299,A042312,2012JJ00,421.0,95.6,2365,96.2,0.0,0.0,35.0,38.1,67.0,36.6,18.6,0.0,0.0,0.0,0.0,0.0,3548,0.0,0.0,29.0,26.3,27.2,15.0,2.4,0.0,0.0,0.0,0.0,0.0,1.4,1.5
295,A028299,A042312,2016JJ00,393.0,77.9,2603,85.0,0.0,0.0,4.8,52.5,62.6,28.5,14.2,5.4,0.0,0.0,0.0,0.0,2941,0.0,0.0,3.5,37.9,43.4,8.6,3.5,3.2,0.0,0.0,0.0,0.0,1.0,1.1
