ID,Bedrijfsgrootte,BedrijfstakkenBranchesSBI2008,PersoneelDatWerktMetEenComputer_1,PersoneelDatWerktMetInternet_2,Telewerkers_3,TelewerkKomtVoor_4,ICTPersAangenomenWillenAannemen_5,ICTVacaturesLastigTeVullen_6,ICTSpecialistenInLoondienst_7,AandeelICTSpecialisten_8,ICTSpecOntwEnOnderhoudSoftware_9,InternetVast_10,MinderDan2MbitS_11,k_2Tot10MbitS_12,k_10Tot30MbitS_13,k_30Tot100MbitS_14,k_100MbitSOfMeer_15,VoiceOfVideoAppsGebruikt_16,MobielInternetVerstrekt_17,PersoneelDatWerktMetMobielInternet_18,BedrijvenMetWebsite_19,BeschrijvingenVanProductenPrijslijst_20,OnlineBestellenBoekenOfReserveren_21,ProductaanpassingDoorKlant_22,BestellingOnlineVolgen_23,KlantspecifiekeInfoVoorDeBezoeker_24,VerwijzingNaarSocialeMedia_25,GegevensBezoekersOpWebsiteGebruikt_26,SocialeMediaGebruikt_27,SocialeNetwerkenBijvFacebook_28,BlogsOfMicroblogsBijvTwitter_29,MultimediaDelenBijvYouTube_30,WikiSOmKennisTeDelen_31,MarketingProductenBedrijfsimago_32,MeningenKlantReagerenOpVragen_33,BetrekkingKlantBijProductontwikkeling_34,SamenwerkenMetZakenrelaties_35,WervenVanPersoneel_36,KennisUitwisselingBinnenHetBedrijf_37,ERPSoftware_38,OpslagKlantgegevens_39,AnalyseKlantgegevens_40,NietGedigitaliseerd_41,NauwelijksGedigitaliseerd_42,GemiddeldGedigitaliseerd_43,VeelGedigitaliseerd_44,BijnaVolledigGedigitaliseerd_45,AntiVirussoftware_46,BeleidVoorSterkeWachtwoorden_47,UpdatenSoftwareBesturingssysteem_48,AuthenticatieViaSoftOfHardwaretoken_49,EncryptieVanData_50,GegevensOpAndereFysiekeLocatie_51,NetworkAccessControl_52,VPNInternetgebruikBuitenHetBedrijf_53,LogbestandenVoorAnalyseIncidenten_54,MethodesVoorBeoordelenICTVeiligheid_55,Risicoanalyses_56,VrijwilligeTraining_57,VerplichteTraining_58,MetContract_59,ExterneLeverancier_60,EigenPersoneel_61,EigenPersoneelEnExterneLeverancier_62,ICTVeiligheidsdocumentenAanwezig_63,BeheerToegangsrechten_64,OmgangData_65,PreventieVanVeiligheidsincidenten_66,RegelsVoorPersoneel_67,OpleidenPersoneel_68,MinderDan12MaandenGeleden_69,TussenDe12En24MaandenGeleden_70,MeerDan24MaandenGeleden_71,IncidentDoorInterneOorzaak_72,IncidentDoorAanvalVanBuiten_73,UitvalICTDienstDoorVeiligheidsinc_74,VernietigingDataDoorVeiligheidsinc_75,OnthullingDoorInternIncident_76,UitvalICTDienstDoorAanvalBuitenaf_77,VernietigingDataAanvalVanBuitenaf_78,OnthullingGegevensDoorICTInbraak_79,KostenIncidentAanvalBuitenaf_80,KostenIncidentIntern_81,UitvalICTDienstDoorVeiligheidsinc_82,VernietigingDataDoorVeiligheidsinc_83,OnthullingDoorInternIncident_84,UitvalICTDienstDoorAanvalBuitenaf_85,VernietigingDataAanvalBuitenaf_86,OnthullingDoorICTInbraak_87,VerzekeringICTVeiligheidsincidenten_88,GezochtNaarMeldingenCyberdreigingen_89,BekendMetDTC_90,DTCWebsiteAlsBronGebruikt_91,AndereBedrijven_92,Overheid_93,Consumenten_94,EFactuur_95,ElektronischMaarGeenEFactuur_96,PapierenVorm_97,EFactuur_98,AndersElektronischOfPapier_99,EFacturenVerzonden_100,EFacturenOntvangen_101,VerkoopViaECommerce_102,ViaWebsiteOfAppsVanEigenBedrijf_103,PercentageOmzetViaOnlinePlatforms_104,Verkoopwaarde1VanDeTotaleOmzet_105,Verkoopwaarde1VanDeTotaleOmzet_106,Verkoopwaarde2VanDeTotaleOmzet_107,Verkoopwaarde5VanDeTotaleOmzet_108,Verkoopwaarde10VanDeTotaleOmzet_109,Verkoopwaarde25VanDeTotaleOmzet_110,Verkoopwaarde50VanDeTotaleOmzet_111,VerkoopViaWebsiteOfApp_112,Verkoopwaarde1VanDeTotaleOmzet_113,Verkoopwaarde1VanDeTotaleOmzet_114,Verkoopwaarde2VanDeTotaleOmzet_115,Verkoopwaarde5VanDeTotaleOmzet_116,Verkoopwaarde10VanDeTotaleOmzet_117,Verkoopwaarde25VanDeTotaleOmzet_118,Verkoopwaarde50VanDeTotaleOmzet_119,NederlandseConsumenten_120,BuitenlandseConsumenten_121,Bedrijven_122,Overheden_123,KlantenInNederland_124,KlantenInAndereEULanden_125,KlantenInLandenBuitenDeEU_126,HogeKostenBezorgenRetournerenEU_127,ProbleemOplossenKlachtenEnGeschillen_128,LabelsEtikettenAanpassen_129,OnvoldoendeKennisVanAndereTalen_130,BeperkingenOpgelegdDoorZakenpartners_131,LageKosten_132,Gemak_133,GrotereMarkt_134,BereikenInternationaleMarkt_135,MartkaandeelBehoudenVergroten_136,PlatformDomineertDeMarkt_137,FeedbackReviewsRatings_138,Anders_139,NegatiefOmzetDaalt_140,NeutraalOmzetBlijftGelijk_141,PositiefOmzetStijgt_142,NietBekendMetPlatformsBinnenBranche_143,NegatiefOmzetDaalt_144,NeutraalOmzetBlijftGelijk_145,PositiefOmzetStijgt_146,NietBekendMetPlatformsBinnenBranche_147,VerkoopViaEDI_148,Verkoopwaarde1VanDeTotaleOmzet_149,Verkoopwaarde1VanDeTotaleOmzet_150,Verkoopwaarde2VanDeTotaleOmzet_151,Verkoopwaarde5VanDeTotaleOmzet_152,Verkoopwaarde10VanDeTotaleOmzet_153,Verkoopwaarde25VanDeTotaleOmzet_154,Verkoopwaarde50VanDeTotaleOmzet_155,KlantenInNederland_156,KlantenInAndereEULanden_157,KlantenInLandenBuitenDeEU_158,InkoopViaECommerce_159,Inkoopwaarde1VanDeTotaleInkoop_160,Inkoopwaarde1VanDeTotaleInkoop_161,Inkoopwaarde2VanDeTotaleInkoop_162,Inkoopwaarde5VanDeTotaleInkoop_163,Inkoopwaarde10VanDeTotaleInkoop_164,Inkoopwaarde25VanDeTotaleInkoop_165,Inkoopwaarde50VanDeTotaleInkoop_166,InkoopViaWebsiteOfApp_167,Inkoopwaarde1VanDeTotaleInkoop_168,Inkoopwaarde1VanDeTotaleInkoop_169,Inkoopwaarde2VanDeTotaleInkoop_170,Inkoopwaarde5VanDeTotaleInkoop_171,Inkoopwaarde10VanDeTotaleInkoop_172,Inkoopwaarde25VanDeTotaleInkoop_173,Inkoopwaarde50VanDeTotaleInkoop_174,AanbiedersInNederland_175,AanbiedersInAndereEULanden_176,AanbiedersInLandenBuitenDeEU_177,InkoopViaEDI_178,Inkoopwaarde1VanDeTotaleInkoop_179,Inkoopwaarde1VanDeTotaleInkoop_180,Inkoopwaarde2VanDeTotaleInkoop_181,Inkoopwaarde5VanDeTotaleInkoop_182,Inkoopwaarde10VanDeTotaleInkoop_183,Inkoopwaarde25VanDeTotaleInkoop_184,Inkoopwaarde50VanDeTotaleInkoop_185,AanbiedersInNederland_186,AanbiedersInAndereEULanden_187,AanbiedersInAndereLandenBuitenEU_188
37,WP19107,383100,75,68,34,100,65,49,89,2,1,100,0,1,5,32,62,82,97,39,96,89,58,19,41,43,78,38,86,84,41,55,25,93,53,40,40,95,42,72,70,40,1,3,37,50,8,100,97,98,83,79,99,78,91,92,81,80,72,41,58,11,16,72,83,81,82,77,72,61,62,16,5,63,23,58,17,11,15,11,3,18,38,38,6,6,13,7,1,25,44,25,11,98,38,37,20,57,22,24,76,51,51,65,78,22,20,45,41,35,34,26,21,38,5,23,20,14,12,7,6,34,6,57,2,78,18,4,0,2,1,2,4,69,87,81,81,87,49,26,49,0,14,20,5,2,39,29,30,43,15,27,26,25,25,21,14,65,29,6,66,48,18,17,14,11,8,6,64,48,17,16,12,11,6,5,53,10,1,11,5,6,5,4,3,1,1,77,22,1
38,WP19107,389100,41,36,10,98,32,13,66,0,0,100,0,0,7,24,68,70,88,9,93,85,63,20,23,41,72,42,87,87,35,58,12,95,81,55,43,88,32,63,56,42,0,9,49,39,2,100,96,98,81,72,100,81,89,98,77,75,62,36,66,29,22,50,80,70,71,71,56,51,44,32,4,62,7,58,7,2,2,2,4,2,32,29,3,0,2,0,0,32,14,18,3,93,60,77,13,67,20,23,77,37,65,67,41,59,6,61,50,41,39,30,17,64,6,58,50,41,39,30,17,40,17,35,8,68,21,11,0,4,0,0,0,53,60,92,67,91,83,62,21,0,26,36,2,0,45,37,18,9,3,6,2,2,2,0,0,80,5,15,72,15,57,53,45,43,38,29,66,19,48,42,34,32,30,23,61,4,1,18,0,18,18,14,14,11,9,93,5,2
39,WP19107,391600,95,93,57,98,72,59,96,15,3,98,0,0,3,15,79,94,95,70,99,86,43,14,28,44,93,70,99,97,79,80,40,96,60,56,66,95,69,83,86,73,0,0,22,42,36,100,99,100,89,86,98,82,90,97,93,90,89,64,80,1,24,75,95,94,94,93,87,80,77,17,1,51,29,47,6,14,20,7,7,10,23,21,3,3,8,4,1,54,78,50,28,99,85,39,24,61,15,30,70,52,61,37,93,7,11,26,25,22,22,14,8,35,8,22,21,17,17,9,3,46,3,44,6,93,6,1,1,4,1,1,1,65,78,100,71,78,48,65,31,3,4,21,8,3,23,32,43,11,5,5,5,5,5,5,5,87,10,3,69,21,48,47,41,37,28,20,69,21,48,47,41,37,28,20,59,7,4,11,6,5,5,5,5,5,4,92,6,1
40,WP19107,396300,96,95,54,100,75,68,86,8,4,95,0,0,0,19,76,97,87,48,86,82,59,54,45,60,76,66,80,77,59,63,37,93,81,66,53,97,55,74,80,73,2,0,8,41,48,100,100,100,96,93,100,91,100,100,100,100,100,86,85,7,5,88,96,96,96,93,91,86,81,14,0,65,35,55,8,32,26,11,4,16,42,42,2,5,16,6,0,39,80,47,32,91,34,71,18,59,22,27,73,33,56,56,92,8,22,34,34,29,21,21,13,53,7,25,25,23,15,15,5,61,2,37,1,94,3,2,0,0,0,0,3,74,100,100,24,100,74,26,0,3,22,20,8,4,41,25,29,26,13,14,14,11,9,6,6,99,1,1,62,23,39,32,25,18,5,3,59,21,39,30,25,18,5,3,47,8,4,10,2,8,3,3,3,3,0,98,2,0
41,WP19107,402000,99,99,46,100,60,40,100,3,1,100,0,0,0,20,80,100,100,75,100,90,70,20,40,80,100,90,100,100,100,60,30,90,100,90,50,100,80,90,80,30,0,0,40,10,50,100,100,100,100,80,100,80,100,100,100,100,100,90,60,0,0,100,100,100,90,100,90,90,90,10,0,70,10,50,20,40,10,10,0,10,50,50,20,0,10,10,0,30,50,10,10,80,40,90,7,62,31,16,84,20,70,20,99,1,0,20,10,10,10,10,10,20,0,20,10,10,10,10,10,51,0,49,0,99,1,0,0,0,0,0,0,0,100,100,100,100,100,0,0,0,10,10,0,0,60,10,30,0,0,0,0,0,0,0,0,0,0,0,70,50,20,20,10,10,10,0,70,60,10,10,0,0,0,0,58,11,1,10,0,10,10,10,10,10,0,100,0,0
42,WP19107,403300,95,95,54,100,68,53,90,5,3,100,0,0,3,13,84,92,96,58,95,81,25,7,12,37,76,50,95,94,59,70,34,87,46,48,61,97,62,90,87,49,0,1,23,48,29,99,97,99,87,89,95,81,92,91,87,89,92,62,76,7,17,76,90,88,88,87,84,77,74,13,2,62,19,51,4,29,13,5,4,6,35,32,1,5,3,1,2,47,53,38,22,96,68,39,18,59,23,22,78,43,60,24,90,10,9,15,14,12,12,9,7,21,6,13,12,10,10,5,4,19,5,70,6,76,16,7,2,2,1,1,1,100,100,100,75,100,41,100,48,1,7,8,5,2,36,16,46,12,6,6,6,6,6,4,3,81,4,15,72,38,33,28,21,19,17,12,71,38,33,27,20,18,15,10,60,6,5,8,4,4,4,4,4,3,2,79,5,16
43,WP19107,410200,78,77,46,94,24,16,41,2,2,98,0,4,12,29,53,63,84,48,96,85,21,8,5,35,78,42,87,87,36,44,8,88,45,32,44,96,39,66,78,41,2,4,35,39,20,98,86,97,66,63,93,63,70,86,70,64,53,26,61,43,13,44,68,63,66,59,54,43,52,15,1,59,14,55,9,14,10,4,5,7,28,26,5,5,6,3,3,28,20,19,8,98,43,32,15,76,10,20,80,31,53,14,88,12,4,9,9,8,6,4,3,11,2,8,8,7,6,4,3,19,5,70,6,90,8,2,1,1,0,1,0,93,86,85,55,85,78,70,21,1,3,6,1,2,33,20,45,4,2,2,1,1,1,0,0,80,18,2,72,36,36,31,24,20,13,8,71,35,36,30,24,19,12,8,67,3,1,5,3,2,2,2,2,1,1,90,3,8
44,WP19107,422400,90,85,38,100,64,45,89,1,0,100,0,2,4,21,72,68,97,32,100,89,21,3,3,55,84,42,93,92,61,70,15,80,52,34,37,98,45,59,51,11,1,3,29,43,25,100,95,99,87,92,99,62,84,92,76,77,84,38,69,17,11,71,88,85,83,70,74,61,57,25,5,81,19,64,11,55,6,6,10,7,40,35,3,11,2,1,4,32,43,37,15,89,81,80,39,35,26,30,70,65,71,18,74,26,6,12,12,12,11,10,8,8,3,4,4,3,3,2,2,64,2,22,12,97,3,0,0,0,0,0,0,56,77,54,23,42,88,11,33,0,4,1,2,1,33,8,58,12,3,9,9,8,8,7,6,100,0,0,76,28,49,43,37,31,21,13,74,28,46,42,35,29,19,10,72,2,0,15,6,10,9,8,6,3,1,98,2,0
45,WP19107,300006,59,52,20,97,58,42,85,2,1,99,0,3,5,26,66,80,93,21,97,88,68,19,40,46,81,56,90,88,47,63,22,93,70,45,44,95,46,84,72,53,1,4,35,41,18,100,96,98,80,78,97,73,91,91,81,83,71,39,69,10,23,66,84,81,80,76,72,58,65,17,2,61,20,56,12,14,13,7,6,12,32,31,4,4,9,3,2,36,38,28,11,94,47,52,21,53,27,32,68,52,68,69,84,16,18,52,48,43,39,29,21,57,9,39,35,31,26,17,11,43,7,47,3,83,13,4,5,4,4,2,4,52,64,93,63,90,64,44,30,3,20,28,6,6,37,36,21,35,10,25,22,20,16,12,8,73,22,4,71,31,40,38,35,31,27,20,65,37,28,24,20,17,12,9,54,8,3,31,6,25,24,22,20,17,12,79,17,4
46,WP19107,300010,81,81,47,96,36,26,55,3,2,99,0,3,10,24,62,71,87,50,96,84,22,8,7,36,77,44,90,89,42,52,15,88,46,37,49,96,46,73,80,43,1,3,31,41,23,98,89,98,72,70,94,68,76,87,75,71,64,36,65,32,14,53,75,70,72,67,62,53,59,14,2,60,15,54,7,18,11,4,5,7,30,28,4,5,5,3,3,33,29,24,12,97,50,34,16,71,13,20,80,34,55,17,89,11,6,11,10,9,8,6,4,14,3,10,9,8,7,4,3,19,5,70,6,84,12,5,1,1,0,1,1,96,91,90,62,90,65,81,31,1,4,7,2,2,34,19,45,6,3,3,3,2,2,1,1,80,10,9,72,36,36,30,23,20,14,9,71,36,35,29,23,19,13,9,65,4,2,6,3,2,2,2,2,1,1,85,3,11
47,WP19107,332915,96,95,61,96,70,53,90,15,4,96,0,1,3,16,77,92,90,71,97,83,40,15,28,39,89,60,96,94,69,70,39,96,61,59,71,95,79,85,85,79,0,2,16,42,41,100,99,98,90,92,97,88,96,97,92,90,86,72,84,0,39,61,92,91,91,90,91,85,80,10,3,42,12,38,2,11,7,5,4,4,19,17,1,3,3,3,1,54,68,42,32,96,73,21,26,56,18,36,64,58,65,34,93,7,6,28,28,24,23,16,10,29,3,21,21,17,15,10,3,18,2,74,6,91,5,4,2,1,1,1,1,87,87,100,66,100,74,70,16,0,8,15,6,0,30,29,41,18,3,16,16,13,12,7,6,74,12,14,65,15,50,47,42,36,26,18,62,18,44,42,35,30,20,15,50,7,4,19,8,11,11,11,10,10,6,80,12,8
48,WP19088,399907,76,72,33,80,12,8,26,3,1,97,0,9,15,38,35,48,63,33,92,81,34,7,10,26,59,24,74,73,24,29,6,82,41,30,36,80,29,46,54,24,8,11,38,27,16,96,77,93,52,49,87,53,59,64,52,51,36,18,42,44,24,32,44,42,42,34,34,25,33,9,2,44,11,42,6,5,8,4,2,6,19,18,3,1,4,2,1,26,13,13,5,92,42,54,15,63,21,20,80,27,49,26,83,17,6,20,18,16,14,10,7,22,4,16,14,12,10,7,5,44,7,46,3,84,12,3,3,1,1,1,1,48,73,87,52,75,58,41,18,2,8,7,5,4,37,15,45,8,2,6,6,5,4,3,2,79,18,3,69,27,42,36,28,23,16,12,68,28,40,34,26,21,14,10,63,4,1,6,1,5,5,4,4,3,2,85,11,4
49,WP19088,307500,62,57,22,80,8,5,25,1,1,98,0,12,16,38,32,46,66,21,94,82,25,9,6,16,52,19,68,66,16,29,5,81,30,27,35,75,21,65,58,25,6,12,46,27,10,98,73,94,46,41,85,52,64,66,55,49,30,15,38,47,21,32,40,38,37,31,30,21,28,8,3,46,11,44,6,3,7,5,2,6,20,19,3,0,4,3,1,20,11,10,3,97,32,36,15,65,20,20,80,28,47,26,90,10,7,19,16,14,11,8,5,19,5,12,9,7,6,3,2,31,4,63,3,84,12,4,2,1,1,0,0,50,74,76,49,75,46,40,22,1,8,5,6,3,37,11,49,11,2,9,8,7,6,5,3,73,23,4,72,36,36,29,21,17,12,8,71,36,35,28,20,16,11,7,65,5,1,5,1,3,3,3,2,2,1,78,18,5
50,WP19088,800036,86,83,48,79,22,15,30,3,3,100,0,15,19,30,35,51,83,53,93,78,24,6,8,26,54,20,68,65,25,33,9,67,39,30,38,80,41,50,51,28,11,11,49,19,10,99,78,95,55,47,89,57,71,72,65,51,39,28,49,51,16,32,50,49,47,37,38,28,36,10,4,58,10,51,11,7,7,4,3,4,23,22,3,1,4,1,1,30,19,18,7,96,73,55,12,67,22,15,85,28,42,17,72,28,7,10,7,6,5,4,3,16,4,9,7,5,5,4,3,52,0,44,4,93,7,0,0,0,0,0,0,77,96,85,17,81,86,59,9,3,5,6,2,4,34,9,52,3,2,1,1,1,1,0,0,99,1,0,54,33,21,15,12,8,6,3,53,33,20,14,11,8,6,3,49,4,1,3,2,1,1,1,1,0,0,100,0,0
51,WP19088,350000,75,73,37,77,4,2,10,1,0,98,0,11,18,39,30,41,73,47,93,73,12,3,1,19,50,10,66,64,15,20,2,80,23,24,38,75,25,44,43,10,8,14,46,24,8,98,69,95,48,41,89,50,55,58,51,46,24,14,27,62,17,21,32,30,30,23,22,15,24,6,1,42,14,41,7,2,10,6,3,7,22,21,5,1,5,3,1,15,9,11,4,97,62,79,13,65,22,22,78,24,49,10,72,28,3,7,6,5,4,3,2,8,2,6,5,4,3,2,1,43,1,54,3,99,1,0,0,0,0,0,0,66,88,54,27,64,48,44,24,0,5,1,2,2,36,4,58,2,1,1,1,1,1,1,0,100,0,0,69,30,39,34,27,23,19,13,68,31,37,32,25,21,17,10,66,2,0,6,0,6,6,6,6,5,3,99,1,0
52,WP19088,354200,65,60,20,80,11,7,26,2,1,98,0,10,15,38,35,49,65,19,92,83,54,9,22,33,63,33,76,75,24,33,4,86,52,32,34,76,27,56,62,34,7,10,41,27,15,97,78,96,51,46,89,59,62,70,55,52,36,18,43,44,23,34,43,41,41,34,35,26,30,11,1,45,14,44,5,4,10,5,2,7,19,18,3,1,6,3,1,28,13,13,4,93,34,55,15,60,24,21,79,31,48,48,88,12,11,37,34,30,26,21,15,42,7,31,27,23,20,15,11,47,8,44,2,83,14,3,11,4,4,3,3,41,66,92,55,79,59,31,16,4,15,15,9,7,38,22,32,14,3,11,10,9,7,6,3,79,18,2,66,28,38,33,27,23,18,13,63,30,33,27,22,18,13,9,55,7,2,11,2,9,9,9,8,7,4,80,16,4
53,WP19088,383100,72,65,28,73,8,4,20,2,1,95,0,11,18,39,26,44,66,34,85,75,26,6,11,21,39,12,58,57,11,19,4,72,29,25,28,81,21,35,44,16,13,14,40,21,11,96,77,91,50,39,85,46,52,59,49,49,28,16,36,44,26,31,39,36,37,32,27,20,28,9,1,42,11,41,6,2,8,5,3,6,18,17,2,1,5,2,0,22,12,12,3,94,28,36,12,67,21,19,81,25,47,29,78,22,4,24,23,21,19,13,9,16,2,12,11,10,8,5,3,24,4,68,3,85,13,2,1,0,0,1,0,58,70,44,39,51,50,24,29,0,9,4,3,3,39,10,48,18,3,15,15,14,13,9,5,74,21,5,59,36,23,20,13,10,7,4,59,37,22,19,12,10,6,4,56,2,1,4,2,2,2,1,1,1,1,82,11,7
54,WP19088,389100,41,36,7,46,1,0,4,0,0,96,0,14,25,39,18,25,24,6,89,82,59,5,8,24,59,15,80,80,15,17,3,90,66,35,23,79,27,13,19,12,27,22,34,13,5,89,58,75,32,27,65,28,27,28,26,25,11,6,19,38,42,20,15,13,13,11,11,8,11,2,2,26,7,25,4,0,5,4,1,3,12,12,1,0,2,1,0,13,3,6,2,84,48,75,9,58,33,20,80,17,48,28,53,47,4,24,23,20,16,11,6,27,3,24,22,19,15,10,6,63,15,18,4,80,16,4,0,0,0,0,0,42,78,97,61,75,68,56,17,2,13,12,1,3,47,24,26,1,0,1,1,1,1,1,0,73,24,3,67,14,52,45,38,33,26,20,66,15,51,43,37,32,25,18,64,2,0,4,0,4,3,3,3,2,1,99,1,0
55,WP19088,391600,97,96,59,96,53,43,77,23,8,98,0,3,4,31,61,82,78,58,95,85,28,9,10,26,77,47,92,90,57,51,27,91,42,38,53,89,48,58,76,45,2,3,21,36,37,96,91,97,72,79,94,68,80,84,66,72,65,33,67,11,46,43,73,71,71,61,67,52,59,12,2,42,14,38,5,7,10,4,2,6,17,16,2,2,5,2,1,51,29,25,10,96,54,30,16,75,9,19,81,28,51,22,84,16,6,16,15,13,12,9,7,20,4,15,14,12,10,8,6,29,11,55,5,77,13,10,1,1,1,1,0,66,87,87,61,78,64,59,12,1,6,8,5,2,31,23,44,4,1,3,3,2,2,1,1,64,27,9,79,17,62,57,47,38,24,16,79,17,62,56,46,37,23,15,64,9,5,5,1,4,4,3,2,2,1,73,15,12
56,WP19088,396300,96,95,54,95,38,25,56,7,4,95,0,3,5,38,49,72,78,47,89,77,36,22,15,36,58,42,71,69,33,28,10,77,46,33,39,77,29,52,73,37,2,2,29,37,29,98,95,98,86,87,95,78,85,88,78,82,79,51,67,28,24,48,83,81,81,75,70,61,70,9,3,55,20,49,5,18,14,4,6,7,24,23,2,3,7,1,0,42,43,31,13,83,26,50,15,63,23,20,80,24,52,20,89,11,7,13,13,11,10,9,7,20,4,12,12,11,9,8,5,57,1,41,1,94,4,1,1,0,0,0,1,72,100,100,13,100,56,50,5,2,8,8,2,4,32,18,46,4,2,2,2,2,2,1,1,97,2,1,67,25,42,33,22,16,9,6,67,25,42,33,22,16,9,6,62,4,2,3,1,2,1,1,1,1,0,86,14,0
57,WP19088,402000,96,95,44,96,10,4,32,2,1,100,0,4,6,40,50,41,86,61,93,73,29,7,4,32,67,27,81,79,36,35,6,80,59,42,36,85,31,60,78,21,3,1,38,42,16,98,92,96,62,55,97,52,75,79,61,58,48,24,51,59,4,38,61,61,61,43,43,26,37,18,6,56,13,51,7,10,9,6,2,6,18,17,4,1,5,3,2,25,10,12,6,89,34,83,7,61,32,20,80,14,53,11,65,35,4,7,7,5,5,5,5,10,3,7,7,5,5,5,5,69,9,12,11,90,8,2,0,0,0,0,0,53,60,100,28,68,78,22,0,0,6,2,2,2,36,9,53,2,1,2,2,2,0,0,0,100,0,0,73,43,30,27,21,18,10,7,73,43,30,27,21,18,9,5,72,1,0,2,0,2,2,2,2,2,0,100,0,0
58,WP19088,403300,95,94,51,94,15,11,35,4,2,97,0,4,9,35,49,64,72,48,96,82,16,4,3,22,67,28,82,81,37,36,9,82,30,30,45,86,39,46,70,30,3,4,29,36,27,97,84,96,63,59,94,59,73,74,59,60,53,22,58,41,20,39,59,57,57,47,44,33,46,10,3,51,10,48,7,9,6,4,2,4,22,21,3,1,3,1,1,37,18,15,7,96,50,46,14,69,18,18,82,27,49,13,84,16,5,9,8,6,6,4,3,11,2,7,7,5,5,3,2,27,5,59,9,81,14,5,1,0,0,0,0,57,70,80,52,74,43,44,13,0,4,4,2,2,36,13,49,4,1,3,2,2,1,1,1,88,7,4,75,24,51,41,29,21,14,10,74,25,50,40,29,21,13,9,68,4,2,3,1,3,3,2,2,1,0,89,7,5
59,WP19088,410200,76,75,41,79,9,6,18,2,2,95,0,10,16,40,29,49,62,42,86,74,24,7,6,24,56,26,71,70,22,25,3,81,40,28,43,90,28,33,53,22,9,13,35,26,17,95,77,90,53,47,83,51,50,59,52,50,32,16,42,48,27,26,39,37,37,31,28,21,31,7,1,39,9,38,4,4,7,3,2,5,14,13,2,1,3,2,1,23,11,11,4,95,41,42,15,72,13,19,81,25,47,15,89,11,3,12,11,9,7,5,4,14,2,10,10,8,6,5,3,31,5,59,5,91,7,2,1,0,0,0,0,62,64,91,39,73,46,42,23,1,5,5,3,3,35,14,48,2,1,2,1,1,1,0,0,96,3,0,64,25,38,33,24,19,12,10,63,26,38,32,24,18,12,9,60,2,1,2,1,1,1,1,1,1,0,96,3,1
60,WP19088,422400,89,84,37,86,11,7,26,1,0,99,0,7,12,47,34,38,57,31,98,90,29,5,2,44,59,19,75,72,25,25,4,72,39,25,27,84,28,29,47,7,5,8,32,30,25,98,83,96,63,71,91,53,61,70,51,57,49,22,51,47,16,37,60,58,57,43,44,34,44,15,2,51,9,46,5,15,5,3,3,4,22,21,2,3,2,1,1,30,17,15,7,74,48,83,32,42,26,25,75,38,63,13,85,15,4,10,9,8,6,5,5,9,1,6,6,5,4,3,3,70,0,20,10,99,1,0,0,0,0,0,0,75,83,60,23,53,46,29,24,0,3,2,4,0,27,6,66,5,1,4,4,3,3,2,2,100,0,0,78,24,54,47,37,32,20,13,77,24,54,47,36,32,19,12,76,1,0,5,1,4,4,3,3,2,0,98,1,0
61,WP19088,300006,63,58,20,71,8,5,21,2,1,97,0,11,18,38,30,43,56,21,91,81,51,8,17,29,58,26,74,73,20,28,4,85,53,32,31,77,26,43,49,26,12,13,39,23,12,95,73,90,47,41,83,50,53,59,47,46,29,15,37,42,28,30,36,34,34,29,28,21,26,9,2,40,12,39,5,3,9,5,2,6,17,17,2,1,5,2,0,24,11,11,4,91,36,56,14,61,26,21,79,27,48,40,81,19,8,32,30,26,23,17,12,34,5,26,24,20,17,12,9,48,9,41,2,83,14,3,7,3,3,2,2,43,71,91,56,76,62,40,18,3,13,12,6,6,40,21,33,12,3,9,9,8,7,5,3,78,19,3,65,26,39,33,27,23,18,13,63,28,35,30,24,20,14,10,57,5,1,8,1,7,7,6,6,5,3,82,14,4
62,WP19088,300010,82,81,44,87,12,9,27,3,2,96,0,7,12,37,40,57,68,44,91,78,20,5,4,23,62,27,77,76,30,31,7,81,34,29,44,87,34,40,62,26,6,8,32,32,23,96,81,93,58,53,89,55,63,67,56,55,43,19,51,44,23,33,50,48,48,39,37,28,39,9,2,46,10,43,6,7,7,4,2,5,18,17,2,1,3,1,1,31,15,13,6,95,46,44,14,70,15,18,82,26,48,14,87,13,4,10,9,8,6,5,3,12,2,9,8,7,5,4,3,29,5,59,7,86,11,3,1,0,0,0,0,59,67,86,45,73,45,43,18,1,4,4,3,3,36,13,48,3,1,2,2,1,1,1,1,91,6,3,70,25,45,37,27,20,13,10,69,25,44,37,26,20,13,9,64,3,2,3,1,2,2,2,1,1,0,91,5,3
63,WP19088,332915,97,96,59,96,53,44,74,23,8,99,0,3,4,32,60,83,79,58,96,87,26,8,11,24,76,42,90,87,52,48,25,90,40,36,53,90,44,64,80,46,2,4,24,34,36,97,91,97,71,78,95,69,82,85,66,72,65,33,68,13,44,43,71,70,70,60,67,52,57,13,2,41,13,37,6,7,10,3,3,5,16,14,3,2,4,2,1,48,28,24,9,97,52,26,16,75,8,17,83,31,49,23,86,14,4,19,18,15,14,10,8,19,3,14,13,12,9,7,5,14,12,70,4,72,18,9,2,1,0,1,0,49,84,88,76,81,70,47,16,0,7,8,4,1,37,21,41,8,1,7,6,5,4,3,2,62,32,7,76,15,60,56,47,37,23,15,75,16,59,54,45,35,21,13,60,10,5,6,1,5,5,4,4,2,1,69,13,18
