ID,KenmerkenGezondheidEnLeefstijl,Cijfersoort,Perioden,ScoreGeluk_1,Ongelukkig_2,NietGelukkigNietOngelukkig_3,Gelukkig_4,ScoreTevredenheidMetHetLeven_5,Ontevreden_6,NietTevredenNietOntevreden_7,Tevreden_8,ScoreTevredenheidMetLichGezondheid_9,Ontevreden_10,NietTevredenNietOntevreden_11,Tevreden_12,ScoreTevredenheidPsychischeGezondheid_13,Ontevreden_14,NietTevredenNietOntevreden_15,Tevreden_16,ScoreTevredenheidMetGewicht_17,Ontevreden_18,NietTevredenNietOntevreden_19,Tevreden_20
285,A027878,B000150,2019JJ00,0.0,0.5,0.7,0.8,0.0,0.4,0.8,0.9,0.0,0.8,1.0,1.1,0.0,0.6,0.8,1.0,0.0,0.8,1.0,1.1
286,A027878,B000150,2020JJ00,0.0,0.5,0.8,0.9,0.0,0.5,0.8,0.9,0.0,0.8,0.9,1.1,0.0,0.6,0.8,0.9,0.0,0.8,1.0,1.1
287,A027878,B000150,2021JJ00,0.0,0.5,0.8,0.9,0.0,0.5,0.9,1.0,0.1,0.9,1.0,1.2,0.0,0.7,0.9,1.0,0.1,0.9,1.0,1.2
288,A027879,B000167,2013JJ00,7.8,1.7,8.8,89.4,7.6,2.4,11.9,85.7,7.3,7.2,18.2,74.6,7.9,3.4,9.3,87.3,7.0,10.5,22.7,66.8
289,A027879,B000167,2014JJ00,7.8,1.6,7.7,90.7,7.6,2.4,10.3,87.2,7.3,6.6,17.4,76.0,7.9,3.0,9.5,87.5,7.0,11.1,23.0,66.0
290,A027879,B000167,2015JJ00,7.8,1.9,7.6,90.6,7.7,2.8,10.0,87.2,7.2,7.7,18.3,74.1,7.9,3.7,9.6,86.7,7.0,11.6,21.1,67.4
291,A027879,B000167,2016JJ00,7.8,1.7,7.6,90.7,7.7,2.2,9.6,88.2,7.2,7.1,18.8,74.1,7.9,3.1,9.6,87.3,6.9,12.0,23.3,64.7
292,A027879,B000167,2017JJ00,7.8,1.9,8.2,89.9,7.7,2.2,9.7,88.0,7.2,7.7,18.2,74.1,7.8,3.6,10.5,85.9,6.9,11.5,23.5,65.0
293,A027879,B000167,2018JJ00,7.7,2.4,7.5,90.0,7.7,1.8,9.8,88.4,7.2,7.1,19.5,73.4,7.8,4.2,11.2,84.6,6.9,11.4,22.6,65.9
294,A027879,B000167,2019JJ00,7.8,1.8,7.1,91.1,7.7,1.7,8.8,89.5,7.1,7.8,18.8,73.4,7.8,4.0,10.1,85.9,7.0,11.1,22.6,66.3
295,A027879,B000167,2020JJ00,7.7,1.6,8.9,89.5,7.7,2.1,10.1,87.8,7.2,7.0,18.5,74.5,7.8,4.2,11.6,84.3,7.0,10.8,23.0,66.2
296,A027879,B000167,2021JJ00,7.7,2.4,8.9,88.7,7.6,2.4,12.1,85.5,7.1,7.9,19.5,72.6,7.6,5.2,13.5,81.4,7.0,11.1,21.4,67.5
297,A027879,B000150,2013JJ00,0.0,0.2,0.4,0.5,0.0,0.2,0.5,0.5,0.0,0.4,0.6,0.6,0.0,0.3,0.4,0.5,0.0,0.5,0.6,0.7
298,A027879,B000150,2014JJ00,0.0,0.2,0.4,0.4,0.0,0.2,0.4,0.5,0.0,0.4,0.6,0.6,0.0,0.3,0.4,0.5,0.0,0.5,0.6,0.7
299,A027879,B000150,2015JJ00,0.0,0.2,0.4,0.4,0.0,0.2,0.4,0.5,0.0,0.4,0.6,0.6,0.0,0.3,0.4,0.5,0.0,0.5,0.6,0.7
300,A027879,B000150,2016JJ00,0.0,0.2,0.4,0.4,0.0,0.2,0.4,0.5,0.0,0.4,0.6,0.7,0.0,0.3,0.4,0.5,0.0,0.5,0.6,0.7
301,A027879,B000150,2017JJ00,0.0,0.2,0.4,0.4,0.0,0.2,0.4,0.5,0.0,0.4,0.6,0.6,0.0,0.3,0.5,0.5,0.0,0.5,0.6,0.7
302,A027879,B000150,2018JJ00,0.0,0.2,0.4,0.4,0.0,0.2,0.4,0.5,0.0,0.4,0.6,0.6,0.0,0.3,0.5,0.5,0.0,0.5,0.6,0.7
303,A027879,B000150,2019JJ00,0.0,0.2,0.4,0.4,0.0,0.2,0.4,0.5,0.0,0.4,0.6,0.7,0.0,0.3,0.4,0.5,0.0,0.5,0.6,0.7
304,A027879,B000150,2020JJ00,0.0,0.2,0.4,0.5,0.0,0.2,0.5,0.5,0.0,0.4,0.6,0.6,0.0,0.3,0.5,0.5,0.0,0.5,0.6,0.7
305,A027879,B000150,2021JJ00,0.0,0.2,0.5,0.5,0.0,0.2,0.5,0.6,0.0,0.4,0.6,0.7,0.0,0.3,0.5,0.6,0.0,0.5,0.7,0.7
306,A027880,B000167,2013JJ00,7.7,3.4,9.2,87.4,7.5,4.1,11.8,84.0,7.2,5.8,21.4,72.8,7.9,4.9,8.6,86.4,6.9,12.6,22.6,64.8
307,A027880,B000167,2014JJ00,7.8,1.8,7.6,90.6,7.6,2.6,10.7,86.7,7.3,6.2,19.6,74.2,7.9,4.5,8.8,86.7,7.0,12.2,21.4,66.4
308,A027880,B000167,2015JJ00,7.6,4.0,8.6,87.4,7.5,4.1,9.5,86.4,7.0,9.7,18.0,72.3,7.7,5.1,12.7,82.2,6.9,11.8,24.0,64.1
309,A027880,B000167,2016JJ00,7.7,3.8,8.2,88.0,7.6,3.9,9.6,86.5,7.0,8.6,22.0,69.4,7.9,5.5,8.9,85.6,6.9,13.0,21.5,65.5
310,A027880,B000167,2017JJ00,7.8,2.5,7.6,89.9,7.6,3.3,11.6,85.1,7.3,7.2,16.2,76.6,7.9,5.3,9.1,85.6,7.1,10.8,18.9,70.3
311,A027880,B000167,2018JJ00,7.8,1.3,9.8,89.0,7.6,2.2,11.8,86.0,7.1,7.8,20.3,71.9,7.7,6.2,12.7,81.1,6.9,11.9,25.6,62.6
312,A027880,B000167,2019JJ00,7.7,1.9,7.8,90.3,7.7,1.0,9.5,89.5,7.3,6.4,17.6,76.0,7.8,4.2,12.2,83.6,7.0,11.7,22.7,65.6
313,A027880,B000167,2020JJ00,7.6,3.1,11.0,85.9,7.6,2.2,14.8,83.0,7.1,7.8,22.1,70.2,7.5,6.0,14.5,79.5,6.9,12.5,25.6,62.0
314,A027880,B000167,2021JJ00,7.5,4.4,11.3,84.3,7.5,4.4,10.4,85.2,7.1,8.0,20.4,71.6,7.4,8.0,13.8,78.2,7.0,12.5,21.1,66.4
315,A027880,B000150,2013JJ00,0.1,0.8,1.2,1.4,0.1,0.8,1.3,1.5,0.1,1.0,1.7,1.9,0.1,0.9,1.2,1.4,0.1,1.4,1.7,2.0
316,A027880,B000150,2014JJ00,0.1,0.5,1.1,1.2,0.1,0.6,1.2,1.4,0.1,1.0,1.6,1.8,0.1,0.8,1.1,1.4,0.1,1.3,1.7,1.9
317,A027880,B000150,2015JJ00,0.1,0.8,1.2,1.4,0.1,0.8,1.2,1.4,0.1,1.2,1.6,1.8,0.1,0.9,1.4,1.6,0.1,1.3,1.8,2.0
318,A027880,B000150,2016JJ00,0.1,0.8,1.2,1.4,0.1,0.8,1.3,1.5,0.1,1.2,1.8,2.0,0.1,1.0,1.2,1.5,0.1,1.5,1.8,2.1
319,A027880,B000150,2017JJ00,0.1,0.7,1.1,1.3,0.1,0.8,1.4,1.5,0.1,1.1,1.6,1.8,0.1,1.0,1.2,1.5,0.1,1.3,1.7,2.0
320,A027880,B000150,2018JJ00,0.0,0.5,1.3,1.3,0.1,0.6,1.4,1.5,0.1,1.1,1.7,1.9,0.1,1.0,1.4,1.7,0.1,1.4,1.9,2.1
321,A027880,B000150,2019JJ00,0.1,0.6,1.1,1.3,0.1,0.4,1.3,1.3,0.1,1.0,1.6,1.8,0.1,0.9,1.4,1.6,0.1,1.4,1.8,2.0
322,A027880,B000150,2020JJ00,0.1,0.7,1.3,1.5,0.1,0.6,1.5,1.6,0.1,1.1,1.8,2.0,0.1,1.0,1.5,1.7,0.1,1.4,1.9,2.1
323,A027880,B000150,2021JJ00,0.1,1.0,1.6,1.8,0.1,1.0,1.5,1.7,0.1,1.3,2.0,2.2,0.1,1.3,1.7,2.0,0.1,1.6,2.0,2.3
