ID,Bedrijfsactiviteiten,Perioden,Bedrijven_1,WerknemersUltimoSeptember_2,TotaalProductiewaarde_3,TotaalIndustrieleVerkopen_4,BinnenlandseVerkopen_5,BuitenlandseVerkopen_6,Exportrestituties_7,VoorraadmutatiesProducten_8,TotaalMargeHandelOvOpbrengsten_9,GeactiveerdeKosten_10,Schadeuitkeringen_11,MargeHandel_12,OpbrengstOverigeActiviteiten_13,TotaalVerbruikswaarde_14,TotaalIndustrieleInkopen_15,GrondEnHulpstoffen_16,Verpakkingsmaterialen_17,LoondienstenInNederland_18,LoondienstenInBuitenland_19,BetalingenAanUitzendbureaus_20,KostenIngehuurdPersoneel_21,Vrachtkosten_22,OntvangenKortingen_23,TerugontvangenHeffingenED_24,VoorraadmutatiesGrondEnHulpstoffen_25,KostenEnergieverbruik_26,OverigeBedrijfskosten_27,TotaalToegevoegdeWaarde_28,TotaalArbeidskosten_29,BrutoLonenEnSalarissen_30,PremiesSocialeVerzekeringen_31,PremiesPensioenEnVUT_32,OverigeUitgavenSocialeVoorzieningen_33,HeffingenEnBelastingen_34,TotaalBrutoBedrijfsresultaat_35,SaldoInterest_36,SaldoBuitengewoneBastenLasten_37,SaldoVoorzieningen_38,AfschrijvingenOpVasteActiva_39,ResultaatVoorBelastingen_40,TotaalOverigeBedrijfskosten_41,TotaalHuurInclLease_42,GebouwenEnTerreinen_43,MachinesInstallatiesED_44,Vervoermiddelen_45,TotaalOnderhoudsEnReparatiekosten_46,GebouwenEnTerreinen_47,MachinesInstallatiesED_48,Vervoermiddelen_49,SchoonhoudenGebouwenEnTerreinen_50,KostenHulpmaterialen_51,KostenHandEnMachinegereedschappen_52,PremiesSchadeverzekeringen_53,BrandstofkostenVervoermiddelen_54,ReisEnVerblijfkosten_55,ReclameBeursEnRepresentatiekosten_56,BankEnIncassokosten_57,Communicatiekosten_58,AccountantAdmAdvRechtshulp_59,Automatiseringskosten_60,ResearchEnOntwikkelingskosten_61,DoorbelasteKostenAlgemeenBeheer_62,KantoorbehContributiesAbonnVaklit_63,Opleidingskosten_64,OverigePersoneelskosten_65,VuilafvoerVuilverwerking_66,Commissarissenbeloning_67,OctrooiEnLicentierechten_68,OverigeAlgemeneKosten_69,CodeBedrijfsactiviteit_70
565,18    ,1998JJ00,77.0,3831.0,454.0,433.0,268.0,165.0,0.0,5.0,17.0,1.0,0.0,12.0,4.0,335.0,284.0,180.0,5.0,16.0,76.0,3.0,0.0,7.0,3.0,0.0,0.0,3.0,49.0,119.0,96.0,79.0,10.0,5.0,1.0,0.0,23.0,-5.0,3.0,-2.0,9.0,10.0,49.0,8.0,5.0,1.0,2.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,7.0,1.0,2.0,3.0,1.0,1.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,18    
566,18    ,1999JJ00,72.0,3538.0,416.0,400.0,254.0,146.0,0.0,1.0,14.0,0.0,0.0,12.0,2.0,298.0,250.0,156.0,5.0,14.0,70.0,3.0,0.0,4.0,2.0,0.0,-1.0,3.0,44.0,118.0,93.0,77.0,10.0,5.0,1.0,0.0,24.0,-4.0,0.0,0.0,9.0,11.0,44.0,7.0,4.0,1.0,2.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,6.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,18    
567,181   ,1993JJ00,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181   
568,181   ,1994JJ00,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181   
569,181   ,1995JJ00,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181   
570,181   ,1996JJ00,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181   
571,181   ,1997JJ00,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181   
572,181   ,1998JJ00,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181   
573,181   ,1999JJ00,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181   
574,182   ,1993JJ00,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182   
575,182   ,1994JJ00,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182   
576,182   ,1995JJ00,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182   
577,182   ,1996JJ00,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182   
578,182   ,1997JJ00,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182   
579,182   ,1998JJ00,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182   
580,182   ,1999JJ00,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182   
581,1821  ,1993JJ00,14.0,1136.0,78.0,79.0,59.0,20.0,0.0,-2.0,1.0,0.0,0.0,0.0,1.0,49.0,41.0,27.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,29.0,25.0,20.0,2.0,2.0,0.0,0.0,4.0,-1.0,-1.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1821  
582,1821  ,1994JJ00,14.0,917.0,83.0,75.0,61.0,14.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,56.0,48.0,32.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,27.0,21.0,18.0,1.0,1.0,0.0,0.0,5.0,-1.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1821  
583,1821  ,1995JJ00,12.0,788.0,80.0,77.0,59.0,18.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,56.0,47.0,32.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,24.0,20.0,16.0,1.0,1.0,0.0,0.0,4.0,-1.0,-3.0,0.0,2.0,-1.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1821  
584,1821  ,1996JJ00,13.0,805.0,82.0,79.0,63.0,16.0,0.0,-1.0,4.0,0.0,0.0,3.0,1.0,57.0,48.0,34.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,25.0,20.0,17.0,1.0,1.0,0.0,0.0,5.0,-1.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1821  
585,1821  ,1997JJ00,11.0,677.0,74.0,69.0,60.0,9.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,50.0,43.0,29.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,24.0,17.0,15.0,1.0,1.0,0.0,0.0,6.0,-1.0,0.0,0.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1821  
586,1821  ,1998JJ00,8.0,664.0,83.0,79.0,54.0,25.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,58.0,49.0,31.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,25.0,17.0,13.0,2.0,1.0,0.0,0.0,8.0,-1.0,0.0,0.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1821  
587,1821  ,1999JJ00,8.0,562.0,83.0,78.0,58.0,20.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,58.0,51.0,34.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,25.0,16.0,13.0,1.0,1.0,0.0,0.0,9.0,-1.0,2.0,0.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1821  
588,1822  ,1993JJ00,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822  
589,1822  ,1994JJ00,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822  
590,1822  ,1995JJ00,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822  
591,1822  ,1996JJ00,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822  
592,1822  ,1997JJ00,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822  
593,1822  ,1998JJ00,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822  
594,1822  ,1999JJ00,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822  
595,1823  ,1993JJ00,9.0,674.0,59.0,55.0,33.0,22.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,43.0,37.0,29.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,13.0,11.0,1.0,1.0,0.0,0.0,2.0,-1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1823  
596,1823  ,1994JJ00,9.0,553.0,60.0,51.0,30.0,21.0,0.0,1.0,9.0,0.0,0.0,7.0,2.0,46.0,37.0,31.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,8.0,15.0,13.0,10.0,1.0,1.0,0.0,0.0,2.0,-2.0,-1.0,0.0,1.0,-3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1823  
597,1823  ,1995JJ00,8.0,456.0,59.0,59.0,37.0,22.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,47.0,41.0,33.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,12.0,10.0,9.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1823  
598,1823  ,1996JJ00,6.0,442.0,59.0,56.0,33.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,47.0,41.0,32.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,11.0,10.0,8.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1823  
599,1823  ,1997JJ00,7.0,403.0,63.0,63.0,43.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,45.0,31.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,10.0,9.0,0.0,1.0,0.0,0.0,2.0,-1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1823  
600,1823  ,1998JJ00,12.0,731.0,93.0,89.0,62.0,27.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,70.0,59.0,35.0,2.0,4.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,22.0,18.0,15.0,2.0,1.0,0.0,0.0,4.0,-1.0,0.0,0.0,2.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1823  
601,1823  ,1999JJ00,11.0,649.0,87.0,83.0,60.0,23.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,65.0,55.0,34.0,2.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,22.0,17.0,14.0,2.0,1.0,0.0,0.0,4.0,-2.0,0.0,0.0,2.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1823  
602,1824  ,1993JJ00,17.0,575.0,61.0,60.0,26.0,34.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,41.0,34.0,30.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,15.0,12.0,1.0,1.0,0.0,0.0,5.0,-1.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1824  
603,1824  ,1994JJ00,17.0,697.0,72.0,69.0,30.0,39.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,48.0,39.0,31.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,18.0,15.0,1.0,1.0,0.0,0.0,6.0,-1.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1824  
604,1824  ,1995JJ00,14.0,663.0,67.0,64.0,32.0,32.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,45.0,37.0,30.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,22.0,17.0,14.0,1.0,1.0,0.0,0.0,5.0,-1.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1824  
605,1824  ,1996JJ00,14.0,577.0,69.0,68.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,38.0,31.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,22.0,16.0,14.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1824  
606,1824  ,1997JJ00,11.0,527.0,64.0,63.0,29.0,34.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,44.0,37.0,28.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,15.0,13.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1824  
607,1824  ,1998JJ00,11.0,489.0,65.0,63.0,30.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,38.0,29.0,1.0,1.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,19.0,15.0,12.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1824  
608,1824  ,1999JJ00,9.0,433.0,58.0,57.0,31.0,26.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,41.0,34.0,23.0,1.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,17.0,14.0,11.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1824  
609,183   ,1993JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  Zero
610,183   ,1994JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  Zero
611,183   ,1995JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  Zero
612,183   ,1996JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  Zero
613,183   ,1997JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  Zero
614,183   ,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  Zero
615,183   ,1999JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  Zero
616,DC    ,1993JJ00,72.0,3473.0,296.0,292.0,184.0,108.0,0.0,-6.0,8.0,0.0,0.0,7.0,1.0,196.0,158.0,133.0,3.0,15.0,4.0,1.0,1.0,1.0,0.0,0.0,-2.0,3.0,32.0,100.0,82.0,67.0,9.0,5.0,1.0,1.0,17.0,-8.0,0.0,1.0,10.0,0.0,32.0,4.0,3.0,1.0,0.0,5.0,1.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0,DC    
617,DC    ,1994JJ00,63.0,2767.0,265.0,258.0,142.0,116.0,0.0,1.0,6.0,0.0,0.0,5.0,1.0,181.0,150.0,129.0,2.0,12.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,29.0,84.0,69.0,58.0,5.0,5.0,1.0,0.0,15.0,-5.0,2.0,-1.0,9.0,3.0,29.0,3.0,2.0,1.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,DC    
618,DC    ,1995JJ00,53.0,2453.0,254.0,250.0,137.0,113.0,0.0,1.0,4.0,0.0,0.0,3.0,1.0,173.0,146.0,127.0,2.0,10.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,25.0,81.0,64.0,55.0,4.0,4.0,1.0,0.0,16.0,-4.0,-1.0,-1.0,7.0,3.0,25.0,3.0,2.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,DC    
619,DC    ,1996JJ00,46.0,2091.0,229.0,221.0,116.0,105.0,0.0,3.0,5.0,0.0,0.0,4.0,1.0,152.0,126.0,110.0,2.0,6.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,24.0,77.0,56.0,48.0,4.0,3.0,1.0,0.0,20.0,-3.0,0.0,0.0,6.0,11.0,24.0,3.0,2.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,DC    
620,DC    ,1997JJ00,44.0,1978.0,256.0,252.0,122.0,130.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,176.0,148.0,131.0,3.0,6.0,4.0,3.0,1.0,1.0,0.0,0.0,2.0,3.0,27.0,80.0,56.0,48.0,3.0,3.0,1.0,0.0,24.0,-3.0,0.0,-1.0,6.0,13.0,27.0,3.0,2.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,6.0,DC    
621,DC    ,1998JJ00,41.0,2092.0,292.0,283.0,132.0,151.0,0.0,4.0,5.0,0.0,0.0,5.0,0.0,205.0,172.0,152.0,2.0,6.0,6.0,4.0,1.0,1.0,0.0,0.0,1.0,3.0,31.0,87.0,60.0,50.0,6.0,3.0,1.0,0.0,26.0,-3.0,1.0,-1.0,7.0,16.0,31.0,3.0,2.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,6.0,DC    
622,DC    ,1999JJ00,41.0,2100.0,279.0,272.0,141.0,131.0,0.0,0.0,7.0,0.0,0.0,6.0,1.0,196.0,159.0,141.0,2.0,7.0,4.0,4.0,1.0,1.0,0.0,0.0,-2.0,3.0,32.0,83.0,61.0,50.0,6.0,3.0,1.0,0.0,22.0,-3.0,-1.0,0.0,8.0,10.0,32.0,3.0,2.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,DC    
623,191   ,1993JJ00,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191   
