ID,Warmtepompen,Sector,Perioden,InGebruikGenomenWarmtepompen_1,UitGebruikGenomenWarmtepompen_2,OpgesteldeWarmtepompenEindeVanJaar_3,InGebruikGenomenThermischVermogen_4,UitGebruikGenomenThermischVermogen_5,OpgesteldThermischVermogenEindeJaar_6,BrutoWarmteproductieWarmtepompen_7,VerbruikVanElektriciteitEnAardgas_8,BrutoEindverbruik_9,VermedenVerbruikVanFossieleEnergie_10,VermedenEmissieKooldioxideCO2_11
212,A052045 ,E007041 ,2020JJ00,,,,,,,,,,,
213,A052045 ,E007041 ,2021JJ00,,,,,,,,,,,
214,A052045 ,E007041 ,2022JJ00,,,,,,,,,,,
215,A052045 ,E007041 ,2023JJ00,,,,,,,,,,,
216,A052045 ,E007041 ,2024JJ00,,,,,,,,,,,
217,A052045 ,E007037 ,1994JJ00,,,,,,,,,,,
218,A052045 ,E007037 ,1995JJ00,,,,,,,,,,,
219,A052045 ,E007037 ,1996JJ00,,,,,,,,,,,
220,A052045 ,E007037 ,1997JJ00,,,,,,,,,,,
221,A052045 ,E007037 ,1998JJ00,,,,,,,,,,,
222,A052045 ,E007037 ,1999JJ00,,,,,,,,,,,
223,A052045 ,E007037 ,2000JJ00,,,,,,,,,,,
224,A052045 ,E007037 ,2001JJ00,,,,,,,,,,,
225,A052045 ,E007037 ,2002JJ00,,,,,,,,,,,
226,A052045 ,E007037 ,2003JJ00,,,,,,,,,,,
227,A052045 ,E007037 ,2004JJ00,,,,,,,,,,,
228,A052045 ,E007037 ,2005JJ00,,,,,,,,,,,
229,A052045 ,E007037 ,2006JJ00,,,,,,,,,,,
230,A052045 ,E007037 ,2007JJ00,,,,,,,,,,,
231,A052045 ,E007037 ,2008JJ00,,,,,,,,,,,
232,A052045 ,E007037 ,2009JJ00,,,,,,,,,,,
233,A052045 ,E007037 ,2010JJ00,,,,,,,,,,,
234,A052045 ,E007037 ,2011JJ00,,,,,,,,,,,
235,A052045 ,E007037 ,2012JJ00,,,,,,,,,,,
236,A052045 ,E007037 ,2013JJ00,,,,,,,,,,,
237,A052045 ,E007037 ,2014JJ00,,,,,,,,,,,
238,A052045 ,E007037 ,2015JJ00,,,,,,,,,,,
239,A052045 ,E007037 ,2016JJ00,,,,,,,,,,,
240,A052045 ,E007037 ,2017JJ00,,,,,,,,,,,
241,A052045 ,E007037 ,2018JJ00,,,,,,,,,,,
242,A052045 ,E007037 ,2019JJ00,,,,,,,,,,,
243,A052045 ,E007037 ,2020JJ00,,,,,,,,,,,
244,A052045 ,E007037 ,2021JJ00,,,,,,,,,,,
245,A052045 ,E007037 ,2022JJ00,,,,,,,,,,,
246,A052045 ,E007037 ,2023JJ00,,,,,,,,,,,
247,A052045 ,E007037 ,2024JJ00,,,,,,,,,,,
248,A052045 ,E007040 ,1994JJ00,,,,,,,,,,,
249,A052045 ,E007040 ,1995JJ00,,,,,,,,,,,
250,A052045 ,E007040 ,1996JJ00,,,,,,,,,,,
251,A052045 ,E007040 ,1997JJ00,,,,,,,,,,,
252,A052045 ,E007040 ,1998JJ00,,,,,,,,,,,
253,A052045 ,E007040 ,1999JJ00,,,,,,,,,,,
254,A052045 ,E007040 ,2000JJ00,,,,,,,,,,,
255,A052045 ,E007040 ,2001JJ00,,,,,,,,,,,
256,A052045 ,E007040 ,2002JJ00,,,,,,,,,,,
257,A052045 ,E007040 ,2003JJ00,,,,,,,,,,,
258,A052045 ,E007040 ,2004JJ00,,,,,,,,,,,
259,A052045 ,E007040 ,2005JJ00,,,,,,,,,,,
260,A052045 ,E007040 ,2006JJ00,,,,,,,,,,,
261,A052045 ,E007040 ,2007JJ00,,,,,,,,,,,
262,A052045 ,E007040 ,2008JJ00,,,,,,,,,,,
263,A052045 ,E007040 ,2009JJ00,,,,,,,,,,,
264,A052045 ,E007040 ,2010JJ00,,,,,,,,,,,
265,A052045 ,E007040 ,2011JJ00,,,,,,,,,,,
266,A052045 ,E007040 ,2012JJ00,,,,,,,,,,,
267,A052045 ,E007040 ,2013JJ00,,,,,,,,,,,
268,A052045 ,E007040 ,2014JJ00,,,,,,,,,,,
269,A052045 ,E007040 ,2015JJ00,,,,,,,,,,,
270,A052045 ,E007040 ,2016JJ00,,,,,,,,,,,
271,A052045 ,E007040 ,2017JJ00,,,,,,,,,,,
272,A052045 ,E007040 ,2018JJ00,,,,,,,,,,,
273,A052045 ,E007040 ,2019JJ00,,,,,,,,,,,
274,A052045 ,E007040 ,2020JJ00,,,,,,,,,,,
275,A052045 ,E007040 ,2021JJ00,,,,,,,,,,,
276,A052045 ,E007040 ,2022JJ00,,,,,,,,,,,
277,A052045 ,E007040 ,2023JJ00,,,,,,,,,,,
278,A052045 ,E007040 ,2024JJ00,,,,,,,,,,,
279,A043948 ,E007041 ,1994JJ00,,,1653.0,,,2.0,12.0,4.0,7.0,0.0,0.0
280,A043948 ,E007041 ,1995JJ00,26.0,0.0,1679.0,0.0,0.0,2.0,12.0,5.0,7.0,0.0,0.0
281,A043948 ,E007041 ,1996JJ00,46.0,0.0,1725.0,0.0,0.0,2.0,12.0,5.0,8.0,1.0,0.0
282,A043948 ,E007041 ,1997JJ00,827.0,0.0,2552.0,1.0,0.0,3.0,19.0,7.0,12.0,2.0,0.0
283,A043948 ,E007041 ,1998JJ00,1242.0,0.0,3794.0,2.0,0.0,5.0,30.0,12.0,19.0,3.0,0.0
284,A043948 ,E007041 ,1999JJ00,474.0,0.0,4268.0,1.0,0.0,6.0,34.0,13.0,21.0,3.0,0.0
285,A043948 ,E007041 ,2000JJ00,273.0,0.0,4541.0,0.0,0.0,6.0,37.0,14.0,23.0,3.0,0.0
286,A043948 ,E007041 ,2001JJ00,949.0,0.0,5490.0,1.0,0.0,8.0,45.0,17.0,28.0,3.0,0.0
287,A043948 ,E007041 ,2002JJ00,3003.0,0.0,8493.0,4.0,0.0,12.0,71.0,27.0,44.0,5.0,-1.0
288,A043948 ,E007041 ,2003JJ00,2978.0,0.0,11471.0,4.0,0.0,16.0,96.0,37.0,59.0,7.0,-1.0
289,A043948 ,E007041 ,2004JJ00,2422.0,0.0,13893.0,4.0,0.0,20.0,117.0,45.0,72.0,10.0,-1.0
290,A043948 ,E007041 ,2005JJ00,1848.0,331.0,15410.0,3.0,0.0,22.0,131.0,50.0,81.0,12.0,-1.0
291,A043948 ,E007041 ,2006JJ00,2048.0,331.0,17128.0,3.0,0.0,25.0,146.0,56.0,90.0,16.0,-1.0
292,A043948 ,E007041 ,2007JJ00,1695.0,331.0,18492.0,5.0,0.0,29.0,172.0,66.0,106.0,20.0,-1.0
293,A043948 ,E007041 ,2008JJ00,3255.0,331.0,21417.0,27.0,0.0,56.0,328.0,133.0,195.0,36.0,-2.0
294,A043948 ,E007041 ,2009JJ00,11415.0,331.0,32501.0,205.0,0.0,261.0,585.0,234.0,351.0,73.0,-2.0
295,A043948 ,E007041 ,2010JJ00,12276.0,26.0,44751.0,239.0,0.0,499.0,902.0,367.0,536.0,133.0,-1.0
296,A043948 ,E007041 ,2011JJ00,38513.0,46.0,83218.0,305.0,0.0,804.0,1263.0,526.0,737.0,215.0,1.0
297,A043948 ,E007041 ,2012JJ00,36959.0,827.0,119350.0,274.0,1.0,1077.0,1648.0,688.0,961.0,232.0,-7.0
298,A043948 ,E007041 ,2013JJ00,37486.0,1242.0,155594.0,273.0,2.0,1348.0,2102.0,872.0,1230.0,316.0,-13.0
299,A043948 ,E007041 ,2014JJ00,44028.0,474.0,199148.0,333.0,1.0,1681.0,2703.0,1111.0,1592.0,355.0,-20.0
300,A043948 ,E007041 ,2015JJ00,49176.0,273.0,248051.0,354.0,0.0,2035.0,3412.0,1393.0,2019.0,439.0,-39.0
301,A043948 ,E007041 ,2016JJ00,69797.0,949.0,316899.0,474.0,1.0,2507.0,4436.0,1800.0,2635.0,697.0,-29.0
302,A043948 ,E007041 ,2017JJ00,92470.0,3003.0,406366.0,612.0,4.0,3114.0,5899.0,2370.0,3529.0,1129.0,-17.0
303,A043948 ,E007041 ,2018JJ00,106273.0,2978.0,509661.0,700.0,4.0,3810.0,7762.0,3094.0,4668.0,1598.0,1.0
304,A043948 ,E007041 ,2019JJ00,154255.0,2422.0,661494.0,987.0,4.0,4793.0,10207.0,4039.0,6168.0,2370.0,74.0
305,A043948 ,E007041 ,2020JJ00,302291.0,1848.0,961937.0,1673.0,3.0,6463.0,13557.0,5328.0,8230.0,3400.0,189.0
306,A043948 ,E007041 ,2021JJ00,346042.0,2048.0,1305931.0,1877.0,3.0,8337.0,17257.0,6751.0,10507.0,3478.0,98.0
307,A043948 ,E007041 ,2022JJ00,380342.0,1695.0,1684578.0,2244.0,5.0,10576.0,23244.0,9054.0,14191.0,4249.0,103.0
308,A043948 ,E007041 ,2023JJ00,427946.0,3255.0,2109269.0,2566.0,27.0,13115.0,30834.0,11967.0,18867.0,5874.0,283.0
309,A043948 ,E007041 ,2024JJ00,379190.0,11415.0,2477044.0,2273.0,205.0,15183.0,36745.0,14238.0,22507.0,6998.0,337.0
310,A043948 ,E007037 ,1994JJ00,,,1652.0,,,2.0,12.0,4.0,7.0,0.0,0.0
311,A043948 ,E007037 ,1995JJ00,25.0,0.0,1677.0,0.0,0.0,2.0,12.0,5.0,7.0,0.0,0.0
312,A043948 ,E007037 ,1996JJ00,43.0,0.0,1720.0,0.0,0.0,2.0,12.0,5.0,8.0,1.0,0.0
313,A043948 ,E007037 ,1997JJ00,805.0,0.0,2525.0,1.0,0.0,3.0,19.0,7.0,11.0,2.0,0.0
314,A043948 ,E007037 ,1998JJ00,1169.0,0.0,3694.0,2.0,0.0,5.0,29.0,11.0,18.0,3.0,0.0
315,A043948 ,E007037 ,1999JJ00,474.0,0.0,4168.0,1.0,0.0,6.0,33.0,13.0,20.0,3.0,0.0
316,A043948 ,E007037 ,2000JJ00,273.0,0.0,4441.0,0.0,0.0,6.0,35.0,14.0,22.0,3.0,0.0
317,A043948 ,E007037 ,2001JJ00,949.0,0.0,5390.0,1.0,0.0,7.0,44.0,17.0,27.0,3.0,0.0
318,A043948 ,E007037 ,2002JJ00,3001.0,0.0,8391.0,4.0,0.0,12.0,70.0,27.0,43.0,5.0,-1.0
319,A043948 ,E007037 ,2003JJ00,2965.0,0.0,11356.0,4.0,0.0,16.0,95.0,37.0,58.0,7.0,-1.0
320,A043948 ,E007037 ,2004JJ00,2412.0,0.0,13768.0,4.0,0.0,20.0,116.0,45.0,71.0,10.0,-1.0
321,A043948 ,E007037 ,2005JJ00,1848.0,330.0,15286.0,3.0,0.0,22.0,130.0,50.0,80.0,11.0,-1.0
322,A043948 ,E007037 ,2006JJ00,2048.0,330.0,17003.0,3.0,0.0,24.0,145.0,56.0,89.0,16.0,-1.0
323,A043948 ,E007037 ,2007JJ00,1655.0,330.0,18328.0,2.0,0.0,27.0,157.0,60.0,97.0,18.0,-1.0
324,A043948 ,E007037 ,2008JJ00,3071.0,330.0,21068.0,10.0,0.0,36.0,215.0,83.0,132.0,22.0,-1.0
325,A043948 ,E007037 ,2009JJ00,3504.0,330.0,24242.0,13.0,0.0,49.0,271.0,104.0,167.0,33.0,-1.0
326,A043948 ,E007037 ,2010JJ00,3360.0,25.0,27577.0,20.0,0.0,68.0,338.0,135.0,202.0,49.0,0.0
327,A043948 ,E007037 ,2011JJ00,13759.0,43.0,41293.0,66.0,0.0,134.0,461.0,199.0,261.0,79.0,1.0
328,A043948 ,E007037 ,2012JJ00,14320.0,805.0,54808.0,61.0,1.0,195.0,557.0,242.0,315.0,80.0,-2.0
329,A043948 ,E007037 ,2013JJ00,14317.0,1169.0,67956.0,68.0,2.0,261.0,707.0,305.0,402.0,108.0,-4.0
330,A043948 ,E007037 ,2014JJ00,17313.0,474.0,84795.0,88.0,1.0,348.0,883.0,376.0,508.0,119.0,-6.0
331,A043948 ,E007037 ,2015JJ00,21278.0,273.0,105800.0,104.0,0.0,451.0,1097.0,458.0,639.0,143.0,-12.0
332,A043948 ,E007037 ,2016JJ00,33952.0,949.0,138803.0,172.0,1.0,622.0,1514.0,620.0,894.0,239.0,-10.0
333,A043948 ,E007037 ,2017JJ00,51245.0,3001.0,187047.0,261.0,4.0,879.0,2253.0,907.0,1346.0,431.0,-6.0
334,A043948 ,E007037 ,2018JJ00,60589.0,2965.0,244671.0,324.0,4.0,1199.0,3271.0,1299.0,1972.0,673.0,0.0
335,A043948 ,E007037 ,2019JJ00,108969.0,2412.0,351228.0,594.0,4.0,1789.0,4817.0,1898.0,2919.0,1119.0,35.0
336,A043948 ,E007037 ,2020JJ00,260765.0,1848.0,610145.0,1237.0,3.0,3023.0,7104.0,2778.0,4326.0,1782.0,99.0
337,A043948 ,E007037 ,2021JJ00,301003.0,2048.0,909100.0,1419.0,3.0,4439.0,9690.0,3772.0,5918.0,1952.0,55.0
338,A043948 ,E007037 ,2022JJ00,,1655.0,1263598.0,,2.0,6180.0,14122.0,5477.0,8645.0,2580.0,62.0
339,A043948 ,E007037 ,2023JJ00,,3071.0,1666611.0,,10.0,8218.0,20080.0,7770.0,12311.0,3824.0,184.0
340,A043948 ,E007037 ,2024JJ00,,3504.0,2020935.0,,13.0,9980.0,24477.0,9461.0,15016.0,4660.0,224.0
341,A043948 ,E007040 ,1994JJ00,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0
342,A043948 ,E007040 ,1995JJ00,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,A043948 ,E007040 ,1996JJ00,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,A043948 ,E007040 ,1997JJ00,22.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,A043948 ,E007040 ,1998JJ00,73.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
346,A043948 ,E007040 ,1999JJ00,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
347,A043948 ,E007040 ,2000JJ00,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
348,A043948 ,E007040 ,2001JJ00,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
349,A043948 ,E007040 ,2002JJ00,2.0,0.0,102.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
350,A043948 ,E007040 ,2003JJ00,13.0,0.0,115.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
351,A043948 ,E007040 ,2004JJ00,10.0,0.0,125.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
352,A043948 ,E007040 ,2005JJ00,0.0,0.0,125.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
353,A043948 ,E007040 ,2006JJ00,0.0,0.0,125.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
354,A043948 ,E007040 ,2007JJ00,40.0,0.0,164.0,2.0,0.0,3.0,15.0,6.0,9.0,2.0,0.0
355,A043948 ,E007040 ,2008JJ00,184.0,0.0,348.0,17.0,0.0,19.0,113.0,50.0,63.0,13.0,0.0
356,A043948 ,E007040 ,2009JJ00,7911.0,0.0,8259.0,193.0,0.0,212.0,314.0,130.0,184.0,40.0,-1.0
357,A043948 ,E007040 ,2010JJ00,8916.0,1.0,17174.0,219.0,0.0,431.0,565.0,231.0,333.0,83.0,-1.0
358,A043948 ,E007040 ,2011JJ00,24754.0,3.0,41925.0,238.0,0.0,669.0,802.0,327.0,475.0,136.0,0.0
359,A043948 ,E007040 ,2012JJ00,22639.0,22.0,64542.0,213.0,0.0,882.0,1092.0,446.0,646.0,152.0,-5.0
360,A043948 ,E007040 ,2013JJ00,23169.0,73.0,87638.0,206.0,0.0,1088.0,1395.0,567.0,828.0,208.0,-9.0
361,A043948 ,E007040 ,2014JJ00,26715.0,0.0,114353.0,245.0,0.0,1333.0,1820.0,735.0,1085.0,236.0,-14.0
362,A043948 ,E007040 ,2015JJ00,27898.0,0.0,142251.0,250.0,0.0,1583.0,2315.0,935.0,1380.0,296.0,-27.0
363,A043948 ,E007040 ,2016JJ00,35845.0,0.0,178096.0,302.0,0.0,1885.0,2922.0,1180.0,1742.0,458.0,-20.0
364,A043948 ,E007040 ,2017JJ00,41225.0,2.0,219319.0,351.0,0.0,2235.0,3646.0,1462.0,2183.0,698.0,-10.0
365,A043948 ,E007040 ,2018JJ00,45684.0,13.0,264990.0,376.0,0.0,2611.0,4491.0,1795.0,2696.0,925.0,1.0
366,A043948 ,E007040 ,2019JJ00,45286.0,10.0,310266.0,393.0,0.0,3004.0,5389.0,2141.0,3249.0,1251.0,39.0
367,A043948 ,E007040 ,2020JJ00,41526.0,0.0,351792.0,436.0,0.0,3440.0,6453.0,2550.0,3903.0,1617.0,90.0
368,A043948 ,E007040 ,2021JJ00,45039.0,0.0,396831.0,458.0,0.0,3898.0,7567.0,2978.0,4589.0,1526.0,43.0
369,A043948 ,E007040 ,2022JJ00,,40.0,420980.0,,2.0,4396.0,9123.0,3577.0,5546.0,1670.0,41.0
370,A043948 ,E007040 ,2023JJ00,,184.0,442659.0,,17.0,4897.0,10753.0,4197.0,6556.0,2050.0,99.0
371,A043948 ,E007040 ,2024JJ00,,7911.0,456109.0,,193.0,5203.0,12268.0,4777.0,7491.0,2338.0,113.0
372,A043949 ,E007041 ,1994JJ00,,,,,,,,,,,
373,A043949 ,E007041 ,1995JJ00,,,,,,,,,,,
374,A043949 ,E007041 ,1996JJ00,,,,,,,,,,,
375,A043949 ,E007041 ,1997JJ00,,,,,,,,,,,
376,A043949 ,E007041 ,1998JJ00,,,,,,,,,,,
377,A043949 ,E007041 ,1999JJ00,,,,,,,,,,,
378,A043949 ,E007041 ,2000JJ00,,,,,,,,,,,
379,A043949 ,E007041 ,2001JJ00,,,,,,,,,,,
380,A043949 ,E007041 ,2002JJ00,,,,,,,,,,,
381,A043949 ,E007041 ,2003JJ00,,,,,,,,,,,
382,A043949 ,E007041 ,2004JJ00,,,,,,,,,,,
383,A043949 ,E007041 ,2005JJ00,,,,,,,,,,,
384,A043949 ,E007041 ,2006JJ00,,,,,,,,,,,
385,A043949 ,E007041 ,2007JJ00,,,,,,,,,,,
386,A043949 ,E007041 ,2008JJ00,,,,,,,,,,,
387,A043949 ,E007041 ,2009JJ00,7975.0,0.0,7975.0,184.0,0.0,184.0,132.0,51.0,81.0,16.0,-1.0
388,A043949 ,E007041 ,2010JJ00,9672.0,0.0,17647.0,218.0,0.0,402.0,328.0,127.0,201.0,47.0,-1.0
389,A043949 ,E007041 ,2011JJ00,35039.0,0.0,52686.0,275.0,0.0,677.0,513.0,198.0,315.0,85.0,0.0
390,A043949 ,E007041 ,2012JJ00,33735.0,0.0,86421.0,242.0,0.0,919.0,717.0,277.0,440.0,97.0,-4.0
391,A043949 ,E007041 ,2013JJ00,32853.0,0.0,119274.0,235.0,0.0,1154.0,953.0,368.0,585.0,139.0,-7.0
392,A043949 ,E007041 ,2014JJ00,39529.0,0.0,158803.0,287.0,0.0,1441.0,1286.0,496.0,790.0,162.0,-11.0
393,A043949 ,E007041 ,2015JJ00,43541.0,0.0,202344.0,294.0,0.0,1735.0,1643.0,633.0,1010.0,203.0,-21.0
394,A043949 ,E007041 ,2016JJ00,58618.0,0.0,260962.0,373.0,0.0,2108.0,2078.0,800.0,1278.0,320.0,-16.0
395,A043949 ,E007041 ,2017JJ00,70876.0,0.0,331838.0,449.0,0.0,2557.0,2609.0,1004.0,1604.0,496.0,-9.0
396,A043949 ,E007041 ,2018JJ00,76938.0,0.0,408776.0,472.0,0.0,3029.0,3150.0,1213.0,1937.0,647.0,-1.0
397,A043949 ,E007041 ,2019JJ00,120761.0,0.0,529537.0,698.0,0.0,3727.0,3912.0,1506.0,2406.0,910.0,28.0
398,A043949 ,E007041 ,2020JJ00,258979.0,0.0,788516.0,1332.0,0.0,5059.0,5265.0,2026.0,3239.0,1323.0,73.0
399,A043949 ,E007041 ,2021JJ00,296584.0,0.0,1085100.0,1493.0,0.0,6552.0,6776.0,2607.0,4169.0,1364.0,38.0
400,A043949 ,E007041 ,2022JJ00,276479.0,0.0,1361579.0,1483.0,0.0,8035.0,8383.0,3225.0,5158.0,1529.0,36.0
401,A043949 ,E007041 ,2023JJ00,276943.0,0.0,1638522.0,1520.0,0.0,9555.0,10035.0,3860.0,6174.0,1909.0,92.0
402,A043949 ,E007041 ,2024JJ00,272516.0,7975.0,1903063.0,1488.0,184.0,10859.0,11487.0,4419.0,7069.0,2186.0,105.0
403,A043949 ,E007037 ,1994JJ00,,,,,,,,,,,
404,A043949 ,E007037 ,1995JJ00,,,,,,,,,,,
405,A043949 ,E007037 ,1996JJ00,,,,,,,,,,,
406,A043949 ,E007037 ,1997JJ00,,,,,,,,,,,
407,A043949 ,E007037 ,1998JJ00,,,,,,,,,,,
408,A043949 ,E007037 ,1999JJ00,,,,,,,,,,,
409,A043949 ,E007037 ,2000JJ00,,,,,,,,,,,
410,A043949 ,E007037 ,2001JJ00,,,,,,,,,,,
411,A043949 ,E007037 ,2002JJ00,,,,,,,,,,,
412,A043949 ,E007037 ,2003JJ00,,,,,,,,,,,
413,A043949 ,E007037 ,2004JJ00,,,,,,,,,,,
414,A043949 ,E007037 ,2005JJ00,,,,,,,,,,,
415,A043949 ,E007037 ,2006JJ00,,,,,,,,,,,
416,A043949 ,E007037 ,2007JJ00,,,,,,,,,,,
417,A043949 ,E007037 ,2008JJ00,,,,,,,,,,,
418,A043949 ,E007037 ,2009JJ00,230.0,,230.0,3.0,,3.0,2.0,1.0,1.0,0.0,0.0
419,A043949 ,E007037 ,2010JJ00,931.0,0.0,1161.0,10.0,0.0,13.0,10.0,4.0,6.0,1.0,0.0
420,A043949 ,E007037 ,2011JJ00,10657.0,0.0,11818.0,49.0,0.0,62.0,30.0,12.0,19.0,5.0,0.0
421,A043949 ,E007037 ,2012JJ00,11514.0,0.0,23332.0,48.0,0.0,110.0,57.0,22.0,35.0,8.0,0.0
422,A043949 ,E007037 ,2013JJ00,10039.0,0.0,33371.0,46.0,0.0,156.0,92.0,35.0,57.0,13.0,-1.0
423,A043949 ,E007037 ,2014JJ00,13338.0,0.0,46709.0,68.0,0.0,224.0,155.0,59.0,95.0,19.0,-1.0
424,A043949 ,E007037 ,2015JJ00,16265.0,0.0,62974.0,80.0,0.0,304.0,227.0,88.0,140.0,28.0,-3.0
425,A043949 ,E007037 ,2016JJ00,24256.0,0.0,87230.0,118.0,0.0,423.0,336.0,129.0,206.0,52.0,-3.0
426,A043949 ,E007037 ,2017JJ00,31838.0,0.0,119068.0,155.0,0.0,578.0,477.0,184.0,294.0,91.0,-2.0
427,A043949 ,E007037 ,2018JJ00,34947.0,0.0,154015.0,175.0,0.0,753.0,637.0,245.0,392.0,131.0,0.0
428,A043949 ,E007037 ,2019JJ00,77010.0,0.0,231025.0,390.0,0.0,1143.0,1005.0,386.0,618.0,234.0,7.0
429,A043949 ,E007037 ,2020JJ00,219139.0,0.0,450164.0,1003.0,0.0,2146.0,1928.0,742.0,1187.0,485.0,27.0
430,A043949 ,E007037 ,2021JJ00,253185.0,0.0,703349.0,1148.0,0.0,3295.0,2994.0,1152.0,1843.0,603.0,17.0
431,A043949 ,E007037 ,2022JJ00,,0.0,960350.0,,0.0,4451.0,4054.0,1559.0,2495.0,739.0,18.0
432,A043949 ,E007037 ,2023JJ00,,0.0,1219626.0,,0.0,5654.0,5158.0,1984.0,3174.0,981.0,47.0
433,A043949 ,E007037 ,2024JJ00,,230.0,1473735.0,,3.0,6845.0,6237.0,2399.0,3838.0,1187.0,57.0
434,A043949 ,E007040 ,1994JJ00,,,,,,,,,,,
435,A043949 ,E007040 ,1995JJ00,,,,,,,,,,,
436,A043949 ,E007040 ,1996JJ00,,,,,,,,,,,
437,A043949 ,E007040 ,1997JJ00,,,,,,,,,,,
438,A043949 ,E007040 ,1998JJ00,,,,,,,,,,,
439,A043949 ,E007040 ,1999JJ00,,,,,,,,,,,
440,A043949 ,E007040 ,2000JJ00,,,,,,,,,,,
441,A043949 ,E007040 ,2001JJ00,,,,,,,,,,,
442,A043949 ,E007040 ,2002JJ00,,,,,,,,,,,
443,A043949 ,E007040 ,2003JJ00,,,,,,,,,,,
444,A043949 ,E007040 ,2004JJ00,,,,,,,,,,,
445,A043949 ,E007040 ,2005JJ00,,,,,,,,,,,
446,A043949 ,E007040 ,2006JJ00,,,,,,,,,,,
447,A043949 ,E007040 ,2007JJ00,,,,,,,,,,,
448,A043949 ,E007040 ,2008JJ00,,,,,,,,,,,
449,A043949 ,E007040 ,2009JJ00,7745.0,0.0,7745.0,181.0,0.0,181.0,130.0,51.0,80.0,16.0,-1.0
450,A043949 ,E007040 ,2010JJ00,8741.0,0.0,16486.0,208.0,0.0,389.0,318.0,123.0,195.0,46.0,-1.0
451,A043949 ,E007040 ,2011JJ00,24382.0,0.0,40868.0,226.0,0.0,615.0,483.0,187.0,296.0,80.0,0.0
452,A043949 ,E007040 ,2012JJ00,22221.0,0.0,63089.0,194.0,0.0,809.0,659.0,255.0,405.0,89.0,-4.0
453,A043949 ,E007040 ,2013JJ00,22814.0,0.0,85903.0,188.0,0.0,997.0,861.0,332.0,529.0,125.0,-6.0
454,A043949 ,E007040 ,2014JJ00,26191.0,0.0,112094.0,219.0,0.0,1216.0,1132.0,436.0,695.0,143.0,-10.0
455,A043949 ,E007040 ,2015JJ00,27276.0,0.0,139370.0,214.0,0.0,1431.0,1415.0,545.0,870.0,175.0,-18.0
456,A043949 ,E007040 ,2016JJ00,34362.0,0.0,173732.0,254.0,0.0,1685.0,1742.0,671.0,1071.0,268.0,-13.0
457,A043949 ,E007040 ,2017JJ00,39038.0,0.0,212770.0,294.0,0.0,1979.0,2131.0,821.0,1311.0,406.0,-7.0
458,A043949 ,E007040 ,2018JJ00,41991.0,0.0,254761.0,297.0,0.0,2276.0,2513.0,967.0,1545.0,516.0,-1.0
459,A043949 ,E007040 ,2019JJ00,43751.0,0.0,298512.0,308.0,0.0,2584.0,2907.0,1119.0,1788.0,676.0,21.0
460,A043949 ,E007040 ,2020JJ00,39840.0,0.0,338352.0,329.0,0.0,2912.0,3337.0,1284.0,2053.0,839.0,46.0
461,A043949 ,E007040 ,2021JJ00,43399.0,0.0,381751.0,345.0,0.0,3257.0,3782.0,1456.0,2326.0,761.0,21.0
462,A043949 ,E007040 ,2022JJ00,,0.0,401230.0,,0.0,3584.0,4329.0,1666.0,2663.0,790.0,19.0
463,A043949 ,E007040 ,2023JJ00,,0.0,418897.0,,0.0,3901.0,4876.0,1877.0,3000.0,928.0,45.0
464,A043949 ,E007040 ,2024JJ00,,7745.0,429329.0,,181.0,4014.0,5250.0,2020.0,3230.0,999.0,48.0
465,A043950 ,E007041 ,1994JJ00,,,1653.0,,,2.0,12.0,4.0,7.0,0.0,0.0
466,A043950 ,E007041 ,1995JJ00,26.0,0.0,1679.0,0.0,0.0,2.0,12.0,5.0,7.0,0.0,0.0
467,A043950 ,E007041 ,1996JJ00,46.0,0.0,1725.0,0.0,0.0,2.0,12.0,5.0,8.0,1.0,0.0
468,A043950 ,E007041 ,1997JJ00,827.0,0.0,2552.0,1.0,0.0,3.0,19.0,7.0,12.0,2.0,0.0
469,A043950 ,E007041 ,1998JJ00,1242.0,0.0,3794.0,2.0,0.0,5.0,30.0,12.0,19.0,3.0,0.0
470,A043950 ,E007041 ,1999JJ00,474.0,0.0,4268.0,1.0,0.0,6.0,34.0,13.0,21.0,3.0,0.0
471,A043950 ,E007041 ,2000JJ00,273.0,0.0,4541.0,0.0,0.0,6.0,37.0,14.0,23.0,3.0,0.0
472,A043950 ,E007041 ,2001JJ00,949.0,0.0,5490.0,1.0,0.0,8.0,45.0,17.0,28.0,3.0,0.0
